# outframe clk cap_out golden user frameStart rstcs
0 453502 00000000 0 0 1 0
1 650830 a029d28a 0 0 2 0
2 848158 a029d28a 0 0 3 0
3 1045486 a029d28a 0 0 4 0
4 1242814 a029d28a 0 0 5 0
5 1440142 a029d28a 0 0 6 0
6 1637470 a029d28a 0 0 7 0
7 1834798 a029d28a 0 0 8 0
8 2032126 a029d28a 0 0 9 0
9 2229454 a029d28a 0 0 10 0
10 2426782 a029d28a 0 0 11 0
