# word	offset_bits  (frame=24640 bits; window=32 bits, LSB-packed from FEC startIn)
8A3D43D0	19066
8A3D984C	21864
8A4133A3	24614
8A430FF9	13368
8A4461E9	15523
8A4C2C08	13517
8A4F9357	4517
8A52103B	6937
8A52A892	23797
8A555051	15692
8A58AC67	20546
8A5B9202	11067
8A5D6822	10163
8A5E029F	4736
8A5F5724	7491
8A604C8F	9476
8A60C31A	14709
8A615DDE	19760
8A61EA11	10224
8A62B328	19341
8A6338AF	12324
8A6786B9	17728
8A68B7AB	2913
8A69534F	22050
8A6A44AF	18122
8A6E455B	16067
8A6EB28F	18643
8A744A38	6026
8A74D9A8	22585
8A755C2A	5311
8A79B962	16777
8A84C3FF	20627
8A8515AF	15091
8A8621F5	6690
8A88618C	13334
8A8AFD6D	24194
8A8B710C	15665
8A8E71AD	2611
8A95803F	1062
8A9A3109	23377
8A9BD41D	7746
8A9CFD1B	1917
8A9EBF7C	24061
8A9ED584	7659
8AA145FF	11027
8AAD20C6	17985
8AAF51BD	4895
8AAF87A1	4256
8AB1ACA6	11723
8AB68B65	14994
8AB6C01C	14261
8AB6C827	16050
8AB96C7F	8153
8ABE8297	6288
8AC1D3E7	15816
8AC5BD4A	11542
8AC67403	20534
8ACB5319	22178
8ACCA1B7	19331
8AD1C593	23592
8AD1C889	11888
8AD7DA18	15076
8ADE5017	16751
8AE186DA	18170
8AE1DE45	15884
8AE3B850	19856
8AE57E49	9097
8AE92F92	2042
8AEC0CBB	23315
8AF9BDD0	19916
8AFB51E7	1796
8AFD6DA2	24186
8AFEDBC6	12304
8B00090C	12155
8B016058	21665
8B018D28	16299
8B04329D	11467
8B04C947	4486
8B07A2E7	12402
8B156D80	14268
8B16D58A	2937
8B185FFD	3019
8B1A5D38	4413
8B1E9D75	16916
8B1FD885	4037
8B200462	2562
8B265905	23575
8B267F82	13936
8B277D24	21703
8B27CB32	7392
8B27F63D	24160
8B2868E0	18878
8B2A4FFA	2365
8B315F37	19927
8B316EC3	6555
8B323105	11811
8B379472	10976
8B37D970	16415
8B3931B0	23063
8B39685D	22114
8B39A043	1542
8B3AA6CE	11376
8B4132D9	15948
8B42515C	19875
8B47B1F0	14490
8B47BDA7	14574
8B4A30F6	12230
8B4DD814	23148
8B4E99D5	2294
8B4F5D02	8197
8B534030	18071
8B55822D	18448
8B588561	7706
8B5A9C80	17844
8B5D2195	1315
8B60164F	22321
8B63CECC	22539
8B64679D	3807
8B652AA3	13702
8B654A82	14978
8B655F74	22211
8B6AC534	2930
8B6EFEF1	9233
8B708FDA	785
8B710C07	15657
8B761B94	6544
8B78E429	18426
8B7A94AA	11533
8B7AB4EE	2901
8B7B3ECF	6593
8B7BACBE	6867
8B7D10C5	16324
8B7DA2D7	1333
8B7E7037	18803
8B80ACA5	3254
8B822FAB	21915
8B88B185	3031
8B89968F	20217
8B8C8549	21252
8B8CC9B9	9527
8B91DCE1	22980
8B9284E6	17381
8B93A3AF	17562
8B9F280C	12384
8BA067F2	610
8BA2ED63	15043
8BA4C1D0	2679
8BA92F05	17808
8BAC1BA9	12801
8BADFA81	19596
8BB05AA7	21637
8BB4CDA6	20042
8BB58E3B	15033
8BBC267C	21076
8BBD3B95	6772
8BC01B0A	6198
8BC686F3	6820
8BC745A5	12247
8BC9F8C0	8527
8BCB4EC6	8122
8BD0526F	853
8BD922CC	19945
8BDABA2B	9119
8BDCE4F6	8863
8BDE138D	20434
8BDEE7E1	10436
8BE00291	14913
8BE195DA	13434
8BE1AB2B	22748
8BE880DA	10197
8BE88479	20308
8BE88D2E	22288
8BE8F4B8	12723
8BE947B0	19118
8BEAF9F3	21901
8BEC15D5	1990
8BF0F4BE	8260
8BF3A575	16715
8BF48A9C	1933
8BF4D829	16191
8BF8FA4E	8391
8BF962D8	22557
8BFA7133	24550
8BFB9D6D	7851
8BFC1F4C	18028
8BFD7816	3504
8BFF5EB9	11010
8C007185	19694
8C01D9A3	2174
8C04E9B8	539
8C07E084	7948
8C09C92D	12843
8C0A32B3	3746
8C0A78A6	17748
8C0B1C03	8507
8C0CDDEE	12695
8C0D2E44	13310
8C0E5813	5712
8C12A37B	9395
8C1333A7	10589
8C1E7962	22347
8C1F0258	14076
8C20C2FF	22668
8C21094A	55
8C2217BA	23269
8C2233C2	3885
8C27A48C	7889
8C2F7417	19675
8C2FFEC8	3012
8C38A430	13380
8C39F5AD	11323
8C3A8700	11239
8C3B696B	15173
8C3C81D1	20335
8C3D264A	15510
8C3DA83B	12216
8C3E4B5E	12126
8C3E5080	6455
8C4089C5	16267
8C417868	11797
8C426EC1	23363
8C441EAE	18984
8C4994C9	5929
8C4A2AE5	8167
8C4E43FD	2541
8C517045	21926
8C51BD52	2782
8C51EA1E	19071
8C5BD9F6	6598
8C5D176B	15048
8C5E3437	6825
8C65317E	8279
8C67789E	14148
8C67EA3B	7268
8C69AD48	13265
8C6F913C	5991
8C6FDE11	14114
8C75BBA4	24508
8C797CCB	12279
8C79A2E3	21270
8C79E3FC	15323
8C7ABB61	2474
8C7D2FBB	14218
8C8549DE	21244
8C8BFC1F	18036
8C94246A	11662
8C959038	14379
8C996471	20388
8C9ACDBA	6967
8C9AFBAD	15378
8C9C7FF1	24348
8C9D9FDB	3714
8C9FFF0E	10026
8CA60C35	20495
8CA62FC3	8274
8CA62FEE	7865
8CA6B99D	16625
8CA77200	7005
8CA9C143	6168
8CAA2ABD	4909
8CACE327	3732
8CB0D09C	15768
8CB2127A	887
8CB30E65	5507
8CB47EFF	14525
8CB7A6AE	24091
8CB94E29	18665
8CB9D983	24011
8CBCAF6F	7431
8CC0A358	8823
8CC37881	6067
8CC48CBC	7447
8CC9B984	9519
8CCEABF7	14790
8CD163D3	16927
8CD2C6CC	8318
8CD785D6	5246
8CD84132	3646
8CD86585	11693
8CD8DDAA	700
8CDC9DF6	5665
8CDE0E3B	17688
8CE289EA	9934
8CE2BFB6	12314
8CE41CA1	1665
8CE453AA	5324
8CE64E0F	22155
8CE806FE	20525
8CE85FA2	8423
8CE9F980	5033
8CEC2CB0	19483
8CEF13C4	14143
8CEF44D9	17319
8CF0BE5F	3871
8CF3BF0B	3794
8CF51C72	22843
8CF87A5E	2829
8CFBF41D	7540
8CFD4772	7263
8CFF14C1	14724
8D00542C	11769
8D0097B5	17516
8D03C9E3	10523
8D063934	1845
8D0B9514	22608
8D0C70DF	12614
8D0DE646	6811
8D10F811	20069
8D1155A4	17996
8D129C4C	9604
8D12F76F	19815
8D1CD58E	10124
8D1D0AE6	18492
8D1F763E	5001
8D2411A8	19273
8D24E527	2328
8D27CE36	17960
8D288C40	16283
8D2C82A5	8097
8D2E9C33	4406
8D2EA7C1	22272
8D30C46E	7776
8D30FDFB	20710
8D33D3CD	4201
8D35A90C	13260
8D39066D	17122
8D393144	14013
8D3ACCBD	13227
8D3C6E7C	8694
8D3D1701	3269
8D3D78E6	14686
8D3E2EF4	6786
8D3FD494	2141
8D400BFE	21047
8D437774	19254
8D49C9D3	9777
8D4AE901	19022
8D4B2D16	808
8D4D7478	6389
8D4E5578	13676
8D4FC018	24456
8D504531	12341
8D573ACC	10826
8D57CD6B	8014
8D5CD7CE	5216
8D5D0266	13807
8D5F88DC	11641
8D60D64D	8805
8D650E97	18576
8D65319B	11712
8D670A32	20410
8D68D71B	16584
8D6A97F6	2592
8D6CE042	17041
8D6F567E	1482
8D71BAB3	16572
8D743228	15551
8D756724	755
8D7630E7	11337
8D78A8E7	2623
8D829CFE	17223
8D8789CA	23044
8D8BDCE4	8871
8D93FADC	10094
8D94B12C	24377
8D985A31	8301
8DA1524E	4776
8DA29780	4746
8DA3D8BE	19138
8DA8A154	14886
8DADB917	6221
8DB3B1B8	1894
8DB691F2	12089
8DB96753	17938
8DBC7710	24321
8DBF395B	16684
8DC1AC82	1875
8DC54DEA	7755
8DC94A95	12033
8DCF952A	8681
8DCFEA5C	11621
8DD58530	1728
8DD59E04	16561
8DD806F4	2731
8DDA286E	2984
8DDAA92D	688
8DDD1035	10477
8DDE827C	4135
8DE55F0A	18344
8DE6F25B	20787
8DEA9326	2771
8DEA959F	14843
8DED8959	9377
8DEDBE0E	4876
8DF22794	5986
8DF240B9	20912
8DF5CB45	9144
8DFA6659	11190
8DFBC226	14109
8E01A3DC	8492
8E02D13A	21416
8E02FCB5	12565
8E06B08F	20829
8E0BB32C	21955
8E0D231E	2492
8E0D2C8A	15716
8E0F870B	18858
8E14637C	6004
8E15BF63	325
8E15CC51	649
8E163C53	19362
8E16A9A9	20958
8E1706DE	3982
8E17BF21	10770
8E180355	22017
8E1AA871	15911
8E1B65A5	13570
8E1BE9AE	12601
8E1E2CE6	1556
8E2A2BF5	24200
8E2C9964	23581
8E2E3326	9533
8E2EB06E	12807
8E309E92	7895
8E33BD13	17325
8E360A73	17229
8E364FEB	10100
8E392B5C	20367
8E394F9A	22828
8E3A002E	7067
8E3BF315	15017
8E429958	18414
8E43F47F	12525
8E444D79	11877
8E46B670	17050
8E4AD2CD	415
8E4AD723	20361
8E4BEB84	10955
8E4C90DA	1159
8E4D0BF6	1831
8E5212B8	23762
8E53E6B0	22822
8E5A6095	11430
8E5CBE14	2394
8E615527	14666
8E63AE11	566
8E658E98	22776
8E67687A	21601
8E6AC71B	10117
8E6BD857	22468
8E716646	11822
8E71AD52	2603
8E71DAE3	6624
8E76B9AA	13613
8E7890B3	13011
8E7E811E	18771
8E800B87	7061
8E85732A	18485
8E8B4A30	12238
8E903B73	24259
8E98BE1A	22760
8E9A5B9E	5471
8EA212D8	21172
8EA98F86	5142
8EADEA14	18205
8EAF7AA7	8938
8EB47264	1172
8EB75EA0	1450
8EB77482	24503
8EB84602	556
8EBDA5D8	17544
8EBF1F29	10901
8EC081B2	10619
8EC9EAA1	7164
8ED05589	19634
8ED60D74	21118
8ED718B7	6613
8ED7443C	21493
8ED9DF26	14948
8EDBD408	5833
8EE141F3	19846
8EE21988	24308
8EE4803E	7246
8EE70A3E	22969
8EECBB4B	103
8EEF9B07	9969
8EF3794F	17666
8EF67BC6	17147
8EF8BA06	622
8EFCC55B	15011
8F047B8C	13404
8F052020	18619
8F0777F5	3181
8F0796C6	5271
8F083862	6368
8F0845F6	2007
8F089F96	5776
8F09E6A7	5437
8F0ADBE2	15974
8F0E3541	12355
8F120F30	4673
8F14C566	19348
8F1A7FA9	2148
8F1F7C50	18748
8F22822E	3053
8F242DCC	9862
8F27BB58	20287
8F28D0B9	22620
8F2D4CEE	23213
8F2F2225	5606
8F2F9971	12274
8F31383C	5805
8F316C8C	3818
8F31C2E0	3993
8F345C64	21265
8F3B3390	22529
8F3C3E5D	19984
8F3C7F85	15318
8F3DE26F	1777
8F446863	12627
8F480034	21210
8F4B8C0C	12711
8F4EBAFF	16909
8F4EFF95	12895
8F4F04B8	10659
8F50F42C	19060
8F54EC5A	8218
8F576C20	2469
8F60003A	19101
8F60B4A3	9888
8F62FA51	19128
8F63E12A	14481
8F661333	21858
8F66B73B	24138
8F66CB2C	19196
8F718714	13391
8F73225B	8474
8F7A7193	10045
8F7B4E0F	14565
8F7BDD0C	9452
8F7CAACE	10374
8F7FCD53	12970
8F7FF70E	10859
8F840FFE	9289
8F84A84F	14471
8F863F33	5126
8F8FBC00	22947
8F8FF71D	126
8F90882A	8644
8F9361F9	12070
8F949731	10886
8F9FA0D1	2201
8FA352CB	818
8FA4ECAE	8379
8FA5F77D	14213
8FA8CF51	22855
8FAB0A0E	4979
8FAD1C0D	20844
8FB4B430	8048
8FB54681	10540
8FB7E8DD	10497
8FBB1F56	4994
8FBB44BA	13973
8FBC00B3	22939
8FBC1FF4	24588
8FBE2829	18741
8FBED91E	15997
8FBFA379	20805
8FC3BFD5	4461
8FC4CD68	3341
8FC875F7	13095
8FCA6180	19429
8FCCD378	5112
8FD2EFD9	20193
8FD30F28	4804
8FDA35D5	769
8FDDE0B6	215
8FDF4BC4	8744
8FDFF22D	14512
8FE0DD42	12504
8FE1EC93	16468
8FE2F2D3	8132
8FE887A5	23734
8FEBCAF8	299
8FEC42F7	4030
8FF0A73F	15305
8FF71DD9	118
8FF891CB	2413
8FFCBF5A	5868
8FFE36F1	24335
8FFEE460	19715
90006904	21201
9000F193	6986
90023139	2555
9002EB3A	21386
90044BBB	23183
9007D595	7233
9007E74C	9562
900F319F	14743
901037A8	18604
90104FD9	1120
9011BEB9	9155
90131752	17823
90153C55	11048
901729F0	23098
9019B23F	19451
901A92C2	1253
901E9E2C	16437
901EE311	19002
902B44A6	16163
902E495F	20898
903857D6	8605
90386F6B	14363
9038C12A	9407
903A2FA2	20322
903B5610	11971
903B730F	24251
903FB91A	20733
90418D1D	18508
904407FD	22505
9044D523	24482
9044FE90	11995
904580B0	21674
9046831C	1854
9046A1BB	19263
90475109	21181
904BB51C	1579
904BF667	8575
904CE8FB	24608
904CFBBE	20165
904D5C8C	15402
904E4EA7	19546
904E6B5A	16033
9054AB92	14620
9054B32B	8084
9054E126	11586
9057CA65	23555
906349F3	17970
9066D87F	17110
90674254	20589
90713021	3947
9071C2C7	19373
9072866F	1655
90734C69	8715
9075110A	13768
9078F228	3065
907981DB	4662
907D089C	6487
9081DC0A	6926
90855B8C	5348
9086F928	266
90882633	19505
90882A97	8636
90889E88	23693
909237E9	11204
9093D117	876
9095C7F4	23751
90A65603	18408
90A93BDC	21239
90ABEF64	13892
90ADF555	2112
90B3ADC7	12995
90B4FD46	7973
90B7327D	9852
90B752BD	2079
90B79F14	24637
90BBAB9D	5406
90BE992C	13124
90C3FE58	13362
90C61F25	12135
90CAD6BF	1300
90CB55E0	16868
90CC58AB	14281
90CC69D6	13240
90D93DE4	729
90DA567F	17598
90DAE520	1143
90E2EB7E	19606
90E4ACB6	10747
90EBEE81	13086
90F58A79	16793
90F5901A	1269
90FD1FC1	12519
90FF4F41	2527
90FFE32A	4927
91095C4E	20674
910EE500	3471
911264D4	9718
9112C25F	5591
91135E5F	11871
91184212	62
91187A4C	15517
9120F1E4	3072
912BF561	18108
912D717C	13453
912DDAE9	8459
912DDE62	23490
912DFE8E	7919
912EE1C3	18302
913A9718	13288
913CA66E	5975
91411035	15862
91411711	3046
9141CC1A	8973
91452230	15532
914AAA0A	15695
914B7240	11070
914C3D42	10227
914EAB85	5314
91539FA3	1920
9156D904	16053
915D25F2	2045
9164EFA4	21706
91662BE6	19930
9166F28E	10979
91672D0B	22117
91684A2B	19878
9168F63E	14493
916CA554	13705
916F7597	6870
916FB45A	1336
91780361	6201
917D1E97	12726
917E9153	1936
917F83E9	18031
91800E30	19697
91814F14	17751
91826674	10592
9183CF2C	22350
9187903A	20338
9187CA10	6458
91882F0D	11800
918F576C	2477
918FA5F7	14221
91935F75	15381
9194C5FD	7868
9196424F	890
919661CC	5510
9196F4D5	24094
919795ED	7434
919B1BB5	703
919BC1C7	17691
919E77E1	3797
91A22AB4	17999
91A61FBF	20713
91A7C5DE	6789
91A95D20	19025
91A9F803	24459
91ABF11B	11644
91AD9C08	17044
91B5142A	14889
91BB450D	2987
91BCABE1	18347
91BF4CCB	11193
91C7256B	20370
91C8D6CE	17053
91CB97C2	2397
91CD7B0A	22471
91CE2CC8	11825
91CED735	13616
91D34B73	5474
91DCE147	22972
91DECF78	17150
91E15B7C	15977
91E6385C	3996
91E88D0C	12630
91ECD965	19199
91EF7BA1	9455
91F26C3F	12073
91F69686	8051
91F94C30	19432
9200FAB2	7236
9202A78A	11051
9205C92B	20901
9208B016	21677
9208D437	19266
920A9C24	11589
920E2604	3950
9216E64F	9855
92196ABC	16871
921B27BC	732
921B5CA4	1146
92224C9A	9721
92296E48	11073
922BA4BE	2048
922CC57C	19933
922CDE51	10982
922DF68B	1339
923298BF	7871
9237E999	11196
92391AD9	17056
92411602	21680
92415384	11592
92432D57	16874
92575B0B	21567
9257F9D7	20884
925821E4	15428
9258DA3D	19150
925AF1C5	12826
925C263C	23235
925EEAF5	9075
9263CA34	22630
926407A7	16447
9266DC66	7468
92675416	18921
926868AB	6308
926B49BA	3391
926F6E89	10289
9271B452	4757
9271CA42	23773
927293D1	2321
927CF675	21335
927FD38E	21517
9281DE80	22906
9283F43D	246
9284262D	14596
92848D5F	11657
9284E685	17373
9288B000	12167
928FC3BF	4469
9290ADF5	2120
92952ADC	12024
92987FA7	9189
929B7230	22369
929E95C3	5904
929EDDD2	23413
92A09D62	20460
92A8360A	15488
92A9CA90	21
92B2070D	14374
92B29C9B	16831
92B2DBEB	10737
92B4B378	409
92B5C8C3	20355
92BAD85F	21564
92BD6F4C	4098
92BFCEBB	20881
92C10F20	15425
92C2EA73	1237
92C4B8F8	146
92C54D18	23386
92C59D53	11385
92C6D1EC	19147
92C7E43A	13104
92CF8522	13476
92D1E108	2018
92D4B1C2	668
92D78E2E	12823
92D7B11B	12112
92D95312	20768
92E131E5	23232
92E63DFF	10873
92E97871	17871
92EA76B6	6338
92EDF595	21447
92F0597F	17796
92F18139	12854
92F757AC	9072
92F92D1E	2030
92FAE112	10949
92FCFEA8	3297
9300A188	7365
93031583	15831
93074165	2669
93083631	14170
930B0228	13511
930C5B2A	22224
930E5450	4346
93144218	14001
931B0F13	23051
931E51A1	22627
93203D3C	16444
932436B9	1153
9325506C	15495
9326A10D	9707
9326E98D	2755
9329929E	5920
932C82BE	23568
932C8E39	20383
9336E331	7465
933AA0B3	18918
933F6FF2	17177
933FC106	13929
93425D6B	8783
9342FDAC	1825
9343455F	6305
9345FD38	24559
9347BE55	10383
935086AD	9700
935232C8	901
935556AD	23946
93571609	4501
93574C56	11563
9359B745	6962
935A4DD7	3388
935F75B8	15373
9361F974	12062
9371B296	24388
9371F3F4	2212
9372BE23	1691
937309AA	9510
9374C6EC	2748
9375FCE7	3374
9376E5FB	7595
9378BE00	14925
9379487A	16810
937B744F	10286
937E8FA3	834
9383EB91	22141
9389DBB2	24415
938B9284	17389
938DA297	4754
938E5212	23770
938FFE36	24343
939376E5	7603
9393A74F	9768
93949E8B	2318
939F5B7A	13866
93A1337C	16497
93A27ADA	16099
93A3AF69	17554
93A74F9F	9760
93A9E4F2	19532
93AB6122	23513
93B22DEE	6881
93B2B83F	8369
93B3FB79	3709
93B6758E	439
93BB8C49	5945
93BDC7A4	21227
93BE9241	21696
93BEDCF5	5652
93C1ED20	14643
93C7DBF4	10506
93C84413	19514
93D117A0	868
93D11C2B	340
93D169D3	2305
93D17D11	22299
93D5429D	7155
93DADE33	8845
93DB8843	3120
93DDAC3B	20280
93DE382E	21969
93DE466C	717
93DFD0F8	9669
93E0AFDF	17441
93E16BEA	15233
93E30EDA	15183
93E35BD5	1492
93E4D5C5	4511
93E4EC8B	6891
93E59930	7385
93E71B72	17953
93E7B3AA	21332
93E98A5F	7507
93EB9F80	9833
93EFFC18	1397
93F10480	23119
93F18163	8518
93F51973	24026
93FADCA0	10086
93FB1ECD	24153
93FDCBC8	12655
93FE9C76	21514
93FEBD1A	2351
93FFE1CD	10021
9400ADAC	3453
9404BEFB	7312
9405FE2F	16737
94063C38	12369
94076D40	23019
940E6293	13535
940EF406	22903
941057FE	18545
9410CF12	3418
9419BBA1	6520
9419D8F7	10065
941FA1E8	243
94201A25	6441
94213168	14593
94246AFC	11654
942527BC	21984
9427342B	17370
94337814	1644
9434707C	18871
943570CD	4311
9436FB77	19318
943A5CA0	18566
943F4C45	22075
94458004	12164
94462044	16276
944B2111	23708
944C7FC4	2426
9455CB63	8158
94571DC2	19861
9461ED41	12221
94685CA8	22613
9469208D	19278
946D0A92	4781
9470A31B	6009
9470B54D	20963
94725F5C	10960
9472D304	11435
94733B43	21606
94757BD5	8943
94764F55	7169
94782901	18624
9479216E	9867
947B0001	19106
947E1DFE	4466
9480827E	1125
94840EE0	6931
9484AE3F	23756
94856FAA	2117
9487AC53	16798
949731EF	10878
949E8B4E	2310
949EF1C1	21974
949F0B5F	15238
94A956E4	12021
94A9C1DF	1206
94A9C79E	20001
94AA249C	23791
94AA4AA7	35
94AA8D4E	13692
94AAC500	11517
94B12C64	24369
94B1A253	9615
94B3E8D7	2643
94B83F86	15589
94B9ABB3	3233
94BC30FF	11919
94C186AA	20490
94C300CE	19420
94C3FD3F	9186
94C5D260	2688
94C5F87A	8269
94C5FDCE	7860
94C66C32	11702
94C6EF41	4144
94C94F4A	5913
94C9625C	155
94CB9DC9	23538
94CDC9DD	5962
94CF6580	22408
94CFEAAE	18260
94D1013C	16142
94D66239	13033
94D733BD	16620
94D930E5	4358
94DB9183	22366
94E1DD05	21792
94E26027	9593
94E29BAC	18653
94E4DE52	16820
94E99523	13639
94ECA396	11448
94EE4003	7000
94F4AE1D	5901
94F6EE92	23410
94F818B3	23083
94F9AC26	22816
94F9DDD5	17646
9503E82F	18713
95040452	20567
950476CE	14961
9504EB17	20457
95079D65	2261
9509F300	14458
950F963C	3840
951404A1	4332
9514E9B3	22592
9516AB04	18455
951986F1	6074
951BDB12	9384
951C05A2	21423
951FA61E	4811
95216F3E	4
95239DAE	13623
95271725	17396
9527FD7A	2358
952A08ED	14968
952A2D56	18462
952A747C	8665
952ADC82	12016
95312F20	20756
9534F470	22038
95350B67	4621
95382879	6163
95383BEC	1201
9538F3C3	19996
953A3E42	8658
953BD01D	23833
9541B053	15485
9544938E	23786
954557A8	4904
9548CDE0	17700
954954E5	30
954E5485	18
9551A9CA	13687
95533101	4563
95541454	15686
9558A007	11512
9559DD02	10361
955CE37C	20930
955E1329	13662
9563028C	3756
9565EB22	1959
956E4113	12009
95725084	14607
9576F713	473
957A37AA	14857
957C289D	18334
957DD115	22201
957E07B7	11132
95803F01	1054
9580C1FE	18394
9590386F	14371
9594E4DE	16828
9596DF5E	10734
959C64EC	3727
959F36E6	9357
959F37F3	14827
959FC22E	17584
95A47DA5	8061
95A59BC1	406
95A5A607	7209
95A8D33D	4213
95AD3CB4	22725
95AD7E43	1291
95AE461E	20352
95AFCAD8	13175
95B00BF3	13158
95B142BF	16664
95B8122C	21725
95B97C96	11406
95BA2A7B	7673
95C1FAC2	8358
95C3B8FF	5888
95C4EE5E	20662
95C7F443	23743
95CCCF96	16360
95CF2AED	488
95D203DC	19013
95D46DF9	16697
95D691EC	19215
95D6C2FC	21561
95DA3C11	13418
95DF3EDE	21011
95E922BA	2060
95EB7A65	4095
95EC450F	6748
95ED4978	12871
95EDF5E2	7418
95F09086	282
95F119C8	1680
95F645F4	12740
95F6ACFC	6110
95F925EE	9087
95FAB0BE	18101
95FE75DA	20878
960216FB	14044
96026C94	22390
9604C41C	5698
96087904	15422
9608B7D1	16336
96120336	19462
9612F84B	5580
9613DBA8	5752
961464A1	11675
96175399	1234
961A1384	15763
961D8524	19173
96258085	14054
96258C9C	24364
9625C7C7	143
962A2186	13340
962A68C4	23383
962B19D0	20540
962B7940	16757
962CEA9B	11382
962D8059	22327
962D8F3B	22545
962E265A	20223
963145C1	21932
963271FF	24354
96344A71	9610
96366168	8307
96368F62	19144
96385731	655
963A62F8	22766
963CC5B2	3824
963F21D7	13101
964152CC	8090
96415F29	23561
9642227A	23699
96424F44	882
96452AA8	15701
96471C95	20376
9652C689	9621
9656E048	21731
96587614	19179
965A2DC2	799
965A9FB5	3619
965AFA20	1023
9661CCB9	5502
96629D12	6036
9664C028	7375
9665691F	8071
96676A80	17282
966F043E	396
966FAEA5	11168
967537A8	17926
967C2912	13473
967D1AF1	2638
968124FF	21532
9685DF72	22102
9686046A	8035
968B708F	793
968BDABA	9127
968F0845	2015
968F60B4	9896
968FD2EF	20201
968FDFF2	14520
9696CA07	13552
96981FA2	7199
9698256E	11424
96983EAE	22704
969D8D2C	8113
96A58E15	665
96A63399	22169
96A67720	23206
96A76EDD	23638
96A7ED62	3613
96ABC139	16859
96ADFB1E	10682
96B4D1C8	12544
96B81C36	15153
96B8BE19	13446
96BB62FF	3522
96BC7175	12820
96BD88DB	12109
96BE880A	1017
96C16CCF	21153
96C66BC2	5255
96C7A77F	12904
96C7F179	8141
96CA0731	13544
96CA9897	20765
96CD6386	15929
96D64F8C	15197
96DF5E13	10726
96E19118	78
96E32E53	18675
96E480A9	11061
96E7B8F0	5457
96ED74D4	8452
96EF3103	23483
96F4D5C5	24086
96FC5126	2235
96FF4718	7912
97056D86	16395
970610D0	3681
9707F0DD	15584
97098F2D	23229
970BE94C	175
970FB1D8	10638
9712FFB8	5555
97178E8B	12254
971819BB	12702
9718D35A	13272
97192B20	14386
971F1FEE	133
972070AF	8612
9722752E	13295
9723A696	5481
972482A7	11599
972820AF	18552
97293E16	15245
9729C537	18660
972F8516	2388
9731EFFE	10870
9734E2C7	4055
97357670	3228
9736E7D1	5169
973B307B	24006
973B93AB	23529
974145EC	19962
97453522	18131
9746E4A5	12042
9747DAA3	10549
974BC38B	17868
974BEFEA	9043
974E19D0	4399
9753B5B2	6335
9753E086	22265
97558B26	13952
97584731	583
975A0880	10157
975AFAC7	8769
97625CD3	4069
97634025	17526
97696E19	90
976A3878	1570
976BC3C6	23294
976FACA8	21444
9770E1F8	18295
9776E2D3	23166
977A5317	2702
977EC826	20182
977FA76D	6264
97808546	2807
9780A7E6	4730
9782CBFA	17793
9783E1CA	6135
97845426	20640
9784653B	7018
97861FE2	11914
978716B5	17859
978721B4	17613
97890734	8727
978C09C9	12851
97903FB9	20741
979112C2	5599
9791E88D	12638
9795EDF5	7426
979B390C	14301
979D4976	21464
97A55F81	11142
97AC8BF4	1949
97B5850D	17500
97BABD65	9069
97BB79AD	19804
97BD34DF	13206
97C10C7A	8239
97C1D462	6846
97C25C4B	5569
97C28B2A	2381
97C58D2E	4422
97C962CE	11394
97C968F0	2027
97CA87CB	3849
97CCB8BC	12267
97CF3700	11288
97D5C933	7485
97D70897	10946
97DDF443	14203
97DF6EDB	7299
97DFD41B	9034
97E7F546	3294
97EB5E3B	5855
97ECCE21	8566
97EEB75D	7577
97F06E91	11849
97F34475	10922
97F555C8	17776
97F62C80	2576
97F9B0E3	6415
97FDC0DE	5544
980287A5	20249
98050C43	7362
9805807F	14439
9808D1F7	5013
9809C803	9579
980DF040	20135
980EC8A6	10244
9810A760	3932
981323DE	9470
98146B06	8818
98164DCA	1705
981892E9	17887
9818AC1D	15828
981DB84C	4650
981FA251	7191
98207DB3	10327
982333AA	14800
98256E5F	11416
98265AED	3536
9830C69E	14703
9830D549	20485
9834A3AB	8956
9835DD49	17466
983A0B29	2666
983A2C10	11481
983D9D3E	23991
983EAEE8	22696
9841B18C	14167
98423996	22790
9845DE13	21085
984CCF9F	21848
984D5314	9499
985508D5	13827
985549E0	14660
985777AB	19754
98581140	13508
985A3194	8293
985E49F3	21349
986019DE	19415
98622DBB	9247
98623715	7769
9862D957	22221
986B2953	20016
986F1025	6062
9872A280	4343
98732E47	5496
98737024	3146
987946D0	4793
987A845F	10218
987CFC26	24232
987D5FC5	10801
987EFDBC	20703
987FA7E4	9181
987FEDC8	20614
9880B367	4548
9881DFED	23468
9882F6C4	24288
988398CD	5685
988A6953	22058
988E7890	13019
98919795	7442
9897903F	20749
98980EC8	10252
989C1E3C	5798
98A210C7	13998
98A3B415	19644
98A3BE2E	632
98A4C2C0	13521
98A5F572	7495
98A604C8	9480
98A615DD	19764
98A744A3	6030
98AB68B6	14998
98AC5BD4	11546
98ACCA1B	19335
98AF9BDD	19920
98B156D8	14272
98B47BDA	14578
98B64679	3811
98B761B9	6548
98BA4C1D	2683
98BA92F0	17812
98BE1AB2	22752
98BF0F4B	8264
98BFB9D6	7855
98CD8658	11697
98CDC9DF	5669
98CE2BFB	12318
98CE64E0	22159
98CEC2CB	19487
98CFF14C	14728
98D12F76	19819
98D3ACCB	13231
98D3C6E7	8698
98D8789C	23048
98DD806F	2735
98DDE827	4139
98E1706D	3986
98E2E332	9537
98EB8460	560
98F28D0B	22624
98F2D4CE	23217
98F7FF70	10863
98F863F3	5130
98FF891C	2417
9901E9E2	16441
