# word	offset_bits  (frame=24640 bits; window=32 bits, LSB-packed from FEC startIn)
3F6FF23B	17169
3F733BE6	23869
3F75F447	7092
3F7782DB	213
3F7D2F12	8742
3F7E951F	4827
3F7EDE44	20696
3F7FC8B4	14510
3F837508	12502
3F845C9D	17575
3F86EA35	15573
3F87B24C	16466
3F8BCB4E	8130
3F975847	591
3F98980E	10260
3F9FB793	17201
3FA21E94	23732
3FA40ED5	11981
3FA97248	11611
3FAA34F4	3283
3FAABA7C	18250
3FACDDF6	14416
3FADCA0C	10082
3FAF2BE1	297
3FB10BDD	4028
3FB1ECD6	24149
3FB79706	3697
3FB91A61	20725
3FC1060C	13921
3FC29CFF	15303
3FC33D6B	15281
3FC53061	14718
3FC568E4	11897
3FD3D074	2521
3FD3F202	9174
3FD49485	2133
3FD86064	18373
3FDC7765	116
3FDCBC8F	12651
3FE2472E	2411
3FE2B471	23602
3FE58A88	13350
3FE82ADD	6657
3FE9345F	24571
3FE9C76B	21510
3FEA1416	2859
3FEA702D	17087
3FEBD1A4	2347
3FED239A	22486
3FED784E	6722
3FF0434F	21823
3FF2FD6B	5866
3FF6E419	20607
3FF8CAA2	4921
3FF8DBC7	24333
3FFB7998	9271
3FFB9180	19713
3FFE1CDC	10017
4001A411	21199
4003C64D	6984
4005C3F6	7054
4008C4E4	2553
400ADAC3	3449
400BACEA	21384
400BFEA9	21039
400E60E8	11495
40112EED	23181
40150B35	11763
401F5656	7231
401F9D31	9560
40234735	10134
4025ED61	17510
40303191	18055
40344BFC	6432
4037F194	20514
403B1723	22995
403CC67F	14741
4040DEA3	18602
4041381E	17259
40413F67	1118
40452C56	20555
40466C20	3655
4046FAE5	9153
4047D467	22864
404A1AB8	4320
404BEFB7	7308
404C5D49	17821
404F35B4	16128
405085D3	998
4054F154	11046
4059B38A	4541
405CA7C0	23096
405FE2FC	16733
4063C38D	12365
4066C8FC	19449
406A4B0B	1251
406BCA38	20980
406D714B	10182
406E8808	22883
406F0339	23666
4075E294	23815
4076D403	23015
407A78B3	16435
407ADD7B	20111
407B8C44	19000
407DE889	7819
407FDA47	22493
4086CD3D	1525
4089C50D	16259
408C4A2A	8175
408F1F7C	18756
408F3138	5813
40927FD3	21525
4092CF85	13484
4096629D	6044
40998189	17899
40999C48	13793
40AC37BA	17012
40AD129A	16161
40AEEF6D	3582
40B9257F	20896
40B98207	10339
40C2AC3A	13063
40CFE5D6	601
40D49818	15844
40D7EB17	10459
40D91826	10604
40DEA359	18594
40E15F59	8603
40E1BDAF	14361
40E304A8	9405
40E62930	13531
40E8BE88	20320
40ED5841	11969
40EDCC3E	24249
40EE0539	6919
40EF406E	22899
40EFF69A	23461
40F03BB2	19573
40F278FB	10517
40F548A0	8990
40FA0BFA	18707
40FB66C4	10318
40FCDCD2	21758
40FEE469	20731
40FFEDE6	9277
410114B1	20561
41057FE1	18541
41063474	18506
410CF124	3414
411008D1	10144
41101FF6	22503
41103526	15854
4113548D	24480
4113FA40	11993
41142825	11945
4114C671	12331
411602C0	21672
41171163	3038
411A0C72	1852
411A86EE	19261
411D4425	21179
411DB3BE	14955
41202E53	23105
412452DC	11080
41297861	11926
412DAC9F	15204
412ED470	1577
412FD99C	8573
41319D85	19494
4132CB53	3630
4132D9AC	15940
4133A3EF	24606
4133EEF9	20163
41357232	15400
41381E38	17251
41393A9E	19544
4139AD69	16031
413AC5EF	20451
413E1E4A	4120
413F6759	1110
414545B8	15674
4145EC91	19954
4149BF47	843
414A81F4	18722
414BBFD3	6273
41517E9B	16202
4152AE4A	14618
4152CCAD	8082
4153849A	11584
4154B903	8625
41562438	19624
4156EE39	6646
41591684	19890
415F2997	23553
415FF872	18535
4160ADA9	1425
41633E1E	2839
41652CFA	2653
41673516	18901
41731476	19655
41740FCD	21770
417868D0	11789
417B623A	24281
417F52DC	18694
41821843	1616
41832157	13907
4185FFD4	22659
418D1D0A	18500
418D27CE	17968
418E4D0B	1839
4198265A	3544
419B61FF	17108
419BBA1C	6516
419D0950	20587
419D8F7A	10061
41A1BE02	12445
41A30076	2184
41ACAE79	501
41B053CE	15477
41B18CEF	14159
41B24B04	15439
41BB29B2	4373
41BF8040	9014
41C0E513	2444
41C3125D	6357
41C4C085	3945
41C70B1E	19371
41CA19BC	1653
41CC1A51	8965
41CC66E4	5678
41CD31A7	8713
41D1C1A4	2503
41D4442A	13766
41D49F4C	7520
41D9B8B5	7726
41DC0675	4958
41DF0F66	12197
41E3C8A0	3063
41E6076E	4660
41E7596F	2255
41EAEAA7	18972
41F31A25	19830
41F42272	6485
41FA1E8F	239
4201A25F	6437
420561BD	17017
42077029	6924
4210A27D	12480
42129549	46
4213168F	14589
4213E56A	4231
42144FB1	12475
42146072	5725
42156E33	5346
42174D70	988
4218FBB4	13985
42193937	7615
421AB49E	9690
421BE4A0	264
421BFAFC	3101
422098CE	19503
4220AA5C	8634
42227A20	23691
4227230F	6473
422FA203	10203
422FB057	1996
42357409	13813
4239963A	22782
423C9EED	20293
4244B7FA	7925
4246AFC4	11650
4248DFA6	11202
424D48CB	907
424D555A	23952
424F445E	874
42515C77	19867
42527BC7	21980
4252A92A	41
42541011	20573
425713B9	20668
42571FD1	23749
425B05B3	21159
425D6BEB	8775
42617927	21355
4261FFB7	20620
4262D1EF	14584
4266F8FE	16488
426EC160	23355
427085FB	15750
427342BE	17366
427CAD46	4226
427CC02C	14452
428252F0	11933
4282C67C	2846
4289F620	12470
428A2B86	18184
428AD7DA	15084
428BFF5E	11018
428C0E58	5720
4299580C	18406
429D83E0	3922
429D83F0	7139
42A3146F	2792
42A49C6D	4767
42A4E276	24425
42A4EF71	21237
42A957A3	14869
42AA4A61	9203
42AADDFB	13746
42ADC672	5341
42AFBD93	13890
42B0A56E	7691
42B7D555	2110
42B9952A	18478
42BE6D47	17350
42BF0119	16648
42CD6FA2	11749
42CEB71E	12993
42CF2352	19040
42D3F518	7971
42D9C333	4607
42DCC9F5	9850
42DD4AF4	2077
42DE7C52	24635
42DF634E	14031
42E5453A	22602
42E9AE05	983
42EEAE76	5404
42EFB943	22095
42F74C92	23256
42F76479	4014
42FA64B1	13122
42FC7C20	9302
42FD145F	8412
42FDAC57	1817
42FDB1C1	15735
4301EEAF	15643
4302355F	8028
43086D90	1603
430C6069	13323
430FF962	13360
4310EC2D	7348
4310FACF	6683
43135297	15608
4316031A	16306
43187C96	12133
4318BA2E	15055
431C37D3	12608
431EA9D8	8225
431F7689	13980
43228A44	15539
432726ED	7610
4329D947	11455
432B5AFC	1298
432D5782	16866
433105ED	24295
433162AD	14279
4331A759	13238
43378141	1640
433C1520	9430
433C4935	3408
4340466C	3663
43455F41	6297
434707C3	18867
434D155F	4271
434DA4C3	22242
434F09BC	16237
434F29C3	21807
435693DF	9685
43570CDB	4307
4358497E	3314
4359835D	17478
4364F791	727
43669EA4	1518
436959FC	17596
436B9480	1141
436C825D	1592
436FB773	19314
43756878	2965
4377744D	19246
437991A7	6805
437C043C	12436
437C941F	259
437F5F91	3096
43800909	11224
438AE1DE	15892
438BADFA	19604
43907D08	6495
4392B2DB	10745
439A712B	12763
43A5CA08	18562
43AFBA06	13084
43B0B6E5	7338
43B9400A	3465
43C58B6A	2946
43C826AE	15411
43C9841B	14179
43CBC1F0	6144
43CBCEA4	21473
43CE2C1E	12416
43D0B3C8	19050
43D1FBBC	226
43D28964	23719
43D2C5C4	20234
43D524AE	21582
43D629E6	16791
43D6406A	1267
43DE2F27	8541
43E045DA	20059
43E1DCEE	9651
43E58F31	3834
43EB3FE8	6673
43EEBFAB	376
43F47F06	12517
43F4C453	22071
43FD3D07	2525
43FED784	6726
43FF8CAA	4925
44023473	10138
44047D46	22868
4404F35B	16132
4405085D	1002
4406D714	10186
4406F033	23670
4407FDA4	22497
440D4981	15848
440D7EB1	10463
4412452D	11084
441319D8	19498
44154B90	8629
441EAEAA	18976
44218FBB	13989
4423C9EE	20297
4425713B	20672
4425B05B	21163
442AADDF	13750
442F74C9	23260
4430C606	13327
44316031	16310
443B9400	3469
443C9841	14183
443CBCEA	21477
443D2896	23723
443E045D	20063
4442AADD	13754
44499350	9716
444B097C	5589
444B47B0	9905
444D797F	11869
444DF58D	7800
444F4406	23686
445428AD	15096
44556906	17990
44565A98	22183
44580048	12160
445E8293	858
4461084A	60
4461E932	15515
4462044E	16272
446785F2	3876
44686386	12619
446887C0	20074
4469753E	22277
447017E5	12570
4470ADFB	330
4471D001	7072
4475F8F9	10906
4483C791	3070
448C7D2F	14226
44938E52	23778
4494F6EE	23418
44993508	9712
449B8F9F	2217
44A38518	6014
44A3B27A	7174
44A68809	16147
44A71301	9598
44AFD585	18106
44B097C2	5585
44B21113	23704
44B47B05	9901
44B5C5F0	13451
44B76BA6	8457
44B77988	23488
44B7FA38	7917
44BAAC59	13957
44BB870F	18300
44BBB716	23171
44BDDBCD	19809
44BE79B8	11293
44BF9A23	10927
44BFCD87	6420
44C7FC48	2422
44D299EC	22419
44D2BAD2	19226
44D52353	24474
44D797F0	11865
44D8C1F0	14088
44D9DCB3	17303
44DC03D1	15122
44DF201E	14758
44DF58D3	7796
44E2869E	16252
44E461F2	6468
44E9002E	21398
44EA5C63	13286
44EC8977	18315
44EEC9D0	16514
44F299B9	5973
44F4406F	23682
44F5112D	9919
44F5B514	16090
44FB1068	12463
44FCB09E	5765
44FE6260	10266
44FE903B	11987
4501286A	4326
45024B3E	13490
450440D4	15860
45045C45	3044
45073069	8971
450A094B	11939
450AA55E	14875
450DD5A1	2971
450FFB5E	6732
451488C3	15530
4515C30D	18177
4517F1F4	8398
4519F7E8	7547
451E0F2D	5278
452230F4	15524
4529081D	6938
452AA828	15693
452C5633	20547
452DC901	11068
452F014F	4737
4530F508	10225
45319C57	12325
4534A9A7	22051
45352257	18123
453722AD	16068
453A6CD4	22586
453AAE15	5312
454261FF	20628
45428AD7	15092
454310FA	6691
4545B886	15666
454AC01F	1063
454E7E8D	1918
454F6AC2	7660
45569063	17986
4557A8DE	4896
4557C3D0	4257
4558D653	11724
455B6413	16051
455CB63F	8154
455F414B	6289
4565A98C	22179
456BED0C	15077
4570C36D	18171
4571DC28	19857
4572BF24	9098
457497C9	2043
4576065D	23316
457EB6D1	24187
45800486	12156
4580B02C	21666
4582194E	11468
458C2FFE	3020
458F4EBA	16917
4593BE92	21704
4593FB1E	24161
45943470	18879
459527FD	2366
4598AF9B	19928
4598B761	6556
459BCA39	10977
459CB42E	22115
45A128AE	19876
45A3D8F8	14491
45A5187B	12231
45A74CEA	2295
45AAC116	18449
45AE90CA	1316
45B29551	13703
45B2A541	14979
45B77F78	9234
45B847ED	786
45B88603	15658
45BC7214	18427
45BD5A77	2902
45BDD65F	6868
45BE8862	16325
45BED16B	1334
45BF381B	18804
45C05652	3255
45C117D5	21916
45C458C2	3032
45C642A4	21253
45C9D1D7	17563
45CF9406	12385
45DA66D3	20043
45DAC71D	15034
45DE133E	21077
45E00D85	6199
45E82937	854
45EC9166	19946
45ED5D15	9120
45F4406D	10198
45F4423C	20309
45F44697	22289
45F47A5C	12724
45F57CF9	21902
45F60AEA	1991
45FA454E	1934
45FA6C14	16192
45FC7D27	8392
45FCB16C	22558
45FD3899	24551
45FE0FA6	18029
45FFAF5C	11011
460038C2	19695
4600ECD1	2175
460274DC	540
4603F042	7949
46053C53	17749
46072C09	5713
460999D3	10590
460F3CB1	22348
4610617F	22669
461084A5	56
461D4380	11240
461E40E8	20336
461E9325	15511
461ED41D	12217
461F2840	6456
462044E2	16268
4620BC34	11798
46213760	23364
46251572	8168
462721FE	2542
4628DEA9	2783
4628F50F	19072
462F1A1B	6826
463298BF	8280
4637C89E	5992
4637EF08	14115
463ADDD2	24509
463CD171	21271
463D5DB0	2475
463E97DD	14219
464A1235	11663
464CB238	20389
464D7DD6	15379
465317F7	7866
46535CCE	16626
4653B900	7006
4654E0A1	6169
46567193	3733
4658684E	15769
4659093D	888
46598732	5508
465BD357	24092
465CECC1	24012
465E57B7	7432
4661BC40	6068
466755FB	14791
4668B1E9	16928
466C2099	3647
466C6ED5	701
466F071D	17689
46720E50	1666
46742FD1	8424
46785F2F	3872
4679DF85	3795
467A8E39	22844
467DFA0E	7541
46802A16	11770
4681E4F1	10524
46831C9A	1846
4685CA8A	22609
4686386F	12615
46887C08	20070
4688AAD2	17997
468E6AC7	10125
468FBB1F	5002
469208D4	19274
46927293	2329
469753E0	22273
46987EFD	20711
4699E9E6	4202
469E8B80	3270
469F177A	6787
46A1BBBA	19255
46A57480	19023
46A5968B	809
46A72ABC	13677
46A7E00C	24457
46ABE6B5	8015
46AE8133	13808
46AFC46E	11642
46B06B26	8806
46B2874B	18577
46B67021	17042
46B8DD59	16573
46BA1914	15552
46BAB392	756
46BC5473	2624
46D0A927	4777
46D450AA	14887
46D9D8DC	1895
46DB48F9	12090
46DF9CAD	16685
46E2A6F5	7756
46E4A54A	12034
46E7F52E	11622
46ED1437	2985
46EE881A	10478
46F2AF85	18345
46F3792D	20788
46F54993	2772
46F54ACF	14844
46F6C4AC	9378
46F6DF07	4877
46FAE5A2	9145
46FD332C	11191
4701689D	21417
47017E5A	12566
47035847	20830
4706918F	2493
4707C385	18859
470A31BE	6005
470ADFB1	326
470B54D4	20959
470BDF90	10771
470C01AA	22018
470DB2D2	13571
470F1673	1557
471515FA	24201
47164CB2	23582
47184F49	7896
4719DE89	17326
471C95AE	20368
471CA7CD	22829
471D0017	7068
4721FA3F	12526
472226BC	11878
47235B38	17051
4725F5C2	10956
4726486D	1160
472D304A	11431
472E5F0A	2395
4731D708	567
4732C74C	22777
4733B43D	21602
4735638D	10118
4735EC2B	22469
4738B323	11823
4738D6A9	2604
473B5CD5	13614
473C4859	13012
4742B995	18486
47481DB9	24260
474D2DCF	5472
4751096C	21173
4754C7C3	5143
4756F50A	18206
4757BD53	8939
475BAF50	1451
475ED2EC	17545
475F8F94	10902
4764F550	7165
47682AC4	19635
476B06BA	21119
476CEF93	14949
4772401F	7247
4773851F	22970
4777CD83	9970
477B3DE3	17148
477C5D03	623
47823DC6	13405
47829010	18620
4783CB63	5272
47841C31	6369
478422FB	2008
47856DF1	15975
47890798	4674
478D3FD4	2149
478FBE28	18749
479216E6	9863
4793DDAC	20288
47989C1E	5806
4798E170	3994
479EF137	1778
47A23431	12628
47A5C606	12712
47A87A16	19061
47B0001D	19102
47B05A51	9889
47B17D28	19129
47B1F095	14482
47B30999	21859
47B36596	19197
47B8C38A	13392
47B9912D	8475
47BDA707	14566
47BDEE86	9453
47BE5567	10375
47C7DE00	22948
47C84415	8645
47C9B0FC	12071
47D1A965	819
47D467A8	22856
47DA5A18	8049
47DAA340	10541
47DD8FAB	4995
47DE0FFA	24589
47DFD1BC	20806
47E1DFEA	4462
47E266B4	3342
47E530C0	19430
47E977EC	20194
47E98794	4805
47ED1AEA	770
47EEF05B	216
47EFF916	14513
47F06EA1	12505
47FF7230	19716
48003482	21202
4801759D	21387
4803EACA	7234
48081BD4	18605
480827EC	1121
480A9E2A	11049
480B94F8	23099
480CD91F	19452
480F7188	19003
4815A253	16164
481724AF	20899
481C6095	9408
481DAB08	11972
481DB987	24252
48226A91	24483
4822C058	21675
482350DD	19264
4823A884	21182
4826747D	24609
482A55C9	14621
482A7093	11587
4831A4F9	17971
48389810	3948
4839A634	8716
483A8885	13769
483C7914	3066
483CC0ED	4663
4840EE05	6927
48437C94	267
48491BF4	11205
484AE3FA	23752
4856FAAA	2113
4859D6E3	12996
485B993E	9853
485BA95E	2080
485BCF8A	24638
4861FF2C	13363
48630F92	12136
48656B5F	1301
4865AAF0	16869
486634EB	13241
486C9EF2	730
486D7290	1144
487175BF	19607
487AC53C	16794
487FF195	4928
4889326A	9719
488C3D26	15518
4895FAB0	18109
4896B8BE	13454
4896EF31	23491
4896FF47	7920
48A0E60D	8974
48A5B920	11071
48A9CFD1	1921
48AE92F9	2046
48B277D2	21707
48B315F3	19931
48B37947	10980
48B7DA2D	1337
48C7ABB6	2478
48C7D2FB	14222
48CA62FE	7869
48CB2127	891
48CB30E6	5511
48CB7A6A	24095
48CBCAF6	7435
48CDE0E3	17692
48D4FC01	24460
48D5F88D	11645
48DA8A15	14890
48DFA665	11194
48E46B67	17054
48E5CBE1	2398
48E6BD85	22472
48E71664	11826
48E76B9A	13617
48F66CB2	19200
48F9361F	12074
48FB4B43	8052
4904580B	21678
49046A1B	19267
49054E12	11590
49071302	3951
490CB55E	16872
4914B724	11074
4915D25F	2049
4916FB45	1340
49194C5F	7872
491BF4CC	11197
491C8D6C	17057
49208B01	21681
492196AB	16875
492BAD85	21568
492C6D1E	19151
4931E51A	22631
4935A4DD	3392
4937B744	10290
4938DA29	4758
4938E521	23774
493949E8	2322
493FE9C7	21518
4940EF40	22907
494856FA	2121
494C3FD3	9190
494F6EE9	23414
49504EB1	20461
4954E548	22
495D6C2F	21565
495FE75D	20882
49608790	15426
49617539	1238
4962A68C	23387
496368F6	19148
4967C291	13477
496A58E1	669
496BC717	12824
497098F2	23233
49731EFF	10874
4974BC38	17872
49753B5B	6339
4976FACA	21448
49782CBF	17797
4978C09C	12855
497BABD6	9073
497C968F	2031
497E7F54	3298
49818AC1	15832
4983A0B2	2670
49858114	13512
49862D95	22225
498F28D0	22628
49901E9E	16445
4992A836	15496
49935086	9708
499374C6	2756
4994C94F	5921
499B7198	7466
499D5059	18919
49A1A2AF	6306
49A2FE9C	24560
49A91964	902
49AAAB56	23947
49ABA62B	11564
49AD26EB	3389
49B8F9FA	2213
49BAFE73	3375
49BDBA27	10287
49BF47D1	835
49C4EDD9	24416
49C5C942	17390
49C6D14B	4755
49C72909	23771
49C9D3A7	9769
49CA4F45	2319
49D13D6D	16100
49D95C1F	8370
49DB3AC7	440
49DEE3D2	21228
49E0F690	14644
49E88BD0	869
49E8B4E9	2306
49EDC421	3121
49EF1C17	21970
49EFE87C	9670
49F057EF	17442
49F0B5F5	15234
49F1ADEA	1493
49F26AE2	4512
49F38DB9	17954
49F3D9D5	21333
49F4C52F	7508
49F7FE0C	1398
49F88240	23120
49FA8CB9	24027
49FF4E3B	21515
49FF5E8D	2352
4A077A03	22904
4A0FD0F4	244
4A1098B4	14594
4A12357E	11655
4A139A15	17371
4A1AB866	4312
4A22C002	12165
4A231022	16277
4A259088	23709
4A2AE5B1	8159
4A2B8EE1	19862
4A30F6A0	12222
4A349046	19279
4A38518D	6010
4A3ABDEA	8944
4A3B27AA	7170
4A3C90B7	9868
4A3D8000	19107
4A3F0EFF	4467
4A420770	6932
4A42B7D5	2118
4A4F78E0	21975
4A54AB72	12022
4A55124E	23792
4A552553	36
4A556280	11518
4A5C1FC3	15590
4A5E187F	11920
4A61FE9F	9187
4A62E930	2689
4A6377A0	4145
4A64B12E	156
4A67B2C0	22409
4A67F557	18261
4A68809E	16143
4A6B311C	13034
4A6DC8C1	22367
4A713013	9594
4A7A570E	5902
4A7B7749	23411
4A81F417	18714
4A820229	20568
4A823B67	14962
4A82758B	20458
4A84F980	14459
4A8B5582	18456
4A8DED89	9385
4A8FD30F	4812
4A956E41	12017
4A9A7A38	22039
4A9C1DF6	1202
4A9C79E1	19997
4A9D1F21	8659
4A9DE80E	23834
4AA0D829	15486
4AA249C7	23787
4AA4AA72	31
4AA72A42	19
4AA8D4E5	13688
4AAA0A2A	15687
4AAC5003	11513
4AAE71BE	20931
4AB18146	3757
4AB2F591	1960
4AB72089	12010
4AB92842	14608
4ABD1BD5	14858
4ABF03DB	11133
4AC01F80	1055
4AC81C37	14372
4ACA726F	16829
4ACB6FAF	10735
4ACF9B73	9358
4ACF9BF9	14828
4ACFE117	17585
4AD2CDE0	407
4AD7230F	20353
4ADCBE4B	11407
4ADD153D	7674
4AE1DC7F	5889
4AE2772F	20663
4AE3FA21	23744
4AE667CB	16361
4AE901EE	19014
4AEA36FC	16698
4AEB48F6	19216
4AEB617E	21562
4AEF9F6F	21012
4AF4915D	2061
4AF5BD32	4096
4AFB22FA	12741
4AFD585F	18102
4AFF3AED	20879
4B010B7D	14045
4B043C82	15423
4B097C25	5581
4B0BA9CC	1235
4B12C042	14055
4B12C64E	24365
4B12E3E3	144
4B153462	23384
4B158CE8	20541
4B16754D	11383
4B17132D	20224
4B1938FF	24355
4B1A2538	9611
4B1B30B4	8308
4B1B47B1	19145
4B1C2B98	656
4B1F90EB	13102
4B20A966	8091
4B21113D	23700
4B229554	15702
4B2B7024	21732
4B2D16E1	800
4B2D7D10	1024
4B314E89	6037
4B32B48F	8072
4B37821F	397
4B3E1489	13474
4B3E8D78	2639
4B430235	8036
4B478422	2016
4B47B05A	9897
4B4C0FD1	7200
4B52C70A	666
4B56FD8F	10683
4B5C0E1B	15154
4B5C5F0C	13447
4B5E38BA	12821
4B5EC46D	12110
4B60B667	21154
4B650398	13545
4B654C4B	20766
4B6B27C6	15198
4B70C88C	79
4B719729	18676
4B724054	11062
4B73DC78	5458
4B76BA6A	8453
4B779881	23484
4B7FA38C	7913
4B83F86E	15585
4B84C796	23230
4B87D8EC	10639
4B897FDC	5556
4B8C0CDD	12703
4B8C69AD	13273
4B8F8FF7	134
4B903857	8613
4B913A97	13296
4B924153	11600
4B941057	18553
4B949F0B	15246
4B98F7FF	10871
4B9A7163	4056
4B9ABB38	3229
4BA3ED51	10550
4BA5E1C5	17869
4BA70CE8	4400
4BA9DAD9	6336
4BA9F043	22266
4BAAC593	13953
4BAD0440	10158
4BAD7D63	8770
4BB1A012	17527
4BB51C3C	1571
4BB7D654	21445
4BB870FC	18296
4BBB7169	23167
4BBD298B	2703
4BBF6413	20183
4BBFD3B6	6265
4BC042A3	2808
4BC053F3	4731
4BC165FD	17794
4BC2329D	7019
4BC30FF1	11915
4BC38B5A	17860
4BC390DA	17614
4BC4839A	8728
4BC604E4	12852
4BC81FDC	20742
4BCD9C86	14302
4BD2AFC0	11143
4BDAC286	17501
4BDD5EB2	9070
4BDDBCD6	19805
4BE0863D	8240
4BE12E25	5570
4BE2C697	4423
4BE4B478	2028
4BE79B80	11289
4BEAE499	7486
4BEB844B	10947
4BEEFA21	14204
4BEFB76D	7300
4BEFEA0D	9035
4BF3FAA3	3295
4BF66710	8567
4BF9A23A	10923
4BFB1640	2577
4BFCD871	6416
4BFEE06F	5545
4C028621	7363
4C04E401	9580
4C076453	10245
4C0853B0	3933
4C0991EF	9471
4C0B26E5	1706
4C0C560E	15829
4C0FD128	7192
4C12B72F	11417
4C18634F	14704
4C186AA4	20486
4C1D0594	2667
4C1F5774	22697
4C20D8C6	14168
4C211CCB	22791
4C2BBBD5	19755
4C2C08A0	13509
4C2F24F9	21350
4C300CEF	19416
4C311B8A	7770
4C316CAB	22222
4C3594A9	20017
4C395140	4344
4C3CA368	4794
4C3D422F	10219
4C3F7EDE	20704
4C3FD3F2	9182
4C3FF6E4	20615
4C41CC66	5686
4C4534A9	22059
4C4BC81F	20750
4C510863	13999
4C52FAB9	7496
4C530264	9481
4C562DEA	11547
4C56650D	19336
4C5A3DED	14579
4C5D260E	2684
4C5D4978	17813
4C5F0D59	22753
4C5F87A5	8265
4C5FDCEB	7856
4C66C32C	11698
4C6715FD	12319
4C673270	22160
4C676165	19488
4C69E373	8699
4C6C3C4E	23049
4C6EC037	2736
4C6EF413	4140
4C717199	9538
4C794685	22625
4C796A67	23218
4C7C31F9	5131
4C7FC48E	2418
4C80F4F1	16442
4C8D1155	18004
4C8F7BDD	9460
4C90DAE5	1151
4C92E131	23240
4C947E1D	4474
4C94F4AE	5909
4C9541B0	15493
4C9625C7	151
4C963F21	13109
4C9A8435	9705
4C9BA637	2753
4CA64A7A	5918
4CA74CA9	13644
4CA91CED	13628
4CA9A85B	4626
4CAC060F	18399
4CB20AF9	23566
4CB238E4	20381
4CB2D4FD	3624
4CB47E97	20206
4CB5DB17	3527
4CB66B1C	15934
4CB9DC9D	23534
4CBB12E6	4074
4CC0C497	17892
4CC22EF0	21090
4CC4059B	4553
4CCB37D7	11177
4CCE241D	13786
4CCE9DBA	10579
4CCF9FF8	21840
4CD686B0	3329
4CD7A8C7	24528
4CDA61AC	20030
4CDB8CC4	7463
4CDC9DDC	5958
4CDF1FC3	16483
4CE8FBC1	24600
4CEA82CE	18916
4CEAE541	2279
4CEB3EED	5080
4CEE4011	23197
4CF0D72A	17723
4CF4F35D	4195
4CF65809	22404
4CF8D400	21059
4CFBBE60	20157
4CFDBFC8	17175
4CFEAAE9	18256
4CFF0418	13927
4D00C0C6	18061
4D0975AF	8781
4D0BF6B1	1823
4D0D157D	6303
4D1013CD	16138
4D155F0F	4263
4D16F569	2908
4D17F4E2	24557
4D1884DD	23370
4D1C5457	24207
4D1C87E8	12532
4D1EF955	10381
4D299ECB	22415
4D2A69E8	22045
4D2BAD23	19222
4D2DCF71	5464
4D37CAD7	13192
4D3D1C30	22032
4D421AB4	9698
4D42D9C3	4615
4D46742F	8432
4D4895FA	18117
4D48CB21	899
4D4A5C1F	15598
4D4AAE71	20939
4D52353F	24470
4D5314C0	9491
4D555AB7	23944
4D5C54F5	24074
4D5C5826	4499
4D5C8C9A	15394
4D5D3158	11561
4D66239E	13029
4D66DD14	6960
4D679FB9	23886
4D69375F	3386
4D6A4331	13254
4D7029F6	972
4D733BDB	16616
4D744701	12582
4D747841	6381
4D773449	23438
4D797F06	11861
4D7DD6E0	15371
4D82902B	16179
4D87E5D1	12060
4D88734E	12774
4D8C1F02	14084
4D929B72	22377
4D930E54	4354
4D9A8BF9	22573
4D9C1E35	11359
4D9DCB33	17299
4DA4C316	22234
4DB9183C	22362
4DC03D11	15118
4DC2E835	520
4DC6CA58	24386
4DC7CFD0	2210
4DC8AB6C	16062
4DCAF88C	1689
4DCC26A9	9508
4DD31BB0	2746
4DD651E0	18638
4DD7F39D	3372
4DD8149F	23140
4DD82C1C	23350
4DDB97EE	7593
4DE04151	16218
4DE133AC	5094
4DE2F800	14923
4DE521EB	16808
4DEA04CC	17912
4DEA0ECD	7739
4DEDD13F	10284
4DF201E6	14754
4DF2B5F9	13186
4DF58D30	7792
4DFA3E8D	832
4DFC6A4E	9790
4DFF37D8	1756
4E05A48E	17074
4E078E36	17245
4E0A1E5E	6157
4E0EFB1D	1195
4E0F1E11	5791
4E0FAB8C	14549
4E0FAE45	22139
4E10BF6C	15745
4E126AE9	11574
4E1454AC	1075
4E19D06E	4391
4E1DD05D	21788
4E257D91	12750
4E260272	9589
4E266BD4	24537
4E276EC9	24413
4E2869E1	16248
4E29BACA	18649
4E2C7F62	4043
4E2E4A13	17387
4E327FFC	10032
4E359C28	20416
4E368A5E	4752
4E39484A	23768
4E3B5D10	21499
4E3CF0F9	19990
4E3FF8DB	24341
4E401F9D	9568
4E404C5D	17829
4E419B61	17116
4E42EEAE	5412
4E43FD3D	2533
4E461F28	6464
4E496BC7	12832
4E4ACA72	16837
4E4C5108	14007
4E4DDB97	7601
4E4DE521	16816
4E4E9D3E	9766
4E4EA793	19538
4E4F93B2	6897
4E501DB5	23025
4E51CCED	21612
4E527A2D	2316
4E5485BC	10
4E55784C	13668
4E652A70	1216
4E6857CD	17361
4E6B5A78	16025
4E7D6DEA	13864
4E7E8DB3	1910
4E7F3F6F	17208
4E7F867A	15288
4E84CDF1	16495
4E89470A	6021
4E89EB6A	16097
4E8A8621	6698
4E8EBDA5	17552
4E8F9088	8652
4E9002EB	21394
4E93B675	447
4E995239	13635
4E99D5CA	2286
4E9B3517	22580
4E9B85D0	527
4E9D3E7E	9758
4E9F3F66	9751
4EA5C634	13282
4EA793C8	19530
4EAB8554	5306
4EAD8489	23511
4EB17BC2	20445
4EB32F7A	13221
4EBAFF52	16901
4EC1F03E	3915
4EC1F86B	7132
4EC5A7AE	8206
4EC69641	8106
4EC89770	18311
4EC8B7BA	6879
4ECA3969	11444
4ECAE0FD	8367
4ECFEDE5	3707
4ED54219	7631
