# word	offset_symbols  (frame=12320 symbols; window=16 symbols, MSB-first {sign(I),sign(Q)})
7A662F47	1670
7A67C9FD	12072
7A6DEED6	9900
7A6F680B	2360
7A76AE18	3168
7A79BC73	4664
7A85686E	6012
7A88DC51	8032
7A89BDD3	7504
7A9205C6	4848
7A9555C6	11971
7A96A43C	5347
7A99DBAB	2694
7AA81117	6877
7AB928A7	1486
7ABFAEF0	185
7AC9F743	593
7ACAF657	732
7ACDFD4C	3925
7AD92FDB	7640
7AE1298E	4391
7AE14D79	5085
7AE2C189	9804
7AE8615F	10786
7AE8711D	9613
7AEFA632	7687
7AF2E9D7	10428
7AF3493B	5662
7AFC672C	5047
7AFEEC2D	1587
7B028D8B	11513
7B136152	12210
7B1D9982	5290
7B20A856	7482
7B289B82	9825
7B2AD99E	10567
7B3345B1	10804
7B346A31	6812
7B37A67C	12066
7B3F5EDC	7172
7B3FAEDC	8496
7B42F55A	5565
7B51E35F	4566
7B56D646	3715
7B5801C9	8757
7B636ED4	4429
7B70D08E	7181
7B7184E6	5148
7B72AD55	2444
7B880F48	10028
7B962337	4232
7B98D8C1	3803
7B9DA96C	11819
7BA59826	1766
7BA8F356	242
7BAB4C87	1238
7BB58A4C	9907
7BBCEB31	2538
7BC04335	5164
7BC87A33	4031
7BCAE1DE	5277
7BD12E51	391
7BD48360	7872
7BD4A634	913
7BD98F9F	8592
7BDDEAA0	6870
7BDFC31C	10352
7BE51855	671
7BE70599	9660
7BE897BD	903
7BEADDD5	9871
7BEC6E64	2830
7BEF8405	3653
7BF74226	11732
7BFA2CC9	6156
7BFC0882	11249
7BFC144E	3367
7BFD2605	10309
7C03711E	7561
7C040BF9	4502
7C082F90	10062
7C08C63B	8224
7C0922E5	7825
7C14033B	10125
7C17CA24	9533
7C1ECCD1	10799
7C1FC286	121
7C2D8554	7325
7C322145	7761
7C32878A	6114
7C3C39DF	6468
7C3D9382	1417
7C3F89A3	4133
7C4448E1	11848
7C4761E5	8052
7C49347F	3949
7C496F62	2880
7C5477A1	3835
7C54D5C7	12036
7C573FDF	6481
7C584737	11712
7C603734	1568
7C606591	442
7C65EAFE	178
7C6D122B	10148
7C715A68	11022
7C72490C	7349
7C87AE87	9607
7C8C4268	4735
7C920BE1	4118
7C9FD8E2	12078
7CA24740	9539
7CA2DDBC	10938
7CA40B25	4246
7CA588AB	4953
7CA63CF6	5196
7CA72586	9573
7CB97652	6494
7CBB7615	10614
7CC5A620	11209
7CD2CF5C	2599
7CDE1C74	2733
7CDEFB1B	2825
7CEDD1BF	8576
7CF6B3B4	11990
7CFB300C	9702
7D0A8505	9360
7D0D8CD9	11074
7D0DA7ED	7279
7D0FF88C	9015
7D1011DC	11436
7D125C0D	10411
7D224A8A	3344
7D3048A2	6995
7D32114B	7115
7D3BBCA4	2498
7D3C6D0A	5257
7D3C7A5C	8007
7D3C807F	9379
7D3D14B3	11478
7D3F5147	4198
7D443514	10958
7D44AB49	5106
7D467D58	6369
7D4B8EE7	91
7D58B1CD	6377
7D5B0F43	3062
7D5DF024	7818
7D6345B7	5481
7D6B8EB5	4525
7D77F373	3549
7D783D85	7616
7D78E103	514
7D7A2815	7542
7D7AD92F	7636
7D7AE129	4387
7D80F3AB	8275
7D85D07F	3761
7D85E543	706
7D8A0481	6238
7D8CDE06	4924
7D968E0A	1325
7D9823BD	10085
7D9F67E5	3293
7D9F94CB	3298
7DA035C7	485
7DB19FBE	6938
7DBC743A	7904
7DBEE857	10507
7DC34C1C	6304
7DC447EF	3903
7DC808FC	4579
7DCFF713	878
7DD0DA85	600
7DD4A5B3	11052
7DDCEBF0	7207
7DE03EFB	4450
7DE2096F	8168
7DE5958D	5368
7DE81A1A	1059
7DE994A8	5875
7DED5B59	3712
7DEF77AA	6867
7DF4F1E9	8004
7DFC97D7	4377
7E04493C	11635
7E04EFC9	2014
7E089922	12147
7E18FE8D	4543
7E25D82A	10225
7E25FE90	5226
7E3A8575	983
7E4532A0	1393
7E456093	4696
7E47EA15	7429
7E519D8F	3440
7E51C53A	1457
7E532E9D	3303
7E53A26B	5773
7E57455F	9106
7E59183E	12050
7E5CBC6A	746
7E5FA1B4	2050
7E6A2E44	3877
7E6FA265	9960
7E7DBEE8	10503
7E86D2F1	2055
7E8FF76B	6443
7E95F37B	2818
7E9B21EF	11238
7E9B834B	9420
7EA154A2	7435
7EACA1C2	4474
7EB2B1B8	8778
7EB97C08	10054
7ECCD716	8308
7ED1E260	7289
7ED3B30A	5029
7ED665DA	6609
7EDF2310	4730
7EE2F1C8	3392
7EE4C582	2073
7EE6424D	6347
7EEE8053	1792
7EF02A7A	3913
7EFA8190	6947
7F031E1E	3600
7F0A1BE4	126
7F0C7237	10357
7F0D4007	3526
7F104068	560
7F178E31	1810
7F1A6FBD	12020
7F25F5EB	4380
7F2964D5	7264
7F2A1FEF	2410
7F34F90B	9391
7F373A4B	3555
7F3D3718	1105
7F3DAEAA	9119
7F3F6C50	8605
7F423E13	10371
7F4EF7A0	157
7F507D0A	9352
7F531646	3932
7F549FA6	11229
7F5943E1	8895
7F5AA5CB	1295
7F6208DE	5999
7F638A79	12083
7F67632C	1857
7F6E44FE	5814
7F6F5849	1650
7F7048B9	1553
7F77944C	4618
7F7D125C	10407
7F7D6B8E	4521
7F81D917	4212
7F8DEE63	3796
7F8FFCBB	2935
7F9322D8	7061
7F9F4F1B	5252
7FA11A9A	9057
7FA2A2CA	12099
7FA422BB	5233
7FAACCC8	7394
7FAACEDB	10660
7FBCCA2B	3773
7FBD50F6	8717
7FBDAAEF	2419
7FC31615	4595
7FCBCB84	66
7FD0FBCA	12293
7FD27990	8551
7FD402A4	10521
7FD62E12	2778
7FD85651	1181
7FD97D22	3336
7FDACCDD	1437
7FDF603C	8270
7FE27BA5	1758
7FE58848	3961
7FF420F4	4642
7FF47BEA	9863
7FF73E67	471
7FF8A055	5510
8006B11E	10699
800B05D2	5615
801107AE	5075
801C9D69	8763
8023766A	11598
80291C3E	5889
8033D815	7226
80394E3C	11164
80395BD7	6582
80480D9E	8515
804F9264	3031
80510949	6751
8053A7F1	1800
8063DCB3	10457
807F34F9	9387
8082A12B	10286
80899AA8	2279
808DA978	8919
808FC7FC	4585
80912EB2	276
80944186	10838
80962580	7028
80967CC5	11201
80A3E54E	8375
80A4830B	1836
80AA7665	8638
80B2A3AF	10714
80B5A29C	2370
80B8ADA4	1632
80C1E1EF	4020
80C52577	860
80C8D557	8881
80C956AF	1880
80D71D48	490
80D9E91B	8521
80DCD267	1573
80DD081A	3462
80DE8E1C	10866
80E02510	10833
80F3AB93	8279
80F43271	7040
80F48A44	10034
80FBEEDA	4455
80FC34BB	9143
8103E1F0	1406
81098B08	1971
81117418	6883
81124F0F	11638
811B7BDF	10344
81205DC2	6245
8124464B	33
81260E9B	11401
81286EA1	7302
812AE7C4	2870
812B4BEA	2123
812D1E1B	1008
813BF253	2017
814047D7	504
814E56CF	8334
81511F00	7552
81512D6E	10320
8154F150	5519
81583D3B	7236
81632838	5835
81635361	8693
816EA900	11000
81719844	4855
81770BF2	6250
817CF6B3	11986
817E5745	9102
817FDACC	1433
81800B05	5611
8183D5B5	142
818F2878	4935
8190C20B	6955
819646A6	447
81A14779	3472
81A1ABF6	1065
81B173C4	2712
81B2DE20	9213
81B9E5EA	2683
81BCAC56	4327
81BCFE00	6571
81C38CA7	7885
81CA3C98	11311
81CD8163	8685
81D1C904	9249
81D8EEC4	8254
81D9171D	4216
81E9E6F1	4661
81F05F28	9530
8202A9D9	8635
820A35AC	9277
820EA742	5982
821A45A7	9640
821C0021	10599
82206F2B	4322
82246653	5904
822648BB	12150
822F6142	11562
8236676D	11261
8237A856	6006
8238C653	11786
8239C124	798
8239EA23	8025
823AFA0D	4296
823BDD6B	10091
824142DC	814
82467010	5302
824D0854	4705
8251D0CD	5740
8255E2A1	9226
8258670A	7718
825BCCCD	8175
825FFDCF	466
82641CDE	1776
82696CA3	5716
826FE6F3	7408
8270AA19	7743
8273AEE9	2085
8275380E	10823
82771224	11679
827848AB	10582
827CA588	4949
82817FDA	1429
828D6B05	9280
82A12B30	10290
82A159E2	7487
82A1AA92	10235
82A934B4	6175
82AB318C	9460
82AD77AC	722
82B09875	1336
82B511F1	431
82BB524D	9837
82BEA292	3146
82D165DC	9316
82D578C1	8431
82DAD3BD	5332
82DED0BD	5560
82E3BE65	8204
82F40CAB	3975
82F5FD52	11222
82F87C3F	4125
82F9033D	10068
82FD98E2	6966
82FF6F33	10916
830832BB	11336
830B8F9F	1844
830E7A0B	8193
8312ACEB	10683
831B48AF	7092
83251351	1514
832BBABC	11342
8331D709	10551
83371993	4758
83393873	4155
833DAB79	6922
834235AA	4307
83447C65	170
834BC2CA	9428
834E1786	332
835F58D1	5476
836070E3	7880
8365CB12	10208
836B65D9	545
8371D809	266
838C3993	5845
83900F88	3098
8395D8DD	11758
83A6F16C	11408
83A9D087	5985
83A9F151	3828
83AE3F64	296
83AF4356	4177
83B04C14	3674
83B0E38E	9589
83C8E7DF	7994
83CAE9A9	3191
83CB4362	2895
83D3B478	7242
83D3F81E	4651
83D56DC8	9171
83D5B5FD	146
83D85B87	7622
83E7B37A	12060
83EE20CC	10542
83F3D26E	12116
83F6569C	8794
83FB3CC8	1896
84009445	6079
840515B0	2167
8405B9E0	3661
840FC025	523
84117382	5548
8414A208	5971
8417D783	7610
84296F52	10770
844633BD	4865
8452C027	7122
8455A14F	11898
845AD22B	11861
8460E576	11753
84676283	9159
846A68AE	9062
846F5FDC	1544
847004A3	3219
84725A38	4808
847375C7	11718
84768996	3016
847F031E	3596
84812446	29
84825FFD	462
8482F40C	3971
8485B2C6	11883
848AB208	10588
8496223E	2796
84965276	9737
849707A6	1660
84A51950	9942
84A63A43	4396
84ACC237	10295
84B15061	5793
84BE1258	2789
84C0CC42	8947
84C56786	10382
84E19A1F	78
84E67BC0	5156
84E7E456	4690
84EE31F9	2039
84F30416	1707
84F344CE	6509
84F87DFC	4369
84FF4C45	1210
85003D4F	7456
85053DF4	9368
8509DC78	11571
850E6BD4	8093
850EF7B3	7162
851464AE	7770
85184117	5542
851DE65C	3477
85254897	3848
852F3860	6738
8531F617	3754
8533428E	6767
8535E404	5090
85367380	2267
853EB02B	11907
85419693	4047
8541A7C2	7315
8543CC1D	4715
8548900F	12219
8548CB8A	10625
854A728F	2390
85528A9C	7440
85548B7F	4606
85549B2D	7333
85550D50	681
85557DE8	1051
855A1204	22
855BA4B6	8857
855DDDBC	8818
856514BE	1187
8566E81D	9239
85678A7A	7492
85686E47	6016
856C5585	10
856CCDFE	8706
8571106B	12241
857543BE	991
857C040B	4498
857C1ECC	10795
857E4532	1389
857E47EA	7425
857FD402	10517
85816EA9	10996
859B1752	612
859E237D	6855
85B1872B	1164
85B2C611	11887
85B71B16	8408
85B87D7A	7628
85BCBD74	5448
85C04414	7927
85C08EB4	630
85C4C17D	7806
85C8F381	9518
85CAF2BD	411
85D07FBC	3765
85D90374	2475
85DB5B48	10735
85DD7099	8732
85E1AA9D	339
85E54382	710
85F94E89	5770
85FD41F4	9349
85FDB913	5811
86014425	6748
8606002C	5608
8615F07B	10792
8624B083	3179
8631DF81	11626
863FA354	4546
864D67DD	7197
8661F0C8	7754
866347AC	583
86687D4B	83
8668C624	2962
866BE06F	6562
8670A776	7724
867A76AE	3164
8683B0E3	9585
869169CD	9643
86942C5F	8538
8699402D	11463
86A7E8FF	6437
86AA490C	10240
86AA7727	344
86AE2602	8908
86AFD75D	8447
86AFDA4F	1070
86AFFE0C	11325
86B56AE5	1034
86B790D4	1985
86BA21AD	1025
86BB9F16	11703
86BEC651	10850
86C424F8	6423
86CEAE91	376
86D2F107	2059
86DCF91F	10394
86E018F7	10452
86E17F6E	5806
86E475BD	6022
86EA1506	7308
86EAF853	3744
86EB5FFE	5501
86ECABD9	3628
86F0C921	6066
86F86BA2	1019
86F92060	133
8700087C	10602
87032492	6659
8709B0A2	4483
870B27BD	7862
870B2B0A	1250
8711DDDC	9619
871D1B8C	2740
8722BE2B	11144
87241A55	8988
87253D6A	2211
872B5FF6	1172
8732F783	4165
87373F01	10877
8744E7E0	12137
87495490	6528
875316B7	1346
87584C0C	8941
8762EDEE	231
876F53FE	8360
8770BF8F	5924
8773DD9B	11928
877B1D99	5286
87827CA5	4945
878ACB53	6122
87973C40	8061
879D24F6	7588
879E44ED	6048
87A33854	4037
87A3ABC0	3611
87A9205C	4846
87AE8711	9611
87BC87A3	4029
87BFC088	11247
87C14033	10123
87C32214	7759
87C3D938	1415
87C3F89A	4131
87C49347	3947
87CBB761	10612
87D32114	7113
87D3F514	4196
87D4B8EE	89
87D7AD92	7634
87DFC97D	4375
87F6208D	5997
87FBDAAE	2417
87FD0FBC	12291
88023766	11596
88082A12	10284
880F48A4	10032
8812D1E1	1006
881BCAC5	4325
8820EA74	5980
88236676	11259
88237A85	6004
88255E2A	9224
8825BCCC	8173
882A934B	6173
882F5FD5	11220
88331D70	10549
8835F58D	5474
883CB436	2893
883F6569	8792
88482F40	3969
8851464A	7768
8852F386	6736
8857C040	4496
886B56AE	1032
886EB5FF	5499
888D1E8B	5943
888F8F2D	2803
889AF4A3	11036
88AB628B	4961
88AEFA8E	11100
88C90902	9025
88CDF290	4239
88D1E8BF	5945
88D7D0D8	11068
88DC5179	8036
88DE5E4F	3110
88DF7BDD	6862
88E1C2C9	7857
88E50B5F	1745
88EC0989	5123
88F72452	2997
88F8F2DF	2805
88FF7F29	7256
8900FC5C	12225
890985C0	7919
891008E2	1279
8910AEB6	4092
89116930	8142
891743D6	3421
891994DB	5907
891C54E1	11690
891D0003	9544
892A2B12	3349
892C20F2	3182
89377637	2973
894F07AB	1476
89541ECA	9816
8955A17E	5761
895758A7	6979
89603D0C	7035
8963D6E5	5699
89688082	10278
8968E4DC	12190
896FF0C1	6678
89760A86	10228
8978B99D	3858
897BD4A6	909
897FA422	5229
89808DA9	8915
8981286E	7298
898DA4EF	7008
89922ECB	12153
89923673	7145
89937998	3730
899457D9	3283
899463B5	9969
8996013E	3024
899AA8F5	2283
899D5E9B	9891
89A32478	4141
89AA60CD	4749
89AC966C	11385
89AEA612	5782
89AF4A37	11038
89B442AD	2908
89B77846	11743
89B82BB5	9831
89BA0D38	325
89BDD34E	7508
89BF11DE	5135
89C5DC25	6394
89D02A7B	11501
89EE9660	1763
89F29C96	9570
89F62812	6235
89FD6A97	1292
8A048177	6242
8A05447C	7549
8A0553C5	5516
8A05F95D	9099
8A0DAD97	542
8A0F55B7	9168
8A129465	9939
8A263693	7005
8A2817E5	9096
8A2CCBB0	4970
8A2F78EB	1119
8A44427E	10042
8A4A619E	3155
8A4CF414	9915
8A542143	8084
8A5EBCD2	5657
8A61FF43	12286
8A64752F	8469
8A69299E	2139
8A6D32BF	10637
8A72C615	2379
8A7723BF	1496
8A77D304	6989
8A797FA2	12091
8A7A89BD	7500
8A8566E8	9235
8A896FF0	6674
8A8B2983	12104
8A9B382A	9450
8A9C8500	7448
8AB20870	10592
8AB628B3	4963
8AC06D24	10165
8AC4B5EF	3356
8ACB5359	6126
8AD0E2CF	6203
8AD1B5BB	6320
8AD85B18	1158
8AD8E00E	11155
8ADA457F	1638
8ADD9345	8662
8AE3769E	9072
8AE9D36B	10749
8AEB977F	3784
8AEE47F9	5242
8AEFA8E5	11102
8AF8AC06	10159
8AF8AD8E	11149
8AFBBE1F	7102
8AFCBA12	11872
8B055C34	7953
8B062550	9809
8B086B79	1979
8B0CBB44	6695
8B0F8758	8933
8B110891	8132
8B1CD227	6383
8B2983F3	12108
8B326882	6163
8B32EC27	4973
8B3310AE	6897
8B33BD60	4283
8B3C103D	6212
8B453F03	2344
8B49C98D	11525
8B4B2A75	782
8B5F7B56	3707
8B62DD93	7070
8B680C8D	8875
8B7037FD	2768
8B764C9C	7075
8B76F3D5	10943
8B7F7794	4614
8B84BE12	2785
8B9130C7	3884
8B945450	7834
8B99D05F	3864
8B9DD620	11585
8B9F180D	1563
8BA58852	6728
8BA98F61	2254
8BB2DE4F	12160
8BB7BA8F	236
8BC7233E	3397
8BCF9485	12318
8BD1DB3F	1677
8BD8509D	11565
8BDE3ACF	1122
8BE7A0F2	7985
8BECA26E	316
8BF278D5	4072
8BF492D6	5955
8BF55CD7	6798
8BFABC33	5399
8BFC277B	11807
8C0C3BF4	9185
8C12AA76	3813
8C186AFD	8441
8C1AE947	657
8C377EE6	6339
8C399316	5849
8C3BA5CF	3998
8C412732	1821
8C41E2F9	7976
8C42689A	4739
8C438BA9	2246
8C4B556C	6831
8C4B9D09	2322
8C4D4E1F	10112
8C5BE823	11776
8C624DDD	2968
8C63B4BF	8230
8C65347A	11792
8C768C4B	6823
8C77E044	11629
8C7D0FF8	9011
8C7E5FA1	2046
8C8D5C41	7698
8C909029	9027
8C91E0CE	4146
8C9625A3	12183
8CA03255	1875
8CA0D972	10203
8CA0E30E	5840
8CA0E403	3093
8CA779F6	7893
8CB1FB4E	5022
8CB3A328	1866
8CB8A6D3	10631
8CD26591	2752
8CD93178	11082
8CDE063C	4928
8CDF2902	4241
8CE15065	4042
8CE3D8E2	3694
8CE76DDA	9472
8CED2FB0	6095
8CEF6F1D	4872
8CF9293E	3406
8D16DCE2	5486
8D1C7A5B	6271
8D1E8BF4	5947
8D1EB27D	588
8D23FB52	5380
8D2BB990	3255
8D30A441	924
8D346598	10189
8D3ACE76	216
8D40608B	11553
8D4D856C	8698
8D51D5ED	4555
8D545891	4082
8D557F59	8887
8D5C41B4	7702
8D5D9AC7	1142
8D64DE17	9338
8D6A8220	4314
8D6B0597	9284
8D6C84FF	1202
8D792198	574
8D7D0D8C	11070
8D7DC808	4575
8D82D578	8427
8D891008	1275
8D8B49C9	11521
8D8C12AA	3809
8D913D5B	839
8D94C0F6	11537
8D99DB4E	11264
8D9CF850	7152
8DA03742	3457
8DA4EF94	7012
8DA978B0	8923
8DBB5393	4434
8DC51797	8038
8DCC5B62	2984
8DCF14EB	8390
8DD22394	1738
8DD9A96D	11603
8DDA7924	9077
8DDB8C5B	11768
8DDBB0F4	4822
8DE14610	5537
8DE5E4F6	3112
8DEA15A1	6009
8DEBF19C	5044
8DEE6363	3800
8DEFF498	10306
8DF34B3D	2596
8DF75296	11049
8DF7BDDE	6864
8DFD08F8	10368
8DFFD1EF	9860
8E00E538	11161
8E031495	857
8E0AC261	1333
8E103F00	520
8E116B48	11858
8E172BCA	408
8E1C2C9E	7859
8E1CDCFC	10874
8E255D62	6976
8E27F5AA	1289
8E29E5FE	12088
8E2A6CE0	9447
8E2D7DED	3704
8E31049C	1818
8E3194D1	11789
8E376EC3	4819
8E399F21	9598
8E486CEA	370
8E4DC677	12196
8E50B5FF	1747
8E530C69	11112
8E533C96	1910
8E5A59E4	6779
8E60259F	11196
8E67C87A	9601
8E704920	801
8E7A88DC	8028
8E7DF4F1	8000
8E80B8AD	1628
8E864D67	7193
8E88AEFA	11096
8E90E914	4403
8E9269CC	10012
8E9E105F	7603
8EA15D50	986
8EA4BE26	11374
8EAF0086	3616
8EB3C2A3	1129
8EB48FE9	638
8EB577E1	4533
8EBE7585	10723
8EBE8342	4299
8EC0989B	5125
8EC59209	5729
8ECA11FC	3589
8ED2FCBE	8235
8ED45075	9978
8EE7943E	99
8EEC47FD	8260
8EF75AF4	10094
8EF994F1	8209
8EFFE0C9	1505
8F050DA8	3079
8F0B4515	2639
8F0C7F2A	2402
8F1B6AC6	9764
8F24F9EF	6145
8F261ABF	11318
8F287827	4939
8F2DFA57	2811
8F3565C2	248
8F381F05	9524
8F3C246E	11175
8F3DBE52	5203
8F491B11	3232
8F50D992	2293
8F52D911	1936
8F5B9582	5704
8F604AD2	2118
8F614D9C	2262
8F63680D	3452
8F638B5F	3699
8F6E2B43	6196
8F6E4F1C	4344
8F711DFE	7383
8F71C7ED	6599
8F72452C	2999
8F72CD55	10462
8F767B20	7474
8F7CA63C	5192
8F7CFB30	9698
8F8312AC	10679
8F84C567	10378
8F8BF278	4068
8F8F2DFA	2807
8F9538DC	8380
8F9FCFDB	8600
8F9FD9D8	1852
8FA407E7	10493
8FA62234	5936
8FB63921	363
8FC7FC31	4589
8FD45CE6	11284
8FD90AE2	303
8FE8D51D	4549
8FE97A30	646
8FED4B28	5385
8FF76B4E	6447
8FF7F296	7258
8FFCBB0D	2939
900C347C	11010
900F88DE	3102
900FC5C8	12227
9011F111	11841
9011F512	5099
901F9F6F	10498
9029A94F	9035
902C9424	4251
9033DDF6	10074
90374149	2481
9041B0FF	9259
9050B730	817
905B9277	3267
905FDF5A	4516
90695511	8993
906C72DF	8563
907379FB	1781
907F3D37	1101
908AEE47	5238
909029A9	9031
90935AD1	6354
90985C04	7921
909D510D	11660
90AE2FB2	309
90AEFAC1	6540
90B3F947	9401
90C20BF6	6959
90C53FCC	7359
90C593F7	10250
90D4B26D	1993
90E91426	4407
90F12D7D	5356
90FCEA7D	3050
91008E27	1281
91033F1D	2511
9103FA05	8323
91065C2E	933
910AEB69	4094
91109FAE	10045
91124F42	1946
91169302	8144
91192E5A	38
912A833D	6914
912D699F	3513
912EB26C	280
9130C725	3888
913B5E1B	6055
913D5B98	843
913FA918	5821
914264F9	4413
914B2847	3006
914CA810	1396
915824D0	4699
91590FCE	3044
915EF2B8	5272
915FDBD6	1645
9169CDDE	9647
9171D7B9	4222
91743D65	3423
91770FD0	7786
917A3D81	2111
917D1011	11432
917F1A6F	12016
91816328	5831
9183E7B3	12056
9187C493	3943
91899379	3726
918B7037	2764
91994DB2	5909
919C0427	5305
91A98482	454
91B112BC	3238
91B21A50	8531
91B9C58E	11184
91BA5634	10178
91C3E089	5895
91C54E1A	11692
91CE5D00	5630
91D0003B	9546
91D4BC70	8474
91D6F49C	6027
91E0CE4E	4150
91EF44B9	388
91F65A38	1322
91FA8552	7432
91FDF449	10404
91FE7D3C	5249
9205C661	4852
92060F56	139
9209050B	811
92094743	5737
920BE1F0	4122
920BFDBC	10913
920C2E3E	1841
92100251	6076
92198D1E	580
921B3ABA	373
922A25BF	6671
922E5151	7831
922ECB79	12157
923673E1	7149
924314FF	7356
9243164F	10247
9248A896	6668
924BA28A	9087
925E5402	1722
92645643	3039
9269CC7B	10016
92778994	3275
92840515	2163
928A7723	1492
928B1108	8128
928E2A6C	9443
9293E245	3412
929867A7	3158
9299E64B	2145
929F5E8A	7537
92A2B12D	3351
92BA45DC	7779
92C0D787	7576
92C20F2B	3184
92C8BF55	6792
92CE52A6	2305
92D68414	5963
92D9A2DA	8866
92E5A759	44
92E8A281	9090
92EA4A10	2156
92F26AB2	2569
92F43B14	3566
92F89AC9	11379
92F8BA58	6722
92FDB14B	7646
93025304	8152
930BD50D	7672
9310448F	9752
931609CE	2078
93165C95	5857
93178E88	11088
931DC661	1376
9322D8B7	7065
93270831	7082
93279DEF	3642
93306A5C	6624
93341310	2843
933D052E	9918
93400C8D	9848
9342150F	4708
9345E6FA	8670
9347FE58	3955
9349CFF8	3205
934B4C0A	6181
934F0360	8622
93534C76	4770
9357D0DA	7273
9359F773	7200
935AB11B	6643
935AD1F5	6358
935CA5CB	8291
936CF5EE	2527
93719DEC	12199
93776373	2975
93785FD4	9343
9379986E	3734
937DE03E	4446
9382817F	1425
938732F7	4161
93A25A20	10273
93B1E3E2	4059
93B39CAF	948
93BA4F0B	5672
93BE5202	7017
93C001BB	3494
93C2CE6A	5679
93C3E9D6	11645
93C7269B	4351
93CA6740	1081
93D0BC27	1953
93D8E9E1	7597
93D95E76	3121
93D983EE	10534
93E1A9FA	6432
93E245D0	3416
93E5ED8D	4422
93E7BFA2	6150
93F1B53E	4264
93F70076	10258
93F71CCC	4899
93FF485D	2465
93FF4D8C	12171
9402DF4F	11469
9424FC6D	4259
942C5FF4	8542
942D7FE2	1750
943E1AB8	8901
943EEF47	107
944186BE	10842
94458CED	6087
944C333E	4626
944D4414	1519
9452F8D6	1192
94545055	7838
9457D9F6	3287
946037A3	10861
94615543	676
9463B514	9973
946541DF	9947
946763D8	3443
94709FA6	9411
94714EA7	1460
94743340	5743
9478E172	402
947BE518	667
94809625	7024
9484F344	6505
9485557D	1047
94856C55	6
948C3BA5	3994
94985334	6761
949D9310	9744
94A80291	5883
94A9A8C4	2312
94B28FA4	10485
94B2C23D	9687
94BDBB7E	5214
94C0F68D	11541
94C11F78	8159
94C31A71	11115
94CBA74D	3306
94CF25BC	1913
94D1E8BF	11797
94DA6E13	2028
94DB21DC	5915
94E3CF09	11170
94E3F517	11279
94E89AEA	5776
94EC57C9	4108
94F07AB9	1478
94F1F023	8217
94F5257F	9045
94F5ABAA	2216
9500A374	1729
95077E6F	9952
950850E6	8087
950E0AB5	715
95225E2E	3853
95314F25	9674
9538DCF1	8384
9541ECA2	9818
9541FF65	3329
9547DE99	5869
95481B9E	2677
95490AEF	6534
954E2648	7138
95511C8C	8999
9555C605	11975
955A17E5	5763
956AF83F	1886
95758A77	6981
9578A856	9229
9582696C	5712
958D23FB	5376
958D3465	10185
958D3ACE	212
958D82D5	8423
959A06CB	9206
95A706C3	8801
95A8A0DA	536
95B3F9CA	8341
95BD7A3D	6588
95CD1C80	5063
95D157F3	9109
95D8DDB8	11762
95DC9F73	869
95E76BF7	3127
95F37BEC	2822
95F4EEF2	2495
95F94714	1454
95F972F1	743
95FE846A	9054
96013E49	3028
9603D0C9	7037
9617023A	627
9619C29D	7721
961A0EC3	9582
961B1093	6420
962120BD	3966
96214BCE	6733
96223E3C	2800
9622AD8A	4958
962337CA	4236
962580F4	7032
9625A393	12187
963D6E56	5701
96460F9E	12053
96462DC0	2761
9646A612	451
964D5F43	7270
9652764C	9741
9656348F	5373
96609907	1771
96632836	10198
9666BDC8	5594
966750D3	10976
9667C3C3	6462
966C8126	11393
96792C8B	6786
967CC5A6	11205
9688082A	10280
968E0AC2	1329
968E376E	4815
968E4DC6	12192
9693B1E3	4055
96958D3A	208
9696792C	6782
969D6774	49
96A43C4B	5351
96C0CA04	2859
96CA3B16	5722
96CC0F90	11829
96CE235F	11061
96D312E1	11613
96DA5E8E	11362
96E72CF6	8973
96ECE62B	8651
96F056F8	1922
96F33356	8178
96F50344	6282
96F527AE	10776
96F620F2	2886
96FF0C1A	6680
970347AF	10418
970525ED	8746
9707A662	1664
970AE0DC	257
970B93B3	940
97134B0E	11951
97184F30	1701
97193C00	3488
971C935A	6635
972551F7	5864
972ADC04	9296
972C4B7E	10213
972CD153	1304
972E7ECC	8300
972F1AB6	749
973608E7	8018
973C4047	8065
973D5720	4007
9740373C	5637
974CAB5C	12259
9752D732	2621
97534FA5	6407
9760A86A	10230
9765213C	6500
9767F104	554
97693306	6618
97714DA3	9325
977E519D	3436
977F8DEE	3792
978B0F87	8929
978B99D0	3860
9793D95E	3117
979500A3	1725
97A306BA	652
97A3A92F	11369
97A99DBA	2692
97ABFAEF	183
97AF3493	5660
97B2AD99	10565
97B5801C	8755
97B636ED	4427
97BD4A63	911
97C082F9	10060
97C4761E	8050
97D224A8	3342
97D7AE12	4385
97DB19FB	6936
97DC447E	3901
97E3A857	981
97E86D2F	2053
97F8FFCB	2933
97FA2A2C	12097
97FA422B	5231
97FF73E6	469
9808DA97	8917
980967CC	11199
981286EA	7300
981512D6	10318
981D8EEC	8252
9823BDD6	10089
98246701	5300
982641CD	1774
98337199	4756
983A6F16	11406
983EE20C	10540
983F3D26	12114
9844633B	4863
984825FF	460
984B1506	5791
98533428	6765
9857E453	1387
985C0441	7925
9867A76A	3162
986AFFE0	11323
986EAF85	3742
9875316B	1344
987C3221	7757
987FD0FB	12289
9882F5FD	11218
9888D1E8	5941
989BF11D	5133
98ADD934	8660
98B086B7	1977
98BD1DB3	1675
98C8D5C4	7696
98CA0D97	10201
98CE3D8E	3692
98D1EB27	586
98D30A44	922
98D8C12A	3807
98D94C0F	11535
