# rxframe clk nbytes ok allzero seq hdr16
1 296542 1528 0 1 0 00000000000000000000000000000000
2 394854 1528 0 1 0 00000000000000000000000000000000
3 493486 1528 0 0 3759857674 1ae01ae10ae01ae012c01ae01ae008c0
4 592654 1528 0 0 871657862 24596f798671f433246920200d802d7b
5 690822 1528 0 0 472795417 52b5fbee19492e1cca9e2c44529e1fef
6 789478 1528 0 0 517731920 6a97112c50f6db1e69f4dcab4aab9922
7 987046 1528 0 0 1352550409 2165eda309489e504ca1ea1de1fbdb28
8 1184150 1528 0 1 0 00000000000000000000000000000000
9 1282798 1528 0 0 4140476577 19a8caf6a1a8caf6917743f8c9f8c9f8
10 1381542 1528 0 0 1560506456 52169c465870035d514d1a34bf668bf5
11 1579094 1528 0 0 160727551 18497189ff819409709e5faab0495785
12 1677454 1528 0 1 0 00000000000000000000000000000000
13 1776118 1528 1 0 7 514bec0507000000214e4754fe3979f0
14 1973646 1528 0 0 148220929 012c58c001acd508d0035d7001ac50c0
15 2170774 1528 0 0 2800787086 329eb0268e9ef0a68c9ef0a68c9ef0a6
16 2269502 1528 0 0 73925880 0004f804f80468046804680468046804
17 2368166 1528 0 0 826303296 56cbe9444063403187ce4dded33491da
18 2466950 1528 0 0 0 40000000000000000000000000000000
19 2565614 1528 0 0 10539319 520bec0737d1a000214e42b472355485
20 2664302 1528 0 0 1153652739 0358d0070358c34483740358c0071358
21 2762966 1528 1 0 12 514bec050c000000214e4754953217c3
22 2861454 1528 0 0 0 00000000000000000000000000000000
23 2960110 1528 0 0 577480036 1a98e16864a56b22005350ed0b3c4d68
24 3157750 1528 0 0 192 00037002c00000000000000000000000
25 3256078 1528 0 0 381137888 77197821e0b3b716f6f6b6bb875a8d21
26 3354966 1528 0 0 53467 559a4abddbd00000221e4757b691508b
27 3453406 1528 0 1 0 00000000000000000000000000000000
28 3552438 1528 1 0 16 514bec0510000000214e4754286dee6a
29 3650734 1528 0 0 2692809393 00c081bab10281a000c398a000c398a0
30 3749646 1528 0 0 4140315969 3f66f9c64135c8f6b20b84090440f116
31 3947006 1528 0 0 3489976324 58d004d004d004d004d004d004d004d0
32 4144222 1528 0 0 87067867 04ce3005db8c3005c0035b8e30035b8e
33 4341630 1528 0 0 532719556 4b897a10c4a7c01f801df1bd516f801f
34 4538822 1528 0 1 0 00000000000000000000000000000000
35 4637374 1528 0 0 2548163916 2268d2344ce5e19700e06fe027f43365
36 4736406 1528 0 0 3974950138 6a2700e9faecececcda2abb802878489
37 4834814 1528 0 0 0 40000000000000000000000000000000
38 4933534 1528 0 0 4088407047 1f4c2e9a0724b0f38b230939af4875a5
39 5130998 1528 0 0 0 00000000000000000000000000000000
