1 1276 83 1276 1276 15647380 1277
2 1273 51 1273 1273 15597111 1273
3 1273 86 1273 1273 15594606 1272
4 1272 51 1272 1272 15592331 1273
5 1272 124 1272 1272 15584215 1272
6 1272 62 1272 1272 15594182 1272
7 1273 51 1273 1273 15595743 1273
8 1272 66 1272 1272 15597077 1272
9 1273 51 1273 1273 15596165 1273
10 1272 52 1273 1273 15595202 1273
11 1273 51 1272 1272 15593944 1272
12 1271 103 1271 1271 15579524 1271
13 1273 51 1273 1273 15593194 1273
14 1272 51 1272 1272 15595343 1272
15 1272 51 1273 1272 15589724 1272
16 1273 51 1272 1273 15595357 1273
17 1272 52 1272 1272 15593648 1272
18 1272 102 1272 1272 15582992 1272
19 1272 51 1272 1272 15596141 1272
20 1273 51 1273 1273 15593895 1273
21 1273 51 1273 1273 15597391 1273
22 1272 51 1272 1272 15590637 1272
23 1272 51 1274 1274 15614089 1274
24 1275 51 1273 1273 15664053 1278
25 1277 102 1277 1277 15589444 1272
26 1273 51 1273 1273 15601837 1273
27 1273 51 1273 1273 15597105 1273
28 1273 51 1273 1273 15596431 1273
29 1272 51 1272 1272 15595786 1272
30 1273 51 1273 1273 15594514 1273
31 1272 51 1272 1272 15594664 1272
32 1273 51 1273 1273 15595650 1273
33 1272 51 1273 1273 15595464 1273
34 1272 102 1271 1271 15583326 1271
35 1274 0 1274 1274 15608162 1273
36 1271 102 1271 1271 15579182 1272
37 1272 51 1272 1272 15594675 1273
38 1273 51 1273 1273 15596457 1272
39 1273 51 1273 1273 15593781 1273
40 1272 51 1272 1272 15597403 1272
41 1273 51 1273 1273 15595236 1273
42 1272 51 1273 1272 15594470 1272
43 1273 51 1272 1273 15601650 1274
44 1273 51 1273 1273 15598779 1272
45 1273 51 1273 1273 15598449 1273
46 1273 51 1273 1273 15600859 1273
47 1273 51 1273 1273 15604498 1274
48 1273 51 1273 1273 15600124 1272
49 1273 51 1273 1273 15597094 1273
50 1273 51 1273 1273 15596666 1273
51 1272 51 1272 1272 15593525 1272
52 1273 51 1273 1274 15613197 1275
53 1274 51 1274 1273 15606924 1273
54 1274 51 1274 1274 15606841 1274
55 1273 51 1273 1273 15602491 1273
56 1273 51 1274 1274 15605780 1273
57 1273 51 1273 1273 15600403 1273
58 1273 51 1273 1273 15599341 1273
59 1273 51 1273 1273 15600155 1273
60 1273 51 1273 1273 15602614 1273
61 1273 51 1273 1273 15598765 1273
62 1274 51 1273 1273 15602867 1273
63 1273 51 1273 1273 15600093 1272
64 1272 51 1273 1273 15600496 1274
65 1273 51 1273 1272 15590321 1272
66 1274 51 1273 1274 15614606 1274
67 1273 51 1272 1272 15590530 1272
68 1273 51 1274 1274 15612296 1274
69 1272 102 1272 1273 15594783 1273
70 1275 0 1275 1274 15617221 1274
71 1272 102 1272 1272 15589235 1272
72 1274 0 1274 1274 15612727 1274
73 1272 102 1272 1272 15581885 1272
74 1273 0 1273 1273 15608901 1274
75 1272 102 1272 1272 15583944 1271
76 1273 0 1273 1273 15603792 1273
77 1272 102 1272 1272 15583455 1272
78 1273 0 1273 1273 15604280 1273
79 1271 102 1271 1271 15578621 1271
80 1274 0 1274 1274 15605513 1274
81 1271 102 1272 1272 15599881 1273
82 1275 0 1275 1275 15619856 1274
83 1273 102 1273 1273 15592189 1273
84 1274 0 1274 1274 15614628 1274
85 1272 102 1272 1272 15589660 1272
86 1274 0 1274 1274 15610063 1274
87 1273 54647 1272 1273 15598545 1273
88 1272 10152 1272 1271 15592523 1272
89 1273 68561 1274 1274 15604476 1273
90 1274 20136 1273 1273 15601660 1273
91 1273 65940 1273 1273 15601499 1273
92 1273 32813 1273 1273 15598524 1273
93 1273 40934 1273 1273 15603872 1273
94 1272 148 1272 1272 15587924 1272
95 1274 0 1274 1274 15611175 1274
96 1272 175 1272 1272 15588436 1272
97 1273 107 1273 1273 15600110 1273
98 1273 51 1274 1274 15605729 1274
99 1273 109 1272 1272 15593818 1272
100 1272 51 1272 1272 15593484 1273
101 1273 106 1273 1273 15594588 1272
102 1272 51 1272 1272 15592322 1272
103 1272 138 1272 1272 15585461 1272
104 1272 90 1272 1272 15591715 1272
105 1273 51 1273 1273 15599609 1273
106 1273 104 1273 1273 15601041 1273
107 1273 51 1273 1273 15598081 1273
108 1272 67 1273 1273 15595555 1273
109 1273 51 1272 1272 15597465 1273
110 1272 133 1273 1273 15597905 1272
111 1274 75 1273 1273 15601007 1273
112 1273 51 1273 1273 15597501 1273
113 1272 101 1272 1273 15594341 1273
114 1273 51 1273 1272 15593375 1272
115 1272 74 1272 1272 15591003 1272
116 1273 51 1273 1273 15595439 1273
117 1271 130 1271 1272 15585229 1272
118 1273 81 1273 1272 15602413 1273
119 1273 51 1274 1274 15604519 1273
120 1273 77 1273 1273 15599873 1273
121 1273 51 1273 1273 15599168 1273
122 1273 55 1273 1273 15602068 1273
123 1273 51 1273 1273 15603844 1273
124 1273 122 1272 1272 15588183 1272
125 1273 69 1273 1273 15596490 1273
126 1272 51 1273 1273 15605082 1273
127 1274 54 1273 1273 15602510 1273
128 1273 51 1273 1273 15595642 1273
129 1272 54 1272 1272 15595566 1272
130 1273 51 1273 1273 15597218 1273
131 1271 106 1272 1272 15583853 1272
132 1273 51 1272 1272 15594291 1272
133 1273 51 1273 1273 15593508 1273
134 1272 51 1272 1272 15595738 1272
135 1273 51 1273 1273 15593576 1273
136 1272 51 1272 1272 15595235 1273
137 1272 102 1272 1272 15589299 1271
138 1273 51 1273 1273 15603408 1274
139 1274 51 1275 1279 15676640 1279
140 1279 51 1278 1274 15603941 1273
141 1273 51 1273 1273 15597763 1273
142 1272 51 1272 1272 15595582 1272
143 1273 51 1273 1273 15596537 1273
144 1272 102 1272 1272 15590819 1272
145 1273 51 1273 1273 15601383 1273
146 1273 51 1273 1273 15600216 1273
147 1273 51 1273 1273 15600683 1273
148 1273 51 1273 1273 15601302 1273
149 1273 51 1273 1273 15603175 1274
150 1273 51 1273 1273 15596373 1272
151 1273 51 1273 1273 15601572 1273
152 1273 51 1273 1273 15599991 1273
153 1272 102 1272 1272 15590121 1273
154 1274 0 1274 1274 15611623 1273
155 1272 102 1272 1273 15594511 1273
156 1273 51 1274 1273 15600795 1273
157 1273 51 1273 1273 15598417 1273
158 1273 51 1272 1272 15598504 1273
159 1273 51 1273 1274 15603808 1273
160 1273 51 1274 1273 15601441 1273
161 1273 51 1272 1273 15598620 1273
162 1273 51 1273 1272 15600792 1273
163 1273 51 1273 1273 15598755 1273
164 1273 51 1273 1273 15597243 1272
165 1273 51 1273 1273 15595124 1273
166 1272 51 1272 1272 15596983 1273
167 1273 51 1274 1274 15605956 1273
168 1274 51 1273 1274 15609914 1274
169 1274 51 1274 1273 15609907 1274
170 1273 51 1273 1273 15601018 1273
171 1273 51 1273 1273 15601534 1273
172 1273 51 1273 1273 15600824 1273
173 1273 51 1274 1274 15613655 1274
174 1274 51 1274 1274 15601533 1273
175 1273 51 1273 1273 15601851 1273
176 1273 51 1273 1273 15600940 1273
177 1273 51 1273 1273 15601160 1273
178 1273 51 1273 1273 15602695 1273
179 1274 51 1273 1273 15602302 1273
180 1273 51 1273 1273 15602836 1273
181 1273 51 1273 1273 15600246 1273
182 1273 51 1273 1273 15600257 1273
183 1273 51 1273 1273 15599985 1273
184 1273 51 1273 1273 15604010 1274
185 1273 51 1273 1273 15600700 1273
186 1273 51 1273 1273 15597975 1272
187 1273 51 1273 1273 15600812 1273
188 1273 51 1273 1273 15601139 1273
189 1273 51 1273 1273 15600108 1273
190 1273 51 1273 1273 15598966 1273
191 1273 51 1273 1273 15601355 1273
192 1273 51 1273 1273 15602624 1273
193 1273 51 1273 1273 15598699 1273
194 1273 51 1273 1273 15596243 1273
195 1272 51 1273 1273 15599414 1273
196 1273 51 1273 1274 15615576 1274
197 1275 51 1274 1273 15608505 1274
198 1274 51 1274 1274 15609817 1273
199 1273 51 1273 1273 15601607 1274
200 1273 51 1273 1273 15600386 1273
201 1273 51 1274 1274 15604262 1273
202 1273 51 1272 1273 15598884 1273
203 1273 51 1273 1272 15596803 1272
204 1273 51 1273 1273 15601987 1274
205 1273 51 1273 1273 15603099 1273
206 1273 50835 1273 1273 15597894 1272
207 1273 17015 1273 1273 15593895 1273
208 1272 68077 1272 1273 15596242 1273
209 1272 13836 1272 1271 15580807 1271
210 1272 65267 1273 1273 15597640 1273
211 1273 101 1272 1272 2382029 1272
212 1273 51 1273 1273 0 1273
213 1272 104 1272 1272 0 1273
214 1273 51 1273 1273 0 1272
215 1271 157 1271 1271 0 1272
216 1273 99 1273 1273 0 1272
217 1272 51 1273 1273 0 1273
218 1273 111 1273 1273 0 1273
219 1273 51 1272 1273 0 1273
220 1273 92 1273 1273 0 1273
221 1273 51 1273 1272 0 1272
222 1272 148 1272 1272 0 1272
223 1274 0 1274 1274 0 1274
224 1271 150 1272 1273 0 1273
225 1274 102 1274 1274 0 1274
226 1275 51 1274 1273 0 1273
227 1273 89 1273 1273 0 1274
228 1273 51 1273 1274 0 1273
229 1272 121 1272 1271 0 1271
230 1274 0 1274 1273 0 1273
231 1272 131 1272 1273 0 1273
232 1272 67 1273 1273 0 1272
233 1273 51 1272 1272 0 1273
234 1273 72 1273 1273 0 1272
235 1272 51 1272 1272 0 1273
236 1271 124 1272 1272 0 1271
237 1273 83 1272 1272 0 1273
238 1272 51 1272 1272 0 1272
239 1273 86 1273 1273 0 1273
240 1272 51 1273 1273 0 1273
241 1273 73 1273 1273 0 1273
242 1274 51 1273 1273 0 1273
243 1273 62 1272 1272 0 1272
244 1272 117 1273 1273 0 1273
245 1273 51 1273 1273 0 1273
246 1273 52 1273 1273 0 1273
247 1273 51 1273 1273 0 1273
248 1273 52 1273 1273 0 1273
249 1273 51 1273 1273 0 1274
250 1273 51 1273 1272 0 1271
251 1271 102 1271 1273 0 1273
252 1273 51 1273 1272 0 1272
253 1273 52 1274 1274 0 1275
254 1275 51 1274 1274 0 1274
255 1274 51 1274 1274 0 1273
256 1273 51 1273 1274 0 1274
257 1273 51 1273 1272 0 1272
258 1272 102 1272 1273 0 1273
259 1273 51 1274 1273 0 1273
260 1273 51 1273 1273 0 1273
261 1273 51 1273 1273 0 1273
262 1273 51 1273 1273 0 1273
263 1273 51 1273 1273 0 1273
264 1273 51 1272 1273 0 1273
265 1272 102 1272 1272 0 1272
266 1273 51 1273 1273 0 1273
267 1273 51 1273 1272 0 1272
268 1272 51 1273 1273 0 1272
269 1273 51 1272 1272 0 1273
270 1272 51 1272 1272 0 1272
271 1273 51 1273 1273 0 1273
272 1272 51 1272 1272 0 1272
273 1273 51 1273 1273 0 1273
274 1271 102 1271 1271 0 1271
275 1274 0 1274 1274 0 1275
276 1272 102 1272 1272 0 1271
277 1273 51 1273 1273 0 1273
278 1273 51 1273 1273 0 1273
279 1273 51 1273 1273 0 1273
280 1272 51 1272 1273 0 1273
281 1273 51 1273 1272 0 1272
282 1273 51 1274 1274 0 1274
283 1274 51 1274 1274 0 1275
284 1275 51 1274 1274 0 1273
285 1273 51 1273 1273 0 1274
286 1273 51 1273 1273 0 1273
287 1273 51 1273 1273 0 1272
288 1273 51 1273 1274 0 1274
289 1273 51 1273 1272 0 1273
290 1273 51 1274 1274 0 1273
291 1274 51 1273 1273 0 1273
292 1273 51 1273 1273 0 1273
293 1273 51 1273 1273 0 1273
294 1272 51 1273 1273 0 1273
295 1273 51 1272 1272 0 1272
296 1273 51 1273 1273 0 1273
297 1272 51 1272 1272 0 1272
298 1273 51 1273 1273 0 1273
299 1273 51 1273 1273 0 1273
300 1273 51 1273 1273 0 1273
301 1273 51 1273 1273 0 1273
302 1273 51 1273 1273 0 1273
303 1273 51 1273 1273 0 1273
304 1273 51 1273 1273 0 1273
305 1273 51 1273 1273 0 1273
306 1273 51 1273 1273 0 1273
307 1272 51 1273 1273 0 1273
308 1273 51 1272 1273 0 1273
309 1273 51 1274 1273 0 1273
310 1273 51 1273 1272 0 1273
311 1273 51 1273 1274 0 1274
312 1275 51 1274 1274 0 1273
313 1273 51 1273 1273 0 1274
314 1273 51 1273 1274 0 1273
315 1273 51 1274 1273 0 1273
316 1273 51 1272 1273 0 1273
317 1273 51 1274 1273 0 1273
318 1274 51 1273 1273 0 1273
319 1273 51 1273 1273 0 1273
320 1273 51 1273 1273 0 1273
321 1273 51 1273 1273 0 1274
322 1273 51 1273 1273 0 1273
323 1273 33447 1274 1274 0 1273
324 1273 30155 1272 1273 0 1273
325 1273 51015 1273 1273 0 1273
326 1273 18743 1274 1273 0 1273
327 1273 80442 1273 1273 0 1273
328 1272 15189 1271 1272 0 1272
329 1273 64192 1274 1273 0 1273
330 1273 97 1273 1273 0 1273
331 1274 51 1273 1273 0 1273
332 1273 124 1273 1273 0 1273
333 1273 51 1273 1273 0 1273
334 1272 158 1272 1272 0 1272
335 1272 109 1273 1273 0 1273
336 1273 51 1272 1272 0 1273
337 1273 106 1273 1273 0 1272
338 1272 51 1273 1273 0 1273
339 1277 87 1276 1276 0 1277
340 1273 51 1274 1275 0 1274
341 1274 141 1273 1272 0 1272
342 1274 0 1274 1273 0 1274
343 1272 155 1272 1273 0 1273
344 1273 67 1273 1273 0 1272
345 1273 51 1273 1273 0 1274
346 1273 82 1273 1273 0 1273
347 1273 51 1273 1273 0 1273
348 1272 126 1272 1272 0 1272
349 1273 101 1273 1273 0 1273
350 1273 51 1273 1273 0 1272
351 1273 74 1273 1273 0 1273
352 1273 51 1273 1273 0 1273
353 1272 79 1273 1273 0 1273
354 1273 51 1272 1272 0 1272
355 1272 132 1272 1272 0 1272
356 1272 77 1272 1272 0 1272
357 1273 51 1273 1273 0 1273
358 1272 55 1272 1272 0 1272
359 1273 51 1273 1273 0 1273
360 1272 71 1272 1272 0 1272
361 1273 51 1273 1273 0 1273
362 1271 120 1271 1271 0 1271
363 1272 54 1272 1273 0 1273
364 1273 51 1273 1272 0 1272
365 1272 54 1272 1272 0 1272
366 1273 51 1273 1273 0 1272
367 1272 55 1272 1272 0 1273
368 1277 51 1278 1278 0 1281
369 1276 102 1277 1277 0 1278
370 1279 51 1277 1277 0 1273
371 1273 51 1273 1273 0 1273
372 1272 51 1272 1273 0 1273
373 1273 51 1273 1272 0 1272
374 1273 51 1273 1273 0 1273
375 1272 51 1272 1273 0 1271
376 1272 102 1272 1271 0 1273
377 1273 51 1273 1273 0 1273
378 1272 51 1273 1273 0 1273
379 1273 51 1272 1272 0 1272
380 1273 51 1273 1273 0 1273
381 1272 51 1273 1272 0 1272
382 1273 51 1272 1273 0 1273
383 1272 51 1273 1273 0 1272
384 1272 102 1271 1271 0 1272
385 1273 51 1273 1273 0 1273
386 1272 51 1272 1273 0 1273
387 1273 51 1273 1272 0 1272
388 1273 51 1273 1273 0 1273
389 1272 51 1272 1272 0 1272
390 1273 51 1273 1273 0 1273
391 1272 51 1272 1272 0 1272
392 1273 51 1273 1273 0 1273
393 1271 102 1271 1271 0 1272
394 1274 0 1274 1274 0 1273
395 1271 102 1272 1272 0 1272
396 1274 0 1273 1273 0 1272
397 1276 102 1276 1277 0 1278
398 1274 51 1275 1274 0 1275
399 1275 51 1274 1274 0 1273
400 1273 51 1273 1273 0 1273
