k,crc_ok,seq,nwords,cksum16,cfc_est,ss_err_rms,cs_err_rms,ssIntP,ssIntI,csIntP,csIntI,pdsync
0,0,-1,191,0,-697,158222.9,0.000,0,3292,48608,-1490944,1
1,1,32010,191,61276,-707,0.0,0.000,0,4348,10192,-1630208,1
2,1,32011,191,60741,-713,0.0,0.000,0,3767,36064,-1458176,1
3,1,32012,191,60054,-710,5410266.9,0.000,0,3741,68208,-5849088,1
4,1,32013,191,59143,-728,6104238.1,0.000,0,3158,-42336,1925120,1
5,1,32014,191,59765,-700,6154207.5,0.000,0,4197,45472,-368640,1
6,1,32015,191,61912,-719,6208638.0,0.000,0,3662,-39200,5914624,1
7,1,32016,191,62443,-719,6111180.0,0.000,0,3933,-2352,5636096,1
8,1,32017,191,60594,-712,4975922.6,0.000,0,4416,-45472,-598016,1
9,1,32018,191,62141,-707,0.0,0.000,0,5040,-27440,606208,1
10,1,32019,191,59285,-712,0.0,0.000,-6925,2295,61152,2621440,1
11,1,32020,191,58437,-693,0.0,0.000,-4100,3433,11760,-3072000,1
12,1,32021,191,59994,-691,0.0,0.000,22495,3898,18032,-3850240,1
13,1,32022,191,62759,-718,0.0,0.000,78452,3540,-24304,7749632,1
14,1,32023,191,62241,-697,0.0,0.000,-2028,3487,21168,884736,1
15,1,32024,191,59570,-697,0.0,0.000,0,4097,-4704,-3178496,1
16,1,32025,191,61848,-716,0.0,0.000,0,3930,-14112,3670016,1
17,1,32026,191,60670,-688,0.0,0.000,0,4288,45472,-3538944,1
18,1,32027,191,61752,-702,0.0,0.000,0,3938,1568,-385024,1
19,1,32028,191,60670,-704,0.0,0.000,0,4383,5488,8192,1
20,1,32029,191,63059,-699,0.0,0.000,0,7096,34496,-4489216,1
21,1,32030,191,60030,-701,0.0,0.000,0,4024,10976,-5939200,1
22,1,32031,191,59154,-695,0.0,0.000,0,3725,-59584,-6979584,1
23,1,32032,191,62017,-712,0.0,0.000,0,3567,14896,-1482752,1
24,1,32033,191,61742,-729,0.0,0.000,0,4468,5488,3112960,1
25,1,32034,191,60395,-717,0.0,0.000,0,3331,-54096,5177344,1
26,1,32035,191,60399,-711,0.0,0.000,0,5016,-5488,-2949120,1
27,1,32036,191,60874,-711,0.0,0.000,0,5007,24304,-3309568,1
28,1,32037,191,60486,-707,0.0,0.000,0,3645,-2352,-950272,1
29,1,32038,191,60038,-719,0.0,0.000,0,3478,20384,3391488,1
30,1,32039,191,60548,-718,0.0,0.000,0,4828,32928,2818048,1
31,1,32040,191,60591,-708,0.0,0.000,0,4880,31360,647168,1
32,1,32041,191,60713,-725,0.0,0.000,0,3719,-56448,5029888,1
33,1,32042,191,61824,-718,0.0,0.000,0,3880,21168,-1015808,1
34,1,32043,191,60867,-718,0.0,0.000,0,3964,23520,1703936,1
35,1,32044,191,60099,-728,0.0,0.000,0,3783,-60368,6684672,1
36,1,32045,191,60841,-721,5752941.5,0.000,0,3996,10192,4046848,1
37,1,32046,191,61004,-724,6054693.0,0.000,0,3881,10192,2252800,1
38,1,32047,191,62686,-713,4114997.5,0.000,0,4003,40768,2310144,1
39,1,32048,191,61025,-713,0.0,0.000,0,4511,6272,2064384,1
40,1,32049,191,60352,-716,0.0,0.000,0,3604,-2352,-155648,1
41,1,32050,191,60170,-718,0.0,0.000,0,3523,39200,0,1
42,1,32051,191,61037,-726,0.0,0.000,0,4609,-1568,6201344,1
43,1,32052,191,58882,-725,0.0,0.000,27493,3688,-33712,8830976,1
44,1,32053,191,61541,-734,0.0,0.000,-694,3547,1568,6815744,1
