k,crc_ok,seq,nwords,cksum16,cfc_est,ss_err_rms,cs_err_rms,ssIntP,ssIntI,csIntP,csIntI,pdsync
45,1,32054,191,61226,-717,0.0,0.000,15993,3651,-36848,3039232,1
46,1,32055,191,61274,-721,0.0,0.000,33925,4013,-21952,2916352,1
47,1,32056,191,61336,-718,0.0,0.000,30274,3597,-16464,1540096,1
48,1,32057,191,61623,-726,0.0,0.000,0,3869,3920,3661824,1
49,1,32058,191,61061,-717,0.0,0.000,0,3952,3920,1474560,1
50,1,32059,191,59588,-708,0.0,0.000,0,4161,-24304,-2514944,1
51,1,32060,191,60051,-720,0.0,0.000,0,4540,3136,4276224,1
52,1,32061,191,60211,-725,0.0,0.000,0,3523,-53312,8437760,1
53,1,32062,191,60490,-714,0.0,0.000,0,4060,-68992,2629632,1
54,1,32063,191,60620,-704,0.0,0.000,0,3770,7840,-2678784,1
55,1,32064,191,62376,-727,0.0,0.000,0,3770,10192,10321920,1
56,1,32065,191,60348,-702,0.0,0.000,0,4160,29008,-4939776,1
57,1,32066,191,60490,-740,0.0,0.000,0,3851,3920,8732672,1
58,1,32067,191,60292,-704,0.0,0.000,0,3976,-53312,-483328,1
59,1,32068,191,60724,-721,0.0,0.000,0,3771,-8624,5873664,1
60,1,32069,191,60689,-717,0.0,0.000,0,3799,14112,1294336,1
61,1,32070,191,60432,-716,0.0,0.000,0,3833,-3920,2826240,1
62,1,32071,191,59163,-713,0.0,0.000,0,3745,13328,1875968,1
63,1,32072,191,62340,-708,0.0,0.000,0,3539,-58016,-7184384,1
64,1,32073,191,60428,-698,0.0,0.000,0,3421,53312,-8192,1
65,1,32074,191,60907,-700,3483733.5,0.000,0,3485,1568,-3694592,1
66,1,32075,191,63005,-715,5902748.8,0.000,0,4326,-42336,917504,1
67,1,32076,191,61258,-723,5982422.6,0.000,0,4341,12544,2187264,1
68,1,32077,191,60593,-704,5983071.6,0.000,0,3901,-40768,901120,1
69,1,32078,191,62328,-709,6054681.1,0.000,0,4389,26656,3186688,1
70,1,32079,191,60279,-725,5897879.9,0.000,0,3748,-35280,5636096,1
71,1,32080,191,62843,-722,1348354.3,0.000,0,4550,35280,6062080,1
72,1,32081,191,60331,-694,0.0,0.000,0,4446,28224,-5251072,1
73,1,32082,191,59996,-711,0.0,0.000,-8280,3275,-58016,3858432,1
74,1,32083,191,59804,-723,0.0,0.000,-4517,3991,39200,3489792,1
75,1,32084,191,59559,-707,0.0,0.000,-6003,4447,1568,-4120576,1
76,1,32085,191,60590,-717,0.0,0.000,-32979,4257,10192,2949120,1
77,1,32086,191,59526,-707,0.0,0.000,37411,4040,-25872,-1531904,1
78,1,32087,191,61294,-721,0.0,0.000,0,3781,-10192,2588672,1
79,1,32088,191,60943,-727,0.0,0.000,0,3989,36848,8560640,1
80,1,32089,191,59078,-717,0.0,0.000,0,4848,-50176,212992,1
81,1,32090,191,60712,-705,0.0,0.000,0,3816,-12544,2998272,1
82,1,32091,191,59717,-706,0.0,0.000,0,3784,-1568,-1695744,1
83,1,32092,191,60559,-726,0.0,0.000,0,4295,-47040,4300800,1
84,1,32093,191,61952,-704,0.0,0.000,0,4466,34496,-6103040,1
85,1,32094,191,62767,-701,0.0,0.000,0,4133,36848,-262144,1
86,1,32095,191,59804,-725,0.0,0.000,0,4563,-54880,5316608,1
87,1,32096,191,61135,-706,0.0,0.000,0,3421,-16464,1179648,1
88,1,32097,191,60820,-704,0.0,0.000,0,3767,18032,1114112,1
89,1,32098,191,61856,-712,0.0,0.000,0,3365,-48608,-24576,1
90,1,32099,191,62155,-717,0.0,0.000,0,4587,-2352,974848,1
91,1,32100,191,60423,-716,0.0,0.000,0,4491,-2352,-720896,1
92,1,32101,191,61835,-703,0.0,0.000,0,3947,20384,-3112960,1
93,1,32102,191,60448,-727,0.0,0.000,0,3910,39200,7815168,1
94,1,32103,191,58670,-701,0.0,0.000,0,3496,25872,933888,1
95,1,32104,191,63146,-720,0.0,0.000,0,3799,43120,1236992,1
96,1,32105,191,62552,-722,0.0,0.000,0,3280,-11760,3489792,1
97,1,32106,191,61869,-710,0.0,0.000,0,3790,-24304,-2146304,1
98,1,32107,191,61202,-727,4321337.6,0.000,0,3921,42336,8052736,1
99,1,32108,191,60679,-706,6004636.5,0.000,0,3579,-58016,-221184,1
100,1,32109,191,61248,-694,5401519.6,0.000,0,4337,49392,-4227072,1
101,1,32110,191,60603,-706,1402331.6,0.000,0,4396,-21952,1130496,1
102,1,32111,191,61467,-706,0.0,0.000,0,3604,36848,1671168,1
103,1,32112,191,59968,-701,0.0,0.000,0,3906,-4704,-1105920,1
104,1,32113,191,60830,-711,0.0,0.000,0,4316,42336,-2088960,1
105,1,32114,191,60068,-705,0.0,0.000,5304,4089,71344,286720,1
106,1,32115,191,60455,-712,0.0,0.000,-8972,3226,-52528,737280,1
107,1,32116,191,59656,-696,0.0,0.000,-28924,5101,44688,-2744320,1
108,1,32117,191,59966,-716,0.0,0.000,84642,3887,36848,4497408,1
109,1,32118,191,60059,-708,0.0,0.000,-51084,4221,13328,-1957888,1
110,1,32119,191,61726,-695,0.0,0.000,0,3794,4704,3899392,1
111,1,32120,191,61153,-711,0.0,0.000,0,4236,-83104,-2334720,1
112,0,-1,191,55599,-696,0.0,0.000,0,4806,38416,1892352,1
113,1,32122,191,60873,-718,0.0,0.000,0,5433,-21168,2703360,1
114,0,2888946981,191,60386,-729,0.0,0.000,0,3788,-10192,2875392,1
115,1,32124,191,61206,-723,0.0,0.000,0,4956,7840,3457024,1
116,1,32125,191,59810,-726,0.0,0.000,0,4476,-25088,5914624,1
117,1,32126,191,60682,-713,0.0,0.000,0,3564,21168,-2310144,1
118,1,32127,191,60713,-694,0.0,0.000,0,3804,-19600,-6881280,1
119,1,32128,191,60709,-721,0.0,0.000,0,4304,-14112,6447104,1
120,1,32129,191,62734,-719,0.0,0.000,0,3979,-16464,6799360,1
121,1,32130,191,61461,-734,0.0,0.000,0,3795,-10192,4022272,1
122,1,32131,191,59697,-728,0.0,0.000,0,4421,20384,3088384,1
123,1,32132,191,61716,-716,0.0,0.000,0,3721,0,3727360,1
124,1,32133,191,60456,-697,0.0,0.000,0,3426,-28224,-1851392,1
125,1,32134,191,59624,-734,0.0,0.000,0,4280,-32144,6553600,1
126,1,32135,191,61273,-712,0.0,0.000,0,3849,-13328,3997696,1
127,1,32136,191,60098,-730,0.0,0.000,0,3630,61936,8495104,1
128,1,32137,191,59995,-706,5621243.0,0.000,0,4073,-47040,1892352,1
129,1,32138,191,61667,-726,6061139.6,0.000,0,4054,-20384,8593408,1
130,1,32139,191,61864,-700,6006808.9,0.000,0,4018,-32928,-532480,1
131,1,32140,191,62308,-721,6146576.9,0.000,0,3901,-30576,-2416640,1
132,1,32141,191,59746,-708,6019571.6,0.000,0,3587,41552,2564096,1
133,1,32142,191,59278,-725,4124783.4,0.000,0,4586,-21952,1712128,1
134,1,32143,191,59832,-701,0.0,0.000,0,4542,26656,1630208,1
135,1,32144,191,60510,-705,0.0,0.000,0,3880,1568,-565248,1
136,1,32145,191,61471,-707,0.0,0.000,0,4294,3920,90112,1
137,1,32146,191,61179,-697,0.0,0.000,0,4728,21168,-2211840,1
138,1,32147,191,60324,-700,0.0,0.000,51321,3558,-47824,1130496,1
139,1,32148,191,61056,-697,0.0,0.000,7169,3569,7840,-2916352,1
140,1,32149,191,59985,-715,0.0,0.000,0,3694,-37632,4497408,1
141,1,32150,191,63045,-699,0.0,0.000,0,4561,42336,-3735552,1
142,0,-1,191,55758,-717,0.0,0.000,0,4556,-32928,786432,1
143,1,32152,191,61095,-718,0.0,0.000,0,5223,-13328,139264,1
144,1,32153,191,62658,-714,0.0,0.000,0,5087,20384,-598016,1
145,1,32154,191,58349,-721,0.0,0.000,0,4780,4704,3440640,1
146,1,32155,191,57658,-694,0.0,0.000,0,5280,-12544,-4112384,1
147,0,-1,191,63483,-726,0.0,0.000,0,3619,41552,5963776,1
148,0,-1,191,63417,-699,0.0,0.000,0,3987,-18816,-3317760,1
149,1,32158,191,61634,-722,0.0,0.000,0,4223,-28224,5947392,1
150,1,32159,191,59319,-737,0.0,0.000,0,3829,51744,4800512,1
151,1,32160,191,60989,-728,0.0,0.000,0,3657,42336,7888896,1
152,1,32161,191,61137,-706,0.0,0.000,0,3725,47824,-3301376,1
153,1,32162,191,61270,-702,0.0,0.000,0,3863,47040,-1818624,1
154,1,32163,191,59139,-717,0.0,0.000,0,3646,-45472,1753088,1
155,1,32164,191,59054,-688,0.0,0.000,0,3203,14112,-2703360,1
156,1,32165,191,61562,-701,0.0,0.000,0,4364,41552,1892352,1
157,1,32166,191,62630,-712,0.0,0.000,0,3679,-1568,-2588672,1
158,1,32167,191,61504,-714,0.0,0.000,0,4508,29792,-1015808,1
159,1,32168,191,59964,-710,0.0,0.000,0,4012,-62720,-2736128,1
160,1,32169,191,60137,-716,0.0,0.000,0,4215,-3136,187768832,1
