k,crc_ok,seq,nwords,cksum16,cfc_est,ss_err_rms,cs_err_rms,ssIntP,ssIntI,csIntP,csIntI,pdsync
43,1,32052,191,58882,-729,0.0,0.000,0,2814,-26656,9306112,1
44,1,32053,191,61541,-734,0.0,0.000,0,3478,-784,6750208,1
45,1,32054,191,61226,-715,0.0,0.000,0,3894,-47040,2465792,1
46,1,32055,191,61274,-726,0.0,0.000,34489,3731,-25088,4349952,1
47,1,32056,191,61336,-719,0.0,0.000,0,4363,-15680,1654784,1
48,1,32057,191,61623,-727,0.0,0.000,0,4079,12544,3817472,1
49,1,32058,191,61061,-718,0.0,0.000,-13879,3699,5488,1753088,1
50,1,32059,191,59588,-703,0.0,0.000,0,3809,-28224,-4653056,1
51,1,32060,191,60051,-719,0.0,0.000,0,4294,1568,4505600,1
52,1,32061,191,60211,-726,0.0,0.000,0,3814,-53312,8790016,1
53,1,32062,191,60490,-710,0.0,0.000,0,4069,-69776,1589248,1
54,1,32063,191,60620,-703,0.0,0.000,0,3784,9408,-3145728,1
55,1,32064,191,62376,-725,0.0,0.000,0,3797,16464,10190848,1
56,1,32065,191,60348,-701,0.0,0.000,0,4060,29008,-5292032,1
57,1,32066,191,60490,-738,0.0,0.000,0,4523,3920,8994816,1
58,1,32067,191,60292,-701,0.0,0.000,0,3932,-53312,-1515520,1
59,1,32068,191,60724,-723,2331974.2,0.000,0,4051,-14896,6291456,1
60,1,32069,191,60689,-717,5947817.0,0.000,0,3801,14112,1146880,1
61,1,32070,191,60432,-717,4483784.2,0.000,0,3945,-10192,3096576,1
62,1,32071,191,59163,-706,0.0,0.000,0,3928,11760,-90112,1
63,1,32072,191,62340,-714,0.0,0.000,0,3515,-57232,-5832704,1
64,1,32073,191,60428,-698,0.0,0.000,0,3382,54096,-73728,1
65,1,32074,191,60907,-708,0.0,0.000,0,2543,-6272,-1622016,1
66,1,32075,191,63005,-715,4178268.1,0.000,0,4174,-39984,1073152,1
67,1,32076,191,61258,-721,1850426.6,0.000,43358,3813,13328,1835008,1
68,1,32077,191,60593,-703,0.0,0.000,6394,3966,-39200,491520,1
69,1,32078,191,62328,-713,0.0,0.000,0,4535,26656,4259840,1
70,1,32079,191,60279,-722,4554649.7,0.000,0,4102,-39200,4538368,1
71,1,32080,191,62843,-721,2958729.9,0.000,0,4619,36064,5947392,1
72,1,32081,191,60331,-696,0.0,0.000,0,4605,29792,-4554752,1
73,1,32082,191,59996,-720,5160355.2,0.000,0,3411,-47040,7290880,1
74,1,32083,191,59804,-719,0.0,0.000,-5418,4349,40768,2760704,1
75,1,32084,191,59559,-707,0.0,0.000,0,4401,784,-4087808,1
76,1,32085,191,60590,-715,0.0,0.000,0,4262,12544,2252800,1
77,1,32086,191,59526,-716,0.0,0.000,0,4157,-31360,1056768,1
78,1,32087,191,61294,-717,0.0,0.000,542,4046,-8624,1744896,1
79,1,32088,191,60943,-725,0.0,0.000,0,3373,39984,8093696,1
80,1,32089,191,59078,-717,0.0,0.000,0,3994,-50176,81920,1
81,1,32090,191,60712,-705,0.0,0.000,0,3976,-13328,3088384,1
82,1,32091,191,59717,-708,0.0,0.000,0,2831,4704,909312,1
83,1,32092,191,60559,-722,0.0,0.000,0,4195,-50176,4866048,1
84,1,32093,191,61952,-704,0.0,0.000,0,4271,36848,-6127616,1
85,1,32094,191,62767,-697,0.0,0.000,0,4207,33712,-1032192,1
86,1,32095,191,59804,-724,0.0,0.000,0,4566,-58800,4939776,1
87,1,32096,191,61135,-706,0.0,0.000,0,3673,-14896,1196032,1
88,1,32097,191,60820,-702,0.0,0.000,0,3686,23520,475136,1
89,1,32098,191,61856,-709,0.0,0.000,0,3469,-48608,-770048,1
90,1,32099,191,62155,-714,0.0,0.000,0,3644,-784,-204800,1
91,1,32100,191,60423,-712,3683577.3,0.000,0,4324,-1568,-1753088,1
92,1,32101,191,61835,-702,5953891.4,0.000,0,3748,7056,-3276800,1
93,1,32102,191,60448,-721,4990805.5,0.000,0,4208,37632,6471680,1
94,1,32103,191,58670,-701,0.0,0.000,0,3742,26656,950272,1
95,1,32104,191,63146,-720,0.0,0.000,0,3873,43120,1245184,1
96,1,32105,191,62552,-722,0.0,0.000,0,3699,-12544,3375104,1
97,1,32106,191,61869,-707,0.0,0.000,0,3570,-21952,-3014656,1
98,1,32107,191,61202,-724,4593057.0,0.000,0,3499,39984,7102464,1
99,1,32108,191,60679,-709,0.0,0.000,-11149,3802,-57232,638976,1
100,1,32109,191,61248,-697,0.0,0.000,-6852,4265,50176,-3801088,1
101,1,32110,191,60603,-703,0.0,0.000,0,4349,-28224,507904,1
102,1,32111,191,61467,-703,4348616.6,0.000,0,3681,36848,884736,1
103,1,32112,191,59968,-700,3810324.8,0.000,0,4087,-5488,-1499136,1
104,1,32113,191,60830,-711,1302023.9,0.000,0,4187,54880,-2097152,1
105,1,32114,191,60068,-704,5333936.9,0.000,0,4014,73696,98304,1
106,1,32115,191,60455,-705,0.0,0.000,0,3441,20384,925696,1
107,1,32116,191,59656,-699,0.0,0.000,0,5169,-18816,-2301952,1
108,0,-1,191,56816,-717,0.0,0.000,0,4676,26656,4784128,1
109,1,32118,191,60059,-702,0.0,0.000,0,3474,21168,-3694592,1
110,1,32119,191,61726,-719,0.0,0.000,49156,4451,20384,1761280,1
111,1,32120,191,61153,-716,0.0,0.000,0,5080,-39984,-851968,1
112,1,32121,191,60447,-694,0.0,0.000,-10603,4006,37632,1728512,1
113,1,32122,191,60873,-715,0.0,0.000,0,3540,27440,4726784,1
114,1,32123,191,60770,-725,0.0,0.000,0,3575,-14112,1859584,1
115,1,32124,191,61206,-723,0.0,0.000,0,4997,7056,3416064,1
116,1,32125,191,59810,-727,0.0,0.000,0,4523,-25088,6144000,1
117,1,32126,191,60682,-718,0.0,0.000,0,3632,20384,-1122304,1
118,1,32127,191,60713,-701,0.0,0.000,0,3707,-16464,-5136384,1
119,1,32128,191,60709,-721,0.0,0.000,0,4548,-14112,6397952,1
120,1,32129,191,62734,-721,0.0,0.000,0,4042,-16464,7028736,1
121,1,32130,191,61461,-730,0.0,0.000,0,3708,-7840,3055616,1
122,1,32131,191,59697,-726,0.0,0.000,0,4416,19600,2531328,1
123,1,32132,191,61716,-718,4584744.7,0.000,0,3515,0,4087808,1
124,1,32133,191,60456,-697,6018042.6,0.000,0,3491,-27440,-1818624,1
125,1,32134,191,59624,-731,5361701.7,0.000,0,3747,-15680,5955584,1
126,1,32135,191,61273,-710,0.0,0.000,0,3877,-11760,3375104,1
127,1,32136,191,60098,-729,0.0,0.000,0,3666,70560,8396800,1
128,1,32137,191,59995,-702,0.0,0.000,0,4187,-47824,786432,1
129,1,32138,191,61667,-720,0.0,0.000,0,3922,-20384,6881280,1
130,1,32139,191,61864,-704,4528001.2,0.000,0,3879,-30576,491520,1
131,1,32140,191,62308,-721,0.0,0.000,-38793,4435,-29792,-2531328,1
132,1,32141,191,59746,-707,0.0,0.000,1540,3720,43904,2269184,1
133,1,32142,191,59278,-717,0.0,0.000,0,4657,-26656,-483328,1
134,1,32143,191,59832,-701,4257044.3,0.000,0,4632,27440,1318912,1
135,1,32144,191,60510,-709,4333813.8,0.000,0,3739,-3136,606208,1
136,1,32145,191,61471,-697,3054495.2,0.000,0,4052,-784,-2441216,1
137,1,32146,191,61179,-692,4880382.6,0.000,0,4888,18816,-3842048,1
138,1,32147,191,60324,-698,0.0,0.000,0,3364,-27440,-4816896,1
139,1,32148,191,61056,-694,0.0,0.000,0,3734,9408,-3620864,1
140,0,-1,191,56329,-708,0.0,0.000,0,3674,-10976,-745472,1
141,1,32150,191,63045,-689,0.0,0.000,0,4610,43120,-4112384,1
142,1,32151,191,60035,-715,0.0,0.000,16323,4048,-29008,172032,1
143,1,32152,191,61095,-717,0.0,0.000,0,4423,-11760,147456,1
144,1,32153,191,62658,-718,0.0,0.000,45901,4038,20384,532480,1
145,1,32154,191,58349,-712,0.0,0.000,0,4192,-3136,1818624,1
146,1,32155,191,57658,-693,0.0,0.000,0,4595,24304,-720896,1
147,1,32156,191,62298,-728,0.0,0.000,0,3784,42336,6479872,1
148,1,32157,191,63481,-697,0.0,0.000,0,3922,-18816,-3571712,1
149,1,32158,191,61634,-722,0.0,0.000,0,4333,-29008,5931008,1
150,1,32159,191,59319,-728,0.0,0.000,0,4050,52528,2564096,1
151,1,32160,191,60989,-728,0.0,0.000,0,3801,35280,7782400,1
152,1,32161,191,61137,-707,0.0,0.000,0,3708,49392,-3121152,1
153,1,32162,191,61270,-702,0.0,0.000,0,3831,47040,-2097152,1
154,1,32163,191,59139,-718,0.0,0.000,0,3462,-46256,2138112,1
155,1,32164,191,59054,-696,5261289.4,0.000,0,3556,17248,-565248,1
156,1,32165,191,61562,-696,6151654.8,0.000,0,4413,40768,466944,1
157,1,32166,191,62630,-712,5618567.8,0.000,0,3829,2352,-2596864,1
158,1,32167,191,61504,-711,0.0,0.000,0,4681,28224,-1810432,1
159,1,32168,191,59964,-711,0.0,0.000,0,3960,-59584,-2588672,1
160,1,32169,191,60137,-707,0.0,0.000,0,3995,-3136,185417728,1
