k,crc_ok,seq,nwords,cksum16,cfc_est,ss_err_rms,cs_err_rms,ssIntP,ssIntI,csIntP,csIntI,pdsync
92,1,32101,191,61835,-704,0.0,0.000,0,3538,13328,-2547712,1
93,1,32102,191,60448,-725,0.0,0.000,0,4131,39984,7430144,1
94,1,32103,191,58670,-701,0.0,0.000,0,3518,25872,1171456,1
95,1,32104,191,63146,-721,0.0,0.000,0,3757,46256,1458176,1
96,1,32105,191,62552,-721,0.0,0.000,0,3406,-11760,3178496,1
97,1,32106,191,61869,-712,0.0,0.000,0,3543,-21952,-1662976,1
98,1,32107,191,61202,-727,3576919.3,0.000,0,3917,42336,8142848,1
99,1,32108,191,60679,-705,5948954.4,0.000,0,2021,-64288,401408,1
100,1,32109,191,61248,-699,1747120.1,0.000,0,4186,49392,-3293184,1
101,1,32110,191,60603,-706,0.0,0.000,0,4480,-24304,1204224,1
102,1,32111,191,61467,-708,3031130.3,0.000,0,4281,30576,3047424,1
103,1,32112,191,59968,-699,5990826.4,0.000,0,3863,-784,-1581056,1
104,1,32113,191,60830,-712,3454059.5,0.000,0,4369,42336,-1703936,1
105,1,32114,191,60068,-697,0.0,0.000,5856,3940,72128,-1441792,1
106,1,32115,191,60455,-710,0.0,0.000,-8916,3138,-50960,294912,1
107,1,32116,191,59656,-678,0.0,0.000,0,5383,-28224,-6692864,1
108,0,32117,191,59680,-735,0.0,0.000,-29808,5114,7840,-21258240,1
109,0,32118,191,60203,-708,0.0,0.000,17305,4725,-23520,-688128,1
110,0,-1,191,61991,-719,0.0,0.000,33174,3677,17248,1581056,1
111,1,32120,191,61153,-695,0.0,0.000,0,4310,-82320,-6578176,1
112,1,32121,191,60447,-696,0.0,0.000,0,3851,18816,-2236416,1
113,0,-1,191,57588,-717,0.0,0.000,0,5300,-24304,2433024,1
114,0,2889175499,191,63531,-728,0.0,0.000,0,3676,-15680,2646016,1
115,1,32124,191,61206,-723,0.0,0.000,0,5005,8624,3399680,1
116,1,32125,191,59810,-727,0.0,0.000,0,4569,-24304,6201344,1
117,1,32126,191,60682,-712,0.0,0.000,0,3633,19600,-2564096,1
118,1,32127,191,60713,-701,0.0,0.000,0,3396,-21168,-5324800,1
119,1,32128,191,60709,-721,0.0,0.000,0,4336,-10976,6496256,1
120,1,32129,191,62734,-725,0.0,0.000,0,3878,-18816,8404992,1
121,1,32130,191,61461,-732,0.0,0.000,0,3861,-8624,3629056,1
122,1,32131,191,59697,-728,0.0,0.000,0,4557,18816,3039232,1
123,1,32132,191,61716,-718,0.0,0.000,0,3913,2352,4251648,1
124,1,32133,191,60456,-699,0.0,0.000,0,3471,-26656,-1253376,1
125,1,32134,191,59624,-736,0.0,0.000,0,3974,-16464,7102464,1
126,1,32135,191,61273,-711,0.0,0.000,0,3574,-12544,3694592,1
127,1,32136,191,60098,-725,4090165.9,0.000,0,3603,65856,7471104,1
128,1,32137,191,59995,-706,6058211.5,0.000,0,4334,-47040,1843200,1
129,1,32138,191,61667,-727,6110034.5,0.000,0,4026,-18816,8773632,1
130,1,32139,191,61864,-695,5692381.3,0.000,0,4631,-35280,-1966080,1
131,1,32140,191,62308,-720,4740925.9,0.000,0,3839,-29008,-2744320,1
132,1,32141,191,59746,-707,5990218.8,0.000,0,3555,42336,2449408,1
133,1,32142,191,59278,-725,4199405.1,0.000,0,4447,-24304,1638400,1
134,1,32143,191,59832,-701,0.0,0.000,14528,4108,25088,3383296,1
135,1,32144,191,60510,-707,0.0,0.000,-3150,3519,0,-262144,1
136,1,32145,191,61471,-701,0.0,0.000,0,4295,1568,-1466368,1
137,1,32146,191,61179,-697,0.0,0.000,0,4933,19600,-2441216,1
138,1,32147,191,60324,-702,0.0,0.000,0,4095,-50960,1425408,1
139,1,32148,191,61056,-695,0.0,0.000,7463,3673,7840,-3497984,1
140,1,32149,191,59985,-692,0.0,0.000,0,3441,-41552,-1630208,1
141,1,32150,191,63045,-696,0.0,0.000,0,4605,42336,-4890624,1
142,0,-1,191,60642,-727,0.0,0.000,0,4413,-11760,4562944,1
143,1,32152,191,61095,-715,0.0,0.000,0,4488,-12544,-360448,1
144,1,32153,191,62658,-718,0.0,0.000,0,4304,18032,630784,1
145,1,32154,191,58349,-718,0.0,0.000,0,4199,-1568,3563520,1
146,1,32155,191,57658,-690,0.0,0.000,0,4952,20384,-1671168,1
147,1,32156,191,62298,-726,0.0,0.000,0,3640,45472,5947392,1
148,1,32157,191,63481,-699,0.0,0.000,0,3945,-19600,-3186688,1
149,1,32158,191,61634,-721,0.0,0.000,0,4310,-27440,5734400,1
150,1,32159,191,59319,-737,0.0,0.000,0,3873,50960,4808704,1
151,1,32160,191,60989,-726,0.0,0.000,0,3967,43120,7675904,1
152,1,32161,191,61137,-707,0.0,0.000,0,3617,51744,-3112960,1
153,1,32162,191,61270,-704,0.0,0.000,0,3928,47040,-1548288,1
154,1,32163,191,59139,-717,0.0,0.000,0,3683,-43120,1744896,1
155,1,32164,191,59054,-697,0.0,0.000,0,3386,21952,-442368,1
156,1,32165,191,61562,-700,0.0,0.000,0,4359,43120,1572864,1
157,1,32166,191,62630,-712,0.0,0.000,0,3810,-784,-2605056,1
158,1,32167,191,61504,-705,0.0,0.000,0,5128,21168,-4308992,1
159,1,32168,191,59964,-714,0.0,0.000,0,3977,-60368,-1949696,1
160,1,32169,191,60137,-716,0.0,0.000,0,4176,-3136,187736064,1
