k,crc_ok,seq,nwords,cksum16,cfc_est,ss_err_rms,cs_err_rms,ssIntP,ssIntI,csIntP,csIntI,pdsync
68,1,32077,191,60593,-702,2525853.9,0.000,0,3983,-39200,-360448,1
69,1,32078,191,62328,-709,6026561.8,0.000,0,4372,25872,3170304,1
70,1,32079,191,60279,-722,4602539.2,0.000,0,4182,-40768,4562944,1
71,1,32080,191,62843,-722,0.0,0.000,0,4357,37632,6037504,1
72,1,32081,191,60331,-697,0.0,0.000,3692,4381,29792,-4374528,1
73,1,32082,191,59996,-720,0.0,0.000,-8108,3626,-42336,7200768,1
74,1,32083,191,59804,-723,0.0,0.000,-4725,4452,40768,3883008,1
75,1,32084,191,59559,-710,0.0,0.000,-5336,4380,-1568,-3244032,1
76,1,32085,191,60590,-721,0.0,0.000,-33125,4071,13328,3899392,1
77,1,32086,191,59526,-710,0.0,0.000,36750,3891,-29792,-524288,1
78,1,32087,191,61294,-719,0.0,0.000,622,3649,-5488,2129920,1
79,1,32088,191,60943,-722,0.0,0.000,0,3683,38416,7340032,1
80,1,32089,191,59078,-717,0.0,0.000,0,5480,-47040,-122880,1
81,1,32090,191,60712,-707,0.0,0.000,0,4191,-17248,2973696,1
82,1,32091,191,59717,-707,0.0,0.000,0,3801,-6272,-1662976,1
83,1,32092,191,60559,-721,0.0,0.000,0,4398,-49392,4734976,1
84,1,32093,191,61952,-704,0.0,0.000,0,4480,36064,-6094848,1
85,1,32094,191,62767,-699,0.0,0.000,0,3993,35280,-499712,1
86,1,32095,191,59804,-725,0.0,0.000,0,4562,-55664,5308416,1
87,1,32096,191,61135,-707,0.0,0.000,0,3314,-784,1810432,1
88,1,32097,191,60820,-706,0.0,0.000,0,3737,18032,1540096,1
89,1,32098,191,61856,-712,0.0,0.000,0,3717,-58800,-204800,1
90,1,32099,191,62155,-714,0.0,0.000,0,3847,1568,-245760,1
91,1,32100,191,60423,-709,0.0,0.000,0,3745,7056,-2629632,1
92,1,32101,191,61835,-705,0.0,0.000,0,3752,11760,-2342912,1
93,1,32102,191,60448,-725,0.0,0.000,0,4273,35280,7266304,1
94,1,32103,191,58670,-701,0.0,0.000,0,2969,38416,720896,1
95,1,32104,191,63146,-716,0.0,0.000,0,3740,47824,352256,1
96,1,32105,191,62552,-726,0.0,0.000,0,3371,-11760,4521984,1
97,1,32106,191,61869,-711,0.0,0.000,0,3705,-23520,-1777664,1
98,1,32107,191,61202,-728,3217441.6,0.000,0,3579,39984,8306688,1
99,1,32108,191,60679,-705,5995992.8,0.000,0,3672,-57232,-417792,1
100,1,32109,191,61248,-698,3628748.6,0.000,0,4077,49392,-3571712,1
101,1,32110,191,60603,-704,0.0,0.000,0,4324,-28224,794624,1
102,1,32111,191,61467,-704,0.0,0.000,0,3950,36848,1368064,1
103,1,32112,191,59968,-700,0.0,0.000,0,4056,-7840,-1368064,1
104,1,32113,191,60830,-711,0.0,0.000,0,4458,41552,-2056192,1
105,1,32114,191,60068,-708,0.0,0.000,0,4192,74480,1097728,1
106,1,32115,191,60455,-711,0.0,0.000,0,2962,-51744,491520,1
107,1,32116,191,59656,-697,0.0,0.000,-30470,5064,38416,-2457600,1
108,1,32117,191,59966,-715,0.0,0.000,82460,3729,32144,4235264,1
109,1,32118,191,60059,-697,0.0,0.000,0,4223,0,-8077312,1
110,0,-1,191,59929,-715,0.0,0.000,0,4819,11760,720896,1
111,1,32120,191,61153,-716,0.0,0.000,0,4938,18816,73728,1
112,0,-1,191,54351,-694,0.0,0.000,0,4425,38416,1531904,1
113,1,32122,191,60873,-719,0.0,0.000,0,3822,25088,5775360,1
114,1,32123,191,60770,-729,0.0,0.000,0,3849,-14896,2940928,1
115,1,32124,191,61206,-716,0.0,0.000,0,5053,20384,1908736,1
116,1,32125,191,59810,-728,0.0,0.000,0,4061,-23520,6340608,1
117,1,32126,191,60682,-713,0.0,0.000,0,4435,21952,-2514944,1
118,1,32127,191,60713,-702,0.0,0.000,0,3771,-15680,-4825088,1
119,1,32128,191,60709,-715,0.0,0.000,0,4204,-8624,4710400,1
120,1,32129,191,62734,-725,0.0,0.000,0,3824,-18032,8429568,1
121,1,32130,191,61461,-733,0.0,0.000,0,3892,-7056,3923968,1
122,1,32131,191,59697,-728,0.0,0.000,0,4189,21168,3063808,1
123,1,32132,191,61716,-716,0.0,0.000,0,3629,1568,3801088,1
124,1,32133,191,60456,-698,0.0,0.000,0,3466,-26656,-1777664,1
125,1,32134,191,59624,-735,0.0,0.000,0,3760,-18032,6709248,1
126,1,32135,191,61273,-706,0.0,0.000,0,4027,-33712,966656,1
127,1,32136,191,60098,-731,0.0,0.000,0,3644,69776,8945664,1
128,1,32137,191,59995,-704,4457826.8,0.000,0,4214,-47824,1318912,1
129,1,32138,191,61667,-725,6125839.3,0.000,0,4307,-18816,8396800,1
130,1,32139,191,61864,-697,5956352.8,0.000,0,4798,-50176,-1433600,1
131,1,32140,191,62308,-706,5567987.2,0.000,0,3958,-30576,-5718016,1
132,1,32141,191,59746,-708,5926889.8,0.000,0,3754,39984,2719744,1
133,1,32142,191,59278,-720,6112565.2,0.000,0,4567,-25872,319488,1
134,1,32143,191,59832,-700,6020836.2,0.000,0,4300,27440,1024000,1
135,1,32144,191,60510,-708,4893514.9,0.000,0,3769,-1568,98304,1
136,1,32145,191,61471,-707,0.0,0.000,0,4162,6272,49152,1
137,1,32146,191,61179,-702,0.0,0.000,-4481,4990,18816,-1081344,1
138,1,32147,191,60324,-703,0.0,0.000,51277,3490,-50960,1884160,1
139,1,32148,191,61056,-701,0.0,0.000,0,3658,10976,-1417216,1
140,0,-1,191,61186,-710,0.0,0.000,0,4939,-8624,131072,1
141,1,32150,191,63045,-698,0.0,0.000,0,5268,43904,-1564672,1
142,1,32151,191,60035,-721,0.0,0.000,0,4439,-34496,1458176,1
143,1,32152,191,61095,-718,0.0,0.000,0,5055,-12544,90112,1
144,1,32153,191,62658,-717,0.0,0.000,0,5088,20384,172032,1
145,1,32154,191,58349,-722,0.0,0.000,0,4995,-9408,4472832,1
146,1,32155,191,57658,-693,0.0,0.000,0,5140,-13328,-4366336,1
147,0,-1,191,59694,-727,0.0,0.000,0,3499,45472,6029312,1
148,1,32157,191,63481,-699,0.0,0.000,0,3967,-18816,-3112960,1
149,1,32158,191,61634,-722,0.0,0.000,0,4278,-26656,6012928,1
150,1,32159,191,59319,-735,0.0,0.000,0,3821,50960,4587520,1
151,1,32160,191,60989,-726,0.0,0.000,0,3746,42336,7479296,1
152,1,32161,191,61137,-707,0.0,0.000,0,3865,50960,-3047424,1
153,1,32162,191,61270,-704,0.0,0.000,0,3826,47824,-1458176,1
154,1,32163,191,59139,-717,0.0,0.000,0,3878,-32144,2342912,1
155,1,32164,191,59054,-697,0.0,0.000,0,3613,21952,-360448,1
156,1,32165,191,61562,-694,0.0,0.000,0,4391,41552,57344,1
157,1,32166,191,62630,-709,0.0,0.000,0,3772,0,-3440640,1
158,1,32167,191,61504,-706,4284603.1,0.000,0,4484,29792,-2998272,1
159,1,32168,191,59964,-710,6089615.3,0.000,0,4174,-58800,-3096576,1
160,1,32169,191,60137,-718,5418684.3,0.000,0,4077,-2352,188334080,1
