k,crc_ok,seq,nwords,cksum16,cfc_est,ss_err_rms,cs_err_rms,ssIntP,ssIntI,csIntP,csIntI,pdsync
0,0,-1,191,0,-689,158016.2,0.000,0,2940,60368,-3014656,1
1,1,32010,191,61276,-706,0.0,0.000,0,4432,10192,-1933312,1
2,1,32011,191,60741,-714,0.0,0.000,0,3723,41552,-851968,1
3,1,32012,191,60054,-706,324936.1,0.000,0,4519,72128,-7241728,1
4,1,32013,191,59143,-730,5861087.3,0.000,0,3572,-41552,2465792,1
5,1,32014,191,59765,-697,6169902.6,0.000,0,4233,45472,-991232,1
6,1,32015,191,61912,-716,6219616.4,0.000,0,3550,-38416,5120000,1
7,1,32016,191,62443,-720,6034561.0,0.000,0,4104,784,5865472,1
8,1,32017,191,60594,-711,3956495.7,0.000,0,4314,-43904,-884736,1
9,1,32018,191,62141,-710,0.0,0.000,0,5025,-25872,1523712,1
10,1,32019,191,59285,-722,0.0,0.000,0,3460,62720,6004736,1
11,1,32020,191,58437,-697,0.0,0.000,0,3591,8624,-2473984,1
12,1,32021,191,59994,-690,0.0,0.000,22683,3778,17248,-3973120,1
13,1,32022,191,62759,-715,0.0,0.000,79326,3555,-20384,7053312,1
14,1,32023,191,62241,-695,0.0,0.000,-2636,3544,15680,270336,1
15,1,32024,191,59570,-692,0.0,0.000,0,3953,9408,-5455872,1
16,1,32025,191,61848,-717,0.0,0.000,0,4252,-13328,3964928,1
17,1,32026,191,60670,-688,0.0,0.000,0,4055,51744,-3670016,1
18,1,32027,191,61752,-703,0.0,0.000,0,3965,2352,-73728,1
19,1,32028,191,60670,-705,0.0,0.000,0,4326,3920,417792,1
20,1,32029,191,63059,-701,0.0,0.000,0,4130,41552,-1818624,1
21,1,32030,191,60030,-700,0.0,0.000,0,4055,10976,-6242304,1
22,1,32031,191,59154,-695,0.0,0.000,0,3630,-61152,-6979584,1
23,1,32032,191,62017,-708,0.0,0.000,0,3702,7840,-2580480,1
24,1,32033,191,61742,-730,0.0,0.000,0,4291,9408,3186688,1
25,1,32034,191,60395,-716,0.0,0.000,0,3344,-54880,4939776,1
26,1,32035,191,60399,-710,0.0,0.000,0,4961,-7056,-3317760,1
27,1,32036,191,60874,-704,0.0,0.000,0,5397,11760,-6275072,1
28,1,32037,191,60486,-710,0.0,0.000,0,3792,784,-303104,1
29,1,32038,191,60038,-721,0.0,0.000,0,3518,18816,4014080,1
30,1,32039,191,60548,-713,0.0,0.000,0,5202,34496,1433600,1
31,1,32040,191,60591,-697,0.0,0.000,0,4866,38416,-2293760,1
32,1,32041,191,60713,-724,0.0,0.000,0,3737,-56448,4718592,1
33,1,32042,191,61824,-716,0.0,0.000,0,4104,24304,-1638400,1
34,1,32043,191,60867,-718,470395.5,0.000,0,4087,27440,1753088,1
35,1,32044,191,60099,-724,5253450.3,0.000,0,3658,-62720,6037504,1
36,1,32045,191,60841,-720,6021097.4,0.000,0,3856,11760,3809280,1
37,1,32046,191,61004,-724,6080186.0,0.000,0,3988,16464,2318336,1
38,1,32047,191,62686,-715,5994594.0,0.000,0,4224,40768,3153920,1
39,1,32048,191,61025,-708,5769075.9,0.000,0,4245,1568,745472,1
40,1,32049,191,60352,-717,1302322.3,0.000,0,3662,0,16384,1
41,1,32050,191,60170,-715,0.0,0.000,0,3560,39984,-729088,1
42,1,32051,191,61037,-724,0.0,0.000,0,4442,-2352,6578176,1
43,1,32052,191,58882,-728,0.0,0.000,27572,3653,-32928,9707520,1
44,1,32053,191,61541,-734,0.0,0.000,-861,3453,1568,6782976,1
45,1,32054,191,61226,-716,0.0,0.000,16137,3670,-43120,2678784,1
46,1,32055,191,61274,-727,0.0,0.000,34068,3754,-22736,4382720,1
47,1,32056,191,61336,-714,0.0,0.000,0,3510,-17248,548864,1
48,1,32057,191,61623,-728,0.0,0.000,0,4026,10192,4153344,1
49,1,32058,191,61061,-717,0.0,0.000,0,4032,6272,1507328,1
50,1,32059,191,59588,-709,0.0,0.000,0,4013,-21168,-3162112,1
51,1,32060,191,60051,-718,0.0,0.000,0,4613,0,3735552,1
52,1,32061,191,60211,-725,0.0,0.000,0,3818,-53312,8486912,1
53,1,32062,191,60490,-713,0.0,0.000,0,3912,-66640,2310144,1
54,1,32063,191,60620,-698,0.0,0.000,0,2520,12544,-5373952,1
55,1,32064,191,62376,-730,0.0,0.000,0,3881,13328,11444224,1
56,1,32065,191,60348,-701,0.0,0.000,0,4301,30576,-5193728,1
57,1,32066,191,60490,-738,0.0,0.000,0,3826,3920,8249344,1
58,1,32067,191,60292,-701,0.0,0.000,0,3903,-50176,-1425408,1
59,1,32068,191,60724,-724,0.0,0.000,0,3825,-12544,6660096,1
60,1,32069,191,60689,-716,0.0,0.000,0,3734,14896,1007616,1
61,1,32070,191,60432,-716,0.0,0.000,0,3720,-3136,2908160,1
62,1,32071,191,59163,-703,0.0,0.000,0,3647,14112,-868352,1
63,1,32072,191,62340,-717,0.0,0.000,0,3599,-56448,-5275648,1
64,1,32073,191,60428,-699,0.0,0.000,0,3472,54096,262144,1
65,1,32074,191,60907,-706,0.0,0.000,0,3723,1568,-2285568,1
66,1,32075,191,63005,-711,1150220.7,0.000,0,4817,-61152,-2498560,1
67,1,32076,191,61258,-729,5667520.3,0.000,0,4402,13328,3833856,1
68,1,32077,191,60593,-704,6001268.3,0.000,0,3971,-38416,385024,1
69,1,32078,191,62328,-707,6050732.8,0.000,0,4367,26656,2678784,1
70,1,32079,191,60279,-716,5064767.9,0.000,0,4132,-42336,2990080,1
71,1,32080,191,62843,-721,0.0,0.000,0,4409,36848,5881856,1
72,1,32081,191,60331,-694,0.0,0.000,0,4505,32928,-5267456,1
73,1,32082,191,59996,-718,0.0,0.000,0,3553,-43120,6955008,1
74,1,32083,191,59804,-716,0.0,0.000,-4068,4219,40768,1998848,1
75,1,32084,191,59559,-708,0.0,0.000,-5284,4475,2352,-3743744,1
76,1,32085,191,60590,-715,0.0,0.000,-33400,4336,13328,2318336,1
77,1,32086,191,59526,-706,0.0,0.000,37448,4036,-28224,-1613824,1
