k,crc_ok,seq,nwords,cksum16,cfc_est,ss_err_rms,cs_err_rms,ssIntP,ssIntI,csIntP,csIntI,pdsync
78,1,32087,191,61294,-717,0.0,0.000,0,4020,784,1204224,1
79,1,32088,191,60943,-726,0.0,0.000,0,3798,38416,8314880,1
80,1,32089,191,59078,-717,0.0,0.000,0,4923,-49392,81920,1
81,1,32090,191,60712,-710,0.0,0.000,0,3308,-1568,3923968,1
82,1,32091,191,59717,-708,0.0,0.000,0,3950,-5488,-1032192,1
83,1,32092,191,60559,-722,0.0,0.000,0,4365,-50176,4890624,1
84,1,32093,191,61952,-704,0.0,0.000,0,4546,35280,-6078464,1
85,1,32094,191,62767,-701,0.0,0.000,0,4115,36064,0,1
86,1,32095,191,59804,-724,0.0,0.000,0,4387,-61936,5144576,1
87,1,32096,191,61135,-708,0.0,0.000,0,3650,-14896,1531904,1
88,1,32097,191,60820,-704,0.0,0.000,0,3734,21168,942080,1
89,1,32098,191,61856,-707,0.0,0.000,0,3728,-65072,-2146304,1
90,1,32099,191,62155,-717,0.0,0.000,0,3696,-784,679936,1
91,1,32100,191,60423,-716,0.0,0.000,0,4560,-784,-794624,1
92,1,32101,191,61835,-703,0.0,0.000,0,3710,14112,-2973696,1
93,1,32102,191,60448,-721,0.0,0.000,0,3283,28224,5947392,1
94,1,32103,191,58670,-702,0.0,0.000,0,3450,26656,1294336,1
95,1,32104,191,63146,-720,0.0,0.000,0,3832,43120,1171456,1
96,1,32105,191,62552,-722,0.0,0.000,0,3481,-11760,3473408,1
97,1,32106,191,61869,-710,0.0,0.000,0,3953,-24304,-1941504,1
98,1,32107,191,61202,-728,5523481.4,0.000,0,4015,41552,8331264,1
99,1,32108,191,60679,-706,6005454.2,0.000,0,3820,-57232,-204800,1
100,1,32109,191,61248,-696,5954535.5,0.000,0,4250,47040,-3932160,1
101,1,32110,191,60603,-700,4741869.4,0.000,0,4259,-20384,-450560,1
102,1,32111,191,61467,-705,0.0,0.000,0,3614,36848,1409024,1
103,1,32112,191,59968,-701,0.0,0.000,0,4073,-7840,-1105920,1
104,1,32113,191,60830,-712,0.0,0.000,0,4218,41552,-1925120,1
105,1,32114,191,60068,-706,0.0,0.000,0,4135,73696,688128,1
106,1,32115,191,60455,-711,0.0,0.000,-8037,3240,-47824,393216,1
107,1,32116,191,59656,-697,0.0,0.000,-30591,5153,39200,-2424832,1
108,1,32117,191,59966,-716,0.0,0.000,83534,3590,32144,4521984,1
109,1,32118,191,60059,-699,0.0,0.000,0,3859,-7840,-7946240,1
111,1,32119,191,61614,-711,0.0,0.000,0,4985,-42336,-2048000,1
112,0,-1,191,60383,-697,0.0,0.000,0,4766,36848,2113536,1
113,1,32122,191,60873,-712,0.0,0.000,0,4920,-26656,1056768,1
114,0,16809339,191,60084,-729,0.0,0.000,0,3777,-14896,2891776,1
115,1,32124,191,61206,-723,0.0,0.000,0,5064,7840,3571712,1
116,1,32125,191,59810,-727,0.0,0.000,0,4506,-23520,6078464,1
117,1,32126,191,60682,-709,0.0,0.000,0,3740,21168,-3375104,1
118,1,32127,191,60713,-702,0.0,0.000,0,3663,-16464,-4808704,1
119,1,32128,191,60709,-721,0.0,0.000,0,4296,-12544,6479872,1
120,1,32129,191,62734,-723,0.0,0.000,0,3893,-10976,7716864,1
121,1,32130,191,61461,-732,0.0,0.000,0,3790,-10976,3530752,1
122,1,32131,191,59697,-728,0.0,0.000,0,4466,19600,3104768,1
123,1,32132,191,61716,-716,0.0,0.000,0,3610,3136,3858432,1
124,1,32133,191,60456,-698,0.0,0.000,0,3513,-25088,-1212416,1
125,1,32134,191,59624,-737,0.0,0.000,0,4115,-18816,7143424,1
126,1,32135,191,61273,-711,0.0,0.000,0,3813,-17248,3481600,1
127,1,32136,191,60098,-730,0.0,0.000,0,3595,68992,8667136,1
128,1,32137,191,59995,-704,1217692.5,0.000,0,5149,-46256,851968,1
129,1,32138,191,61667,-725,5929625.3,0.000,0,4070,-18032,8257536,1
130,1,32139,191,61864,-699,6066805.8,0.000,0,3918,-31360,-868352,1
131,1,32140,191,62308,-720,6183366.8,0.000,0,4068,-29008,-2826240,1
132,1,32141,191,59746,-708,5968846.5,0.000,0,3738,38416,2809856,1
133,1,32142,191,59278,-715,4747748.0,0.000,0,4406,-23520,-827392,1
134,1,32143,191,59832,-702,0.0,0.000,0,4572,27440,1540096,1
135,1,32144,191,60510,-707,0.0,0.000,0,3652,-4704,-376832,1
136,1,32145,191,61471,-706,0.0,0.000,0,4274,5488,-212992,1
137,1,32146,191,61179,-701,0.0,0.000,-3659,5293,19600,-1384448,1
138,1,32147,191,60324,-704,0.0,0.000,51768,3521,-54096,2162688,1
139,1,32148,191,61056,-695,0.0,0.000,6247,3643,8624,-3391488,1
140,1,32149,191,59985,-689,0.0,0.000,0,3161,-37632,17522688,1
141,1,32150,191,63045,-699,0.0,0.000,0,4537,42336,-3530752,1
142,0,-1,191,59775,-718,0.0,0.000,0,4451,-31360,843776,1
143,1,32152,191,61095,-718,0.0,0.000,0,5015,-12544,57344,1
144,1,32153,191,62658,-715,0.0,0.000,0,5073,24304,-417792,1
145,1,32154,191,58349,-712,0.0,0.000,0,5146,32928,2285568,1
146,0,-1,191,58397,-692,0.0,0.000,0,4989,23520,-942080,1
147,1,32156,191,62298,-726,0.0,0.000,0,3792,40768,6062080,1
148,1,32157,191,63481,-691,0.0,0.000,0,3890,-20384,-5185536,1
149,1,32158,191,61634,-723,0.0,0.000,0,4266,-27440,6258688,1
150,1,32159,191,59319,-737,0.0,0.000,0,3630,51744,4833280,1
151,1,32160,191,60989,-726,0.0,0.000,0,3739,37632,7413760,1
152,1,32161,191,61137,-708,0.0,0.000,0,3638,40768,-3457024,1
153,1,32162,191,61270,-705,0.0,0.000,0,3916,47040,-1081344,1
154,1,32163,191,59139,-718,0.0,0.000,0,3582,-47040,2048000,1
155,1,32164,191,59054,-695,0.0,0.000,0,3411,16464,-991232,1
156,1,32165,191,61562,-699,0.0,0.000,0,4101,30576,663552,1
157,1,32166,191,62630,-712,0.0,0.000,0,3823,-1568,-2564096,1
158,1,32167,191,61504,-710,0.0,0.000,0,4507,30576,-2048000,1
159,1,32168,191,59964,-710,0.0,0.000,0,3833,-60368,-2695168,1
160,1,32169,191,60137,-700,3952844.0,0.000,0,3945,-3136,183574528,1
