k,crc_ok,seq,nwords,cksum16,cfc_est,ss_err_rms,cs_err_rms,ssIntP,ssIntI,csIntP,csIntI,pdsync
108,1,32117,191,59966,-716,0.0,0.000,83707,3748,33712,4636672,1
109,1,32118,191,60059,-698,0.0,0.000,0,3897,-2352,-8077312,1
110,0,32119,191,58795,-716,0.0,0.000,0,4843,20384,917504,1
111,0,-1,191,61129,-710,0.0,0.000,0,4930,-41552,-2187264,1
112,1,32121,191,60447,-697,0.0,0.000,0,4847,18816,-614400,1
113,1,32122,191,60873,-702,0.0,0.000,0,4268,-43904,-1343488,1
114,0,-1,191,63572,-726,0.0,0.000,0,3801,-19600,2015232,1
115,0,-1,191,61142,-724,0.0,0.000,0,4915,8624,3850240,1
116,1,32125,191,59810,-728,0.0,0.000,0,4472,-25088,6529024,1
117,1,32126,191,60682,-713,0.0,0.000,0,3016,22736,-2940928,1
118,1,32127,191,60713,-703,0.0,0.000,0,3788,-15680,-4644864,1
119,1,32128,191,60709,-720,0.0,0.000,0,4180,-8624,6094848,1
120,1,32129,191,62734,-724,0.0,0.000,0,3946,-17248,7905280,1
121,1,32130,191,61461,-733,0.0,0.000,0,3730,-9408,3809280,1
122,1,32131,191,59697,-727,0.0,0.000,0,4462,19600,2850816,1
123,1,32132,191,61716,-716,0.0,0.000,0,3546,784,3719168,1
124,1,32133,191,60456,-697,0.0,0.000,0,3428,-28224,-1867776,1
125,1,32134,191,59624,-734,0.0,0.000,0,3897,-21168,6438912,1
126,1,32135,191,61273,-710,0.0,0.000,0,3806,-17248,3227648,1
127,1,32136,191,60098,-731,0.0,0.000,0,3657,70560,8929280,1
128,1,32137,191,59995,-703,3355812.3,0.000,0,4169,-47824,1081344,1
129,1,32138,191,61667,-727,6094423.9,0.000,0,3977,-20384,8732672,1
130,1,32139,191,61864,-698,6075712.1,0.000,0,4027,-32928,-1056768,1
131,1,32140,191,62308,-719,6150167.3,0.000,0,3956,-29792,-3407872,1
132,1,32141,191,59746,-708,5957416.6,0.000,0,3985,38416,2760704,1
133,1,32142,191,59278,-719,6055009.9,0.000,0,4234,-14896,-335872,1
134,1,32143,191,59832,-699,4144978.3,0.000,0,4362,27440,589824,1
135,1,32144,191,60510,-706,0.0,0.000,0,3718,-4704,-425984,1
136,1,32145,191,61471,-707,0.0,0.000,0,4295,4704,8192,1
137,1,32146,191,61179,-703,0.0,0.000,-4592,5179,18816,-770048,1
138,1,32147,191,60324,-703,0.0,0.000,51503,3440,-52528,1753088,1
139,1,32148,191,61056,-696,0.0,0.000,7477,4473,-112112,352256,1
140,1,32149,191,59985,-711,0.0,0.000,0,3476,-42336,3252224,1
141,0,-1,191,59092,-699,0.0,0.000,0,5172,43120,-1171456,1
142,1,32151,191,60035,-719,0.0,0.000,0,4435,-32144,1073152,1
143,1,32152,191,61095,-718,0.0,0.000,0,5114,-13328,0,1
144,1,32153,191,62658,-715,0.0,0.000,0,5036,21952,-450560,1
145,1,32154,191,58349,-721,0.0,0.000,0,4643,-14112,4227072,1
146,1,32155,191,57658,-693,0.0,0.000,0,5260,-14896,-4382720,1
147,0,-1,191,60382,-726,0.0,0.000,0,3790,43120,6021120,1
148,0,-1,191,63417,-699,0.0,0.000,0,3600,-18032,-3194880,1
149,1,32158,191,61634,-722,0.0,0.000,0,4357,-29008,5980160,1
150,1,32159,191,59319,-736,0.0,0.000,0,3781,51744,4538368,1
151,1,32160,191,60989,-725,0.0,0.000,0,4005,40768,7290880,1
152,1,32161,191,61137,-708,0.0,0.000,0,3728,46256,-2736128,1
153,1,32162,191,61270,-703,0.0,0.000,0,3385,51744,90112,1
154,1,32163,191,59139,-718,0.0,0.000,0,3810,-44688,2048000,1
155,1,32164,191,59054,-695,0.0,0.000,0,3558,19600,-729088,1
156,1,32165,191,61562,-695,0.0,0.000,0,4234,40768,204800,1
157,1,32166,191,62630,-711,0.0,0.000,0,3768,1568,-2801664,1
158,1,32167,191,61504,-710,0.0,0.000,0,4449,28224,-2211840,1
159,1,32168,191,59964,-708,4315392.9,0.000,0,4259,-61152,-3031040,1
160,1,32169,191,60137,-718,5347235.3,0.000,0,4123,-2352,188350464,1
