k,crc_ok,seq,nwords,cksum16,cfc_est,ss_err_rms,cs_err_rms,ssIntP,ssIntI,csIntP,csIntI,pdsync
0,0,-1,191,0,-697,158122.3,0.000,0,3402,49392,-1597440,1
1,1,32010,191,61276,-705,0.0,0.000,0,4215,10976,-2269184,1
2,1,32011,191,60741,-716,0.0,0.000,0,3792,39984,-393216,1
3,1,32012,191,60054,-705,1836857.3,0.000,0,3574,87024,-7610368,1
4,1,32013,191,59143,-728,6089880.8,0.000,0,3670,-41552,1941504,1
5,1,32014,191,59765,-695,6175948.7,0.000,0,4205,46256,-1777664,1
6,1,32015,191,61912,-715,6168675.3,0.000,0,3580,-36064,4792320,1
7,1,32016,191,62443,-718,5814407.9,0.000,0,4045,18032,6873088,1
8,1,32017,191,60594,-714,5077193.4,0.000,0,3844,-36064,434176,1
9,1,32018,191,62141,-711,2439611.6,0.000,0,4713,-22736,1851392,1
10,1,32019,191,59285,-722,0.0,0.000,0,3555,62720,5709824,1
11,1,32020,191,58437,-696,0.0,0.000,0,3623,6272,-2875392,1
12,1,32021,191,59994,-685,0.0,0.000,21782,3796,22736,-5128192,1
13,1,32022,191,62759,-713,0.0,0.000,79222,3592,-22736,6529024,1
14,1,32023,191,62241,-693,0.0,0.000,0,3177,11760,1064960,1
15,1,32024,191,59570,-699,0.0,0.000,0,3725,5488,-3579904,1
16,1,32025,191,61848,-715,0.0,0.000,0,4152,-13328,3481600,1
17,1,32026,191,60670,-689,0.0,0.000,0,4356,51744,-3522560,1
18,1,32027,191,61752,-703,0.0,0.000,0,3968,2352,-16384,1
19,1,32028,191,60670,-703,0.0,0.000,0,4415,7056,-163840,1
20,1,32029,191,63059,-693,0.0,0.000,0,2986,32144,-3538944,1
21,1,32030,191,60030,-702,0.0,0.000,0,3971,9408,-5627904,1
22,1,32031,191,59154,-695,0.0,0.000,0,3669,-58016,-7086080,1
23,1,32032,191,62017,-713,0.0,0.000,0,3782,14896,-1351680,1
24,1,32033,191,61742,-729,0.0,0.000,0,4405,4704,3153920,1
25,1,32034,191,60395,-719,0.0,0.000,0,3298,-53312,5644288,1
26,1,32035,191,60399,-712,0.0,0.000,0,5095,-6272,-2826240,1
27,1,32036,191,60874,-709,0.0,0.000,0,4744,21168,-3686400,1
28,1,32037,191,60486,-699,0.0,0.000,0,3632,-3136,-3866624,1
29,1,32038,191,60038,-722,0.0,0.000,0,3550,21952,4227072,1
30,1,32039,191,60548,-714,0.0,0.000,0,5146,37632,1703936,1
31,1,32040,191,60591,-707,0.0,0.000,0,5203,39200,57344,1
32,1,32041,191,60713,-724,0.0,0.000,0,3806,-56448,4751360,1
33,1,32042,191,61824,-716,0.0,0.000,0,3983,25088,-1351680,1
34,1,32043,191,60867,-713,4827068.6,0.000,0,4050,28224,589824,1
35,1,32044,191,60099,-729,5979622.7,0.000,0,3472,-61152,7258112,1
36,1,32045,191,60841,-721,6039896.6,0.000,0,3856,10976,3973120,1
37,1,32046,191,61004,-725,6072560.1,0.000,0,4009,14896,2564096,1
38,1,32047,191,62686,-714,6008754.7,0.000,0,4026,41552,2932736,1
39,1,32048,191,61025,-708,6057778.7,0.000,0,4320,4704,770048,1
40,1,32049,191,60352,-718,4079138.1,0.000,0,3477,-3136,417792,1
41,1,32050,191,60170,-715,0.0,0.000,0,3633,37632,-942080,1
42,1,32051,191,61037,-722,0.0,0.000,30073,3970,-7056,4751360,1
43,1,32052,191,58882,-730,0.0,0.000,27405,3860,-32928,10158080,1
44,1,32053,191,61541,-734,0.0,0.000,-826,3504,2352,6750208,1
45,1,32054,191,61226,-717,0.0,0.000,16062,3735,-41552,2924544,1
46,1,32055,191,61274,-727,0.0,0.000,34159,3941,-22736,4415488,1
47,1,32056,191,61336,-717,0.0,0.000,30465,3834,-18032,1581056,1
48,1,32057,191,61623,-719,0.0,0.000,0,3773,3136,1835008,1
49,1,32058,191,61061,-717,0.0,0.000,0,3993,3920,1441792,1
50,1,32059,191,59588,-709,0.0,0.000,0,3923,-22736,-2949120,1
51,1,32060,191,60051,-719,0.0,0.000,0,4546,2352,3997696,1
52,1,32061,191,60211,-726,0.0,0.000,0,3805,-54096,8683520,1
53,1,32062,191,60490,-712,0.0,0.000,0,4672,-59584,3850240,1
54,1,32063,191,60620,-705,0.0,0.000,0,3701,9408,-2596864,1
55,1,32064,191,62376,-729,0.0,0.000,0,3705,14112,11173888,1
56,1,32065,191,60348,-701,0.0,0.000,0,4162,29008,-5193728,1
57,1,32066,191,60490,-740,0.0,0.000,0,3934,3920,8568832,1
58,1,32067,191,60292,-702,0.0,0.000,0,3913,-54880,-1212416,1
59,1,32068,191,60724,-723,0.0,0.000,0,4034,-14112,6242304,1
60,1,32069,191,60689,-717,0.0,0.000,0,3847,12544,1540096,1
61,1,32070,191,60432,-716,0.0,0.000,0,4722,-18032,2899968,1
62,1,32071,191,59163,-714,0.0,0.000,0,3765,10192,2048000,1
63,1,32072,191,62340,-717,0.0,0.000,0,3764,-58016,-4964352,1
64,1,32073,191,60428,-698,0.0,0.000,0,3385,54096,40960,1
65,1,32074,191,60907,-707,0.0,0.000,0,3851,784,-1875968,1
66,1,32075,191,63005,-712,0.0,0.000,0,4510,-41552,286720,1
67,1,32076,191,61258,-722,2550935.3,0.000,0,3975,19600,1892352,1
68,1,32077,191,60593,-703,5952758.6,0.000,0,3921,-39984,450560,1
69,1,32078,191,62328,-708,6056853.6,0.000,0,4315,27440,2850816,1
70,1,32079,191,60279,-726,4850433.5,0.000,0,4181,-42336,5578752,1
71,1,32080,191,62843,-723,0.0,0.000,0,4450,36848,6324224,1
72,1,32081,191,60331,-694,0.0,0.000,0,4322,28224,-5292032,1
73,1,32082,191,59996,-715,0.0,0.000,-8263,3294,-39984,6627328,1
74,1,32083,191,59804,-725,0.0,0.000,-5176,4368,39984,4374528,1
75,1,32084,191,59559,-709,0.0,0.000,-4583,4338,784,-3448832,1
76,1,32085,191,60590,-716,0.0,0.000,-33102,4246,12544,2621440,1
77,1,32086,191,59526,-709,0.0,0.000,37205,3973,-31360,-819200,1
78,1,32087,191,61294,-719,0.0,0.000,73,3686,2352,2293760,1
79,1,32088,191,60943,-725,0.0,0.000,0,3879,37632,8036352,1
80,1,32089,191,59078,-717,0.0,0.000,0,4670,-49392,16384,1
81,1,32090,191,60712,-707,0.0,0.000,0,4191,-11760,3948544,1
82,1,32091,191,59717,-708,0.0,0.000,0,3907,-7056,-1572864,1
83,1,32092,191,60559,-722,0.0,0.000,0,4505,-50960,4882432,1
84,1,32093,191,61952,-704,0.0,0.000,0,4406,34496,-6250496,1
85,1,32094,191,62767,-700,0.0,0.000,0,4001,35280,-196608,1
86,1,32095,191,59804,-724,0.0,0.000,0,4248,-58800,5013504,1
87,1,32096,191,61135,-706,0.0,0.000,0,3612,-10192,1212416,1
88,1,32097,191,60820,-704,0.0,0.000,0,3489,19600,1032192,1
89,1,32098,191,61856,-703,0.0,0.000,0,3576,-30576,-3293184,1
90,1,32099,191,62155,-715,0.0,0.000,0,3737,0,49152,1
91,1,32100,191,60423,-713,0.0,0.000,0,4592,5488,-1523712,1
92,1,32101,191,61835,-705,0.0,0.000,0,3584,21168,-2121728,1
93,1,32102,191,60448,-722,0.0,0.000,0,5791,30576,6529024,1
94,1,32103,191,58670,-702,0.0,0.000,0,3539,25872,1196032,1
95,1,32104,191,63146,-722,0.0,0.000,0,3838,46256,1744896,1
96,1,32105,191,62552,-721,0.0,0.000,0,3503,-10976,3170304,1
97,1,32106,191,61869,-711,0.0,0.000,0,3869,-26656,-1687552,1
98,1,32107,191,61202,-727,4265857.4,0.000,0,3928,40768,8077312,1
99,1,32108,191,60679,-706,6004389.4,0.000,0,3643,-57232,-90112,1
100,1,32109,191,61248,-695,5649313.9,0.000,0,4342,44688,-4079616,1
101,1,32110,191,60603,-706,1173382.0,0.000,0,4224,-24304,1073152,1
102,1,32111,191,61467,-704,0.0,0.000,0,3726,36848,1294336,1
103,1,32112,191,59968,-700,0.0,0.000,0,4079,-7056,-1384448,1
104,1,32113,191,60830,-711,0.0,0.000,0,4430,43904,-2154496,1
105,1,32114,191,60068,-707,0.0,0.000,0,4170,74480,778240,1
106,1,32115,191,60455,-706,0.0,0.000,-12831,3231,-53312,-1056768,1
107,1,32116,191,59656,-697,0.0,0.000,-30713,4988,39200,-2351104,1
