k,crc_ok,seq,nwords,cksum16,cfc_est,ss_err_rms,cs_err_rms,ssIntP,ssIntI,csIntP,csIntI,pdsync
39,1,32048,191,61025,-714,3787018.5,0.000,0,4482,4704,2301952,1
40,1,32049,191,60352,-716,0.0,0.000,0,3548,-3136,-98304,1
41,1,32050,191,60170,-715,0.0,0.000,0,3571,38416,-704512,1
42,1,32051,191,61037,-725,0.0,0.000,0,4494,-3920,5849088,1
43,1,32052,191,58882,-724,0.0,0.000,27502,3689,-33712,8609792,1
44,1,32053,191,61541,-735,0.0,0.000,-825,3478,2352,7077888,1
45,1,32054,191,61226,-716,0.0,0.000,16141,3732,-43120,2629632,1
46,1,32055,191,61274,-728,0.0,0.000,33922,3870,-21168,4628480,1
47,1,32056,191,61336,-709,0.0,0.000,0,3673,-18816,-491520,1
48,1,32057,191,61623,-728,0.0,0.000,0,3886,5488,3866624,1
49,1,32058,191,61061,-717,0.0,0.000,0,4015,4704,1515520,1
50,1,32059,191,59588,-707,0.0,0.000,0,4158,-18816,-3612672,1
51,1,32060,191,60051,-719,0.0,0.000,0,4656,2352,4005888,1
52,1,32061,191,60211,-727,0.0,0.000,0,3725,-53312,9043968,1
53,1,32062,191,60490,-714,0.0,0.000,0,4053,-68992,2506752,1
54,1,32063,191,60620,-703,0.0,0.000,0,3697,9408,-3096576,1
55,1,32064,191,62376,-726,0.0,0.000,0,3862,10976,10272768,1
56,1,32065,191,60348,-701,0.0,0.000,0,4240,31360,-5308416,1
57,1,32066,191,60490,-738,0.0,0.000,0,3730,3136,8200192,1
58,1,32067,191,60292,-707,0.0,0.000,0,3944,-47040,376832,1
59,1,32068,191,60724,-724,0.0,0.000,0,3895,-10192,6717440,1
60,1,32069,191,60689,-716,0.0,0.000,0,3790,13328,1236992,1
61,1,32070,191,60432,-716,0.0,0.000,0,3827,-3920,2801664,1
62,1,32071,191,59163,-712,0.0,0.000,0,3551,16464,1474560,1
63,1,32072,191,62340,-722,0.0,0.000,0,3563,-57232,-3530752,1
64,1,32073,191,60428,-698,0.0,0.000,0,3436,54096,65536,1
65,1,32074,191,60907,-706,0.0,0.000,0,3270,3920,-2236416,1
66,1,32075,191,63005,-711,4737873.3,0.000,0,4348,-41552,-180224,1
67,1,32076,191,61258,-725,5961109.2,0.000,0,4338,12544,2768896,1
68,1,32077,191,60593,-703,6010523.0,0.000,0,3972,-39984,458752,1
69,1,32078,191,62328,-707,6057882.2,0.000,0,4310,25872,2621440,1
70,1,32079,191,60279,-724,5694871.3,0.000,0,4435,-47040,4308992,1
71,1,32080,191,62843,-723,745214.3,0.000,0,4452,39200,6389760,1
72,1,32081,191,60331,-695,0.0,0.000,0,4521,32144,-5038080,1
73,1,32082,191,59996,-718,0.0,0.000,0,3463,-42336,6873088,1
74,1,32083,191,59804,-728,0.0,0.000,-6393,4096,41552,4931584,1
75,1,32084,191,59559,-709,0.0,0.000,-5431,4522,2352,-3481600,1
76,1,32085,191,60590,-715,0.0,0.000,-33364,4187,14896,2236416,1
77,1,32086,191,59526,-708,0.0,0.000,35651,3857,-30576,-1114112,1
78,1,32087,191,61294,-716,0.0,0.000,0,3759,-5488,1376256,1
79,1,32088,191,60943,-726,0.0,0.000,0,3913,37632,8339456,1
80,1,32089,191,59078,-717,0.0,0.000,0,4778,-49392,114688,1
81,1,32090,191,60712,-705,0.0,0.000,0,3957,-9408,3219456,1
82,1,32091,191,59717,-697,0.0,0.000,0,4428,-7840,-4030464,1
83,1,32092,191,60559,-723,0.0,0.000,0,4204,-50176,5324800,1
84,1,32093,191,61952,-704,0.0,0.000,0,4538,35280,-6217728,1
85,1,32094,191,62767,-707,0.0,0.000,0,4594,32928,2777088,1
86,1,32095,191,59804,-725,0.0,0.000,0,4400,-61936,5136384,1
87,1,32096,191,61135,-706,0.0,0.000,0,3566,-16464,1138688,1
88,1,32097,191,60820,-705,0.0,0.000,0,3587,19600,1269760,1
89,1,32098,191,61856,-711,0.0,0.000,0,3565,-53312,-385024,1
90,1,32099,191,62155,-715,0.0,0.000,0,3959,784,122880,1
91,1,32100,191,60423,-715,0.0,0.000,0,4581,-1568,-1024000,1
92,1,32101,191,61835,-704,0.0,0.000,0,3638,14112,-2670592,1
93,1,32102,191,60448,-725,0.0,0.000,0,3965,32928,7176192,1
94,1,32103,191,58670,-701,0.0,0.000,0,3524,26656,1073152,1
95,1,32104,191,63146,-720,0.0,0.000,0,3840,44688,1179648,1
96,1,32105,191,62552,-722,0.0,0.000,0,3614,-10976,3424256,1
97,1,32106,191,61869,-711,0.0,0.000,0,3941,-23520,-1753088,1
98,1,32107,191,61202,-728,5444726.0,0.000,0,3984,41552,8364032,1
99,1,32108,191,60679,-706,6007950.6,0.000,0,3710,-57232,-253952,1
100,1,32109,191,61248,-696,5949984.2,0.000,0,4315,47824,-3833856,1
101,1,32110,191,60603,-701,5391372.6,0.000,0,4610,-23520,-16384,1
102,1,32111,191,61467,-706,1190614.9,0.000,0,3663,37632,1687552,1
103,1,32112,191,59968,-701,0.0,0.000,0,4062,-7840,-1056768,1
104,1,32113,191,60830,-710,0.0,0.000,0,4231,42336,-2318336,1
105,1,32114,191,60068,-712,0.0,0.000,0,4275,72128,2015232,1
106,1,32115,191,60455,-713,0.0,0.000,-9040,3224,-51744,999424,1
107,1,32116,191,59656,-696,0.0,0.000,-30307,5033,40768,-2744320,1
108,1,32117,191,59966,-716,0.0,0.000,83713,3639,31360,4628480,1
109,1,32118,191,60059,-695,0.0,0.000,0,5855,-94864,-2252800,1
110,1,32119,191,61726,-718,0.0,0.000,0,3716,-5488,-1679360,1
111,0,-1,191,59057,-711,0.0,0.000,0,5072,-41552,-2203648,1
112,0,-1,191,60383,-696,0.0,0.000,0,4659,35280,2048000,1
113,1,32122,191,60873,-721,0.0,0.000,0,5124,-20384,3629056,1
114,0,16809339,191,59615,-728,0.0,0.000,0,3740,-10976,2555904,1
115,1,32124,191,61206,-723,0.0,0.000,0,5042,6272,3440640,1
116,1,32125,191,59810,-726,0.0,0.000,0,4497,-24304,5898240,1
117,1,32126,191,60682,-714,0.0,0.000,0,3597,21952,-1941504,1
118,1,32127,191,60713,-702,0.0,0.000,0,3599,-16464,-4792320,1
119,1,32128,191,60709,-721,0.0,0.000,0,4341,-14112,6397952,1
120,1,32129,191,62734,-722,0.0,0.000,0,4241,-14112,6979584,1
121,1,32130,191,61461,-731,0.0,0.000,0,3638,-11760,3268608,1
122,1,32131,191,59697,-728,0.0,0.000,0,4400,20384,3145728,1
123,1,32132,191,61716,-716,0.0,0.000,0,3496,784,3694592,1
124,1,32133,191,60456,-697,0.0,0.000,0,3446,-23520,-1728512,1
125,1,32134,191,59624,-727,0.0,0.000,0,3955,-15680,4825088,1
126,1,32135,191,61273,-710,0.0,0.000,0,3711,-11760,3506176,1
127,1,32136,191,60098,-730,0.0,0.000,0,3606,68992,8658944,1
128,1,32137,191,59995,-702,1742348.7,0.000,0,4029,-48608,557056,1
129,1,32138,191,61667,-724,5878618.8,0.000,0,3940,-20384,8028160,1
130,1,32139,191,61864,-698,6033533.6,0.000,0,4086,-30576,-1081344,1
131,1,32140,191,62308,-720,6186149.4,0.000,0,3905,-30576,-2703360,1
132,1,32141,191,59746,-707,5996940.0,0.000,0,3619,39200,2449408,1
133,1,32142,191,59278,-719,4091132.3,0.000,0,4557,-18032,139264,1
134,1,32143,191,59832,-703,0.0,0.000,0,4349,27440,2162688,1
135,1,32144,191,60510,-705,0.0,0.000,0,3625,-1568,-458752,1
136,1,32145,191,61471,-705,0.0,0.000,0,4333,3920,-442368,1
137,1,32146,191,61179,-692,0.0,0.000,-4909,4836,19600,-3604480,1
138,1,32147,191,60324,-706,0.0,0.000,51962,3399,-52528,2703360,1
139,1,32148,191,61056,-696,0.0,0.000,6820,3630,8624,-3055616,1
140,1,32149,191,59985,-708,0.0,0.000,0,4187,-61936,-18759680,1
141,1,32150,191,63045,-699,0.0,0.000,0,4667,41552,-3686400,1
142,0,-1,191,61659,-719,0.0,0.000,0,4337,-31360,1114112,1
143,0,-1,191,61031,-718,0.0,0.000,0,5362,-13328,221184,1
144,1,32153,191,62658,-714,0.0,0.000,0,5098,23520,-606208,1
145,1,32154,191,58349,-709,0.0,0.000,0,5022,32144,1441792,1
146,0,-1,191,54822,-693,0.0,0.000,0,4880,23520,-720896,1
147,0,-1,191,62234,-726,0.0,0.000,0,3860,43120,6029312,1
148,1,32157,191,63481,-699,0.0,0.000,0,3792,-19600,-3203072,1
149,1,32158,191,61634,-723,0.0,0.000,0,4348,-28224,6225920,1
150,1,32159,191,59319,-736,0.0,0.000,0,3680,52528,4579328,1
151,1,32160,191,60989,-726,0.0,0.000,0,3803,40768,7462912,1
152,1,32161,191,61137,-708,0.0,0.000,0,3717,40768,-2801664,1
153,1,32162,191,61270,-710,0.0,0.000,0,4004,47040,122880,1
154,1,32163,191,59139,-716,0.0,0.000,0,3739,-46256,1458176,1
155,1,32164,191,59054,-694,0.0,0.000,0,3419,13328,-1368064,1
156,1,32165,191,61562,-689,0.0,0.000,0,4352,41552,-1302528,1
157,1,32166,191,62630,-713,0.0,0.000,0,3762,0,-2252800,1
158,1,32167,191,61504,-711,0.0,0.000,0,4507,29008,-1818624,1
159,1,32168,191,59964,-711,0.0,0.000,0,3969,-61152,-2498560,1
160,1,32169,191,60137,-714,1117895.5,0.000,0,4140,-3136,187211776,1
