k,crc_ok,seq,nwords,cksum16,cfc_est,ss_err_rms,cs_err_rms,ssIntP,ssIntI,csIntP,csIntI,pdsync
0,0,-1,191,0,-696,157369.9,0.000,0,3441,49392,-1867776,1
1,1,32010,191,61276,-709,0.0,0.000,0,4272,13328,-1277952,1
2,1,32011,191,60741,-714,0.0,0.000,0,3644,39984,-991232,1
3,1,32012,191,60054,-714,4502017.4,0.000,0,3626,66640,-4751360,1
4,1,32013,191,59143,-728,6118026.1,0.000,0,3558,-43120,1949696,1
5,1,32014,191,59765,-696,6183540.2,0.000,0,4154,47040,-1269760,1
6,1,32015,191,61912,-717,6230955.7,0.000,0,3630,-39984,5455872,1
7,1,32016,191,62443,-718,6110034.6,0.000,0,3843,-7840,5382144,1
8,1,32017,191,60594,-706,6159322.4,0.000,0,4220,-44688,-2113536,1
9,1,32018,191,62141,-709,3536304.9,0.000,0,4883,-25088,1359872,1
10,1,32019,191,59285,-722,0.0,0.000,0,3656,62720,5734400,1
11,1,32020,191,58437,-700,0.0,0.000,-3614,3670,6272,-1900544,1
12,1,32021,191,59994,-685,0.0,0.000,23188,3694,18816,-5226496,1
13,1,32022,191,62759,-715,0.0,0.000,79361,3524,-22736,7077888,1
14,1,32023,191,62241,-697,0.0,0.000,-2152,3551,20384,901120,1
15,1,32024,191,59570,-696,0.0,0.000,-3036,3561,4704,-4464640,1
16,1,32025,191,61848,-714,0.0,0.000,37511,3951,-13328,2932736,1
17,1,32026,191,60670,-689,0.0,0.000,0,4316,50960,-3538944,1
18,1,32027,191,61752,-703,0.0,0.000,0,3850,-784,-40960,1
19,1,32028,191,60670,-708,0.0,0.000,0,4343,5488,1048576,1
20,1,32029,191,63059,-702,0.0,0.000,0,4136,39984,-1605632,1
21,1,32030,191,60030,-699,0.0,0.000,0,4004,10192,-6488064,1
22,1,32031,191,59154,-695,0.0,0.000,0,3886,-61152,-7053312,1
23,1,32032,191,62017,-710,0.0,0.000,0,3744,17248,-2146304,1
24,1,32033,191,61742,-728,0.0,0.000,0,3688,-7056,3006464,1
25,1,32034,191,60395,-718,0.0,0.000,0,3356,-54096,5464064,1
26,1,32035,191,60399,-711,0.0,0.000,0,4957,-6272,-3022848,1
27,1,32036,191,60874,-711,0.0,0.000,0,4980,24304,-3178496,1
