k,crc_ok,seq,nwords,cksum16,cfc_est,ss_err_rms,cs_err_rms,ssIntP,ssIntI,csIntP,csIntI,pdsync
28,1,32037,191,60486,-709,0.0,0.000,0,3668,6272,-745472,1
29,1,32038,191,60038,-718,0.0,0.000,0,3502,21168,3080192,1
30,1,32039,191,60548,-713,0.0,0.000,0,5153,37632,1458176,1
31,1,32040,191,60591,-707,0.0,0.000,0,4971,33712,212992,1
32,1,32041,191,60713,-720,0.0,0.000,0,2854,-48608,2662400,1
33,1,32042,191,61824,-717,0.0,0.000,0,3968,22736,-1245184,1
34,1,32043,191,60867,-719,557828.6,0.000,0,4517,21168,1171456,1
35,1,32044,191,60099,-728,5859629.7,0.000,0,3787,-60368,6488064,1
36,1,32045,191,60841,-719,6064575.0,0.000,0,3784,8624,3579904,1
37,1,32046,191,61004,-725,6061415.0,0.000,0,4228,14112,2637824,1
38,1,32047,191,62686,-715,5973797.0,0.000,0,4168,40768,3227648,1
39,1,32048,191,61025,-709,6032374.0,0.000,0,4512,3920,991232,1
40,1,32049,191,60352,-717,5237299.6,0.000,0,3399,784,8192,1
41,1,32050,191,60170,-715,0.0,0.000,0,3494,39984,-688128,1
42,1,32051,191,61037,-726,0.0,0.000,0,5338,-6272,5578752,1
43,1,32052,191,58882,-728,0.0,0.000,27405,3716,-32928,9601024,1
44,1,32053,191,61541,-733,0.0,0.000,-609,3324,1568,6627328,1
45,1,32054,191,61226,-717,0.0,0.000,16039,3708,-40768,2990080,1
46,1,32055,191,61274,-726,0.0,0.000,34156,3714,-21952,3858432,1
47,1,32056,191,61336,-717,0.0,0.000,30296,3585,-18032,1343488,1
48,1,32057,191,61623,-723,0.0,0.000,0,3909,3920,2785280,1
49,1,32058,191,61061,-717,0.0,0.000,0,3914,4704,1515520,1
50,1,32059,191,59588,-708,0.0,0.000,0,3816,-17248,-4694016,1
51,1,32060,191,60051,-719,0.0,0.000,0,4471,3920,4030464,1
52,1,32061,191,60211,-727,0.0,0.000,0,3496,-53312,8945664,1
53,1,32062,191,60490,-713,0.0,0.000,0,4071,-65856,2342912,1
54,1,32063,191,60620,-703,0.0,0.000,0,3787,8624,-3104768,1
55,1,32064,191,62376,-727,0.0,0.000,0,3762,9408,10117120,1
56,1,32065,191,60348,-696,0.0,0.000,0,3949,26656,-6512640,1
57,1,32066,191,60490,-740,0.0,0.000,0,3946,3920,8634368,1
58,1,32067,191,60292,-702,0.0,0.000,0,4001,-48608,-983040,1
59,1,32068,191,60724,-722,0.0,0.000,0,3712,-7840,6176768,1
60,1,32069,191,60689,-716,0.0,0.000,0,3643,11760,983040,1
61,1,32070,191,60432,-717,0.0,0.000,0,3732,-5488,3268608,1
62,1,32071,191,59163,-711,0.0,0.000,0,3712,16464,1400832,1
63,1,32072,191,62340,-705,0.0,0.000,0,3516,-58800,-7233536,1
64,1,32073,191,60428,-700,0.0,0.000,0,3624,57232,417792,1
65,1,32074,191,60907,-707,0.0,0.000,0,3722,-2352,-1867776,1
66,1,32075,191,63005,-712,3775526.7,0.000,0,4199,-40768,40960,1
67,1,32076,191,61258,-723,6005388.2,0.000,0,4334,10976,2277376,1
68,1,32077,191,60593,-703,5989531.4,0.000,0,3954,-39200,278528,1
69,1,32078,191,62328,-710,5971026.9,0.000,0,4388,26656,3530752,1
70,1,32079,191,60279,-719,5850206.9,0.000,0,4723,-42336,3579904,1
71,1,32080,191,62843,-711,5030453.2,0.000,0,4127,20384,5169152,1
72,1,32081,191,60331,-696,1062202.3,0.000,0,4605,32144,-4489216,1
73,1,32082,191,59996,-718,0.0,0.000,0,3355,-41552,6438912,1
74,1,32083,191,59804,-723,0.0,0.000,-5636,4419,39984,3792896,1
75,1,32084,191,59559,-708,0.0,0.000,-3502,4570,0,-3727360,1
76,1,32085,191,60590,-715,0.0,0.000,-33242,4119,12544,2310144,1
77,1,32086,191,59526,-709,0.0,0.000,-63348,3217,-20384,-385024,1
78,1,32087,191,61294,-709,0.0,0.000,-1014,4567,3136,-999424,1
79,1,32088,191,60943,-721,0.0,0.000,0,4169,31360,6856704,1
80,1,32089,191,59078,-719,0.0,0.000,0,4983,-49392,622592,1
81,1,32090,191,60712,-704,0.0,0.000,0,4083,-12544,2932736,1
82,1,32091,191,59717,-708,0.0,0.000,0,3868,-5488,-1548288,1
83,1,32092,191,60559,-722,0.0,0.000,0,4538,-50176,5070848,1
84,1,32093,191,61952,-704,0.0,0.000,0,5306,24304,-5488640,1
85,1,32094,191,62767,-701,0.0,0.000,0,5153,32144,1286144,1
86,1,32095,191,59804,-728,0.0,0.000,0,4727,-64288,5857280,1
87,1,32096,191,61135,-707,0.0,0.000,0,3589,-8624,1581056,1
88,1,32097,191,60820,-705,0.0,0.000,0,3718,17248,1179648,1
89,1,32098,191,61856,-711,0.0,0.000,0,3580,-52528,-270336,1
90,1,32099,191,62155,-716,0.0,0.000,0,3815,-784,368640,1
91,1,32100,191,60423,-713,0.0,0.000,0,4684,3136,-1556480,1
92,1,32101,191,61835,-706,0.0,0.000,0,2213,21952,-2850816,1
93,1,32102,191,60448,-724,0.0,0.000,0,4215,34496,6733824,1
94,1,32103,191,58670,-703,0.0,0.000,0,3521,25088,1540096,1
95,1,32104,191,63146,-722,0.0,0.000,0,3710,47040,1810432,1
96,1,32105,191,62552,-722,0.0,0.000,0,3515,-12544,3432448,1
97,1,32106,191,61869,-711,0.0,0.000,0,3740,-26656,-1802240,1
98,1,32107,191,61202,-727,5496804.2,0.000,0,3765,43904,8126464,1
99,1,32108,191,60679,-706,6003615.4,0.000,0,3698,-56448,-40960,1
100,1,32109,191,61248,-692,5582328.8,0.000,0,3952,54096,-4939776,1
101,1,32110,191,60603,-706,2257133.6,0.000,0,4265,-20384,1163264,1
102,1,32111,191,61467,-707,0.0,0.000,0,3685,36848,1998848,1
103,1,32112,191,59968,-701,0.0,0.000,0,4041,-5488,-1007616,1
104,1,32113,191,60830,-710,0.0,0.000,0,4427,43120,-2310144,1
105,1,32114,191,60068,-705,0.0,0.000,0,4161,73696,507904,1
106,1,32115,191,60455,-713,0.0,0.000,-9138,3313,-53312,1024000,1
107,1,32116,191,59656,-697,0.0,0.000,-29805,5092,42336,-2531328,1
108,1,32117,191,59966,-707,0.0,0.000,0,3690,33712,-3350528,1
109,0,32118,191,59965,-698,0.0,0.000,0,4040,-7056,-7979008,1
110,0,-1,191,60401,-717,0.0,0.000,0,4951,18816,1335296,1
111,1,32120,191,61153,-711,0.0,0.000,0,4960,-40768,-2129920,1
112,1,32121,191,60447,-697,0.0,0.000,0,4621,32928,2064384,1
113,1,32122,191,60873,-715,0.0,0.000,0,4789,-24304,2564096,1
114,1,32123,191,60770,-729,0.0,0.000,0,5352,29008,4014080,1
115,0,-1,191,62340,-722,0.0,0.000,0,4905,11760,3153920,1
116,1,32125,191,59810,-726,0.0,0.000,0,4652,-25088,5857280,1
117,1,32126,191,60682,-714,0.0,0.000,0,3700,20384,-1867776,1
118,1,32127,191,60713,-702,0.0,0.000,0,3646,-18032,-4792320,1
119,1,32128,191,60709,-721,0.0,0.000,0,4200,-13328,6356992,1
120,1,32129,191,62734,-724,0.0,0.000,0,3884,-15680,8413184,1
121,1,32130,191,61461,-731,0.0,0.000,0,3886,-13328,3416064,1
122,1,32131,191,59697,-728,0.0,0.000,0,4386,18816,3137536,1
123,1,32132,191,61716,-714,0.0,0.000,0,3866,8624,3465216,1
124,1,32133,191,60456,-699,0.0,0.000,0,3613,-21168,-1499136,1
125,1,32134,191,59624,-735,0.0,0.000,0,3820,-14896,6897664,1
126,1,32135,191,61273,-712,0.0,0.000,0,3676,-11760,3842048,1
127,1,32136,191,60098,-730,0.0,0.000,0,3752,69776,8724480,1
128,1,32137,191,59995,-705,0.0,0.000,0,4115,-47040,1433600,1
129,1,32138,191,61667,-717,2796065.9,0.000,0,4364,-2352,6455296,1
130,1,32139,191,61864,-698,6040701.4,0.000,0,4052,-31360,-1097728,1
131,1,32140,191,62308,-717,6117648.7,0.000,0,2706,-32144,-4423680,1
132,1,32141,191,59746,-708,2776237.8,0.000,0,3725,39984,2621440,1
133,1,32142,191,59278,-722,0.0,0.000,0,4517,-18816,925696,1
134,1,32143,191,59832,-702,0.0,0.000,0,4667,28224,1613824,1
135,1,32144,191,60510,-707,0.0,0.000,0,3652,-5488,-8192,1
136,1,32145,191,61471,-708,0.0,0.000,0,4214,7840,352256,1
137,1,32146,191,61179,-692,0.0,0.000,-5218,4842,19600,-3563520,1
138,1,32147,191,60324,-704,0.0,0.000,51815,3546,-54096,2048000,1
139,1,32148,191,61056,-695,0.0,0.000,0,3579,88592,10084352,1
140,1,32149,191,59985,-712,0.0,0.000,0,3524,-41552,3547136,1
141,0,-1,191,59411,-697,0.0,0.000,0,5046,42336,-1859584,1
142,0,-1,191,59971,-719,0.0,0.000,0,4485,-31360,1081344,1
143,1,32152,191,61095,-719,0.0,0.000,0,5233,-14112,516096,1
144,1,32153,191,62658,-715,0.0,0.000,0,5088,21168,-434176,1
145,1,32154,191,58349,-712,0.0,0.000,0,4906,-4704,1916928,1
146,1,32155,191,57658,-691,0.0,0.000,0,5112,-14896,-4833280,1
147,0,-1,191,63169,-726,0.0,0.000,0,3898,43904,5758976,1
148,1,32157,191,63481,-699,0.0,0.000,0,3811,-18816,-3293184,1
149,1,32158,191,61634,-723,0.0,0.000,0,4259,-28224,6250496,1
150,1,32159,191,59319,-736,0.0,0.000,0,3829,51744,4603904,1
151,1,32160,191,60989,-726,0.0,0.000,0,3665,43120,7503872,1
152,1,32161,191,61137,-706,0.0,0.000,0,3742,46256,-3317760,1
153,1,32162,191,61270,-706,0.0,0.000,0,3906,46256,-925696,1
154,1,32163,191,59139,-717,0.0,0.000,0,3625,-45472,1638400,1
155,1,32164,191,59054,-692,0.0,0.000,0,3625,14896,-1515520,1
156,1,32165,191,61562,-701,0.0,0.000,0,4374,41552,1900544,1
157,1,32166,191,62630,-709,0.0,0.000,0,3872,-784,-3358720,1
158,1,32167,191,61504,-712,0.0,0.000,0,4540,29008,-1630208,1
159,1,32168,191,59964,-710,0.0,0.000,0,3948,-61152,-2629632,1
160,1,32169,191,60137,-716,0.0,0.000,0,4053,-3136,187760640,1
