fill,gap,offered_fps,ok,lost,gaps,biterr,dup,junk,torn_zero,torn_stale,scattered,batch_drop,d104,d108,d1C0
52,100000,623.8,11289,148,74,7,0,11681,0,0,7,0,24366,1291380,4399696
