fill,gap,offered_fps,ok,lost,gaps,biterr,dup,junk,torn_zero,torn_stale,scattered,batch_drop,d104,d108,d1C0
58,100000,623.8,12138,322,88,8,0,12624,0,0,8,0,26194,1374662,4742832
