fill,gap,offered_fps,ok,lost,gaps,biterr,dup,junk,torn_zero,torn_stale,scattered,batch_drop,d104,d108,d1C0
48,100000,623.8,12185,276,109,8,0,12572,0,0,8,0,26170,1373186,4730306
