fill,gap,offered_fps,ok,lost,gaps,biterr,dup,junk,torn_zero,torn_stale,scattered,batch_drop,d104,d108,d1C0
49,100000,623.8,12217,245,96,7,0,12563,0,0,7,0,26191,1361558,4734508
