fill,gap,offered_fps,ok,lost,gaps,biterr,dup,junk,torn_zero,torn_stale,scattered,batch_drop,d104,d108,d1C0
1516,400000,249.8,14063,903,143,0,0,59374,0,0,0,0,75845,3936529,14026665
1516,100000,623.8,37268,147,144,1,0,37330,0,0,1,0,75979,4018318,14248600
1516,20000,1038.2,69553,5265,147,35,0,4785,0,0,35,0,75989,4209715,14205447
1516,2000,1220.7,37309,74906,37261,3,0,37302,0,0,3,0,75982,4044107,14251465
1516,0,1245.0,35415,76861,35420,6,0,38854,0,0,6,0,75979,4060337,14186716
