fill,gap,offered_fps,ok,lost,gaps,biterr,dup,junk,torn_zero,torn_stale,scattered,batch_drop,d104,d108,d1C0
37,100000,623.8,2143,45,16,2,0,4267,0,0,2,0,7861,411220,1224883
