fill,gap,offered_fps,ok,lost,gaps,biterr,dup,junk,torn_zero,torn_stale,scattered,batch_drop,d104,d108,d1C0
16,100000,623.8,0,0,0,0,0,1255,0,0,0,0,1360,71207,240954
