fill,gap,offered_fps,ok,lost,gaps,biterr,dup,junk,torn_zero,torn_stale,scattered,batch_drop,d104,d108,d1C0
47,100000,623.8,0,0,0,0,0,2343,0,0,0,0,2636,141393,449041
