ts,iter,mode,class,locks,caps,rssi,temp148,temp146,cfo_hz,capfile
2026-07-07T04:51:01-04:00,136,rearm,VARYING,0/5,"0x5D965E7A;0x34AFACE0;0x204BCB14;0x751786C;0x3B68B860;",25.285,56000,60000,,
2026-07-07T04:51:16-04:00,137,rearm,VARYING,0/5,"0x3B4CC630;0xD3003D4;0x455A1CE8;0x701A6636;0xA204D5A4;",25.258,55000,59000,,
2026-07-07T04:51:31-04:00,138,rearm,VARYING,0/5,"0x53AAF4E;0xB59EA3BE;0x9F21416;0x2657162;0xF085350C;",25.197,57000,60000,,
2026-07-07T04:51:46-04:00,139,rearm,VARYING,0/5,"0x2E56F82;0xEF9E21E8;0xB17F6504;0x72C768E0;0xE9151FA;",25.313,55000,59000,,
2026-07-07T04:52:01-04:00,140,rearm,VARYING,0/5,"0x15A59FE;0x140E4CB2;0xBBF8B038;0x867D9A1E;0x2B8EF17A;",25.262,56000,59000,,
2026-07-07T04:53:46-04:00,141,reboot,VARYING,0/5,"0xE9BF298;0x580901E0;0x1FCB1C0C;0xBB1EAA90;0x602F15B2;",25.308,57000,58000,,
2026-07-07T04:54:01-04:00,142,rearm,VARYING,0/5,"0x28BBD04A;0x1B191222;0xACF58CE0;0xFA63CBF4;0xECAB374C;",25.224,59000,60000,,
2026-07-07T04:54:16-04:00,143,rearm,VARYING,0/5,"0xC8C7BEE2;0x422E4944;0xA68A11B0;0xB5A03B42;0x15AAAB54;",25.229,57000,57000,,
2026-07-07T04:54:32-04:00,144,rearm,VARYING,0/5,"0xAB3CA080;0xF5CD960C;0xF66CACEC;0xC14A00A2;0x9F555920;",25.150,56000,59000,,
2026-07-07T04:54:47-04:00,145,rearm,VARYING,0/5,"0xB0B214;0xCD8FA2CA;0x7E303BA2;0x5D3053C;0x3AAC7A92;",25.154,56000,59000,,
2026-07-07T04:55:02-04:00,146,rearm,VARYING,0/5,"0xCEAE4B4A;0xAFA318C6;0xD4419834;0xA5A0D2C2;0x173DD37E;",25.234,55000,58000,,
2026-07-07T04:55:17-04:00,147,rearm,VARYING,0/5,"0x3D1EE896;0x96E68424;0x87973386;0xD4BA8280;0x429C2BBC;",25.209,55000,58000,,
2026-07-07T04:55:32-04:00,148,rearm,VARYING,0/5,"0x25BB05FE;0x5ABA4FA8;0x2F769FA0;0x6D452FC;0x2C6635B0;",25.170,57000,60000,,
2026-07-07T04:55:47-04:00,149,rearm,VARYING,0/5,"0x2BFF7CD8;0xCD45D048;0xF839A93C;0x3D446C20;0xA1E6DB0E;",25.251,56000,59000,,
2026-07-07T04:56:02-04:00,150,rearm,VARYING,0/5,"0x2171A5DE;0x3CA638A2;0x7F818146;0x4A00833E;0x317C9BAA;",25.225,56000,59000,,
2026-07-07T04:57:46-04:00,151,reboot,VARYING,0/5,"0x2BB7B9B2;0xD730B054;0x56A49FFE;0xCC62C74A;0x7415A42A;",25.215,59000,58000,,
2026-07-07T04:58:01-04:00,152,rearm,VARYING,0/5,"0x95958074;0x647247E2;0x474BEA4E;0x2F43BC0;0xA3E37674;",25.316,57000,57000,,
2026-07-07T04:58:16-04:00,153,rearm,VARYING,0/5,"0x79CF4818;0xD2FAD794;0x45960596;0xAB256498;0x96483596;",25.371,56000,57000,,
2026-07-07T04:58:31-04:00,154,rearm,VARYING,0/5,"0x8C94984;0x23B7F46;0x615B98B6;0xF906F3DA;0xF906F3DA;",25.52,56000,58000,,
2026-07-07T04:58:46-04:00,155,rearm,VARYING,0/5,"0x987DF324;0x987DF324;0x20F59182;0x1CE1C650;0xBCFC1F9C;",25.310,56000,59000,,
2026-07-07T04:59:02-04:00,156,rearm,VARYING,0/5,"0xD725118C;0x2;0x238CAAA0;0xB0B3FE2C;0x6BA71182;",25.372,57000,57000,,
2026-07-07T04:59:17-04:00,157,rearm,VARYING,0/5,"0x6DA46302;0x5F69BF4C;0x8471F902;0x8471F902;0x58317F32;",25.225,56000,57000,,
2026-07-07T04:59:32-04:00,158,rearm,VARYING,0/5,"0x7C700D2A;0xEB593D62;0x95A1A4F2;0xF78861F8;0xC7692EA2;",25.21,56000,59000,,
2026-07-07T04:59:47-04:00,159,rearm,VARYING,0/5,"0xEE0AE9C;0xD20831A4;0xC77831FA;0x4319A1FC;0x8A2ED3C0;",25.313,56000,57000,,
2026-07-07T05:00:02-04:00,160,rearm,VARYING,0/5,"0x66867EC6;0xB43C07D8;0x6005EF42;0x49276004;0x80658068;",25.271,55000,57000,,
2026-07-07T05:01:45-04:00,161,reboot,VARYING,0/5,"0xCB1885D8;0x4854160;0xD9002436;0x9F11291C;0xC29FD2AC;",25.44,57000,58000,,
2026-07-07T05:02:00-04:00,162,rearm,VARYING,0/5,"0x3F7AC122;0x7C6CE052;0x55F4434;0x69163FD8;0xB9D808F8;",25.192,57000,60000,,
2026-07-07T05:02:15-04:00,163,rearm,VARYING,0/5,"0x8E2B3FC2;0xE52DBD74;0xB2565950;0x8575FC;0x7C06A2C;",25.165,57000,60000,,
2026-07-07T05:02:31-04:00,164,rearm,VARYING,0/5,"0x78A3AE90;0x63E89444;0x198B1C0A;0x9CD36154;0x2DF1F408;",25.297,56000,59000,,
2026-07-07T05:02:46-04:00,165,rearm,VARYING,0/5,"0x24F2470;0xF6DE3CE4;0x19D1EC46;0x1B04814E;0x68183AA6;",24.983,57000,59000,,
2026-07-07T05:03:01-04:00,166,rearm,VARYING,0/5,"0x3BF2A80;0x2D292E42;0xE0F90D92;0x44CAE320;0xE3CD5DDC;",25.307,56000,59000,,
2026-07-07T05:03:16-04:00,167,rearm,VARYING,0/5,"0x12D01382;0xA95B97A6;0x226D0056;0x22F71C34;0xFE3FE68A;",25.10,56000,59000,,
2026-07-07T05:03:31-04:00,168,rearm,VARYING,0/5,"0xCB74843A;0x576B81F4;0x7AD6CC2;0xFEA9F2EA;0xFEA9F2EA;",25.126,55000,57000,,
2026-07-07T05:03:46-04:00,169,rearm,VARYING,0/5,"0x1AACEFB4;0x22BEE2AE;0xEE818682;0xC0B8F162;0x81E6088E;",25.259,56000,58000,,
2026-07-07T05:04:01-04:00,170,rearm,VARYING,0/5,"0x228B908A;0xCC6A534;0x348DF44C;0x45AD1B6C;0xD5FCA6E6;",25.178,55000,57000,,
2026-07-07T05:05:50-04:00,171,reboot,VARYING,0/5,"0x235F2510;0x8AB4020;0x3818598C;0xDF7568EE;0x3C0B8960;",25.01,58000,57000,,
2026-07-07T05:06:05-04:00,172,rearm,VARYING,0/5,"0x53CD3136;0x7E20CDB6;0xA5257450;0x1E554472;0x201839D8;",25.58,57000,59000,,
2026-07-07T05:06:20-04:00,173,rearm,VARYING,0/5,"0x621EA50A;0x7ECFB29A;0xA811761E;0x788AC71C;0xF00DF344;",25.239,56000,57000,,
2026-07-07T05:06:35-04:00,174,rearm,VARYING,0/5,"0x802AFA06;0x7A6F5AA8;0xE9110364;0x8518F156;0x30D4FE0;",25.96,57000,58000,,
2026-07-07T05:06:50-04:00,175,rearm,VARYING,0/5,"0xBD83F370;0xCBE7560;0x118A6976;0xBF136378;0x94DE12BC;",25.168,57000,57000,,
2026-07-07T05:07:05-04:00,176,rearm,VARYING,0/5,"0xE6B077D4;0x33D97602;0x2FAD95F4;0x42339964;0xAC05116E;",25.409,56000,60000,,
2026-07-07T05:07:20-04:00,177,rearm,VARYING,0/5,"0xE1084384;0x56BA1FFA;0x8930810E;0x8C59EAFA;0x4FA39862;",25.193,56000,60000,,
2026-07-07T05:07:36-04:00,178,rearm,VARYING,0/5,"0x68CB5AB0;0xDB690312;0x5BD9F6B0;0x6D70825C;0xB45D28CC;",25.296,56000,59000,,
2026-07-07T05:07:51-04:00,179,rearm,VARYING,0/5,"0x28552D80;0xCFAB952;0x56AA6BA2;0x31016D8A;0x48B1751E;",25.241,54000,57000,,
2026-07-07T05:08:06-04:00,180,rearm,VARYING,0/5,"0x21D4FB00;0x157F3180;0xEA09A08A;0x2B9465E2;0xBD16D12E;",24.937,56000,60000,,
2026-07-07T05:09:57-04:00,181,reboot,VARYING,0/5,"0xE4D22296;0x8546B10;0xA4A2D53C;0xCA99F4BA;0x3CB2E800;",25.211,59000,59000,,
2026-07-07T05:10:12-04:00,182,rearm,VARYING,0/5,"0xC28105B2;0x11921644;0x54303AB8;0xB853B7E4;0x74F1100C;",24.950,58000,58000,,
2026-07-07T05:10:27-04:00,183,rearm,VARYING,0/5,"0xEBFB7ACE;0x53EA9FF4;0x80181D22;0x8098109C;0x459B3574;",25.10,57000,57000,,
2026-07-07T05:10:42-04:00,184,rearm,VARYING,0/5,"0xA44D9928;0x137629F6;0xDDC0C0A8;0x1945F4B0;0x3D6C539A;",25.220,57000,59000,,
2026-07-07T05:10:57-04:00,185,rearm,VARYING,0/5,"0xE0C0F1CA;0x59643EEE;0x692FE50E;0x74DA8F06;0xAE1FD3EA;",25.72,57000,57000,,
2026-07-07T05:11:13-04:00,186,rearm,VARYING,0/5,"0x91D4CF64;0xA3CA6258;0x48E0BC08;0xE9331898;0x10B28BA8;",25.279,57000,57000,,
2026-07-07T05:11:28-04:00,187,rearm,VARYING,0/5,"0x7759BDE4;0xDCE0A880;0x55C16B16;0x2B3DD7DC;0xB22C6410;",24.842,57000,57000,,
2026-07-07T05:11:43-04:00,188,rearm,VARYING,0/5,"0x75089D66;0xD6F8A72C;0xD3BD82A0;0xB0D88E6E;0xC8F549C8;",25.44,56000,58000,,
2026-07-07T05:11:58-04:00,189,rearm,VARYING,0/5,"0x7CCC494C;0x3A46D42E;0x24137F82;0x52D39704;0x18C118E2;",25.380,56000,57000,,
2026-07-07T05:12:13-04:00,190,rearm,VARYING,0/5,"0x841C2722;0x7C909A68;0x54B67F8;0x583A0B6E;0x2E25B1D6;",25.293,55000,58000,,
2026-07-07T05:14:02-04:00,191,reboot,VARYING,0/5,"0x59D68510;0xEBDB4684;0x48F12EA2;0xB7AF9312;0xC23397E6;",25.322,58000,57000,,
2026-07-07T05:14:17-04:00,192,rearm,VARYING,0/5,"0xC27D9A8;0x3391654C;0xCB218194;0x52014B70;0x602948CE;",25.152,58000,57000,,
2026-07-07T05:14:33-04:00,193,rearm,VARYING,0/5,"0x71A69910;0xDE1150;0xBFCD4E44;0x22DBD294;0xF45AD844;",24.892,57000,57000,,
2026-07-07T05:14:48-04:00,194,rearm,VARYING,0/5,"0x796E61BA;0xCB7321B2;0x1D001232;0x438D1CE8;0xBC419934;",25.136,55000,58000,,
2026-07-07T05:15:03-04:00,195,rearm,VARYING,0/5,"0xCB85D366;0xF31233DA;0x1262722E;0x45D0254E;0xF8C2AE9C;",25.245,57000,59000,,
2026-07-07T05:15:18-04:00,196,rearm,VARYING,0/5,"0xC1607D4C;0x2C749FBA;0xD9B25004;0x51062ED0;0x8BB1ED90;",25.403,57000,59000,,
2026-07-07T05:15:33-04:00,197,rearm,VARYING,0/5,"0xDFAF52A4;0x325DC324;0xCE72F7BE;0x50C39D2;0x5A2CD4EC;",24.916,55000,59000,,
2026-07-07T05:15:48-04:00,198,rearm,VARYING,0/5,"0x7863C804;0xBD97D448;0xDFC0E074;0xB7D9501A;0x3D7AD7E4;",25.193,55000,57000,,
2026-07-07T05:16:03-04:00,199,rearm,VARYING,0/5,"0x5119DE56;0x476DA744;0x367D83E0;0x1DC017A8;0x88DD738C;",25.186,54000,58000,,
2026-07-07T05:16:18-04:00,200,rearm,VARYING,0/5,"0x840E81CA;0xE025CE26;0x79C43A4E;0x36727232;0xBA08683E;",25.104,55000,59000,,
2026-07-07T05:18:07-04:00,201,reboot,STABLEWRONG,0/5,"0x0;0x0;0x0;0x0;0x0;",16.518,59000,60000,,
2026-07-07T05:18:22-04:00,202,rearm,STABLEWRONG,0/5,"0x0;0x0;0x0;0x0;0x0;",16.839,56000,60000,,
2026-07-07T05:18:37-04:00,203,rearm,VARYING,0/5,"0x5CAA98BA;0xD660479E;0xB88A7EBE;0x1DA8808E;0xD48BD2DA;",17.710,56000,59000,,
2026-07-07T05:18:52-04:00,204,rearm,VARYING,0/5,"0xB6B5B53A;0x62668180;0x270FB84E;0x59D16802;0x9755B472;",18.206,56000,59000,,
2026-07-07T05:19:07-04:00,205,rearm,STABLEWRONG,0/5,"0x0;0x0;0x0;0x0;0x0;",17.34,57000,59000,,
2026-07-07T05:19:22-04:00,206,rearm,VARYING,0/5,"0x100;0xAFD1E800;0x89C012D6;0x26299702;0x95870042;",16.816,56000,60000,,
2026-07-07T05:19:37-04:00,207,rearm,VARYING,0/5,"0xB0330B20;0x62CE3236;0x82300858;0xAC89D3E;0x0;",17.798,57000,60000,,
2026-07-07T05:19:53-04:00,208,rearm,STABLEWRONG,0/5,"0x0;0x0;0x0;0x0;0x0;",17.320,54000,58000,,
2026-07-07T05:20:08-04:00,209,rearm,VARYING,0/5,"0x0;0x5A82A00A;0x0;0x8FB159F2;0x0;",16.215,56000,58000,,
2026-07-07T05:20:23-04:00,210,rearm,VARYING,0/5,"0x3A96208E;0xC148A288;0xE0895FA0;0x9F391688;0x0;",17.726,55000,58000,,
2026-07-07T05:22:08-04:00,211,reboot,VARYING,0/5,"0x6EB57ADE;0x13F453F4;0x65346E50;0xF7CE344;0x66346AB4;",25.262,59000,60000,,
2026-07-07T05:22:23-04:00,212,rearm,VARYING,0/5,"0x6C68635C;0x9C5FA634;0x952E4754;0x6536475A;0x5349C4EA;",25.125,58000,58000,,
2026-07-07T05:22:38-04:00,213,rearm,VARYING,0/5,"0xF020067E;0xABD939E;0xFF40B48C;0xA1021AAA;0xD3AC27E2;",25.32,57000,57000,,
2026-07-07T05:22:53-04:00,214,rearm,VARYING,0/5,"0xAC31400E;0xF1AB5384;0xF1AB5384;0x525B9D1C;0x525B9D1C;",25.90,55000,60000,,
2026-07-07T05:23:08-04:00,215,rearm,VARYING,0/5,"0x75B94566;0x9F4CEA44;0x1B043B5E;0x50207C7A;0xC3769CF4;",24.884,55000,58000,,
2026-07-07T05:23:23-04:00,216,rearm,VARYING,0/5,"0xBD54E5AA;0xA7940434;0xAD8DDC8E;0xD5A303D0;0x267527A;",25.35,57000,59000,,
2026-07-07T05:23:39-04:00,217,rearm,VARYING,0/5,"0x0;0xC1E13230;0xD2829510;0x76900FAA;0x6492672;",25.167,56000,59000,,
2026-07-07T05:23:54-04:00,218,rearm,VARYING,0/5,"0x56B5EAC0;0xE7DA557A;0x1AB78230;0x5A32D000;0x20A70CE8;",25.280,55000,58000,,
2026-07-07T05:24:09-04:00,219,rearm,VARYING,0/5,"0x733C46F6;0x85643D56;0x961388A;0x26AC4EB0;0x435521F0;",25.214,57000,58000,,
2026-07-07T05:24:24-04:00,220,rearm,VARYING,0/5,"0xD0950CEA;0x92B17B12;0xE982FEBE;0x7B3067C2;0xBCE09A10;",25.160,57000,58000,,
2026-07-07T05:26:11-04:00,221,reboot,VARYING,0/5,"0x55CE9CF0;0x59E6FE52;0xBB8AE6F4;0xD1B718B6;0x985D1040;",25.113,59000,58000,,
2026-07-07T05:26:26-04:00,222,rearm,VARYING,0/5,"0x5720F04A;0x29DC53C6;0xB9A10E48;0x556C3500;0x93BE536E;",25.29,57000,58000,,
2026-07-07T05:26:41-04:00,223,rearm,VARYING,0/5,"0xF8838124;0xF21A4136;0xFCE860B2;0x19155D12;0xBDECB1F4;",25.113,57000,57000,,
2026-07-07T05:26:57-04:00,224,rearm,VARYING,0/5,"0x2681B5EE;0xCED8C8E6;0xD3E7AE90;0xD3E7AE90;0x8F77C436;",25.32,57000,58000,,
2026-07-07T05:27:12-04:00,225,rearm,VARYING,0/5,"0xBFD94D80;0x6241E2BA;0xA71E1684;0x1FA69C6;0x2D97E9D6;",24.918,57000,59000,,
2026-07-07T05:27:27-04:00,226,rearm,VARYING,0/5,"0xA67AD3F4;0x33AB22D2;0xFF9DC376;0xB2531108;0x39D86352;",25.140,56000,58000,,
2026-07-07T05:27:42-04:00,227,rearm,VARYING,0/5,"0xED0D26A0;0x533645F2;0xF6D50E60;0xBFCD0C2C;0x58AD7BAC;",25.421,56000,58000,,
2026-07-07T05:27:57-04:00,228,rearm,VARYING,0/5,"0x67A61D66;0x3629FC64;0xB4D6C156;0xAAD676FC;0x219D1CE2;",25.249,57000,58000,,
2026-07-07T05:28:12-04:00,229,rearm,VARYING,0/5,"0xD0788426;0x95D6FD8;0xB06E8388;0x90B26D84;0x90B26D84;",25.444,57000,59000,,
2026-07-07T05:28:27-04:00,230,rearm,VARYING,0/5,"0x96454E9A;0xEF4E308;0x618FDF5E;0xC86C91E2;0x5E1CED4C;",25.145,55000,58000,,
2026-07-07T05:30:22-04:00,231,reboot,DEAD,0/5,"0x0;0x0;0x0;0x648241C6;0x400;",16.419,60000,59000,,
2026-07-07T05:30:37-04:00,232,rearm,VARYING,0/5,"0x1D8F5A98;0x2E159720;0xBFFC7FF0;0x9CB2B4E0;0x0;",17.402,57000,60000,,
2026-07-07T05:30:52-04:00,233,rearm,STABLEWRONG,0/5,"0x0;0x0;0x0;0x0;0x0;",16.327,56000,58000,,
2026-07-07T05:31:07-04:00,234,rearm,VARYING,0/5,"0xD83C764A;0x102F5A2;0xF7F5EB1A;0x6DD5A516;0x5B118C6C;",16.913,57000,58000,,
2026-07-07T05:31:22-04:00,235,rearm,VARYING,0/5,"0xACDE5842;0x872D9FC0;0x8D89C5D8;0x796D7400;0x765D8CEE;",16.883,54000,59000,,
2026-07-07T05:31:37-04:00,236,rearm,STABLEWRONG,0/5,"0x0;0x0;0x0;0x0;0x0;",17.33,57000,58000,,
2026-07-07T05:31:52-04:00,237,rearm,VARYING,0/5,"0x0;0x51D93146;0x0;0x1EC5960;0x7D6;",17.23,56000,60000,,
2026-07-07T05:32:08-04:00,238,rearm,VARYING,0/5,"0xA25C601A;0x0;0x2B3D6732;0x1E55BCE0;0x2D2D10E2;",17.960,56000,58000,,
2026-07-07T05:32:23-04:00,239,rearm,STABLEWRONG,0/5,"0x0;0x0;0x0;0x0;0x0;",15.971,54000,57000,,
2026-07-07T05:32:38-04:00,240,rearm,STABLEWRONG,0/5,"0x0;0x0;0x0;0x0;0x0;",16.642,56000,57000,,
2026-07-07T05:34:18-04:00,241,reboot,VARYING,0/5,"0xD11E58;0x1E751F46;0x0;0x31445B66;0x90100000;",16.749,58000,60000,,
2026-07-07T05:34:33-04:00,242,rearm,STABLEWRONG,0/5,"0x0;0x0;0x0;0x1E85228C;0x0;",16.562,57000,59000,,
2026-07-07T05:34:48-04:00,243,rearm,VARYING,0/5,"0xCF4652B4;0xEB122D70;0x2442891A;0xFA3D670E;0x40D87B84;",17.46,57000,60000,,
2026-07-07T05:35:03-04:00,244,rearm,VARYING,0/5,"0x159E8FD6;0x428A5896;0x3AAC;0x0;0x0;",16.328,57000,59000,,
2026-07-07T05:35:18-04:00,245,rearm,VARYING,0/5,"0x0;0x4CB20820;0x4022DE8A;0xE6546658;0xE8683C7E;",16.880,55000,57000,,
2026-07-07T05:35:33-04:00,246,rearm,VARYING,0/5,"0x0;0x80C5F820;0x0;0x8062C8B4;0x0;",17.114,57000,57000,,
2026-07-07T05:35:49-04:00,247,rearm,VARYING,0/5,"0xB6E3ACCC;0x925FC8D6;0x920F0D10;0x811CA9A2;0x3F8AA3C0;",17.07,56000,58000,,
2026-07-07T05:36:04-04:00,248,rearm,VARYING,0/5,"0xCE827CFC;0xD3CBB19E;0x9E2856D6;0x38023D10;0x8B82EAAE;",17.846,56000,60000,,
2026-07-07T05:36:19-04:00,249,rearm,VARYING,0/5,"0x1CBA02EA;0x0;0x1160000;0x0;0xE29099DA;",17.793,56000,59000,,
2026-07-07T05:36:34-04:00,250,rearm,VARYING,0/5,"0x758A4600;0x16;0x0;0x0;0x0;",17.166,56000,59000,,
2026-07-07T05:38:22-04:00,251,reboot,VARYING,0/5,"0x3AF3401E;0xE6258E60;0x220DE8D6;0xB1640A4C;0x26FE351E;",25.138,58000,58000,,
2026-07-07T05:38:37-04:00,252,rearm,VARYING,0/5,"0xA1E9ECE2;0xF188B16C;0xA149EDA2;0x38C238D4;0x7AF8E912;",25.295,58000,58000,,
2026-07-07T05:38:52-04:00,253,rearm,VARYING,0/5,"0xDD941CB6;0x22E1D160;0xD7F345CE;0x23EB4274;0x9605C7E4;",25.212,57000,59000,,
2026-07-07T05:39:08-04:00,254,rearm,VARYING,0/5,"0xCEA683B4;0xB28407BA;0x52CA0844;0xD9590AFE;0x6BD3C47A;",25.340,56000,59000,,
2026-07-07T05:39:23-04:00,255,rearm,VARYING,0/5,"0xF59B9034;0xD0D8D8DC;0x3A39253E;0x1A304A7A;0xD132A6DA;",25.283,57000,58000,,
2026-07-07T05:39:38-04:00,256,rearm,VARYING,0/5,"0xA79A9D76;0x7188F248;0x989EB4D2;0x2FBA035C;0x14DF04E8;",25.152,55000,58000,,
2026-07-07T05:39:53-04:00,257,rearm,VARYING,0/5,"0x3DC73F00;0x5A8745D6;0x12C90112;0xD53823C6;0xF9C372F8;",25.214,56000,57000,,
2026-07-07T05:40:08-04:00,258,rearm,VARYING,0/5,"0x1DE2E56A;0x891B4FB0;0x14DC6EE8;0xF6DDE540;0x186216E0;",24.954,55000,57000,,
2026-07-07T05:40:23-04:00,259,rearm,VARYING,0/5,"0xCEE71D4E;0xFF88ED66;0x7B0470CE;0x4CEC8A9E;0xF6C6D92A;",25.379,56000,57000,,
2026-07-07T05:40:38-04:00,260,rearm,VARYING,0/5,"0x99FC65EE;0xAC0AAE42;0xF9A4F5EA;0x806384C4;0x48D1D132;",25.205,57000,57000,,
2026-07-07T05:42:32-04:00,261,reboot,VARYING,0/5,"0x8C6DAF98;0x623EFF30;0xE695ACB6;0x8055ED5A;0xB7ACBC4;",25.208,57000,60000,,
2026-07-07T05:42:47-04:00,262,rearm,VARYING,0/5,"0x68BEB17A;0x90AFA2DC;0x9DCD386;0xE56433B2;0x913540E8;",25.207,57000,60000,,
2026-07-07T05:43:02-04:00,263,rearm,VARYING,0/5,"0x196875E8;0x196875E8;0x8C312068;0x233B7AA;0x403BBF9A;",25.134,57000,58000,,
2026-07-07T05:43:17-04:00,264,rearm,VARYING,0/5,"0x11432072;0xABD30C76;0xB64A3658;0x102B1632;0x7D571D10;",25.373,56000,57000,,
2026-07-07T05:43:32-04:00,265,rearm,VARYING,0/5,"0x406DDB0E;0xCA8A8D24;0x608C732C;0x242870B8;0x1218F64;",25.260,57000,57000,,
2026-07-07T05:43:47-04:00,266,rearm,VARYING,0/5,"0x474C9E04;0x75DBF7A;0xADB9C49A;0xEFD58B46;0x8A0B3B24;",25.407,57000,57000,,
2026-07-07T05:44:02-04:00,267,rearm,VARYING,0/5,"0xF21F961E;0xA467ADAC;0x29B52FC8;0xDF419AD0;0x7C94B3C2;",25.272,57000,60000,,
2026-07-07T05:44:18-04:00,268,rearm,VARYING,0/5,"0x1F480CF2;0xD5AD71E4;0xB39D4540;0xF3E72D64;0x13420E12;",25.172,55000,57000,,
2026-07-07T05:44:33-04:00,269,rearm,VARYING,0/5,"0xC2691970;0x3A89D924;0xD7B21C36;0x65E70ECA;0x4972EF70;",25.247,55000,57000,,
2026-07-07T05:44:48-04:00,270,rearm,VARYING,0/5,"0xB15FFFB6;0x1B21729E;0x9D2803A6;0x3C7440E0;0x5D241E6C;",25.338,56000,58000,,
2026-07-07T05:46:42-04:00,271,reboot,VARYING,0/5,"0x49C7327E;0x8D24A2C4;0x9C32B35A;0xFDF5A530;0x1A0B2996;",25.138,58000,59000,,
2026-07-07T05:46:57-04:00,272,rearm,VARYING,0/5,"0x5A1B721E;0x754C579C;0x1A04E46C;0x1B269630;0xDDA2846C;",25.185,58000,58000,,
2026-07-07T05:47:12-04:00,273,rearm,VARYING,0/5,"0x889ED306;0x7D778054;0x3F7A75DE;0x7F98DF16;0xE320DD4A;",25.255,57000,58000,,
2026-07-07T05:47:27-04:00,274,rearm,VARYING,0/5,"0x52C8EFB2;0xC7691C6A;0xEF10EFBA;0xE7E16950;0x43042262;",25.290,55000,59000,,
2026-07-07T05:47:42-04:00,275,rearm,VARYING,0/5,"0x83DCF222;0x728F682E;0x9F11DE9C;0x238EAD0;0x389FE7FC;",24.997,56000,59000,,
2026-07-07T05:47:58-04:00,276,rearm,VARYING,0/5,"0x83B639AC;0x6AA7EA5E;0xD15A1E7A;0x44AB90D8;0xE3ED53DC;",25.385,56000,57000,,
2026-07-07T05:48:13-04:00,277,rearm,VARYING,0/5,"0xB71B627E;0x6158766;0xA06CA006;0xA06CA006;0x30529B04;",25.463,57000,58000,,
2026-07-07T05:48:28-04:00,278,rearm,VARYING,0/5,"0xAD25BDDC;0x9615248E;0x950F2AC0;0xB52BB0EA;0x3B38F5E4;",25.213,56000,60000,,
2026-07-07T05:48:43-04:00,279,rearm,VARYING,0/5,"0x3DD13524;0x10A17584;0xC490A896;0x8234A2CA;0x18AD03D6;",25.292,56000,59000,,
2026-07-07T05:48:58-04:00,280,rearm,VARYING,0/5,"0x22DCAC4;0x5187743A;0xFE89D6CC;0xDAAB54A4;0x6CDA574C;",24.939,55000,58000,,
2026-07-07T05:50:48-04:00,281,reboot,VARYING,0/5,"0xAC788E6C;0x3ACA94A8;0x8FF23ED2;0x6821DA9A;0xD02924F8;",25.352,57000,58000,,
2026-07-07T05:51:04-04:00,282,rearm,VARYING,0/5,"0x6B9E82C6;0xCF0538E4;0x5443BE3E;0xAFBCE1AA;0x1308C636;",25.14,57000,59000,,
2026-07-07T05:51:19-04:00,283,rearm,VARYING,0/5,"0x5D6B18C0;0x1ABA081E;0x27A73526;0x511634FE;0xD2677E0C;",25.95,57000,59000,,
2026-07-07T05:51:34-04:00,284,rearm,VARYING,0/5,"0xAD238A90;0xA66508D6;0xDCBAE4F4;0x8E735CFE;0x2D2CC748;",25.379,57000,60000,,
2026-07-07T05:51:49-04:00,285,rearm,VARYING,0/5,"0x8E892390;0xA6F9C7AC;0x761254DC;0xF647AF00;0x5078B526;",25.311,55000,57000,,
2026-07-07T05:52:04-04:00,286,rearm,VARYING,0/5,"0x78DDE912;0x3D25964;0x9E2B48A;0x5318D1F8;0xD832E874;",25.32,56000,58000,,
2026-07-07T05:52:19-04:00,287,rearm,VARYING,0/5,"0xE6865690;0xC1E2D2EC;0x75604558;0xB0125580;0xD3A925E0;",25.161,56000,57000,,
2026-07-07T05:52:34-04:00,288,rearm,VARYING,0/5,"0x90ACE7C4;0xC76F0BE8;0x95D8CD3C;0x58058AC2;0x25DF5BC8;",25.120,57000,59000,,
2026-07-07T05:52:50-04:00,289,rearm,VARYING,0/5,"0x30DB31A8;0xF97EBD96;0x8B22CB4;0xA948CE3E;0xAC02498E;",25.13,56000,59000,,
2026-07-07T05:53:05-04:00,290,rearm,VARYING,0/5,"0xDD959738;0xBD9ABCC4;0xF6F195B0;0x91832E1A;0x89B37C74;",25.08,56000,57000,,
2026-07-07T05:55:05-04:00,291,reboot,VARYING,0/5,"0x19FBA3C0;0x24C1D04A;0x11D55456;0x6BCED814;0x673F04BE;",25.268,59000,58000,,
2026-07-07T05:55:20-04:00,292,rearm,VARYING,0/5,"0x59FB110;0x70223EB2;0x7556ADA2;0xB48B0C72;0x6C3E7A5C;",25.00,57000,59000,,
2026-07-07T05:55:35-04:00,293,rearm,VARYING,0/5,"0x3C68894;0x3D7A2818;0xD6AFD8D0;0xAEB04022;0x60DB322A;",24.859,57000,59000,,
2026-07-07T05:55:50-04:00,294,rearm,VARYING,0/5,"0x7EAF2494;0xC9EB93AE;0x1036C2E6;0xDC1C3126;0xEB76A3B0;",25.217,57000,59000,,
2026-07-07T05:56:05-04:00,295,rearm,VARYING,0/5,"0x411C6D46;0x93160C4E;0x8B0B83FE;0x50725012;0x8BEF2BB4;",25.166,56000,59000,,
