ts,occ,push_ptr,pop_ptr,pop_on_empty,push_on_full,frames,cSS,cRH,cCFC,cCS,cPD,cPC,d_pop_on_empty,d_push_on_full,d_frames,d_cSS,d_cRH,d_cCFC,d_cCS,d_cPD,d_cPC,r4b_locked,r4b_skips,r4b_opens,d_r4b_skips,d_r4b_opens,dt_s,aux_lag_s
2026-09-04T20:13:36-04:00,9,31,22,44,0,99377,1224769887,1224769878,1224769870,1224769867,1224757527,1223454207,,,,,,,,,,1,8,1034,,,,0.051
2026-09-04T20:13:47-04:00,9,4,27,44,0,113201,1395260548,1395260539,1395260531,1395260528,1395248188,1393765156,0,0,13824,170490661,170490661,170490661,170490661,170490661,170310949,1,8,14858,0,13824,11.0,0.051
2026-09-04T20:13:58-04:00,9,9,0,44,0,127023,1565722729,1565722720,1565722712,1565722709,1565710369,1564047664,0,0,13822,170462181,170462181,170462181,170462181,170462181,170282508,1,8,28679,0,13821,11.0,0.051
