# ev,win,rel,sidx,beat,occ,vpush,vpop,popEmpty,pushFull,rhPhase,rhOutI,rhOutQ,rhValidOut,cfcI,cfcQ,cfcV,cfcEst,csI,csQ,csV,pdI,pdQ,pdV,corrV,corrD,corrThr,psRunmax,psTref,psTrefRaw,psToff,psNewpk,toffVal,taRef,taAcc,taArmed,taSync,pcI,pcQ,pcV,pcStart,pcEnd,sdcAct,r3sSkips,r3sArmed,guard
# win=1 the event window; win=0 the SAME intra-frame phase one air frame (49332 enb beats) earlier, i.e. a matched no-event reference
0,0,-26,6462671,6462670,23,0,0,0,0,1,-11900,11612,0,0,0,0,2097142,0,0,0,11530,11629,1,0,0,196205487,0,12154,12154,12180,0,0,12166,12180,1,0,-11675,-11721,0,0,0,1,7,0,0
0,0,-25,6462672,6462671,23,0,0,0,0,2,12172,11628,0,0,0,0,2097142,0,0,0,11530,11629,0,1,421730,212337996,0,12154,12154,12180,0,0,12166,12180,1,0,-11540,-11538,0,0,0,1,7,0,0
0,0,-24,6462673,6462672,23,1,0,0,0,3,12172,11628,0,0,0,0,2097142,11809,11755,1,11681,-11779,0,0,0,195764429,0,12155,12155,12180,0,0,12166,12180,1,0,-11540,-11538,0,0,0,1,7,0,0
0,0,-23,6462674,6462673,24,0,1,0,0,0,12172,11628,1,1841,-16744,1,2097142,0,0,0,11681,-11779,0,0,0,195764429,0,12155,12155,12180,0,0,12167,12180,1,0,-11540,-11538,1,0,0,1,7,0,0
0,0,-22,6462675,6462674,23,0,0,0,0,1,12172,11628,0,0,0,0,2097142,0,0,0,11681,-11779,1,0,0,195764429,0,12155,12155,12180,0,0,12167,12180,1,0,-11540,-11538,0,0,0,1,7,0,0
0,0,-21,6462676,6462675,23,0,0,0,0,2,-12132,11456,0,0,0,0,2097142,0,0,0,11681,-11779,0,1,5280349,213014651,0,12155,12155,12180,0,0,12167,12180,1,0,-11560,-11620,0,0,0,1,7,0,0
0,0,-20,6462677,6462676,23,1,0,0,0,3,-12132,11456,0,0,0,0,2097142,11818,11790,1,-11708,11767,0,0,0,196668847,0,12156,12156,12180,0,0,12167,12180,1,0,-11560,-11620,0,0,0,1,7,0,0
0,0,-19,6462678,6462677,24,0,1,0,0,0,-12132,11456,1,-1884,17053,1,2097142,0,0,0,-11708,11767,0,0,0,196668847,0,12156,12156,12180,0,0,12168,12180,1,0,-11560,-11620,1,0,0,1,7,0,0
0,0,-18,6462679,6462678,23,0,0,0,0,1,-12132,11456,0,0,0,0,2097142,0,0,0,-11708,11767,1,0,0,196668847,0,12156,12156,12180,0,0,12168,12180,1,0,-11560,-11620,0,0,0,1,7,0,0
0,0,-17,6462680,6462679,23,0,0,0,0,2,12148,12024,0,0,0,0,2097142,0,0,0,-11708,11767,0,1,21443825,212534456,0,12156,12156,12180,0,0,12168,12180,1,0,-11589,-11516,0,0,0,1,7,0,0
0,0,-16,6462681,6462680,23,1,0,0,0,3,12148,12024,0,0,0,0,2097142,-11700,-11735,1,-11597,-11705,0,0,0,196784502,0,12157,12157,12180,0,0,12168,12180,1,0,-11589,-11516,0,0,0,1,7,0,0
0,0,-15,6462682,6462681,24,0,1,0,0,0,12148,12024,1,1926,-17099,1,2097142,0,0,0,-11597,-11705,0,0,0,196784502,0,12157,12157,12180,0,0,12169,12180,1,0,-11589,-11516,1,0,0,1,7,0,0
0,0,-14,6462683,6462682,23,0,0,0,0,1,12148,12024,0,0,0,0,2097142,0,0,0,-11597,-11705,1,0,0,196784502,0,12157,12157,12180,0,0,12169,12180,1,0,-11589,-11516,0,0,0,1,7,0,0
0,0,-13,6462684,6462683,23,0,0,0,0,2,-11916,-12132,0,0,0,0,2097142,0,0,0,-11597,-11705,0,1,7050784,211344915,0,12157,12157,12180,0,0,12169,12180,1,0,11715,-11550,0,0,0,1,7,0,0
0,0,-12,6462685,6462684,23,1,0,0,0,3,-11916,-12132,0,0,0,0,2097142,-11941,-11882,1,-11642,-11523,0,0,0,195951935,0,12158,12158,12180,0,0,12169,12180,1,0,11715,-11550,0,0,0,1,7,0,0
0,0,-11,6462686,6462685,24,0,1,0,0,0,-11916,-12132,1,-1898,17125,1,2097142,0,0,0,-11642,-11523,0,0,0,195951935,0,12158,12158,12180,0,0,12170,12180,1,0,11715,-11550,1,0,0,1,7,0,0
0,0,-10,6462687,6462686,23,0,0,0,0,1,-11916,-12132,0,0,0,0,2097142,0,0,0,-11642,-11523,1,0,0,195951935,0,12158,12158,12180,0,0,12170,12180,1,0,11715,-11550,0,0,0,1,7,0,0
