# ev,win,rel,sidx,beat,occ,vpush,vpop,popEmpty,pushFull,rhPhase,rhOutI,rhOutQ,rhValidOut,cfcI,cfcQ,cfcV,cfcEst,csI,csQ,csV,pdI,pdQ,pdV,corrV,corrD,corrThr,psRunmax,psTref,psTrefRaw,psToff,psNewpk,toffVal,taRef,taAcc,taArmed,taSync,pcI,pcQ,pcV,pcStart,pcEnd,sdcAct,r3sSkips,r3sArmed,guard
# win=1 the event window; win=0 the SAME intra-frame phase one air frame (49332 enb beats) earlier, i.e. a matched no-event reference
0,0,13,12777504,12777503,0,0,0,0,0,2,-11808,11700,0,0,0,0,2097143,0,0,0,-12049,11520,0,1,419162,208852218,69205765,56,56,55,0,0,68,55,0,0,0,0,0,0,0,0,0,0,1
0,0,14,12777505,12777504,0,1,0,0,0,3,-11808,11700,0,0,0,0,2097143,-11857,11675,1,11822,11671,0,0,0,192660116,69205765,57,57,55,0,0,68,55,0,0,0,0,0,0,0,0,0,0,1
0,0,15,12777506,12777505,1,0,1,0,0,0,-11808,11700,1,-8994,13905,1,2097143,0,0,0,11822,11671,0,0,0,192660116,69205765,57,57,55,0,0,69,55,0,0,0,0,0,0,0,0,0,0,1
0,0,16,12777507,12777506,0,0,0,0,0,1,-11856,11976,0,0,0,0,2097143,0,0,0,11822,11671,1,0,0,192660116,69205765,57,57,55,0,0,69,55,0,0,0,0,0,0,0,0,0,0,1
0,0,17,12777508,12777507,0,0,0,0,0,2,-11592,-11892,0,0,0,0,2097143,0,0,0,11822,11671,0,1,430457,208944551,69205765,57,57,55,0,0,69,55,0,0,0,0,0,0,0,0,0,0,1
0,0,18,12777509,12777508,0,1,0,0,0,3,-11592,-11892,0,0,0,0,2097143,-11771,-11663,1,11509,11558,0,0,0,192932319,69205765,58,58,55,0,0,69,55,0,0,0,0,0,0,0,0,0,0,1
0,0,19,12777510,12777509,1,0,1,0,0,0,-11592,-11892,1,14119,8859,1,2097143,0,0,0,11509,11558,0,0,0,192932319,69205765,58,58,55,0,0,70,55,0,0,0,0,0,0,0,0,0,0,1
0,0,20,12777511,12777510,0,0,0,0,0,1,-11460,-12020,0,0,0,0,2097143,0,0,0,11509,11558,1,0,0,192932319,69205765,58,58,55,0,0,70,55,0,0,0,0,0,0,0,0,0,0,1
0,0,21,12777512,12777511,0,0,0,0,0,2,-11800,11952,0,0,0,0,2097143,0,0,0,11509,11558,0,1,378274,209478752,69205765,58,58,55,0,0,70,55,0,0,0,0,0,0,0,0,0,0,1
0,0,22,12777513,12777512,0,1,0,0,0,3,-11800,11952,0,0,0,0,2097143,11737,-11823,1,11856,11794,0,0,0,193490258,69205765,59,59,55,0,0,70,55,0,0,0,0,0,0,0,0,0,0,1
0,0,23,12777514,12777513,1,0,1,0,0,0,-11800,11952,1,8862,-14091,1,2097143,0,0,0,11856,11794,0,0,0,193490258,69205765,59,59,55,0,0,71,55,0,0,0,0,0,0,0,0,0,0,1
0,0,24,12777515,12777514,0,0,0,0,0,1,-11884,11840,0,0,0,0,2097143,0,0,0,11856,11794,1,0,0,193490258,69205765,59,59,55,0,0,71,55,0,0,0,0,0,0,0,0,0,0,1
0,0,25,12777516,12777515,0,0,0,0,0,2,11872,-11880,0,0,0,0,2097143,0,0,0,11856,11794,0,1,434330,209432875,69205765,59,59,55,0,0,71,55,0,0,0,0,0,0,0,0,0,0,1
0,0,26,12777517,12777516,0,1,0,0,0,3,11872,-11880,0,0,0,0,2097143,11587,11830,1,-11750,-11798,0,0,0,193533362,69205765,60,60,55,0,0,71,55,0,0,0,0,0,0,0,0,0,0,1
0,0,27,12777518,12777517,1,0,1,0,0,0,11872,-11880,1,-14067,-8724,1,2097143,0,0,0,-11750,-11798,0,0,0,193533362,69205765,60,60,55,0,0,72,55,0,0,0,0,0,0,0,0,0,0,1
0,0,28,12777519,12777518,0,0,0,0,0,1,11952,11480,0,0,0,0,2097143,0,0,0,-11750,-11798,1,0,0,193533362,69205765,60,60,55,0,0,72,55,0,0,0,0,0,0,0,0,0,0,1
0,0,29,12777520,12777519,0,0,0,0,0,2,11504,-11520,0,0,0,0,2097143,0,0,0,-11750,-11798,0,1,2112520,208695648,69205765,60,60,55,0,0,72,55,0,0,0,0,0,0,0,0,0,0,1
0,0,30,12777521,12777520,0,1,0,0,0,3,11504,-11520,0,0,0,0,2097143,11787,-11786,1,-11809,-11758,0,0,0,193025405,69205765,61,61,55,0,0,72,55,0,0,0,0,0,0,0,0,0,0,1
0,0,31,12777522,12777521,1,0,1,0,0,0,11504,-11520,1,-13817,-8802,1,2097143,0,0,0,-11809,-11758,0,0,0,193025405,69205765,61,61,55,0,0,73,55,0,0,0,0,0,0,0,0,0,0,1
0,0,32,12777523,12777522,0,0,0,0,0,1,-11964,11684,0,0,0,0,2097143,0,0,0,-11809,-11758,1,0,0,193025405,69205765,61,61,55,0,0,73,55,0,0,0,0,0,0,0,0,0,0,1
0,0,33,12777524,12777523,0,0,0,0,0,2,11852,-11612,0,0,0,0,2097143,0,0,0,-11809,-11758,0,1,436045,208580776,69205765,61,61,55,0,0,73,55,0,0,0,0,0,0,0,0,0,0,1
