# sidx,nbytes,magic,seq,nbad,ok
3601293,1528,1,68,0,1
3650625,1528,1,69,0,1
3699957,1528,1,70,0,1
3749289,1528,1,71,0,1
3798621,1528,1,72,0,1
3847953,1528,1,73,0,1
3897285,1528,1,74,0,1
3946617,1528,1,75,0,1
3995949,1528,1,76,0,1
4045281,1528,1,77,0,1
4094613,1528,1,78,0,1
4143945,1528,1,79,0,1
4193277,1528,1,80,0,1
4242609,1528,1,81,0,1
4291941,1528,1,82,0,1
4341273,1528,1,83,0,1
4390605,1528,1,84,0,1
4439937,1528,1,85,0,1
4489269,1528,1,86,0,1
4538601,1528,1,87,0,1
4587933,1528,1,88,0,1
4637265,1528,1,89,0,1
4686597,1528,1,90,0,1
4735929,1528,1,91,0,1
4785261,1528,1,92,0,1
4834593,1528,1,93,0,1
4883925,1528,1,94,0,1
4933257,1528,1,95,0,1
4982589,1528,1,96,0,1
5031921,1528,1,97,0,1
5081253,1528,1,98,0,1
5130585,1528,1,99,0,1
5179917,1528,1,100,0,1
5229249,1528,1,101,0,1
5278581,1528,1,102,0,1
5327913,1528,1,103,0,1
5377245,1528,1,104,0,1
5426577,1528,1,105,0,1
5475909,1528,1,106,0,1
5525241,1528,1,107,0,1
5574573,1528,1,108,0,1
5623905,1528,1,109,0,1
5673237,1528,1,110,0,1
5722569,1528,1,111,0,1
5771901,1528,1,112,0,1
5821233,1528,1,113,0,1
5870565,1528,1,114,0,1
5919897,1528,1,115,0,1
5969229,1528,1,116,0,1
6018561,1528,1,117,0,1
6067893,1528,1,118,0,1
6117225,1528,1,119,0,1
6166557,1528,1,120,0,1
6215889,1528,1,121,0,1
6265221,1528,1,122,0,1
6314553,1528,1,123,0,1
6363885,1528,1,124,0,1
6413217,1528,1,125,0,1
6462549,1528,1,126,0,1
6511877,1528,1,127,0,1
6561209,1528,0,1310785536,-1,0
6610541,1528,0,4124947151,-1,0
6659873,1528,0,4057838287,-1,0
6709205,1528,0,4057838287,-1,0
6758537,1528,0,1977463503,-1,0
6807869,1528,0,1977463503,-1,0
6857201,1528,0,1910354639,-1,0
6906529,1528,0,1910354639,-1,0
6955861,1528,0,4124947151,-1,0
7005193,1528,0,4124947151,-1,0
7054525,1528,0,4124947151,-1,0
7103857,1528,0,4124947151,-1,0
7153189,1528,0,1977463503,-1,0
7202521,1528,0,1977463503,-1,0
7251853,1528,0,1977463503,-1,0
7301181,1528,0,1977463503,-1,0
7350513,1528,0,4124947151,-1,0
7399845,1528,0,4124947151,-1,0
7449177,1528,0,4057838287,-1,0
7498509,1528,0,4057838287,-1,0
7547841,1528,0,1977463503,-1,0
7597173,1528,0,1977463503,-1,0
7646505,1528,0,1910354639,-1,0
7695837,1528,0,1910354639,-1,0
7745165,1528,0,4124947151,-1,0
7794497,1528,0,4124947151,-1,0
7843829,1528,0,4124947151,-1,0
7893161,1528,0,4124947151,-1,0
7942493,1528,0,1977463503,-1,0
7991825,1528,0,1977463503,-1,0
8041157,1528,0,1977463503,-1,0
8090489,1528,0,1977463503,-1,0
8139817,1528,0,4057838287,-1,0
8189149,1528,0,4057838287,-1,0
8238481,1528,0,4124947151,-1,0
8287813,1528,0,4124947151,-1,0
8337145,1528,0,1910354639,-1,0
8386477,1528,0,1910354639,-1,0
8435809,1528,0,1977463503,-1,0
8485141,1528,0,1977463503,-1,0
8534469,1528,0,4124947151,-1,0
8583801,1528,0,4124947151,-1,0
8633133,1528,0,4124947151,-1,0
8682465,1528,0,4124947151,-1,0
8731797,1528,0,1977463503,-1,0
8781129,1528,0,1977463503,-1,0
8830461,1528,0,1977463503,-1,0
8879793,1528,0,1977463503,-1,0
8929121,1528,0,4057838287,-1,0
8978453,1528,0,4057838287,-1,0
9027785,1528,0,4124947151,-1,0
9077117,1528,0,4124947151,-1,0
9126449,1528,0,1910354639,-1,0
9175781,1528,0,1910354639,-1,0
9225113,1528,0,1977463503,-1,0
9274445,1528,0,1977463503,-1,0
9323773,1528,0,4124947151,-1,0
9373105,1528,0,4124947151,-1,0
9422437,1528,0,4124947151,-1,0
9471769,1528,0,4124947151,-1,0
9521101,1528,0,1977463503,-1,0
9570433,1528,0,1977463503,-1,0
9619765,1528,0,1977463503,-1,0
9669097,1528,0,1977463503,-1,0
9718425,1528,0,1977463503,-1,0
9767757,1528,0,1977463503,-1,0
9817089,1528,0,1910354639,-1,0
9866421,1528,0,1910354639,-1,0
9915753,1528,0,4124947151,-1,0
9965085,1528,0,4124947151,-1,0
10014417,1528,0,4057838287,-1,0
10063749,1528,0,4057838287,-1,0
10113077,1528,0,1977463503,-1,0
10162409,1528,0,1977463503,-1,0
10211741,1528,0,1977463503,-1,0
10261073,1528,0,1977463503,-1,0
10310405,1528,0,4124947151,-1,0
10359737,1528,0,4124947151,-1,0
10409069,1528,0,4124947151,-1,0
10458401,1528,0,4124947151,-1,0
10507729,1528,0,1977463503,-1,0
10557061,1528,0,1977463503,-1,0
10606393,1528,0,1910354639,-1,0
10655725,1528,0,1910354639,-1,0
10705057,1528,0,4124947151,-1,0
10754389,1528,0,4124947151,-1,0
10803721,1528,0,4057838287,-1,0
10853053,1528,0,4057838287,-1,0
10902381,1528,0,1977463503,-1,0
10951713,1528,0,1977463503,-1,0
11001045,1528,0,1977463503,-1,0
11050377,1528,0,1977463503,-1,0
11099709,1528,0,4124947151,-1,0
11149041,1528,0,4124947151,-1,0
11198373,1528,0,4124947151,-1,0
11247705,1528,0,4124947151,-1,0
11297037,1528,0,1910354639,-1,0
11346365,1528,0,1910354639,-1,0
11395697,1528,0,1977463503,-1,0
11445029,1528,0,1977463503,-1,0
11494361,1528,0,4057838287,-1,0
11543693,1528,0,4057838287,-1,0
11593025,1528,0,4124947151,-1,0
11642357,1528,0,4124947151,-1,0
11691689,1528,0,1977463503,-1,0
11741017,1528,0,1977463503,-1,0
11790349,1528,0,1977463503,-1,0
11839681,1528,0,1977463503,-1,0
11889013,1528,0,4124947151,-1,0
11938345,1528,0,4124947151,-1,0
11987677,1528,0,4124947151,-1,0
12037009,1528,0,4124947151,-1,0
12086341,1528,0,1910354639,-1,0
12135669,1528,0,1910354639,-1,0
12185001,1528,0,1977463503,-1,0
12234333,1528,0,1977463503,-1,0
12283665,1528,0,4057838287,-1,0
12332997,1528,0,4057838287,-1,0
12382329,1528,0,4124947151,-1,0
12431661,1528,0,4124947151,-1,0
12480993,1528,0,1977463503,-1,0
12530321,1528,0,1977463503,-1,0
12579653,1528,0,1977463503,-1,0
12628985,1528,0,1977463503,-1,0
12678317,1528,0,4124947151,-1,0
12727649,1528,0,4124947151,-1,0
12776981,1528,0,4124947151,-1,0
12826313,1528,0,4124947151,-1,0
12875645,1528,0,1977463503,-1,0
12924973,1528,0,1977463503,-1,0
12974305,1528,0,1977463503,-1,0
13023637,1528,0,1977463503,-1,0
13072969,1528,0,4124947151,-1,0
13122301,1528,0,4124947151,-1,0
13171633,1528,0,4124947151,-1,0
13220965,1528,0,4124947151,-1,0
13270297,1528,0,1977463503,-1,0
13319625,1528,0,1977463503,-1,0
13368957,1528,0,1910354639,-1,0
13418289,1528,0,1910354639,-1,0
13467621,1528,0,4124947151,-1,0
13516953,1528,0,4124947151,-1,0
13566285,1528,0,4057838287,-1,0
13615617,1528,0,4057838287,-1,0
13664949,1528,0,1977463503,-1,0
13714277,1528,0,1977463503,-1,0
13763609,1528,0,1977463503,-1,0
13812941,1528,0,1977463503,-1,0
13862273,1528,0,4124947151,-1,0
13911605,1528,0,4124947151,-1,0
13960937,1528,0,4124947151,-1,0
14010269,1528,0,4124947151,-1,0
14059601,1528,0,1977463503,-1,0
14108929,1528,0,1977463503,-1,0
14158261,1528,0,1910354639,-1,0
14207593,1528,0,1910354639,-1,0
14256925,1528,0,4124947151,-1,0
14306257,1528,0,4124947151,-1,0
14355589,1528,0,4057838287,-1,0
14404921,1528,0,4057838287,-1,0
14454253,1528,0,1977463503,-1,0
14503581,1528,0,1977463503,-1,0
14552913,1528,0,1977463503,-1,0
14602245,1528,0,1977463503,-1,0
14651577,1528,0,4124947151,-1,0
14700909,1528,0,4124947151,-1,0
14750241,1528,0,4124947151,-1,0
14799573,1528,0,4124947151,-1,0
14848905,1528,0,1910354639,-1,0
14898237,1528,0,1910354639,-1,0
14947565,1528,0,1977463503,-1,0
14996897,1528,0,1977463503,-1,0
15046229,1528,0,4057838287,-1,0
15095561,1528,0,4057838287,-1,0
15144893,1528,0,4124947151,-1,0
15194225,1528,0,4124947151,-1,0
15243557,1528,0,1977463503,-1,0
15292889,1528,0,1977463503,-1,0
15342217,1528,0,1977463503,-1,0
15391549,1528,0,1977463503,-1,0
15440881,1528,0,4124947151,-1,0
15490213,1528,0,4124947151,-1,0
15539545,1528,0,4124947151,-1,0
15588877,1528,0,4124947151,-1,0
15638209,1528,0,1910354639,-1,0
15687541,1528,0,1910354639,-1,0
15736869,1528,0,1977463503,-1,0
15786201,1528,0,1977463503,-1,0
15835533,1528,0,4057838287,-1,0
15884865,1528,0,4057838287,-1,0
15934197,1528,0,4124947151,-1,0
15983529,1528,0,4124947151,-1,0
16032861,1528,0,4124947151,-1,0
16082193,1528,0,4124947151,-1,0
16131521,1528,0,4124947151,-1,0
16180853,1528,0,4124947151,-1,0
16230185,1528,0,1977463503,-1,0
16279517,1528,0,1977463503,-1,0
16328849,1528,0,1977463503,-1,0
16378181,1528,0,1977463503,-1,0
16427513,1528,0,4124947151,-1,0
16476845,1528,0,4124947151,-1,0
16526173,1528,0,4057838287,-1,0
16575505,1528,0,4057838287,-1,0
16624837,1528,0,1977463503,-1,0
16674169,1528,0,1977463503,-1,0
16723501,1528,0,1910354639,-1,0
16772833,1528,0,1910354639,-1,0
16822165,1528,0,4124947151,-1,0
16871497,1528,0,4124947151,-1,0
16920825,1528,0,4124947151,-1,0
16970157,1528,0,4124947151,-1,0
17019489,1528,0,1977463503,-1,0
17068821,1528,0,1977463503,-1,0
17118153,1528,0,1977463503,-1,0
17167485,1528,0,1977463503,-1,0
17216817,1528,0,4124947151,-1,0
17266149,1528,0,4124947151,-1,0
17315477,1528,0,4057838287,-1,0
17364809,1528,0,4057838287,-1,0
17414141,1528,0,1977463503,-1,0
17463473,1528,0,1977463503,-1,0
17512805,1528,0,1910354639,-1,0
17562137,1528,0,1910354639,-1,0
17611469,1528,0,4124947151,-1,0
17660801,1528,0,4124947151,-1,0
17710129,1528,0,4124947151,-1,0
17759461,1528,0,4124947151,-1,0
17808793,1528,0,1977463503,-1,0
17858125,1528,0,1977463503,-1,0
17907457,1528,0,1977463503,-1,0
17956789,1528,0,1977463503,-1,0
18006121,1528,0,4057838287,-1,0
18055453,1528,0,4057838287,-1,0
18104781,1528,0,4124947151,-1,0
18154113,1528,0,4124947151,-1,0
18203445,1528,0,1910354639,-1,0
18252777,1528,0,1910354639,-1,0
18302109,1528,0,1977463503,-1,0
18351441,1528,0,1977463503,-1,0
18400773,1528,0,4124947151,-1,0
18450105,1528,0,4124947151,-1,0
18499433,1528,0,4124947151,-1,0
18548765,1528,0,4124947151,-1,0
18598097,1528,0,1977463503,-1,0
18647429,1528,0,1977463503,-1,0
18696761,1528,0,1977463503,-1,0
18746093,1528,0,1977463503,-1,0
18795425,1528,0,4057838287,-1,0
18844757,1528,0,4057838287,-1,0
18894089,1528,0,4124947151,-1,0
18943417,1528,0,4124947151,-1,0
18992749,1528,0,1910354639,-1,0
19042081,1528,0,1910354639,-1,0
19091413,1528,0,1977463503,-1,0
19140745,1528,0,1977463503,-1,0
19190077,1528,0,4124947151,-1,0
19239409,1528,0,4124947151,-1,0
19288741,1528,0,4057838287,-1,0
19338069,1528,0,4057838287,-1,0
19387401,1528,0,1977463503,-1,0
19436733,1528,0,1977463503,-1,0
19486065,1528,0,1910354639,-1,0
19535397,1528,0,1910354639,-1,0
19584729,1528,0,4124947151,-1,0
19634061,1528,0,4124947151,-1,0
19683393,1528,0,4124947151,-1,0
19732721,1528,0,4124947151,-1,0
19782053,1528,0,1977463503,-1,0
19831385,1528,0,1977463503,-1,0
19880717,1528,0,1977463503,-1,0
19930049,1528,0,1977463503,-1,0
19979381,1528,0,4124947151,-1,0
20028713,1528,0,4124947151,-1,0
20078045,1528,0,4057838287,-1,0
20127373,1528,0,4057838287,-1,0
20176705,1528,0,1977463503,-1,0
20226037,1528,0,1977463503,-1,0
20275369,1528,0,1910354639,-1,0
20324701,1528,0,1910354639,-1,0
20374033,1528,0,4124947151,-1,0
20423365,1528,0,4124947151,-1,0
20472697,1528,0,4124947151,-1,0
20522025,1528,0,4124947151,-1,0
20571357,1528,0,1977463503,-1,0
20620689,1528,0,1977463503,-1,0
20670021,1528,0,1977463503,-1,0
20719353,1528,0,1977463503,-1,0
20768685,1528,0,4057838287,-1,0
20818017,1528,0,4057838287,-1,0
20867349,1528,0,4124947151,-1,0
20916677,1528,0,4124947151,-1,0
20966009,1528,0,1910354639,-1,0
21015341,1528,0,1910354639,-1,0
21064673,1528,0,1977463503,-1,0
21114005,1528,0,1977463503,-1,0
21114096,1528,0,4124947151,-1,0
21114096,1528,0,4124947151,-1,0
