# sidx,nbytes,magic,seq,nbad,ok
197361,1528,0,0,-1,0
246817,1528,0,0,-1,0
296149,1528,1,1,0,1
345481,1528,1,2,0,1
394813,1528,1,3,0,1
444145,1528,1,4,0,1
493477,1528,1,5,0,1
542809,1528,1,6,0,1
592137,1528,1,7,0,1
641465,1528,1,8,0,1
690793,1528,1,9,0,1
740121,1528,1,10,0,1
789449,1528,1,11,0,1
838777,1528,1,12,0,1
888105,1528,1,13,0,1
937437,1528,1,14,0,1
986769,1528,1,15,0,1
1036101,1528,1,16,0,1
1085433,1528,1,17,0,1
1134765,1528,1,18,0,1
1184097,1528,1,19,0,1
1233429,1528,1,20,0,1
1282761,1528,1,21,0,1
1332093,1528,1,22,0,1
1381425,1528,1,23,0,1
1430757,1528,1,24,0,1
1480089,1528,1,25,0,1
1529421,1528,1,26,0,1
1578753,1528,1,27,0,1
1628085,1528,1,28,0,1
1677417,1528,1,29,0,1
1726749,1528,1,30,0,1
1776081,1528,1,31,0,1
1825413,1528,1,32,0,1
1874745,1528,1,33,0,1
1924077,1528,1,34,0,1
1973409,1528,1,35,0,1
2022741,1528,1,36,0,1
2072073,1528,1,37,0,1
2121405,1528,1,38,0,1
2170737,1528,1,39,0,1
2220069,1528,1,40,0,1
2269401,1528,1,41,0,1
2318733,1528,1,42,0,1
2368065,1528,1,43,0,1
2417397,1528,1,44,0,1
2466729,1528,1,45,0,1
2516061,1528,1,46,0,1
2565393,1528,1,47,0,1
2614725,1528,1,48,0,1
2664057,1528,1,49,0,1
2713389,1528,1,50,0,1
2762721,1528,1,51,0,1
2812053,1528,1,52,0,1
2861385,1528,1,53,0,1
2910717,1528,1,54,0,1
2960049,1528,1,55,0,1
3009381,1528,1,56,0,1
3058713,1528,1,57,0,1
3108045,1528,1,58,0,1
3157377,1528,1,59,0,1
3206709,1528,1,60,0,1
3256041,1528,1,61,0,1
3305373,1528,1,62,0,1
3354705,1528,1,63,0,1
3404037,1528,1,64,0,1
3453369,1528,1,65,0,1
3502701,1528,1,66,0,1
3552033,1528,1,67,0,1
3601365,1528,1,68,0,1
3650697,1528,1,69,0,1
3700029,1528,1,70,0,1
3749361,1528,1,71,0,1
3798693,1528,1,72,0,1
3848025,1528,1,73,0,1
3897357,1528,1,74,0,1
3946689,1528,1,75,0,1
3996021,1528,1,76,0,1
4045353,1528,1,77,0,1
4094685,1528,1,78,0,1
4144017,1528,1,79,0,1
4193349,1528,1,80,0,1
4242681,1528,1,81,0,1
4292013,1528,1,82,0,1
4341345,1528,1,83,0,1
4390677,1528,1,84,0,1
4440009,1528,1,85,0,1
4489341,1528,1,86,0,1
4538673,1528,1,87,0,1
4588005,1528,1,88,0,1
4637337,1528,1,89,0,1
4686669,1528,1,90,0,1
4736001,1528,1,91,0,1
4785333,1528,1,92,0,1
4834665,1528,1,93,0,1
4883997,1528,1,94,0,1
4933329,1528,1,95,0,1
4982661,1528,1,96,0,1
5031993,1528,1,97,0,1
5081325,1528,1,98,0,1
5130657,1528,1,99,0,1
5179989,1528,1,100,0,1
5229321,1528,1,101,0,1
5278653,1528,1,102,0,1
5327985,1528,1,103,0,1
5377317,1528,1,104,0,1
5426649,1528,1,105,0,1
5475981,1528,1,106,0,1
5525313,1528,1,107,0,1
5574645,1528,1,108,0,1
5623977,1528,1,109,0,1
5673309,1528,1,110,0,1
5722641,1528,1,111,0,1
5771973,1528,1,112,0,1
5821305,1528,1,113,0,1
5870637,1528,1,114,0,1
5919969,1528,1,115,0,1
5969301,1528,1,116,0,1
6018633,1528,1,117,0,1
6067965,1528,1,118,0,1
6117297,1528,1,119,0,1
6166629,1528,1,120,0,1
6215961,1528,1,121,0,1
6265293,1528,1,122,0,1
6314625,1528,1,123,0,1
6363957,1528,1,124,0,1
6413289,1528,1,125,0,1
6462621,1528,1,126,0,1
6511953,1528,1,127,0,1
6561285,1528,1,128,0,1
6610617,1528,1,129,0,1
6659953,1528,1,130,0,1
6709285,1528,1,131,0,1
6758617,1528,1,132,0,1
6857281,1600,1,133,-1,0
6906613,1528,1,135,0,1
6955945,1528,1,136,0,1
7005277,1528,1,137,0,1
7054613,1528,1,138,0,1
