1 1297 52 3779 3857 3857 81633 96451 96457 3779
2 1298 51 3780 3859 3859 82714 97758 97764 3780
3 1299 51 3781 3861 3861 83771 99066 99072 3781
4 1307 102 3782 3863 3865 84804 100377 100383 3783
5 1301 51 3784 3867 3867 85916 101692 101698 3784
6 1303 52 3785 3869 3869 86975 103002 103009 3785
7 1303 51 3786 3871 3871 88099 104315 104322 3786
8 1308 51 3787 3873 3873 89231 105632 105638 3787
9 1302 102 3788 3875 3875 90356 106944 106951 3788
10 1302 51 3790 3879 3879 91480 108254 108260 3790
11 1301 51 3791 3881 3881 92603 109562 109569 3791
12 1302 51 3792 3883 3883 93682 110870 110877 3792
13 1300 51 3793 3885 3885 94760 112181 112187 3793
14 1299 102 3794 3887 3887 95808 113489 113496 3794
15 1299 51 3796 3891 3891 96911 114796 114802 3796
16 1299 51 3797 3893 3893 98026 116104 116110 3797
17 1299 51 3798 3895 3895 99086 117411 117418 3798
18 1299 51 3799 3897 3897 100208 118719 118725 3799
19 1299 51 3800 3899 3899 101271 120027 120033 3800
20 1300 51 3801 3901 3901 102355 121334 121340 3801
21 1299 102 3802 3903 3903 103398 122642 122648 3802
22 1300 51 3804 3907 3907 104507 123949 123956 3804
23 1300 51 3805 3909 3909 105628 125257 125263 3805
24 1299 51 3806 3911 3911 106745 126565 126571 3806
25 1299 51 3807 3913 3913 107866 127872 127878 3807
26 1299 51 3808 3915 3915 108987 129180 129186 3808
27 1299 51 3809 3917 3917 110107 130488 130494 3809
28 1299 51 3810 3919 3919 111228 131795 131801 3810
29 1299 51 3811 3921 3921 112350 133102 133108 3811
30 1297 102 3812 3923 3923 113470 134409 134415 3812
31 1299 0 3814 3927 3927 114589 135715 135721 3814
32 1298 102 3814 3927 3927 115710 137023 137029 3814
33 1299 51 3816 3931 3931 116812 138330 138336 3816
34 1299 51 3817 3933 3933 117848 139637 139643 3817
35 1299 51 3818 3935 3935 118970 140944 140950 3818
36 1300 51 3819 3937 3937 120091 142252 142259 3819
37 1299 51 3820 3939 3939 121213 143561 143567 3820
38 1299 51 3821 3941 3941 122334 144868 144875 3821
39 1299 51 3822 3943 3943 123454 146176 146182 3822
40 1299 51 3823 3945 3945 124576 147484 147490 3823
41 1299 51 3824 3947 3947 125698 148792 148798 3824
42 1299 51 3825 3949 3949 126819 150099 150105 3825
43 1300 51 3826 3951 3951 127873 151407 151413 3826
44 1299 51 3827 3953 3953 128949 152715 152721 3827
45 1299 51 3828 3955 3955 129995 154022 154028 3828
46 1299 51 3829 3957 3957 131076 155330 155336 3829
47 1299 51 3830 3959 3959 132197 156637 156644 3830
48 1300 51 3831 3961 3961 133318 157945 157951 3831
49 1299 51 3832 3963 3963 134439 159252 159259 3832
50 1299 51 3833 3965 3965 135560 160561 160567 3833
51 1299 51 3834 3967 3967 136682 161869 161875 3834
52 1299 51 3836 3971 3971 137738 163175 163181 3836
53 1298 102 3836 3971 3971 138858 164483 164489 3836
54 1300 0 3838 3975 3975 139974 165790 165796 3838
55 1298 102 3838 3975 3975 141002 167099 167105 3838
56 1300 0 3840 3979 3979 142044 168405 168411 3840
57 1298 102 3840 3979 3979 143166 169714 169720 3840
58 1300 0 3842 3983 3983 144286 171020 171027 3842
59 1298 102 3842 3983 3983 145408 172329 172335 3842
60 1299 51 3844 3987 3987 146462 173636 173642 3844
61 1299 51 3845 3989 3989 147583 174943 174949 3845
62 1299 51 3846 3991 3991 148704 176250 176257 3846
63 1299 51 3847 3993 3993 149819 177557 177564 3847
64 1299 51 3848 3995 3995 150882 178865 178871 3848
65 1299 51 3849 3997 3997 152005 180172 180178 3849
66 1298 51 3850 3999 3999 153124 181479 181485 3850
67 1299 51 3851 4001 4001 154242 182786 182792 3851
68 1299 51 3852 4003 4003 155319 184094 184100 3852
69 1299 51 3853 4005 4005 156371 185401 185407 3853
70 1299 51 3854 4007 4007 157441 186708 186714 3854
71 1300 51 3855 4009 4009 158497 188015 188021 3855
72 1299 51 3856 4011 4011 159619 189323 189329 3856
73 1299 51 3857 4013 4013 160739 190630 190637 3857
74 1300 29472 3858 4015 4015 161861 191938 191944 3858
75 1299 33706 4428 4591 4598 163067 193246 193252 4464
76 1299 50673 5057 5215 5215 164276 194553 194559 5057
77 1300 18629 5961 6125 6131 165529 195861 195867 5996
78 1299 84720 6280 6439 6439 166620 197169 197175 6280
79 1298 15916 7522 7687 7687 167916 198474 198480 7527
80 1299 58102 7803 7969 7975 169077 199781 199787 7838
81 1298 97 8798 8959 8959 170315 201088 201094 8798
82 1298 51 8799 8961 8961 171385 202394 202401 8799
83 1299 175 8800 8963 8963 172426 203703 203709 8800
84 1298 107 8802 8967 8967 173513 205010 205016 8802
85 1299 51 8803 8969 8969 174546 206318 206324 8803
86 1300 109 8804 8971 8971 175632 207626 207632 8804
87 1299 51 8805 8973 8973 176660 208934 208940 8805
88 1299 106 8806 8975 8975 177751 210241 210248 8806
89 1299 51 8807 8977 8977 178872 211549 211555 8807
90 1298 138 8808 8979 8979 179906 212856 212862 8808
91 1298 90 8810 8983 8983 181018 214162 214168 8810
92 1299 51 8811 8985 8985 182140 215469 215475 8811
93 1299 104 8812 8987 8987 183261 216776 216782 8812
94 1299 51 8813 8989 8989 184382 218083 218089 8813
95 1298 118 8814 8991 8991 185433 219390 219396 8814
96 1299 82 8816 8995 8995 186525 220697 220703 8816
97 1299 51 8817 8997 8997 187558 222004 222010 8817
98 1299 75 8818 8999 8999 188680 223312 223318 8818
99 1299 51 8819 9001 9001 189800 224619 224625 8819
100 1299 101 8820 9003 9003 190921 225927 225933 8820
101 1299 51 8821 9005 9005 192041 227234 227240 8821
102 1297 125 8822 9007 9007 193161 228541 228547 8822
103 1299 79 8824 9011 9011 194283 229847 229854 8824
104 1299 51 8825 9013 9013 195403 231155 231161 8825
105 1299 81 8826 9015 9015 196477 232462 232469 8826
106 1299 51 8827 9017 9017 197561 233770 233776 8827
107 1297 128 8828 9019 9019 198682 235077 235083 8828
108 1299 55 8830 9023 9023 199795 236383 236389 8830
109 1299 51 8831 9025 9025 200843 237691 237697 8831
110 1299 71 8832 9027 9027 201966 238999 239005 8832
111 1299 51 8833 9029 9029 203038 240306 240313 8833
112 1299 69 8834 9031 9031 204135 241613 241620 8834
113 1298 105 8835 9033 9035 205253 242920 242926 8836
114 1298 51 8837 9037 9037 206374 244227 244233 8837
115 1298 54 8838 9039 9039 207497 245534 245540 8838
116 1298 51 8839 9041 9041 208617 246841 246847 8839
117 1298 55 8840 9043 9043 209739 248148 248154 8840
118 1299 102 8841 9045 9045 210860 249456 249462 8841
119 1300 51 8843 9049 9049 211983 250763 250769 8843
120 1301 51 8844 9051 9051 213106 252072 252078 8844
121 1300 51 8845 9053 9053 214194 253381 253388 8845
122 1302 51 8846 9055 9055 215269 254692 254698 8846
123 1301 51 8847 9057 9057 216330 256002 256009 8847
124 1301 102 8849 9061 9061 217435 257312 257318 8849
125 1305 51 8850 9063 9063 218563 258624 258631 8850
126 1301 51 8851 9065 9065 219686 259933 259940 8851
127 1300 51 8852 9067 9067 220809 261242 261248 8852
128 1299 51 8853 9069 9069 221930 262550 262556 8853
129 1299 51 8854 9071 9071 223052 263858 263864 8854
130 1298 102 8855 9073 9073 224087 265165 265171 8855
131 1299 51 8857 9077 9077 225203 266472 266478 8857
132 1299 51 8858 9079 9079 226323 267779 267785 8858
133 1299 51 8859 9081 9081 227442 269086 269092 8859
134 1298 51 8860 9083 9083 228564 270393 270399 8860
135 1299 51 8861 9085 9085 229684 271700 271706 8861
136 1299 51 8862 9089 9089 230799 273005 273011 8863
137 1297 102 8863 9089 9089 231828 274313 274319 8863
138 1298 51 8865 9093 9093 232878 275618 275625 8865
139 1298 51 8866 9095 9095 233997 276926 276932 8866
140 1299 51 8867 9097 9097 235115 278233 278239 8867
141 1299 51 8868 9099 9099 236234 279540 279546 8868
142 1299 51 8869 9101 9101 237296 280847 280853 8869
143 1299 51 8870 9103 9103 238376 282155 282161 8870
144 1299 51 8871 9105 9105 239497 283462 283468 8871
145 1298 51 8872 9107 9108 240617 284768 284774 8873
146 1297 102 8873 9109 9109 241738 286076 286082 8873
147 1299 51 8875 9113 9113 242847 287382 287389 8875
148 1300 51 8876 9115 9115 243877 288690 288696 8876
149 1298 51 8877 9117 9117 245000 289998 290004 8877
150 1299 51 8878 9119 9119 246122 291305 291311 8878
151 1303 51 8879 9121 9121 247241 292612 292618 8879
152 1299 51 8880 9123 9123 248367 293924 293929 8880
153 1299 51 8881 9125 9125 249488 295231 295237 8881
154 1300 51 8882 9127 9127 250578 296538 296545 8882
155 1300 51 8883 9129 9129 251604 297846 297852 8883
156 1299 51 8884 9131 9131 252674 299154 299160 8884
157 1299 51 8885 9133 9133 253795 300461 300467 8885
158 1299 51 8886 9135 9135 254918 301769 301775 8886
159 1299 51 8887 9137 9137 256040 303077 303083 8887
160 1299 51 8888 9139 9139 257162 304384 304390 8888
161 1300 51 8889 9141 9141 258283 305692 305698 8889
162 1301 51 8890 9143 9143 259407 307002 307008 8890
163 1299 51 8891 9145 9145 260530 308310 308317 8891
164 1299 51 8892 9147 9147 261652 309618 309624 8892
165 1299 51 8893 9149 9149 262774 310926 310932 8893
166 1299 51 8894 9151 9151 263896 312232 312239 8895
167 1299 102 8895 9153 9153 265018 313541 313547 8895
168 1300 0 8897 9157 9157 266140 314848 314854 8897
169 1298 102 8897 9157 9157 267261 316156 316163 8897
170 1300 0 8899 9161 9161 268369 317463 317469 8899
171 1298 102 8899 9161 9161 269395 318771 318777 8899
172 1299 0 8901 9165 9165 270491 320077 320083 8901
173 1297 102 8901 9165 9165 271517 321385 321391 8901
174 1300 51 8903 9169 9169 272634 322691 322697 8903
175 1299 51 8904 9171 9171 273755 323999 324005 8904
176 1299 51 8905 9173 9173 274876 325306 325312 8905
177 1299 51 8906 9175 9175 275997 326614 326620 8906
178 1299 51 8907 9177 9177 277118 327921 327927 8907
179 1299 51 8908 9179 9179 278229 329229 329235 8908
180 1299 51 8909 9181 9181 279294 330537 330543 8909
181 1300 51 8910 9183 9183 280415 331844 331850 8910
182 1300 51 8911 9185 9185 281496 333152 333158 8911
183 1299 51 8912 9187 9187 282526 334460 334466 8912
184 1299 51 8913 9189 9189 283602 335767 335773 8913
185 1300 51 8914 9191 9191 284725 337075 337081 8914
186 1299 51 8915 9193 9193 285844 338383 338389 8915
187 1300 51 8916 9195 9195 286932 339690 339696 8916
188 1299 51 8917 9197 9197 288021 340998 341004 8917
189 1299 51 8918 9199 9199 289141 342305 342312 8918
190 1300 35155 8919 9201 9201 290263 343613 343619 8919
191 1299 32247 9562 9850 9856 291479 344921 344927 9597
192 1298 55839 10130 10413 10413 292625 346228 346234 10130
193 1299 15235 11108 11397 11403 293865 347535 347542 11144
194 1299 75347 11374 11664 11670 294949 348841 348848 11410
195 1299 101 12623 12908 12908 296242 350148 350154 12623
196 1299 51 12624 12910 12910 297295 351455 351461 12624
197 1298 104 12625 12912 12912 298417 352762 352768 12625
198 1297 51 12626 12914 12914 299487 354068 354074 12626
199 1297 157 12627 12916 12916 300600 355375 355381 12627
200 1298 99 12629 12920 12920 301721 356681 356687 12629
201 1299 51 12630 12922 12922 302839 357988 357994 12630
202 1300 111 12631 12924 12924 303958 359296 359302 12631
203 1299 51 12632 12926 12926 305080 360604 360610 12632
204 1299 92 12633 12928 12928 306201 361912 361918 12633
205 1299 51 12634 12932 12932 307263 363219 363225 12635
206 1299 148 12635 12932 12932 308294 364527 364533 12635
207 1299 99 12637 12936 12936 309351 365834 365840 12637
208 1299 51 12638 12938 12938 310471 367142 367148 12638
209 1300 102 12639 12940 12940 311592 368451 368457 12639
210 1299 51 12640 12942 12942 312714 369759 369765 12640
211 1298 140 12641 12944 12944 313836 371066 371073 12641
