k,seq_expected,crc_ok,seq_decoded,words,chunk,hw_lost
557,51554,0,-1,191,chunk_490_559_r0,0
558,51555,0,-1,191,chunk_560_629_r0,0
559,51556,1,51556,191,chunk_560_629_r0,0
560,51557,1,51557,191,chunk_560_629_r0,0
561,51558,1,51558,191,chunk_560_629_r0,0
562,51559,1,51559,191,chunk_560_629_r0,0
563,51560,1,51560,191,chunk_560_629_r0,0
564,51561,1,51561,191,chunk_560_629_r0,0
565,51562,1,51562,191,chunk_560_629_r0,0
567,51564,0,51563,298,chunk_560_629_r0,0
568,51565,0,-1,191,chunk_560_629_r0,0
569,51566,1,51566,191,chunk_560_629_r0,0
570,51567,1,51567,191,chunk_560_629_r0,0
571,51568,1,51568,191,chunk_560_629_r0,0
572,51569,1,51569,191,chunk_560_629_r0,0
573,51570,1,51570,191,chunk_560_629_r0,0
574,51571,1,51571,191,chunk_560_629_r0,0
575,51572,1,51572,191,chunk_560_629_r0,0
576,51573,1,51573,191,chunk_560_629_r0,0
577,51574,1,51574,191,chunk_560_629_r0,0
578,51575,1,51575,191,chunk_560_629_r0,0
579,51576,1,51576,191,chunk_560_629_r0,0
580,51577,1,51577,191,chunk_560_629_r0,0
581,51578,1,51578,191,chunk_560_629_r0,0
582,51579,1,51579,191,chunk_560_629_r0,0
583,51580,1,51580,191,chunk_560_629_r0,0
584,51581,0,-1,191,chunk_560_629_r0,0
585,51582,1,51582,191,chunk_560_629_r0,0
586,51583,1,51583,191,chunk_560_629_r0,0
587,51584,1,51584,191,chunk_560_629_r0,0
589,51586,0,-1,191,chunk_560_629_r0,0
590,51587,1,51586,191,chunk_560_629_r0,0
591,51588,1,51587,191,chunk_560_629_r0,0
592,51589,1,51588,191,chunk_560_629_r0,0
593,51590,1,51589,191,chunk_560_629_r0,0
594,51591,1,51590,191,chunk_560_629_r0,0
595,51592,1,51591,191,chunk_560_629_r0,0
596,51593,1,51592,191,chunk_560_629_r0,0
597,51594,1,51593,191,chunk_560_629_r0,0
598,51595,1,51594,191,chunk_560_629_r0,0
599,51596,1,51595,191,chunk_560_629_r0,0
600,51597,0,-1,191,chunk_560_629_r0,0
601,51598,1,51597,191,chunk_560_629_r0,0
602,51599,1,51598,191,chunk_560_629_r0,0
603,51600,1,51599,191,chunk_560_629_r0,0
604,51601,1,51600,191,chunk_560_629_r0,0
605,51602,1,51601,191,chunk_560_629_r0,0
606,51603,1,51602,191,chunk_560_629_r0,0
607,51604,1,51603,191,chunk_560_629_r0,0
608,51605,1,51604,191,chunk_560_629_r0,0
609,51606,1,51605,191,chunk_560_629_r0,0
610,51607,1,51606,191,chunk_560_629_r0,0
611,51608,1,51607,191,chunk_560_629_r0,0
612,51609,1,51608,191,chunk_560_629_r0,0
613,51610,1,51609,191,chunk_560_629_r0,0
614,51611,1,51610,191,chunk_560_629_r0,0
615,51612,1,51611,191,chunk_560_629_r0,0
616,51613,1,51612,191,chunk_560_629_r0,0
617,51614,1,51613,191,chunk_560_629_r0,0
618,51615,1,51614,191,chunk_560_629_r0,0
619,51616,1,51615,191,chunk_560_629_r0,0
620,51617,1,51616,191,chunk_560_629_r0,0
621,51618,1,51617,191,chunk_560_629_r0,0
622,51619,1,51618,191,chunk_560_629_r0,0
623,51620,1,51619,191,chunk_560_629_r0,0
624,51621,1,51620,191,chunk_560_629_r0,0
625,51622,1,51621,191,chunk_560_629_r0,0
626,51623,1,51622,191,chunk_560_629_r0,0
627,51624,1,51623,191,chunk_560_629_r0,0
628,51625,1,51624,191,chunk_630_699_r0,0
629,51626,1,51625,191,chunk_630_699_r0,0
630,51627,1,51626,191,chunk_630_699_r0,0
631,51628,1,51627,191,chunk_630_699_r0,0
632,51629,1,51628,191,chunk_630_699_r0,0
633,51630,1,51629,191,chunk_630_699_r0,0
634,51631,1,51630,191,chunk_630_699_r0,0
635,51632,1,51631,191,chunk_630_699_r0,0
636,51633,1,51632,191,chunk_630_699_r0,0
637,51634,1,51633,191,chunk_630_699_r0,0
638,51635,1,51634,191,chunk_630_699_r0,0
639,51636,1,51635,191,chunk_630_699_r0,0
640,51637,1,51636,191,chunk_630_699_r0,0
641,51638,1,51637,191,chunk_630_699_r0,0
642,51639,1,51638,191,chunk_630_699_r0,0
643,51640,1,51639,191,chunk_630_699_r0,0
644,51641,1,51640,191,chunk_630_699_r0,0
645,51642,1,51641,191,chunk_630_699_r0,0
646,51643,1,51642,191,chunk_630_699_r0,0
647,51644,1,51643,191,chunk_630_699_r0,0
648,51645,1,51644,191,chunk_630_699_r0,0
649,51646,1,51645,191,chunk_630_699_r0,0
650,51647,1,51646,191,chunk_630_699_r0,0
651,51648,1,51647,191,chunk_630_699_r0,0
652,51649,1,51648,191,chunk_630_699_r0,0
653,51650,1,51649,191,chunk_630_699_r0,0
654,51651,1,51650,191,chunk_630_699_r0,0
655,51652,1,51651,191,chunk_630_699_r0,0
656,51653,1,51652,191,chunk_630_699_r0,0
657,51654,1,51653,191,chunk_630_699_r0,0
658,51655,1,51654,191,chunk_630_699_r0,0
659,51656,1,51655,191,chunk_630_699_r0,0
660,51657,1,51656,191,chunk_630_699_r0,0
661,51658,1,51657,191,chunk_630_699_r0,0
662,51659,1,51658,191,chunk_630_699_r0,0
663,51660,1,51659,191,chunk_630_699_r0,0
664,51661,1,51660,191,chunk_630_699_r0,0
665,51662,1,51661,191,chunk_630_699_r0,0
666,51663,1,51662,191,chunk_630_699_r0,0
667,51664,1,51663,191,chunk_630_699_r0,0
668,51665,1,51664,191,chunk_630_699_r0,0
669,51666,1,51665,191,chunk_630_699_r0,0
670,51667,1,51666,191,chunk_630_699_r0,0
671,51668,1,51667,191,chunk_630_699_r0,0
672,51669,1,51668,191,chunk_630_699_r0,0
673,51670,1,51669,191,chunk_630_699_r0,0
674,51671,1,51670,191,chunk_630_699_r0,0
675,51672,1,51671,191,chunk_630_699_r0,0
676,51673,1,51672,191,chunk_630_699_r0,0
677,51674,1,51673,191,chunk_630_699_r0,0
678,51675,1,51674,191,chunk_630_699_r0,0
679,51676,1,51675,191,chunk_630_699_r0,0
680,51677,1,51676,191,chunk_630_699_r0,0
681,51678,1,51677,191,chunk_630_699_r0,0
682,51679,1,51678,191,chunk_630_699_r0,0
683,51680,1,51679,191,chunk_630_699_r0,0
684,51681,1,51680,191,chunk_630_699_r0,0
685,51682,1,51681,191,chunk_630_699_r0,0
686,51683,1,51682,191,chunk_630_699_r0,0
687,51684,1,51683,191,chunk_630_699_r0,0
688,51685,1,51684,191,chunk_630_699_r0,0
689,51686,1,51685,191,chunk_630_699_r0,0
690,51687,1,51686,191,chunk_630_699_r0,0
691,51688,1,51687,191,chunk_630_699_r0,0
692,51689,1,51688,191,chunk_630_699_r0,0
693,51690,1,51689,191,chunk_630_699_r0,0
694,51691,1,51690,191,chunk_630_699_r0,0
695,51692,1,51691,191,chunk_630_699_r0,0
696,51693,1,51692,191,chunk_630_699_r0,0
697,51694,1,51693,191,chunk_630_699_r0,0
698,51695,1,51694,191,chunk_700_769_r0,0
699,51696,1,51695,191,chunk_700_769_r0,0
700,51697,1,51696,191,chunk_700_769_r0,0
701,51698,1,51697,191,chunk_700_769_r0,0
702,51699,1,51698,191,chunk_700_769_r0,0
703,51700,1,51699,191,chunk_700_769_r0,0
704,51701,1,51700,191,chunk_700_769_r0,0
705,51702,1,51701,191,chunk_700_769_r0,0
706,51703,1,51702,191,chunk_700_769_r0,0
707,51704,1,51703,191,chunk_700_769_r0,0
708,51705,1,51704,191,chunk_700_769_r0,0
709,51706,1,51705,191,chunk_700_769_r0,0
710,51707,1,51706,191,chunk_700_769_r0,0
711,51708,1,51707,191,chunk_700_769_r0,0
712,51709,1,51708,191,chunk_700_769_r0,0
713,51710,1,51709,191,chunk_700_769_r0,0
714,51711,1,51710,191,chunk_700_769_r0,0
715,51712,1,51711,191,chunk_700_769_r0,0
716,51713,1,51712,191,chunk_700_769_r0,0
717,51714,1,51713,191,chunk_700_769_r0,0
718,51715,1,51714,191,chunk_700_769_r0,0
719,51716,1,51715,191,chunk_700_769_r0,0
720,51717,1,51716,191,chunk_700_769_r0,0
721,51718,1,51717,191,chunk_700_769_r0,0
722,51719,1,51718,191,chunk_700_769_r0,0
723,51720,1,51719,191,chunk_700_769_r0,0
724,51721,1,51720,191,chunk_700_769_r0,0
725,51722,1,51721,191,chunk_700_769_r0,0
726,51723,1,51722,191,chunk_700_769_r0,0
727,51724,1,51723,191,chunk_700_769_r0,0
728,51725,1,51724,191,chunk_700_769_r0,0
729,51726,1,51725,191,chunk_700_769_r0,0
730,51727,1,51726,191,chunk_700_769_r0,0
731,51728,1,51727,191,chunk_700_769_r0,0
732,51729,1,51728,191,chunk_700_769_r0,0
733,51730,1,51729,191,chunk_700_769_r0,0
734,51731,1,51730,191,chunk_700_769_r0,0
735,51732,1,51731,191,chunk_700_769_r0,0
736,51733,1,51732,191,chunk_700_769_r0,0
737,51734,1,51733,191,chunk_700_769_r0,0
738,51735,1,51734,191,chunk_700_769_r0,0
739,51736,1,51735,191,chunk_700_769_r0,0
740,51737,1,51736,191,chunk_700_769_r0,0
741,51738,1,51737,191,chunk_700_769_r0,0
742,51739,1,51738,191,chunk_700_769_r0,0
743,51740,1,51739,191,chunk_700_769_r0,0
744,51741,1,51740,191,chunk_700_769_r0,0
745,51742,1,51741,191,chunk_700_769_r0,0
746,51743,1,51742,191,chunk_700_769_r0,0
747,51744,1,51743,191,chunk_700_769_r0,0
748,51745,1,51744,191,chunk_700_769_r0,0
749,51746,1,51745,191,chunk_700_769_r0,0
750,51747,1,51746,191,chunk_700_769_r0,0
751,51748,1,51747,191,chunk_700_769_r0,0
752,51749,1,51748,191,chunk_700_769_r0,0
753,51750,1,51749,191,chunk_700_769_r0,0
754,51751,1,51750,191,chunk_700_769_r0,0
755,51752,1,51751,191,chunk_700_769_r0,0
756,51753,1,51752,191,chunk_700_769_r0,0
757,51754,1,51753,191,chunk_700_769_r0,0
758,51755,1,51754,191,chunk_700_769_r0,0
759,51756,1,51755,191,chunk_700_769_r0,0
760,51757,1,51756,191,chunk_700_769_r0,0
761,51758,1,51757,191,chunk_700_769_r0,0
762,51759,1,51758,191,chunk_700_769_r0,0
763,51760,1,51759,191,chunk_700_769_r0,0
764,51761,1,51760,191,chunk_700_769_r0,0
765,51762,1,51761,191,chunk_700_769_r0,0
766,51763,1,51762,191,chunk_700_769_r0,0
767,51764,1,51763,191,chunk_700_769_r0,0
768,51765,1,51764,191,chunk_770_839_r0,0
769,51766,1,51765,191,chunk_770_839_r0,0
770,51767,1,51766,191,chunk_770_839_r0,0
771,51768,1,51767,191,chunk_770_839_r0,0
772,51769,1,51768,191,chunk_770_839_r0,0
773,51770,1,51769,191,chunk_770_839_r0,0
774,51771,1,51770,191,chunk_770_839_r0,0
775,51772,1,51771,191,chunk_770_839_r0,0
776,51773,1,51772,191,chunk_770_839_r0,0
777,51774,1,51773,191,chunk_770_839_r0,0
778,51775,1,51774,191,chunk_770_839_r0,0
779,51776,1,51775,191,chunk_770_839_r0,0
780,51777,1,51776,191,chunk_770_839_r0,0
781,51778,1,51777,191,chunk_770_839_r0,0
782,51779,1,51778,191,chunk_770_839_r0,0
783,51780,1,51779,191,chunk_770_839_r0,0
784,51781,1,51780,191,chunk_770_839_r0,0
785,51782,1,51781,191,chunk_770_839_r0,0
786,51783,1,51782,191,chunk_770_839_r0,0
787,51784,1,51783,191,chunk_770_839_r0,0
788,51785,1,51784,191,chunk_770_839_r0,0
789,51786,1,51785,191,chunk_770_839_r0,0
790,51787,1,51786,191,chunk_770_839_r0,0
791,51788,1,51787,191,chunk_770_839_r0,0
792,51789,1,51788,191,chunk_770_839_r0,0
793,51790,1,51789,191,chunk_770_839_r0,0
794,51791,1,51790,191,chunk_770_839_r0,0
795,51792,1,51791,191,chunk_770_839_r0,0
796,51793,1,51792,191,chunk_770_839_r0,0
797,51794,1,51793,191,chunk_770_839_r0,0
798,51795,1,51794,191,chunk_770_839_r0,0
799,51796,1,51795,191,chunk_770_839_r0,0
800,51797,1,51796,191,chunk_770_839_r0,0
801,51798,1,51797,191,chunk_770_839_r0,0
802,51799,1,51798,191,chunk_770_839_r0,0
803,51800,1,51799,191,chunk_770_839_r0,0
804,51801,1,51800,191,chunk_770_839_r0,0
805,51802,1,51801,191,chunk_770_839_r0,0
806,51803,1,51802,191,chunk_770_839_r0,0
807,51804,1,51803,191,chunk_770_839_r0,0
808,51805,1,51804,191,chunk_770_839_r0,0
809,51806,1,51805,191,chunk_770_839_r0,0
810,51807,1,51806,191,chunk_770_839_r0,0
811,51808,1,51807,191,chunk_770_839_r0,0
812,51809,1,51808,191,chunk_770_839_r0,0
813,51810,1,51809,191,chunk_770_839_r0,0
814,51811,1,51810,191,chunk_770_839_r0,0
815,51812,1,51811,191,chunk_770_839_r0,0
816,51813,1,51812,191,chunk_770_839_r0,0
817,51814,1,51813,191,chunk_770_839_r0,0
818,51815,1,51814,191,chunk_770_839_r0,0
819,51816,1,51815,191,chunk_770_839_r0,0
820,51817,1,51816,191,chunk_770_839_r0,0
821,51818,1,51817,191,chunk_770_839_r0,0
822,51819,1,51818,191,chunk_770_839_r0,0
823,51820,1,51819,191,chunk_770_839_r0,0
824,51821,1,51820,191,chunk_770_839_r0,0
825,51822,1,51821,191,chunk_770_839_r0,0
826,51823,1,51822,191,chunk_770_839_r0,0
827,51824,1,51823,191,chunk_770_839_r0,0
828,51825,1,51824,191,chunk_770_839_r0,0
829,51826,1,51825,191,chunk_770_839_r0,0
830,51827,1,51826,191,chunk_770_839_r0,0
831,51828,1,51827,191,chunk_770_839_r0,0
832,51829,1,51828,191,chunk_770_839_r0,0
833,51830,1,51829,191,chunk_770_839_r0,0
834,51831,1,51830,191,chunk_770_839_r0,0
835,51832,1,51831,191,chunk_770_839_r0,0
836,51833,1,51832,191,chunk_770_839_r0,0
837,51834,1,51833,191,chunk_770_839_r0,0
838,51835,1,51834,191,chunk_840_909_r0,0
839,51836,1,51835,191,chunk_840_909_r0,0
840,51837,1,51836,191,chunk_840_909_r0,0
841,51838,1,51837,191,chunk_840_909_r0,0
842,51839,1,51838,191,chunk_840_909_r0,0
843,51840,1,51839,191,chunk_840_909_r0,0
844,51841,1,51840,191,chunk_840_909_r0,0
845,51842,1,51841,191,chunk_840_909_r0,0
846,51843,1,51842,191,chunk_840_909_r0,0
847,51844,1,51843,191,chunk_840_909_r0,0
848,51845,1,51844,191,chunk_840_909_r0,0
849,51846,1,51845,191,chunk_840_909_r0,0
850,51847,1,51846,191,chunk_840_909_r0,0
851,51848,1,51847,191,chunk_840_909_r0,0
852,51849,1,51848,191,chunk_840_909_r0,0
853,51850,1,51849,191,chunk_840_909_r0,0
854,51851,1,51850,191,chunk_840_909_r0,0
855,51852,1,51851,191,chunk_840_909_r0,0
856,51853,1,51852,191,chunk_840_909_r0,0
857,51854,1,51853,191,chunk_840_909_r0,0
858,51855,1,51854,191,chunk_840_909_r0,0
859,51856,1,51855,191,chunk_840_909_r0,0
860,51857,1,51856,191,chunk_840_909_r0,0
861,51858,1,51857,191,chunk_840_909_r0,0
862,51859,1,51858,191,chunk_840_909_r0,0
863,51860,1,51859,191,chunk_840_909_r0,0
864,51861,1,51860,191,chunk_840_909_r0,0
865,51862,1,51861,191,chunk_840_909_r0,0
866,51863,1,51862,191,chunk_840_909_r0,0
867,51864,1,51863,191,chunk_840_909_r0,0
868,51865,1,51864,191,chunk_840_909_r0,0
869,51866,1,51865,191,chunk_840_909_r0,0
870,51867,1,51866,191,chunk_840_909_r0,0
871,51868,1,51867,191,chunk_840_909_r0,0
872,51869,1,51868,191,chunk_840_909_r0,0
873,51870,1,51869,191,chunk_840_909_r0,0
874,51871,1,51870,191,chunk_840_909_r0,0
875,51872,1,51871,191,chunk_840_909_r0,0
876,51873,1,51872,191,chunk_840_909_r0,0
877,51874,1,51873,191,chunk_840_909_r0,0
878,51875,1,51874,191,chunk_840_909_r0,0
879,51876,1,51875,191,chunk_840_909_r0,0
880,51877,1,51876,191,chunk_840_909_r0,0
881,51878,1,51877,191,chunk_840_909_r0,0
882,51879,1,51878,191,chunk_840_909_r0,0
883,51880,1,51879,191,chunk_840_909_r0,0
884,51881,1,51880,191,chunk_840_909_r0,0
885,51882,1,51881,191,chunk_840_909_r0,0
886,51883,1,51882,191,chunk_840_909_r0,0
887,51884,1,51883,191,chunk_840_909_r0,0
888,51885,1,51884,191,chunk_840_909_r0,0
889,51886,1,51885,191,chunk_840_909_r0,0
890,51887,1,51886,191,chunk_840_909_r0,0
891,51888,1,51887,191,chunk_840_909_r0,0
892,51889,1,51888,191,chunk_840_909_r0,0
893,51890,1,51889,191,chunk_840_909_r0,0
894,51891,1,51890,191,chunk_840_909_r0,0
895,51892,1,51891,191,chunk_840_909_r0,0
896,51893,1,51892,191,chunk_840_909_r0,0
897,51894,1,51893,191,chunk_840_909_r0,0
898,51895,1,51894,191,chunk_840_909_r0,0
899,51896,1,51895,191,chunk_840_909_r0,0
900,51897,1,51896,191,chunk_840_909_r0,0
901,51898,1,51897,191,chunk_840_909_r0,0
902,51899,1,51898,191,chunk_840_909_r0,0
903,51900,1,51899,191,chunk_840_909_r0,0
904,51901,1,51900,191,chunk_840_909_r0,0
905,51902,1,51901,191,chunk_840_909_r0,0
906,51903,1,51902,191,chunk_840_909_r0,0
907,51904,1,51903,191,chunk_840_909_r0,0
908,51905,1,51904,191,chunk_910_979_r0,0
909,51906,1,51905,191,chunk_910_979_r0,0
910,51907,1,51906,191,chunk_910_979_r0,0
911,51908,1,51907,191,chunk_910_979_r0,0
912,51909,1,51908,191,chunk_910_979_r0,0
913,51910,1,51909,191,chunk_910_979_r0,0
914,51911,1,51910,191,chunk_910_979_r0,0
915,51912,1,51911,191,chunk_910_979_r0,0
916,51913,1,51912,191,chunk_910_979_r0,0
917,51914,1,51913,191,chunk_910_979_r0,0
918,51915,1,51914,191,chunk_910_979_r0,0
919,51916,1,51915,191,chunk_910_979_r0,0
920,51917,1,51916,191,chunk_910_979_r0,0
921,51918,1,51917,191,chunk_910_979_r0,0
922,51919,1,51918,191,chunk_910_979_r0,0
923,51920,1,51919,191,chunk_910_979_r0,0
924,51921,1,51920,191,chunk_910_979_r0,0
925,51922,1,51921,191,chunk_910_979_r0,0
926,51923,1,51922,191,chunk_910_979_r0,0
927,51924,1,51923,191,chunk_910_979_r0,0
928,51925,1,51924,191,chunk_910_979_r0,0
929,51926,1,51925,191,chunk_910_979_r0,0
930,51927,1,51926,191,chunk_910_979_r0,0
931,51928,1,51927,191,chunk_910_979_r0,0
932,51929,1,51928,191,chunk_910_979_r0,0
933,51930,1,51929,191,chunk_910_979_r0,0
934,51931,1,51930,191,chunk_910_979_r0,0
935,51932,1,51931,191,chunk_910_979_r0,0
936,51933,1,51932,191,chunk_910_979_r0,0
937,51934,1,51933,191,chunk_910_979_r0,0
938,51935,1,51934,191,chunk_910_979_r0,0
939,51936,1,51935,191,chunk_910_979_r0,0
940,51937,1,51936,191,chunk_910_979_r0,0
941,51938,1,51937,191,chunk_910_979_r0,0
942,51939,1,51938,191,chunk_910_979_r0,0
943,51940,1,51939,191,chunk_910_979_r0,0
944,51941,1,51940,191,chunk_910_979_r0,0
945,51942,1,51941,191,chunk_910_979_r0,0
946,51943,1,51942,191,chunk_910_979_r0,0
947,51944,1,51943,191,chunk_910_979_r0,0
948,51945,1,51944,191,chunk_910_979_r0,0
949,51946,1,51945,191,chunk_910_979_r0,0
950,51947,1,51946,191,chunk_910_979_r0,0
951,51948,1,51947,191,chunk_910_979_r0,0
952,51949,1,51948,191,chunk_910_979_r0,0
953,51950,1,51949,191,chunk_910_979_r0,0
954,51951,1,51950,191,chunk_910_979_r0,0
955,51952,1,51951,191,chunk_910_979_r0,0
956,51953,1,51952,191,chunk_910_979_r0,0
957,51954,1,51953,191,chunk_910_979_r0,0
958,51955,1,51954,191,chunk_910_979_r0,0
959,51956,1,51955,191,chunk_910_979_r0,0
960,51957,1,51956,191,chunk_910_979_r0,0
961,51958,1,51957,191,chunk_910_979_r0,0
962,51959,1,51958,191,chunk_910_979_r0,0
963,51960,1,51959,191,chunk_910_979_r0,0
964,51961,1,51960,191,chunk_910_979_r0,0
965,51962,1,51961,191,chunk_910_979_r0,0
966,51963,1,51962,191,chunk_910_979_r0,0
967,51964,1,51963,191,chunk_910_979_r0,0
968,51965,1,51964,191,chunk_910_979_r0,0
969,51966,1,51965,191,chunk_910_979_r0,0
970,51967,1,51966,191,chunk_910_979_r0,0
971,51968,1,51967,191,chunk_910_979_r0,0
972,51969,1,51968,191,chunk_910_979_r0,0
973,51970,1,51969,191,chunk_910_979_r0,0
974,51971,1,51970,191,chunk_910_979_r0,0
975,51972,1,51971,191,chunk_910_979_r0,0
976,51973,1,51972,191,chunk_910_979_r0,0
977,51974,1,51973,191,chunk_910_979_r0,0
978,51975,1,51974,191,chunk_980_1049_r0,0
979,51976,1,51975,191,chunk_980_1049_r0,0
980,51977,1,51976,191,chunk_980_1049_r0,0
981,51978,1,51977,191,chunk_980_1049_r0,0
982,51979,1,51978,191,chunk_980_1049_r0,0
983,51980,1,51979,191,chunk_980_1049_r0,0
984,51981,1,51980,191,chunk_980_1049_r0,0
985,51982,1,51981,191,chunk_980_1049_r0,0
986,51983,1,51982,191,chunk_980_1049_r0,0
987,51984,1,51983,191,chunk_980_1049_r0,0
988,51985,1,51984,191,chunk_980_1049_r0,0
989,51986,1,51985,191,chunk_980_1049_r0,0
990,51987,1,51986,191,chunk_980_1049_r0,0
991,51988,1,51987,191,chunk_980_1049_r0,0
992,51989,1,51988,191,chunk_980_1049_r0,0
993,51990,1,51989,191,chunk_980_1049_r0,0
994,51991,1,51990,191,chunk_980_1049_r0,0
995,51992,1,51991,191,chunk_980_1049_r0,0
996,51993,1,51992,191,chunk_980_1049_r0,0
997,51994,1,51993,191,chunk_980_1049_r0,0
998,51995,1,51994,191,chunk_980_1049_r0,0
999,51996,1,51995,191,chunk_980_1049_r0,0
1000,51997,1,51996,191,chunk_980_1049_r0,0
1001,51998,1,51997,191,chunk_980_1049_r0,0
1002,51999,1,51998,191,chunk_980_1049_r0,0
1003,52000,1,51999,191,chunk_980_1049_r0,0
1004,52001,1,52000,191,chunk_980_1049_r0,0
1005,52002,1,52001,191,chunk_980_1049_r0,0
1006,52003,1,52002,191,chunk_980_1049_r0,0
1007,52004,1,52003,191,chunk_980_1049_r0,0
1008,52005,1,52004,191,chunk_980_1049_r0,0
1009,52006,1,52005,191,chunk_980_1049_r0,0
1010,52007,1,52006,191,chunk_980_1049_r0,0
1011,52008,1,52007,191,chunk_980_1049_r0,0
1012,52009,1,52008,191,chunk_980_1049_r0,0
1013,52010,1,52009,191,chunk_980_1049_r0,0
1014,52011,1,52010,191,chunk_980_1049_r0,0
1015,52012,1,52011,191,chunk_980_1049_r0,0
1016,52013,1,52012,191,chunk_980_1049_r0,0
1017,52014,1,52013,191,chunk_980_1049_r0,0
1018,52015,1,52014,191,chunk_980_1049_r0,0
1019,52016,1,52015,191,chunk_980_1049_r0,0
1020,52017,1,52016,191,chunk_980_1049_r0,0
1021,52018,1,52017,191,chunk_980_1049_r0,0
1022,52019,1,52018,191,chunk_980_1049_r0,0
1023,52020,1,52019,191,chunk_980_1049_r0,0
1024,52021,1,52020,191,chunk_980_1049_r0,0
1025,52022,1,52021,191,chunk_980_1049_r0,0
1026,52023,1,52022,191,chunk_980_1049_r0,0
1027,52024,1,52023,191,chunk_980_1049_r0,0
1028,52025,1,52024,191,chunk_980_1049_r0,0
1029,52026,1,52025,191,chunk_980_1049_r0,0
1030,52027,1,52026,191,chunk_980_1049_r0,0
1031,52028,1,52027,191,chunk_980_1049_r0,0
1032,52029,1,52028,191,chunk_980_1049_r0,0
1033,52030,1,52029,191,chunk_980_1049_r0,0
1034,52031,1,52030,191,chunk_980_1049_r0,0
1035,52032,1,52031,191,chunk_980_1049_r0,0
1036,52033,1,52032,191,chunk_980_1049_r0,0
1037,52034,1,52033,191,chunk_980_1049_r0,0
1038,52035,1,52034,191,chunk_980_1049_r0,0
1039,52036,1,52035,191,chunk_980_1049_r0,0
1040,52037,1,52036,191,chunk_980_1049_r0,0
1041,52038,1,52037,191,chunk_980_1049_r0,0
1042,52039,1,52038,191,chunk_980_1049_r0,0
1043,52040,1,52039,191,chunk_980_1049_r0,0
1044,52041,1,52040,191,chunk_980_1049_r0,0
1045,52042,1,52041,191,chunk_980_1049_r0,0
1046,52043,1,52042,191,chunk_980_1049_r0,0
1047,52044,1,52043,191,chunk_980_1049_r0,0
1048,52045,1,52044,191,chunk_1050_1119_r0,0
1049,52046,1,52045,191,chunk_1050_1119_r0,0
1050,52047,1,52046,191,chunk_1050_1119_r0,0
1051,52048,1,52047,191,chunk_1050_1119_r0,0
1052,52049,1,52048,191,chunk_1050_1119_r0,0
1053,52050,1,52049,191,chunk_1050_1119_r0,0
1054,52051,1,52050,191,chunk_1050_1119_r0,0
1055,52052,1,52051,191,chunk_1050_1119_r0,0
1056,52053,1,52052,191,chunk_1050_1119_r0,0
1057,52054,1,52053,191,chunk_1050_1119_r0,0
1058,52055,1,52054,191,chunk_1050_1119_r0,0
1059,52056,1,52055,191,chunk_1050_1119_r0,0
1060,52057,1,52056,191,chunk_1050_1119_r0,0
1061,52058,1,52057,191,chunk_1050_1119_r0,0
1062,52059,1,52058,191,chunk_1050_1119_r0,0
1063,52060,1,52059,191,chunk_1050_1119_r0,0
1064,52061,1,52060,191,chunk_1050_1119_r0,0
1065,52062,1,52061,191,chunk_1050_1119_r0,0
1066,52063,1,52062,191,chunk_1050_1119_r0,0
1067,52064,1,52063,191,chunk_1050_1119_r0,0
1068,52065,1,52064,191,chunk_1050_1119_r0,0
1069,52066,1,52065,191,chunk_1050_1119_r0,0
1070,52067,1,52066,191,chunk_1050_1119_r0,0
1071,52068,1,52067,191,chunk_1050_1119_r0,0
1072,52069,1,52068,191,chunk_1050_1119_r0,0
1073,52070,1,52069,191,chunk_1050_1119_r0,0
1074,52071,1,52070,191,chunk_1050_1119_r0,0
1075,52072,1,52071,191,chunk_1050_1119_r0,0
1076,52073,1,52072,191,chunk_1050_1119_r0,0
1077,52074,1,52073,191,chunk_1050_1119_r0,0
1078,52075,1,52074,191,chunk_1050_1119_r0,0
1079,52076,1,52075,191,chunk_1050_1119_r0,0
1080,52077,1,52076,191,chunk_1050_1119_r0,0
1081,52078,1,52077,191,chunk_1050_1119_r0,0
1082,52079,1,52078,191,chunk_1050_1119_r0,0
1083,52080,1,52079,191,chunk_1050_1119_r0,0
1084,52081,1,52080,191,chunk_1050_1119_r0,0
1085,52082,1,52081,191,chunk_1050_1119_r0,0
1086,52083,1,52082,191,chunk_1050_1119_r0,0
1087,52084,1,52083,191,chunk_1050_1119_r0,0
1088,52085,1,52084,191,chunk_1050_1119_r0,0
1089,52086,1,52085,191,chunk_1050_1119_r0,0
1090,52087,1,52086,191,chunk_1050_1119_r0,0
1091,52088,1,52087,191,chunk_1050_1119_r0,0
1092,52089,1,52088,191,chunk_1050_1119_r0,0
1093,52090,1,52089,191,chunk_1050_1119_r0,0
1094,52091,1,52090,191,chunk_1050_1119_r0,0
1095,52092,1,52091,191,chunk_1050_1119_r0,0
1096,52093,1,52092,191,chunk_1050_1119_r0,0
1097,52094,1,52093,191,chunk_1050_1119_r0,0
1098,52095,1,52094,191,chunk_1050_1119_r0,0
1099,52096,1,52095,191,chunk_1050_1119_r0,0
1100,52097,1,52096,191,chunk_1050_1119_r0,0
1101,52098,1,52097,191,chunk_1050_1119_r0,0
1102,52099,1,52098,191,chunk_1050_1119_r0,0
1103,52100,1,52099,191,chunk_1050_1119_r0,0
1104,52101,1,52100,191,chunk_1050_1119_r0,0
1105,52102,1,52101,191,chunk_1050_1119_r0,0
