k,seq_expected,crc_ok,seq_decoded,words,chunk,hw_lost
1106,52103,1,52102,191,chunk_1050_1119_r0,0
1107,52104,1,52103,191,chunk_1050_1119_r0,0
1108,52105,1,52104,191,chunk_1050_1119_r0,0
1109,52106,1,52105,191,chunk_1050_1119_r0,0
1110,52107,1,52106,191,chunk_1050_1119_r0,1
1111,52108,1,52109,191,chunk_1050_1119_r0,1
1112,52109,1,52110,191,chunk_1050_1119_r0,0
1113,52110,1,52111,191,chunk_1050_1119_r0,0
1114,52111,1,52112,191,chunk_1050_1119_r0,0
1115,52112,1,52113,191,chunk_1050_1119_r0,0
1116,52113,1,52114,191,chunk_1050_1119_r0,0
1117,52114,1,52115,191,chunk_1050_1119_r0,0
1118,52115,1,52116,191,chunk_1120_1189_r0,0
1119,52116,1,52117,191,chunk_1120_1189_r0,0
1120,52117,1,52118,191,chunk_1120_1189_r0,0
1121,52118,1,52119,191,chunk_1120_1189_r0,0
1122,52119,1,52120,191,chunk_1120_1189_r0,0
1123,52120,1,52121,191,chunk_1120_1189_r0,0
1124,52121,1,52122,191,chunk_1120_1189_r0,0
1125,52122,1,52123,191,chunk_1120_1189_r0,0
1126,52123,0,52124,191,chunk_1120_1189_r0,0
1127,52124,1,52125,191,chunk_1120_1189_r0,0
1128,52125,1,52126,191,chunk_1120_1189_r0,0
1129,52126,1,52127,191,chunk_1120_1189_r0,0
1130,52127,1,52128,191,chunk_1120_1189_r0,0
1131,52128,1,52129,191,chunk_1120_1189_r0,0
1132,52129,1,52130,191,chunk_1120_1189_r0,0
1133,52130,1,52131,191,chunk_1120_1189_r0,0
1134,52131,1,52132,191,chunk_1120_1189_r0,0
1135,52132,1,52133,191,chunk_1120_1189_r0,0
1136,52133,1,52134,191,chunk_1120_1189_r0,0
1137,52134,1,52135,191,chunk_1120_1189_r0,0
1138,52135,1,52136,191,chunk_1120_1189_r0,0
1139,52136,1,52137,191,chunk_1120_1189_r0,0
1140,52137,1,52138,191,chunk_1120_1189_r0,0
1141,52138,1,52139,191,chunk_1120_1189_r0,0
1142,52139,1,52140,191,chunk_1120_1189_r0,0
1143,52140,1,52141,191,chunk_1120_1189_r0,0
1144,52141,1,52142,191,chunk_1120_1189_r0,0
1145,52142,1,52143,191,chunk_1120_1189_r0,0
1146,52143,1,52144,191,chunk_1120_1189_r0,0
1147,52144,1,52145,191,chunk_1120_1189_r0,0
1148,52145,1,52146,191,chunk_1120_1189_r0,0
1149,52146,1,52147,191,chunk_1120_1189_r0,0
1150,52147,1,52148,191,chunk_1120_1189_r0,0
1151,52148,1,52149,191,chunk_1120_1189_r0,0
1152,52149,1,52150,191,chunk_1120_1189_r0,0
1153,52150,1,52151,191,chunk_1120_1189_r0,0
1154,52151,1,52152,191,chunk_1120_1189_r0,0
1155,52152,1,52153,191,chunk_1120_1189_r0,0
1156,52153,1,52154,191,chunk_1120_1189_r0,0
1157,52154,1,52155,191,chunk_1120_1189_r0,0
1158,52155,1,52156,191,chunk_1120_1189_r0,0
1159,52156,1,52157,191,chunk_1120_1189_r0,0
1160,52157,1,52158,191,chunk_1120_1189_r0,0
1161,52158,1,52159,191,chunk_1120_1189_r0,0
1162,52159,1,52160,191,chunk_1120_1189_r0,0
1163,52160,1,52161,191,chunk_1120_1189_r0,0
1164,52161,1,52162,191,chunk_1120_1189_r0,0
1165,52162,1,52163,191,chunk_1120_1189_r0,0
1166,52163,1,52164,191,chunk_1120_1189_r0,0
1167,52164,1,52165,191,chunk_1120_1189_r0,0
1168,52165,1,52166,191,chunk_1120_1189_r0,0
1169,52166,1,52167,191,chunk_1120_1189_r0,0
1170,52167,1,52168,191,chunk_1120_1189_r0,0
1171,52168,1,52169,191,chunk_1120_1189_r0,0
1172,52169,1,52170,191,chunk_1120_1189_r0,0
1173,52170,1,52171,191,chunk_1120_1189_r0,0
1174,52171,1,52172,191,chunk_1120_1189_r0,0
1175,52172,1,52173,191,chunk_1120_1189_r0,0
1176,52173,1,52174,191,chunk_1120_1189_r0,0
1177,52174,1,52175,191,chunk_1120_1189_r0,0
1178,52175,1,52176,191,chunk_1120_1189_r0,0
1179,52176,1,52177,191,chunk_1120_1189_r0,0
1180,52177,1,52178,191,chunk_1120_1189_r0,0
1181,52178,1,52179,191,chunk_1120_1189_r0,0
1182,52179,1,52180,191,chunk_1120_1189_r0,0
1183,52180,1,52181,191,chunk_1120_1189_r0,0
1184,52181,1,52182,191,chunk_1120_1189_r0,0
1185,52182,1,52183,191,chunk_1120_1189_r0,0
1186,52183,1,52184,191,chunk_1120_1189_r0,0
1187,52184,1,52185,191,chunk_1120_1189_r0,0
1188,52185,1,52186,191,chunk_1190_1259_r0,0
1189,52186,1,52187,191,chunk_1190_1259_r0,0
1190,52187,1,52188,191,chunk_1190_1259_r0,0
1191,52188,1,52189,191,chunk_1190_1259_r0,0
1192,52189,1,52190,191,chunk_1190_1259_r0,0
1193,52190,1,52191,191,chunk_1190_1259_r0,0
1194,52191,1,52192,191,chunk_1190_1259_r0,0
1195,52192,1,52193,191,chunk_1190_1259_r0,0
1196,52193,1,52194,191,chunk_1190_1259_r0,0
1197,52194,1,52195,191,chunk_1190_1259_r0,0
1198,52195,1,52196,191,chunk_1190_1259_r0,0
1199,52196,1,52197,191,chunk_1190_1259_r0,0
1200,52197,1,52198,191,chunk_1190_1259_r0,0
1201,52198,1,52199,191,chunk_1190_1259_r0,0
1202,52199,1,52200,191,chunk_1190_1259_r0,0
1203,52200,1,52201,191,chunk_1190_1259_r0,0
1204,52201,1,52202,191,chunk_1190_1259_r0,0
1205,52202,1,52203,191,chunk_1190_1259_r0,0
1206,52203,1,52204,191,chunk_1190_1259_r0,0
1207,52204,1,52205,191,chunk_1190_1259_r0,0
1208,52205,1,52206,191,chunk_1190_1259_r0,0
1209,52206,1,52207,191,chunk_1190_1259_r0,0
1210,52207,1,52208,191,chunk_1190_1259_r0,0
1211,52208,1,52209,191,chunk_1190_1259_r0,0
1212,52209,1,52210,191,chunk_1190_1259_r0,0
1213,52210,1,52211,191,chunk_1190_1259_r0,0
1214,52211,1,52212,191,chunk_1190_1259_r0,0
1215,52212,1,52213,191,chunk_1190_1259_r0,0
1216,52213,1,52214,191,chunk_1190_1259_r0,0
1217,52214,1,52215,191,chunk_1190_1259_r0,0
1218,52215,1,52216,191,chunk_1190_1259_r0,0
1219,52216,1,52217,191,chunk_1190_1259_r0,0
1220,52217,1,52218,191,chunk_1190_1259_r0,0
1221,52218,1,52219,191,chunk_1190_1259_r0,0
1222,52219,1,52220,191,chunk_1190_1259_r0,0
1223,52220,1,52221,191,chunk_1190_1259_r0,0
1224,52221,1,52222,191,chunk_1190_1259_r0,0
1225,52222,1,52223,191,chunk_1190_1259_r0,0
1226,52223,1,52224,191,chunk_1190_1259_r0,0
1227,52224,1,52225,191,chunk_1190_1259_r0,0
1228,52225,1,52226,191,chunk_1190_1259_r0,0
1229,52226,1,52227,191,chunk_1190_1259_r0,0
1230,52227,1,52228,191,chunk_1190_1259_r0,0
1231,52228,1,52229,191,chunk_1190_1259_r0,0
1232,52229,1,52230,191,chunk_1190_1259_r0,0
1233,52230,1,52231,191,chunk_1190_1259_r0,0
1234,52231,1,52232,191,chunk_1190_1259_r0,0
1235,52232,1,52233,191,chunk_1190_1259_r0,0
1236,52233,1,52234,191,chunk_1190_1259_r0,0
1237,52234,1,52235,191,chunk_1190_1259_r0,0
1238,52235,1,52236,191,chunk_1190_1259_r0,0
1239,52236,1,52237,191,chunk_1190_1259_r0,0
1240,52237,1,52238,191,chunk_1190_1259_r0,0
1241,52238,1,52239,191,chunk_1190_1259_r0,0
1242,52239,1,52240,191,chunk_1190_1259_r0,0
1243,52240,1,52241,191,chunk_1190_1259_r0,0
1244,52241,1,52242,191,chunk_1190_1259_r0,0
1245,52242,1,52243,191,chunk_1190_1259_r0,0
1246,52243,1,52244,191,chunk_1190_1259_r0,0
1247,52244,1,52245,191,chunk_1190_1259_r0,0
1248,52245,1,52246,191,chunk_1190_1259_r0,0
1249,52246,1,52247,191,chunk_1190_1259_r0,0
1250,52247,1,52248,191,chunk_1190_1259_r0,0
1251,52248,1,52249,191,chunk_1190_1259_r0,0
1252,52249,1,52250,191,chunk_1190_1259_r0,0
1253,52250,1,52251,191,chunk_1190_1259_r0,0
1254,52251,1,52252,191,chunk_1190_1259_r0,0
1255,52252,1,52253,191,chunk_1190_1259_r0,0
1256,52253,1,52254,191,chunk_1190_1259_r0,0
1257,52254,1,52255,191,chunk_1190_1259_r0,0
1258,52255,1,52256,191,chunk_1260_1329_r0,0
1259,52256,1,52257,191,chunk_1260_1329_r0,0
1260,52257,1,52258,191,chunk_1260_1329_r0,0
1261,52258,1,52259,191,chunk_1260_1329_r0,0
1262,52259,1,52260,191,chunk_1260_1329_r0,0
1263,52260,1,52261,191,chunk_1260_1329_r0,0
1264,52261,1,52262,191,chunk_1260_1329_r0,0
1265,52262,1,52263,191,chunk_1260_1329_r0,0
1266,52263,1,52264,191,chunk_1260_1329_r0,0
1267,52264,1,52265,191,chunk_1260_1329_r0,0
1268,52265,1,52266,191,chunk_1260_1329_r0,0
1269,52266,1,52267,191,chunk_1260_1329_r0,0
1270,52267,1,52268,191,chunk_1260_1329_r0,0
1271,52268,1,52269,191,chunk_1260_1329_r0,0
1272,52269,1,52270,191,chunk_1260_1329_r0,0
1273,52270,1,52271,191,chunk_1260_1329_r0,0
1274,52271,1,52272,191,chunk_1260_1329_r0,0
1275,52272,1,52273,191,chunk_1260_1329_r0,0
1276,52273,1,52274,191,chunk_1260_1329_r0,0
1277,52274,1,52275,191,chunk_1260_1329_r0,0
1278,52275,1,52276,191,chunk_1260_1329_r0,0
1279,52276,1,52277,191,chunk_1260_1329_r0,0
1280,52277,1,52278,191,chunk_1260_1329_r0,0
1281,52278,1,52279,191,chunk_1260_1329_r0,0
1282,52279,1,52280,191,chunk_1260_1329_r0,0
1283,52280,1,52281,191,chunk_1260_1329_r0,0
1284,52281,1,52282,191,chunk_1260_1329_r0,0
1285,52282,1,52283,191,chunk_1260_1329_r0,0
1286,52283,1,52284,191,chunk_1260_1329_r0,0
1287,52284,1,52285,191,chunk_1260_1329_r0,0
1288,52285,1,52286,191,chunk_1260_1329_r0,0
1289,52286,1,52287,191,chunk_1260_1329_r0,0
1290,52287,1,52288,191,chunk_1260_1329_r0,0
1291,52288,1,52289,191,chunk_1260_1329_r0,0
1292,52289,1,52290,191,chunk_1260_1329_r0,0
1293,52290,1,52291,191,chunk_1260_1329_r0,0
1294,52291,1,52292,191,chunk_1260_1329_r0,0
1295,52292,1,52293,191,chunk_1260_1329_r0,0
1296,52293,1,52294,191,chunk_1260_1329_r0,0
1297,52294,1,52295,191,chunk_1260_1329_r0,0
1298,52295,1,52296,191,chunk_1260_1329_r0,0
1299,52296,1,52297,191,chunk_1260_1329_r0,0
1300,52297,1,52298,191,chunk_1260_1329_r0,0
1301,52298,1,52299,191,chunk_1260_1329_r0,0
1302,52299,1,52300,191,chunk_1260_1329_r0,0
1303,52300,1,52301,191,chunk_1260_1329_r0,0
1304,52301,1,52302,191,chunk_1260_1329_r0,0
1305,52302,1,52303,191,chunk_1260_1329_r0,0
1306,52303,1,52304,191,chunk_1260_1329_r0,0
1307,52304,1,52305,191,chunk_1260_1329_r0,0
1308,52305,1,52306,191,chunk_1260_1329_r0,0
1309,52306,1,52307,191,chunk_1260_1329_r0,0
1310,52307,1,52308,191,chunk_1260_1329_r0,0
1311,52308,1,52309,191,chunk_1260_1329_r0,0
1312,52309,1,52310,191,chunk_1260_1329_r0,0
1313,52310,1,52311,191,chunk_1260_1329_r0,0
1314,52311,1,52312,191,chunk_1260_1329_r0,0
1315,52312,1,52313,191,chunk_1260_1329_r0,0
1316,52313,1,52314,191,chunk_1260_1329_r0,0
1317,52314,1,52315,191,chunk_1260_1329_r0,0
1318,52315,1,52316,191,chunk_1260_1329_r0,0
1319,52316,1,52317,191,chunk_1260_1329_r0,0
1320,52317,1,52318,191,chunk_1260_1329_r0,0
1321,52318,1,52319,191,chunk_1260_1329_r0,0
1322,52319,1,52320,191,chunk_1260_1329_r0,0
1323,52320,1,52321,191,chunk_1260_1329_r0,0
1324,52321,1,52322,191,chunk_1260_1329_r0,0
1325,52322,1,52323,191,chunk_1260_1329_r0,0
1326,52323,1,52324,191,chunk_1260_1329_r0,0
1327,52324,1,52325,191,chunk_1260_1329_r0,0
1328,52325,1,52326,191,chunk_1330_1399_r0,0
1329,52326,1,52327,191,chunk_1330_1399_r0,0
1330,52327,1,52328,191,chunk_1330_1399_r0,0
1331,52328,1,52329,191,chunk_1330_1399_r0,0
1332,52329,1,52330,191,chunk_1330_1399_r0,0
1333,52330,1,52331,191,chunk_1330_1399_r0,0
1334,52331,1,52332,191,chunk_1330_1399_r0,0
1335,52332,1,52333,191,chunk_1330_1399_r0,0
1336,52333,1,52334,191,chunk_1330_1399_r0,0
1337,52334,1,52335,191,chunk_1330_1399_r0,0
1338,52335,1,52336,191,chunk_1330_1399_r0,0
1339,52336,1,52337,191,chunk_1330_1399_r0,0
1340,52337,1,52338,191,chunk_1330_1399_r0,0
1341,52338,1,52339,191,chunk_1330_1399_r0,0
1342,52339,1,52340,191,chunk_1330_1399_r0,0
1343,52340,1,52341,191,chunk_1330_1399_r0,0
1344,52341,1,52342,191,chunk_1330_1399_r0,0
1345,52342,1,52343,191,chunk_1330_1399_r0,0
1346,52343,1,52344,191,chunk_1330_1399_r0,0
1347,52344,1,52345,191,chunk_1330_1399_r0,0
1348,52345,1,52346,191,chunk_1330_1399_r0,0
1349,52346,1,52347,191,chunk_1330_1399_r0,0
1350,52347,1,52348,191,chunk_1330_1399_r0,0
1351,52348,1,52349,191,chunk_1330_1399_r0,0
1352,52349,1,52350,191,chunk_1330_1399_r0,0
1353,52350,1,52351,191,chunk_1330_1399_r0,0
1354,52351,1,52352,191,chunk_1330_1399_r0,0
1355,52352,1,52353,191,chunk_1330_1399_r0,0
1356,52353,1,52354,191,chunk_1330_1399_r0,0
1357,52354,1,52355,191,chunk_1330_1399_r0,0
1358,52355,1,52356,191,chunk_1330_1399_r0,0
1359,52356,1,52357,191,chunk_1330_1399_r0,0
1360,52357,1,52358,191,chunk_1330_1399_r0,0
1361,52358,1,52359,191,chunk_1330_1399_r0,0
1362,52359,1,52360,191,chunk_1330_1399_r0,0
1363,52360,1,52361,191,chunk_1330_1399_r0,0
1364,52361,1,52362,191,chunk_1330_1399_r0,0
1365,52362,1,52363,191,chunk_1330_1399_r0,0
1366,52363,1,52364,191,chunk_1330_1399_r0,0
1367,52364,1,52365,191,chunk_1330_1399_r0,0
1368,52365,1,52366,191,chunk_1330_1399_r0,0
1369,52366,1,52367,191,chunk_1330_1399_r0,0
1370,52367,1,52368,191,chunk_1330_1399_r0,0
1371,52368,1,52369,191,chunk_1330_1399_r0,0
1372,52369,1,52370,191,chunk_1330_1399_r0,0
1373,52370,1,52371,191,chunk_1330_1399_r0,0
1374,52371,1,52372,191,chunk_1330_1399_r0,0
1375,52372,1,52373,191,chunk_1330_1399_r0,0
1376,52373,1,52374,191,chunk_1330_1399_r0,0
1377,52374,1,52375,191,chunk_1330_1399_r0,0
1378,52375,1,52376,191,chunk_1330_1399_r0,0
1379,52376,1,52377,191,chunk_1330_1399_r0,0
1380,52377,1,52378,191,chunk_1330_1399_r0,0
1381,52378,1,52379,191,chunk_1330_1399_r0,0
1382,52379,1,52380,191,chunk_1330_1399_r0,0
1383,52380,1,52381,191,chunk_1330_1399_r0,0
1384,52381,1,52382,191,chunk_1330_1399_r0,0
1385,52382,1,52383,191,chunk_1330_1399_r0,0
1386,52383,1,52384,191,chunk_1330_1399_r0,0
1387,52384,1,52385,191,chunk_1330_1399_r0,0
1388,52385,1,52386,191,chunk_1330_1399_r0,0
1389,52386,1,52387,191,chunk_1330_1399_r0,0
1390,52387,1,52388,191,chunk_1330_1399_r0,0
1391,52388,1,52389,191,chunk_1330_1399_r0,0
1392,52389,1,52390,191,chunk_1330_1399_r0,0
1393,52390,1,52391,191,chunk_1330_1399_r0,0
1394,52391,1,52392,191,chunk_1330_1399_r0,0
1395,52392,1,52393,191,chunk_1330_1399_r0,0
1396,52393,0,-1,191,chunk_1330_1399_r0,0
1397,52394,1,52394,191,chunk_1330_1399_r0,0
1398,52395,1,52396,191,chunk_1400_1469_r0,1
1399,52396,1,52397,191,chunk_1400_1469_r0,0
1400,52397,1,52398,191,chunk_1400_1469_r0,0
1401,52398,1,52399,191,chunk_1400_1469_r0,0
1402,52399,1,52400,191,chunk_1400_1469_r0,0
1403,52400,1,52401,191,chunk_1400_1469_r0,0
1404,52401,1,52402,191,chunk_1400_1469_r0,0
1405,52402,1,52403,191,chunk_1400_1469_r0,0
1406,52403,1,52404,191,chunk_1400_1469_r0,0
1407,52404,1,52405,191,chunk_1400_1469_r0,0
1408,52405,1,52406,191,chunk_1400_1469_r0,0
1409,52406,1,52407,191,chunk_1400_1469_r0,0
1410,52407,1,52408,191,chunk_1400_1469_r0,0
1411,52408,1,52409,191,chunk_1400_1469_r0,0
1412,52409,1,52410,191,chunk_1400_1469_r0,0
1413,52410,1,52411,191,chunk_1400_1469_r0,0
1414,52411,1,52412,191,chunk_1400_1469_r0,0
1415,52412,1,52413,191,chunk_1400_1469_r0,0
1416,52413,1,52414,191,chunk_1400_1469_r0,0
1417,52414,1,52415,191,chunk_1400_1469_r0,0
1418,52415,1,52416,191,chunk_1400_1469_r0,0
1419,52416,1,52417,191,chunk_1400_1469_r0,0
1420,52417,1,52418,191,chunk_1400_1469_r0,0
1421,52418,1,52419,191,chunk_1400_1469_r0,0
1422,52419,1,52420,191,chunk_1400_1469_r0,0
1423,52420,1,52421,191,chunk_1400_1469_r0,0
1424,52421,1,52422,191,chunk_1400_1469_r0,0
1425,52422,1,52423,191,chunk_1400_1469_r0,0
1426,52423,1,52424,191,chunk_1400_1469_r0,0
1427,52424,1,52425,191,chunk_1400_1469_r0,0
1429,52426,0,-1,191,chunk_1400_1469_r0,0
1430,52427,1,52428,191,chunk_1400_1469_r0,1
1431,52428,1,52429,191,chunk_1400_1469_r0,0
1432,52429,1,52430,191,chunk_1400_1469_r0,0
1433,52430,1,52431,191,chunk_1400_1469_r0,0
1434,52431,1,52432,191,chunk_1400_1469_r0,0
1435,52432,1,52433,191,chunk_1400_1469_r0,0
1436,52433,1,52434,191,chunk_1400_1469_r0,0
1437,52434,1,52435,191,chunk_1400_1469_r0,0
1438,52435,1,52436,191,chunk_1400_1469_r0,0
1439,52436,1,52437,191,chunk_1400_1469_r0,0
1440,52437,1,52438,191,chunk_1400_1469_r0,0
1441,52438,1,52439,191,chunk_1400_1469_r0,0
1442,52439,1,52440,191,chunk_1400_1469_r0,0
1443,52440,1,52441,191,chunk_1400_1469_r0,0
1444,52441,1,52442,191,chunk_1400_1469_r0,0
1445,52442,1,52443,191,chunk_1400_1469_r0,0
1446,52443,1,52444,191,chunk_1400_1469_r0,0
1447,52444,1,52445,191,chunk_1400_1469_r0,0
1448,52445,1,52446,191,chunk_1400_1469_r0,0
1449,52446,1,52447,191,chunk_1400_1469_r0,0
1450,52447,1,52448,191,chunk_1400_1469_r0,0
1451,52448,1,52449,191,chunk_1400_1469_r0,0
1452,52449,1,52450,191,chunk_1400_1469_r0,0
1453,52450,1,52451,191,chunk_1400_1469_r0,0
1454,52451,1,52452,191,chunk_1400_1469_r0,0
1455,52452,1,52453,191,chunk_1400_1469_r0,0
1456,52453,1,52454,191,chunk_1400_1469_r0,0
1457,52454,1,52455,191,chunk_1400_1469_r0,0
1458,52455,1,52456,191,chunk_1400_1469_r0,0
1459,52456,1,52457,191,chunk_1400_1469_r0,0
1460,52457,0,-1,191,chunk_1400_1469_r0,0
1461,52458,0,-1,191,chunk_1400_1469_r0,0
1462,52459,1,52460,191,chunk_1400_1469_r0,1
1463,52460,1,52461,191,chunk_1400_1469_r0,0
1464,52461,1,52462,191,chunk_1400_1469_r0,0
1465,52462,1,52463,191,chunk_1400_1469_r0,0
1466,52463,1,52464,191,chunk_1400_1469_r0,0
1467,52464,1,52465,191,chunk_1400_1469_r0,0
1468,52465,1,52466,191,chunk_1470_1539_r0,0
1469,52466,1,52467,191,chunk_1470_1539_r0,0
1470,52467,1,52468,191,chunk_1470_1539_r0,0
1471,52468,1,52469,191,chunk_1470_1539_r0,0
1472,52469,1,52470,191,chunk_1470_1539_r0,0
1473,52470,1,52471,191,chunk_1470_1539_r0,0
1474,52471,1,52472,191,chunk_1470_1539_r0,0
1475,52472,1,52473,191,chunk_1470_1539_r0,0
1476,52473,1,52474,191,chunk_1470_1539_r0,0
1477,52474,1,52475,191,chunk_1470_1539_r0,0
1478,52475,1,52476,191,chunk_1470_1539_r0,0
1479,52476,1,52477,191,chunk_1470_1539_r0,0
1480,52477,1,52478,191,chunk_1470_1539_r0,0
1481,52478,1,52479,191,chunk_1470_1539_r0,0
1482,52479,1,52480,191,chunk_1470_1539_r0,0
1483,52480,1,52481,191,chunk_1470_1539_r0,0
1484,52481,1,52482,191,chunk_1470_1539_r0,0
1485,52482,1,52483,191,chunk_1470_1539_r0,0
1486,52483,1,52484,191,chunk_1470_1539_r0,0
1487,52484,1,52485,191,chunk_1470_1539_r0,0
1488,52485,1,52486,191,chunk_1470_1539_r0,0
1489,52486,1,52487,191,chunk_1470_1539_r0,0
1490,52487,1,52488,191,chunk_1470_1539_r0,0
1491,52488,1,52489,191,chunk_1470_1539_r0,0
1493,52490,0,-1,191,chunk_1470_1539_r0,0
1494,52491,1,52492,191,chunk_1470_1539_r0,1
1495,52492,1,52493,191,chunk_1470_1539_r0,0
1496,52493,1,52494,191,chunk_1470_1539_r0,0
1497,52494,1,52495,191,chunk_1470_1539_r0,0
1498,52495,1,52496,191,chunk_1470_1539_r0,0
1499,52496,1,52497,191,chunk_1470_1539_r0,0
1500,52497,1,52498,191,chunk_1470_1539_r0,0
1501,52498,1,52499,191,chunk_1470_1539_r0,0
1502,52499,1,52500,191,chunk_1470_1539_r0,0
1503,52500,1,52501,191,chunk_1470_1539_r0,0
1504,52501,1,52502,191,chunk_1470_1539_r0,0
1505,52502,1,52503,191,chunk_1470_1539_r0,0
1506,52503,1,52504,191,chunk_1470_1539_r0,0
1507,52504,1,52505,191,chunk_1470_1539_r0,0
1508,52505,1,52506,191,chunk_1470_1539_r0,0
1509,52506,1,52507,191,chunk_1470_1539_r0,0
1510,52507,1,52508,191,chunk_1470_1539_r0,0
1511,52508,1,52509,191,chunk_1470_1539_r0,0
1512,52509,1,52510,191,chunk_1470_1539_r0,0
1513,52510,1,52511,191,chunk_1470_1539_r0,0
1514,52511,1,52512,191,chunk_1470_1539_r0,0
1515,52512,1,52513,191,chunk_1470_1539_r0,0
1516,52513,1,52514,191,chunk_1470_1539_r0,0
1517,52514,1,52515,191,chunk_1470_1539_r0,0
1518,52515,1,52516,191,chunk_1470_1539_r0,0
1519,52516,1,52517,191,chunk_1470_1539_r0,0
1520,52517,1,52518,191,chunk_1470_1539_r0,0
1521,52518,1,52519,191,chunk_1470_1539_r0,0
1522,52519,1,52520,191,chunk_1470_1539_r0,0
1523,52520,1,52521,191,chunk_1470_1539_r0,0
1525,52522,0,-1,191,chunk_1470_1539_r0,1
1526,52523,1,52523,191,chunk_1470_1539_r0,0
1527,52524,1,52524,191,chunk_1470_1539_r0,0
1528,52525,1,52525,191,chunk_1470_1539_r0,0
1529,52526,1,52526,191,chunk_1470_1539_r0,0
1530,52527,1,52527,191,chunk_1470_1539_r0,0
1531,52528,1,52528,191,chunk_1470_1539_r0,0
1532,52529,1,52529,191,chunk_1470_1539_r0,0
1533,52530,1,52530,191,chunk_1470_1539_r0,0
1534,52531,1,52531,191,chunk_1470_1539_r0,0
1535,52532,1,52532,191,chunk_1470_1539_r0,0
1536,52533,1,52533,191,chunk_1470_1539_r0,0
1537,52534,1,52534,191,chunk_1470_1539_r0,0
1538,52535,1,52535,191,chunk_1540_1609_r0,0
1539,52536,1,52536,191,chunk_1540_1609_r0,0
1540,52537,1,52537,191,chunk_1540_1609_r0,0
1541,52538,1,52538,191,chunk_1540_1609_r0,0
1542,52539,1,52539,191,chunk_1540_1609_r0,0
1543,52540,1,52540,191,chunk_1540_1609_r0,0
1544,52541,1,52541,191,chunk_1540_1609_r0,0
1545,52542,1,52542,191,chunk_1540_1609_r0,0
1546,52543,1,52543,191,chunk_1540_1609_r0,0
1547,52544,1,52544,191,chunk_1540_1609_r0,0
1548,52545,1,52545,191,chunk_1540_1609_r0,0
1549,52546,1,52546,191,chunk_1540_1609_r0,0
1550,52547,1,52547,191,chunk_1540_1609_r0,0
1551,52548,1,52548,191,chunk_1540_1609_r0,0
1552,52549,1,52549,191,chunk_1540_1609_r0,0
1553,52550,1,52550,191,chunk_1540_1609_r0,0
1554,52551,1,52551,191,chunk_1540_1609_r0,0
1555,52552,1,52552,191,chunk_1540_1609_r0,0
1556,52553,1,52553,191,chunk_1540_1609_r0,0
1557,52554,1,52554,191,chunk_1540_1609_r0,0
1558,52555,1,52555,191,chunk_1540_1609_r0,0
1559,52556,1,52556,191,chunk_1540_1609_r0,0
1560,52557,1,52557,191,chunk_1540_1609_r0,0
1561,52558,1,52558,191,chunk_1540_1609_r0,0
1562,52559,1,52559,191,chunk_1540_1609_r0,0
1563,52560,1,52560,191,chunk_1540_1609_r0,0
1564,52561,1,52561,191,chunk_1540_1609_r0,0
1565,52562,1,52562,191,chunk_1540_1609_r0,0
1566,52563,1,52563,191,chunk_1540_1609_r0,0
1567,52564,1,52564,191,chunk_1540_1609_r0,0
1568,52565,1,52565,191,chunk_1540_1609_r0,0
1569,52566,1,52566,191,chunk_1540_1609_r0,0
1570,52567,1,52567,191,chunk_1540_1609_r0,0
1571,52568,1,52568,191,chunk_1540_1609_r0,0
1572,52569,1,52569,191,chunk_1540_1609_r0,0
1573,52570,1,52570,191,chunk_1540_1609_r0,0
1574,52571,1,52571,191,chunk_1540_1609_r0,0
1575,52572,1,52572,191,chunk_1540_1609_r0,0
1576,52573,1,52573,191,chunk_1540_1609_r0,0
1577,52574,1,52574,191,chunk_1540_1609_r0,0
1578,52575,1,52575,191,chunk_1540_1609_r0,0
1579,52576,1,52576,191,chunk_1540_1609_r0,0
1580,52577,1,52577,191,chunk_1540_1609_r0,0
1581,52578,1,52578,191,chunk_1540_1609_r0,0
1582,52579,1,52579,191,chunk_1540_1609_r0,0
1583,52580,1,52580,191,chunk_1540_1609_r0,0
1584,52581,1,52581,191,chunk_1540_1609_r0,0
1585,52582,1,52582,191,chunk_1540_1609_r0,0
1586,52583,1,52583,191,chunk_1540_1609_r0,0
1587,52584,1,52584,191,chunk_1540_1609_r0,0
1588,52585,1,52585,191,chunk_1540_1609_r0,0
1589,52586,1,52586,191,chunk_1540_1609_r0,0
1590,52587,1,52587,191,chunk_1540_1609_r0,0
1591,52588,1,52588,191,chunk_1540_1609_r0,0
1592,52589,1,52589,191,chunk_1540_1609_r0,0
1593,52590,1,52590,191,chunk_1540_1609_r0,0
1594,52591,1,52591,191,chunk_1540_1609_r0,0
1595,52592,1,52592,191,chunk_1540_1609_r0,0
1596,52593,1,52593,191,chunk_1540_1609_r0,0
1597,52594,1,52594,191,chunk_1540_1609_r0,0
1598,52595,1,52595,191,chunk_1540_1609_r0,0
1599,52596,1,52596,191,chunk_1540_1609_r0,0
1600,52597,1,52597,191,chunk_1540_1609_r0,0
1601,52598,1,52598,191,chunk_1540_1609_r0,0
1602,52599,1,52599,191,chunk_1540_1609_r0,0
1603,52600,1,52600,191,chunk_1540_1609_r0,0
1604,52601,1,52601,191,chunk_1540_1609_r0,0
1605,52602,1,52602,191,chunk_1540_1609_r0,0
1606,52603,1,52603,191,chunk_1540_1609_r0,0
