# ref -10dB BW = 19.39 MHz, -20dB = 22.16
path,bw20,env,bw10,reclass
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_184800/pair.iq,41.50,0.5366,19.21,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_185113/pair.iq,41.51,0.5431,31.20,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_185140/pair.iq,41.50,0.4710,31.21,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_185252/pair.iq,41.50,0.4771,31.31,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_185432/pair.iq,41.50,0.6094,19.51,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_185500/pair.iq,41.56,0.4705,19.44,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_185931/pair.iq,40.96,0.5468,30.08,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_192709/pair.iq,40.66,0.5885,29.34,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_193017/pair.iq,41.51,0.4310,31.80,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_193414/pair.iq,41.63,0.5849,31.14,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_193645/pair.iq,41.50,0.4492,34.69,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_194100/pair.iq,41.50,0.4547,18.67,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_200922/pair.iq,41.50,0.4024,31.00,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_202308/pair.iq,41.51,0.5216,19.39,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_202715/pair.iq,41.50,0.5385,19.44,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_203944/pair.iq,41.74,0.5221,31.58,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_204348/pair.iq,41.63,0.5468,19.75,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_204751/pair.iq,41.50,0.5073,31.63,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_205632/pair.iq,37.90,0.4000,18.54,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_205909/pair.iq,41.50,0.4827,31.25,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_210050/pair.iq,38.25,0.4036,36.21,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_210313/pair.iq,41.20,0.4600,31.32,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_210716/pair.iq,41.50,0.5379,31.27,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_211037/pair.iq,38.19,0.4001,36.49,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_211120/pair.iq,41.51,0.5183,31.81,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_211524/pair.iq,41.56,0.5179,19.51,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_211859/pair.iq,37.72,0.4722,18.31,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_211956/pair.iq,40.96,0.6029,30.37,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_212116/pair.iq,40.96,0.5911,30.66,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_212403/pair.iq,41.74,0.5604,19.44,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_212424/pair.iq,41.51,0.5244,19.75,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_212527/pair.iq,41.50,0.4027,31.50,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_212807/pair.iq,41.56,0.4650,31.65,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_212845/pair.iq,41.27,0.4174,31.32,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_213211/pair.iq,41.20,0.5332,30.69,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_213614/pair.iq,41.51,0.5302,19.63,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_213701/pair.iq,38.19,0.4003,36.65,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_213952/pair.iq,40.61,0.6305,29.54,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_214025/pair.iq,41.20,0.5207,30.93,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_214257/pair.iq,41.51,0.4455,31.43,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_214428/pair.iq,41.50,0.4593,31.34,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_214736/pair.iq,41.51,0.3603,19.63,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_214811/pair.iq,31.99,0.6426,17.71,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_214832/pair.iq,41.51,0.5295,19.63,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_215119/pair.iq,41.51,0.5235,19.44,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_215310/pair.iq,41.51,0.5253,31.32,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_215616/pair.iq,38.19,0.4020,36.49,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_215720/pair.iq,41.51,0.5326,19.75,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_220127/pair.iq,41.51,0.5386,31.47,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_220312/pair.iq,38.25,0.3926,36.64,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_220345/pair.iq,41.51,0.5474,19.51,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_220530/pair.iq,41.56,0.5548,31.86,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_220938/pair.iq,41.51,0.6112,31.57,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_220940/pair.iq,38.25,0.3997,36.51,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_221110/pair.iq,41.51,0.5593,31.69,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_221418/pair.iq,31.99,0.6368,28.68,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_221501/pair.iq,41.74,0.5739,31.81,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_221807/pair.iq,41.50,0.5269,19.44,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_222004/pair.iq,41.56,0.5311,19.75,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_222145/pair.iq,41.50,0.4404,30.96,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_222409/pair.iq,40.61,0.6786,29.22,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_222423/pair.iq,41.51,0.5085,31.66,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_222450/pair.iq,41.51,0.4218,31.74,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_222842/pair.iq,40.61,0.5714,29.22,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_223037/pair.iq,38.25,0.4228,36.50,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_223725/pair.iq,41.51,0.7241,31.09,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_223736/pair.iq,40.66,0.6727,29.83,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_224121/pair.iq,41.51,0.5315,19.21,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_224131/pair.iq,41.63,0.7053,31.55,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_224537/pair.iq,41.15,0.6909,30.78,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_225009/pair.iq,40.96,0.7278,29.84,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_225126/pair.iq,41.20,0.5472,30.66,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_225415/pair.iq,41.69,0.5297,19.75,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_225821/pair.iq,41.50,0.6802,31.81,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_225832/pair.iq,41.51,0.5204,19.75,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_230217/pair.iq,41.50,0.6537,31.63,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_230229/pair.iq,40.66,0.7276,29.58,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_230522/pair.iq,41.51,0.4402,31.60,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_230635/pair.iq,32.12,0.6602,28.64,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_231042/pair.iq,41.50,0.6874,31.59,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_231517/pair.iq,41.69,0.4528,19.51,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_231801/pair.iq,41.51,0.6204,31.86,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_231924/pair.iq,41.51,0.7596,31.34,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_232420/pair.iq,41.51,0.5198,19.26,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_232435/pair.iq,41.50,0.6327,19.44,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_232446/pair.iq,41.50,0.4024,31.09,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_232842/pair.iq,30.73,0.5958,0.00,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_233154/pair.iq,40.96,0.6603,30.62,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_233247/pair.iq,41.63,0.5859,40.06,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/restore_233713/pair.iq,41.56,0.6747,31.75,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/revbase_20260825_214046_r1/pair.iq,38.19,0.4060,36.60,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/revbase_20260825_214046_r2/pair.iq,35.98,0.4136,0.00,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/revbase_20260825_214046_r3/pair.iq,38.25,0.4058,36.73,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/revlong/pair.iq,34.56,0.4431,19.26,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/rxq_M32/pair.iq,37.95,0.4580,18.97,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/stall_gapctl1500/pair.iq,39.98,0.5120,19.26,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/stall_normal/pair.iq,39.94,0.5120,19.16,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/areas_20260810_132021/a2m32_c1/pair.iq,37.85,0.5365,19.75,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/areas_20260810_132021/a2m32_c3/pair.iq,37.95,0.5222,19.39,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/areas_20260810_132021/a4m16_c1/pair.iq,37.86,0.5321,19.21,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/arqeng_20260807_045038/r1/pair.iq,38.14,0.5047,36.52,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/arqeng_20260807_045038/r2/pair.iq,36.65,0.5041,13.26,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/arqeng_20260807_045038/r3/pair.iq,37.86,0.5303,19.44,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/arqeng_20260807_045038/r4/pair.iq,38.19,0.4875,36.60,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/arqeng_20260807_061110/r1/pair.iq,38.32,0.5092,36.60,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/arqeng_20260807_061110/r2/pair.iq,38.26,0.5331,36.49,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/arqeng_20260807_061110/r3/pair.iq,37.78,0.5157,19.44,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/goodput_20260810_133908/gate_a4m16/pair.iq,38.07,0.5234,19.51,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/sweep_20260809_213239/q16_c1/pair.iq,39.92,0.5271,19.26,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/sweep_20260809_214536/l16_c1/pair.iq,39.92,0.5077,19.26,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/sweep_20260809_214536/l16_c2/pair.iq,39.98,0.5083,19.44,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/sweep_20260809_214536/l16_c3/pair.iq,39.98,0.5010,19.21,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/sweep_20260809_214536/l32_c2/pair.iq,39.92,0.5010,19.21,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/sweep_20260809_214536/l32_c3/pair.iq,39.98,0.5051,19.39,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/sweep_20260809_214536/l32_c4/pair.iq,39.53,0.5126,19.21,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/sweep_20260809_214536/l32_c6/pair.iq,39.59,0.5138,19.21,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/sweep_20260809_214536/q16_c2/pair.iq,39.98,0.5052,19.26,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/sweep_20260809_214536/q16_c3/pair.iq,39.44,0.5095,19.39,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/sweep_20260809_214536/q16_c5/pair.iq,39.46,0.5151,19.21,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/sweep_20260809_214536/q16_c6/pair.iq,39.92,0.5416,19.56,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/sweep_20260809_214536/q32_c1/pair.iq,39.59,0.5101,19.39,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/sweep_20260809_214536/q8_c2/pair.iq,39.98,0.5088,19.62,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/sweep_20260809_214536/q8_c5/pair.iq,39.42,0.5256,19.44,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/sweep_20260809_214536/q8_c6/pair.iq,39.59,0.5074,19.21,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/sweep_20260812_135103/bud0_c1/pair.iq,34.87,0.4222,33.30,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/sweep_20260812_135103/bud0_c2/pair.iq,34.87,0.4460,33.53,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/sweep_20260812_135103/bud0_c3/pair.iq,34.87,0.4469,33.53,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/sweep_20260812_135103/bud4_c1/pair.iq,34.73,0.4157,19.21,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/sweep_20260812_135103/bud4_c2/pair.iq,34.82,0.4111,33.27,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/sweep_20260812_135103/bud4_c3/pair.iq,34.92,0.4462,33.30,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/sweep_20260812_151226/bud0_c1/pair.iq,34.80,0.4189,32.50,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/sweep_20260812_151226/bud0_c2/pair.iq,34.52,0.4164,18.67,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/sweep_20260812_151226/bud0_c3/pair.iq,34.79,0.4350,32.80,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/sweep_20260812_151226/bud4_c1/pair.iq,34.80,0.4581,32.96,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/sweep_20260812_151226/bud4_c2/pair.iq,34.79,0.4250,32.73,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/r3cap/sweep_20260812_151226/bud4_c3/pair.iq,34.80,0.4336,32.66,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/prewedge/20260810_210816/pw_1.iq,57.32,0.3327,18.99,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/prewedge/20260810_211022/pw_1.iq,37.71,0.3391,18.99,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/prewedge/20260810_211022/pw_2.iq,38.01,0.3410,19.03,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/prewedge/20260810_211022/pw_3.iq,37.80,0.3349,19.03,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/prewedge/trig_20260810_211556/pwt.iq,38.01,0.3406,18.99,HEALTHY-NOISEWIDE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/floatgap_n3/chunkhead.iq,38.14,0.5160,36.29,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/floatgap_n3/win_evm_swap_B_o0.iq,34.87,0.4472,32.73,DEGENERATE
/mnt/onetb/scratch/qpsk-jupiter-modem/two_jup/floatgap_n3/win_evm_swap_B_o80.iq,34.87,0.4446,32.99,DEGENERATE
