1 1263 83
2 1256 51
3 1257 86
4 1256 51
5 1256 73
6 1255 113
7 1256 51
8 1256 66
9 1257 51
10 1257 52
11 1257 51
12 1256 52
13 1255 102
14 1257 51
15 1256 51
16 1256 51
17 1257 52
18 1256 51
19 1256 51
20 1257 51
21 1255 102
22 1256 51
23 1256 51
24 1256 51
25 1257 51
26 1256 51
27 1256 51
28 1256 51
29 1256 102
30 1256 51
31 1257 51
32 1256 51
33 1256 51
34 1257 51
35 1256 51
36 1257 51
37 1256 51
38 1257 51
39 1256 51
40 1257 51
41 1256 51
42 1255 102
43 1258 0
44 1255 102
45 1257 0
46 1256 102
47 1257 0
48 1255 102
49 1257 0
50 1259 102
51 1257 51
52 1256 51
53 1258 51
54 1255 51
55 1258 0
56 1256 102
57 1257 0
58 1256 102
59 1257 0
60 1256 102
61 1257 0
62 1256 102
63 1257 0
64 1256 102
65 1257 0
66 1255 102
67 1258 0
68 1255 102
69 1257 0
70 1255 102
71 1257 0
72 1258 102
73 1257 0
74 1256 102
75 1257 0
76 1256 102
77 1257 0
78 1256 51
79 1257 51
80 1256 51
81 1256 51
82 1257 51
83 1256 51
84 1257 51
85 1256 51
86 1257 51
87 1256 51
88 1256 43782
89 1257 19820
90 1256 60192
91 1259 12314
92 1257 83328
93 1258 16341
94 1257 57406
95 1261 97
96 1257 51
97 1257 124
98 1256 51
99 1256 158
100 1256 109
101 1257 51
102 1256 106
103 1257 51
104 1256 87
105 1256 51
106 1257 90
107 1256 51
108 1255 155
109 1256 67
110 1256 51
111 1257 82
112 1256 51
113 1257 75
114 1257 51
115 1255 152
116 1257 74
117 1256 51
118 1257 79
119 1256 51
120 1257 81
121 1256 51
122 1256 77
123 1256 106
124 1256 51
125 1256 71
126 1257 51
127 1256 69
128 1257 51
129 1256 54
130 1255 105
131 1256 51
132 1257 55
133 1258 51
134 1258 51
135 1258 51
136 1256 51
137 1257 51
138 1256 102
139 1256 51
140 1257 51
141 1256 51
142 1257 51
143 1256 51
144 1257 51
145 1256 51
146 1256 102
147 1256 51
148 1256 51
149 1257 51
150 1256 51
151 1257 51
152 1256 51
153 1256 51
154 1257 51
155 1256 102
156 1257 0
157 1256 102
158 1256 51
159 1257 51
160 1256 51
161 1257 51
162 1256 51
163 1256 51
164 1257 51
165 1256 51
166 1257 51
167 1256 51
168 1256 51
169 1256 51
170 1256 51
171 1256 51
172 1257 51
173 1256 51
174 1256 51
175 1256 51
176 1260 51
177 1257 51
178 1256 51
179 1256 51
180 1257 51
181 1256 51
182 1256 51
183 1257 51
184 1256 51
185 1256 51
186 1256 51
187 1257 51
188 1256 51
189 1256 51
190 1257 51
191 1256 51
192 1258 51
193 1256 51
194 1256 51
195 1257 51
196 1256 51
197 1257 51
198 1257 51
199 1256 51
200 1256 51
201 1257 51
202 1256 51
203 1257 51
204 1256 51
205 1257 51
206 1256 51
207 1257 51
208 1257 155
209 1256 67695
210 1256 13731
211 1256 57865
212 1257 28557
213 1256 47027
214 1256 101
215 1257 51
216 1255 155
217 1257 0
218 1256 157
219 1256 99
220 1257 51
221 1256 111
222 1257 51
223 1256 92
224 1257 51
225 1255 148
226 1257 99
227 1256 51
228 1257 102
229 1256 51
230 1257 89
231 1256 51
232 1257 70
233 1256 51
234 1255 131
235 1257 67
236 1256 51
237 1256 72
238 1256 51
239 1257 73
240 1257 51
241 1255 134
242 1257 86
243 1256 51
244 1257 73
245 1256 51
246 1257 62
247 1256 51
248 1255 117
249 1257 52
250 1256 51
251 1257 52
252 1256 51
253 1257 51
254 1256 51
255 1256 51
256 1256 103
257 1256 51
258 1256 51
259 1257 51
260 1256 51
261 1257 51
262 1257 51
263 1256 102
264 1256 51
265 1257 51
266 1256 51
267 1257 51
268 1257 51
269 1256 51
270 1256 51
271 1257 51
272 1255 102
273 1257 0
274 1256 102
275 1256 51
276 1256 51
277 1257 51
278 1256 51
279 1255 51
280 1257 51
281 1257 51
282 1257 51
283 1256 51
284 1257 51
285 1256 51
286 1257 51
287 1256 51
288 1256 51
289 1257 51
290 1256 51
291 1257 51
292 1256 51
293 1257 51
294 1256 51
295 1256 51
296 1257 51
297 1256 51
298 1256 51
299 1256 51
300 1257 51
301 1257 51
302 1258 51
303 1256 51
304 1257 51
305 1256 51
306 1257 51
307 1256 51
308 1256 51
309 1257 51
310 1257 51
311 1256 51
312 1256 51
313 1257 51
314 1256 51
315 1257 51
316 1256 51
317 1257 51
318 1256 51
319 1256 51
320 1256 51
321 1257 51
322 1256 51
323 1258 51
324 1257 51
325 1256 51
326 1257 51
327 1256 16540
328 1256 47062
329 1257 30951
330 1256 38807
331 1257 53808
332 1256 32268
333 1257 59203
334 1255 14641
335 1257 51
336 1256 124
337 1257 51
338 1256 107
339 1256 51
340 1256 109
341 1255 51
342 1255 157
343 1256 87
344 1256 51
345 1256 90
346 1256 51
347 1256 104
348 1255 51
349 1256 67
350 1256 51
351 1255 133
352 1256 75
353 1256 51
354 1256 101
355 1255 51
356 1256 74
357 1256 51
358 1255 130
359 1255 81
360 1256 51
361 1256 77
362 1255 51
363 1256 55
364 1256 51
365 1255 122
366 1256 69
367 1256 51
368 1256 54
369 1255 51
370 1256 54
371 1256 51
372 1255 55
373 1255 102
374 1256 51
375 1255 51
376 1256 51
377 1256 51
378 1255 51
379 1256 51
380 1254 102
381 1256 51
382 1256 51
383 1255 51
384 1255 51
385 1257 51
386 1256 51
387 1256 51
388 1255 51
389 1256 102
390 1255 51
391 1256 51
392 1256 51
393 1256 51
394 1256 51
395 1255 51
396 1256 51
397 1256 51
398 1256 51
399 1256 51
400 1255 51
401 1257 51
402 1256 51
403 1256 51
404 1256 102
