frame,offset,swap,score
125,,0,0.4995
126,,0,0.4995
127,,0,0.4995
128,,0,0.4995
129,,0,0.4995
130,,0,0.4996
131,,0,0.4994
132,,0,0.4995
133,,0,0.4996
134,,0,0.4995
135,,0,0.4995
136,,0,0.4995
137,,0,0.4995
138,,0,0.4995
139,,0,0.4996
140,,0,0.4995
141,4273,0,0.5056
142,,0,0.4995
143,,0,0.4995
144,,0,0.4995
145,,0,0.4996
146,,0,0.4994
147,,0,0.4996
148,,0,0.4994
149,,0,0.4995
150,,0,0.4995
151,,0,0.4995
152,,0,0.4996
153,,0,0.4995
154,,0,0.4995
155,,0,0.4995
156,,0,0.4995
157,,0,0.4994
158,,0,0.4995
159,,0,0.4995
160,,0,0.4995
161,,0,0.4996
162,,0,0.4995
163,,0,0.4995
164,,0,0.4995
165,,0,0.4995
166,,0,0.4996
167,,0,0.4995
168,,0,0.4995
169,,0,0.4995
170,,0,0.4995
171,,0,0.4996
172,,0,0.4994
173,,0,0.4996
174,,0,0.4994
175,,0,0.4995
176,,0,0.4995
177,,0,0.4995
178,,0,0.4996
179,,0,0.4995
180,,0,0.4995
181,,0,0.4995
182,,0,0.4995
183,,0,0.4994
184,,0,0.4995
185,,0,0.4995
186,,0,0.4995
187,,0,0.4996
188,,0,0.4995
189,,0,0.4995
190,,0,0.4995
191,,0,0.4995
192,,0,0.4996
193,,0,0.4995
194,,0,0.4995
195,,0,0.4995
196,,0,0.4995
197,,0,0.4996
198,,0,0.4994
199,,0,0.4996
200,,0,0.4994
201,,0,0.4995
202,,0,0.4995
203,,0,0.4995
204,,0,0.4996
205,,0,0.4995
206,,0,0.4995
207,,0,0.4995
208,,0,0.4995
209,,0,0.4994
210,,0,0.4995
211,,0,0.4995
212,,0,0.4995
213,,0,0.4996
214,,0,0.4995
215,,0,0.4995
216,,0,0.4995
217,,0,0.4995
218,,0,0.4996
219,,0,0.4995
220,,0,0.4995
221,,0,0.4995
222,,0,0.4995
223,,0,0.4996
224,,0,0.4994
225,,0,0.4078
226,,0,0.4995
227,,0,0.4995
228,,0,0.4996
229,,0,0.4995
230,,0,0.4995
231,,0,0.4995
232,,0,0.4995
233,,0,0.4995
234,,0,0.4995
235,,0,0.4995
236,,0,0.4995
237,,0,0.4996
238,,0,0.4995
239,,0,0.4995
240,,0,0.4995
241,,0,0.4995
242,,0,0.4995
243,,0,0.4996
244,,0,0.4995
245,,0,0.4995
246,,0,0.4995
247,,0,0.4995
248,,0,0.4996
249,,0,0.4996
250,,0,0.4995
251,,0,0.4995
252,,0,0.4995
253,,0,0.4995
254,,0,0.4996
255,,0,0.4995
256,,0,0.4995
257,,0,0.4995
258,,0,0.4995
259,,0,0.4995
260,,0,0.4995
261,,0,0.4995
262,,0,0.4995
263,,0,0.4996
264,,0,0.4995
265,,0,0.4995
266,,0,0.4995
267,,0,0.4995
268,,0,0.4995
269,,0,0.4996
270,,0,0.4995
271,,0,0.4995
272,,0,0.4995
273,,0,0.4995
274,,0,0.4996
275,,0,0.4996
276,,0,0.4995
277,,0,0.4995
278,,0,0.4995
279,,0,0.4995
280,,0,0.4996
281,,0,0.4995
282,,0,0.4995
283,,0,0.4995
284,,0,0.4995
285,,0,0.4995
286,,0,0.4995
287,,0,0.4995
288,,0,0.4995
289,,0,0.4996
290,,0,0.4995
291,,0,0.4995
292,,0,0.4995
293,,0,0.4995
294,,0,0.4995
295,,0,0.4996
296,,0,0.4995
297,,0,0.4995
298,,0,0.4995
299,,0,0.4995
300,,0,0.4996
301,,0,0.4996
302,,0,0.4995
303,,0,0.4995
304,,0,0.4995
305,,0,0.4995
306,,0,0.4996
307,,0,0.4995
308,,0,0.4995
309,,0,0.4973
310,,0,0.4995
311,,0,0.4996
312,,0,0.4995
313,,0,0.4995
314,,0,0.4996
315,,0,0.4996
316,,0,0.4995
317,,0,0.4995
318,,0,0.4995
319,,0,0.4995
320,,0,0.4996
321,,0,0.4996
322,,0,0.4995
323,,0,0.4995
324,,0,0.4995
325,,0,0.4995
326,,0,0.4996
327,,0,0.4996
328,,0,0.4995
329,,0,0.4995
330,,0,0.4995
331,,0,0.4996
332,,0,0.4996
333,,0,0.4995
334,,0,0.4995
335,,0,0.4995
336,,0,0.4995
337,,0,0.4996
338,,0,0.4995
339,,0,0.4995
340,,0,0.4996
341,,0,0.4996
342,,0,0.4995
343,,0,0.4995
344,,0,0.4995
345,,0,0.4995
346,,0,0.4996
347,,0,0.4996
348,,0,0.4995
349,,0,0.4995
350,,0,0.4995
351,,0,0.4995
352,,0,0.4996
353,,0,0.4996
354,,0,0.4995
355,,0,0.4995
356,,0,0.4995
357,,0,0.4996
358,,0,0.4996
359,,0,0.4995
360,,0,0.4995
361,,0,0.4995
362,,0,0.4995
363,,0,0.4996
364,,0,0.4995
365,,0,0.4995
366,,0,0.4996
367,,0,0.4996
368,,0,0.4995
369,,0,0.4995
370,,0,0.4995
371,,0,0.4995
372,,0,0.4996
373,,0,0.4996
374,,0,0.4995
375,,0,0.4995
376,,0,0.4995
377,,0,0.4995
378,,0,0.4996
379,,0,0.4996
380,,0,0.4995
381,,0,0.4995
382,,0,0.4995
383,,0,0.4996
384,,0,0.4996
385,,0,0.4995
386,,0,0.4995
387,,0,0.4995
388,,0,0.4995
389,,0,0.4996
390,,0,0.4995
391,,0,0.4995
392,,0,0.4922
393,,0,0.4996
394,,0,0.4995
395,,0,0.4995
396,,0,0.4995
397,,0,0.4994
398,,0,0.4996
399,,0,0.4996
400,,0,0.4995
401,,0,0.4995
402,,0,0.4995
403,,0,0.4995
404,,0,0.4996
405,,0,0.4996
406,,0,0.4995
407,,0,0.4995
408,,0,0.4994
409,,0,0.4996
410,,0,0.4996
411,,0,0.4995
412,,0,0.4995
413,,0,0.4995
414,,0,0.4994
415,,0,0.4996
416,,0,0.4995
417,,0,0.4994
418,,0,0.4996
419,,0,0.4996
420,,0,0.4995
421,,0,0.4995
422,,0,0.4995
423,,0,0.4994
424,,0,0.4996
425,,0,0.4996
426,,0,0.4995
427,,0,0.4995
428,,0,0.4906
429,,0,0.4995
430,,0,0.4996
431,,0,0.4996
432,,0,0.4994
433,,0,0.4995
434,,0,0.4995
435,,0,0.4996
436,,0,0.4996
437,,0,0.4995
438,,0,0.4995
439,,0,0.4995
440,,0,0.4995
441,,0,0.4996
442,,0,0.4995
443,,0,0.4995
444,,0,0.4996
445,,0,0.4996
446,,0,0.4995
447,,0,0.4995
448,,0,0.4995
449,,0,0.4995
450,,0,0.4996
451,,0,0.4996
452,,0,0.4995
453,,0,0.4995
454,,0,0.4995
455,,0,0.4878
456,,0,0.4996
457,,0,0.4995
458,,0,0.4995
459,,0,0.4994
460,,0,0.4995
461,,0,0.4996
462,,0,0.4995
463,,0,0.4996
464,,0,0.4995
465,,0,0.4995
466,,0,0.4995
467,,0,0.4995
468,,0,0.4994
469,,0,0.4995
470,,0,0.4996
471,,0,0.4995
472,,0,0.4996
473,,0,0.4995
474,,0,0.4995
475,,0,0.4995
476,944,0,0.505
477,,0,0.4995
478,,0,0.4995
479,,0,0.4995
480,,0,0.4995
481,,0,0.4996
482,,0,0.4996
483,,0,0.4995
484,,0,0.4995
485,,0,0.4995
486,,0,0.4995
487,,0,0.4996
488,,0,0.4995
489,,0,0.4995
490,,0,0.4995
491,,0,0.4995
492,,0,0.4995
493,,1,0.0163
494,,1,0.0149
495,,0,0.4943
496,-5987,0,0.9999
497,-5987,0,0.9999
498,-5987,0,0.9999
499,-5987,0,0.9999
500,-5987,0,0.9999
501,-5987,0,0.9999
502,-5987,0,0.9999
503,-5987,0,0.9999
504,-5987,0,0.9999
505,-5987,0,1.0
506,-5987,0,0.9999
507,-5987,0,0.9999
508,-5987,0,0.9999
509,-5987,0,1.0
510,-5987,0,1.0
511,-5987,0,1.0
512,-5987,0,1.0
513,-5987,0,0.9999
514,-5987,0,1.0
515,-5987,0,1.0
516,-5987,0,0.9999
517,-5987,0,1.0
518,-5987,0,1.0
519,-5987,0,0.9999
520,-5987,0,0.9999
521,-5987,0,1.0
522,-5987,0,1.0
523,-5987,0,1.0
524,-5987,0,1.0
525,-5987,0,0.9999
526,-5987,0,0.9999
527,-5987,0,0.9999
528,-5987,0,0.9999
529,-5987,0,0.9999
530,-5987,0,0.9999
531,-5987,0,1.0
532,-5987,0,1.0
533,-5987,0,0.9999
534,-5987,0,0.9999
535,-5987,0,1.0
536,-5987,0,1.0
537,-5987,0,1.0
538,-5987,0,1.0
539,-5987,0,0.9999
540,-5987,0,0.9999
541,-5987,0,0.9999
542,-5987,0,0.9999
543,-5987,0,0.9999
544,-5987,0,0.9999
545,-5987,0,0.8849
546,5151,0,1.0
547,5151,0,0.9999
548,5151,0,0.9999
549,5151,0,1.0
550,5151,0,1.0
551,5151,0,1.0
552,5151,0,1.0
553,5151,0,0.9999
554,5151,0,0.9999
555,5151,0,0.9999
556,5151,0,0.9999
557,5151,0,0.9999
558,5151,0,0.9999
559,5151,0,1.0
560,5151,0,1.0
561,5151,0,0.9999
562,5151,0,0.9999
563,5151,0,1.0
564,5151,0,1.0
565,5151,0,1.0
566,5151,0,1.0
567,5151,0,0.9999
568,5151,0,0.9999
569,5151,0,0.9999
570,5151,0,0.9999
571,5151,0,0.9999
572,5151,0,0.9999
573,5151,0,1.0
574,5151,0,1.0
575,5151,0,0.9999
576,5151,0,0.9999
577,5151,0,1.0
578,5151,0,1.0
579,5151,0,1.0
580,5151,0,1.0
581,5151,0,0.9999
582,5151,0,0.9999
583,5151,0,0.9999
584,5151,0,0.9999
585,5151,0,0.9999
586,5151,0,0.9999
587,5151,0,1.0
588,5151,0,1.0
589,5151,0,0.9999
590,5151,0,0.9999
591,5151,0,1.0
592,5151,0,1.0
593,5151,0,1.0
594,5151,0,1.0
595,5151,0,0.9999
596,5151,0,0.9999
597,5151,0,0.9999
598,5151,0,0.9999
599,5151,0,0.9999
600,5151,0,0.9999
601,5151,0,1.0
602,5151,0,1.0
603,5151,0,0.9999
604,5151,0,0.9999
605,5151,0,1.0
606,5151,0,1.0
607,5151,0,1.0
608,5151,0,1.0
609,5151,0,0.9999
610,5151,0,0.9999
611,5151,0,0.9999
612,5151,0,0.9999
613,5151,0,0.9999
614,5151,0,0.9999
615,5151,0,1.0
616,5151,0,1.0
617,5151,0,0.9999
618,5151,0,0.9999
619,5151,0,1.0
620,5151,0,1.0
621,5151,0,1.0
622,5151,0,1.0
623,5151,0,0.9999
624,5151,0,0.9999
625,5151,0,0.9999
626,5151,0,0.9999
627,5151,0,0.9999
628,5151,0,0.9999
629,5151,0,1.0
630,5151,0,1.0
631,5151,0,0.9999
632,5151,0,0.9999
633,5151,0,1.0
634,5151,0,1.0
635,5151,0,1.0
636,5151,0,1.0
637,5151,0,0.9999
638,5151,0,0.9999
639,5151,0,0.9999
640,5151,0,0.9999
641,5151,0,0.9999
642,5151,0,0.9999
643,5151,0,1.0
644,5151,0,1.0
645,5151,0,0.9999
646,5151,0,0.9999
647,5151,0,1.0
648,5151,0,1.0
649,5151,0,1.0
650,5151,0,1.0
651,5151,0,0.9999
652,5151,0,0.9999
653,5151,0,0.9999
654,5151,0,0.9999
655,2974,0,0.8529
656,2974,0,1.0
657,2974,0,1.0
658,2974,0,0.9999
659,-1200,0,0.5313
660,-1200,0,0.7929
661,-2140,0,1.0
662,-2140,0,1.0
663,-2140,0,0.9999
664,-2140,0,0.9999
665,-2140,0,0.9999
666,-2140,0,0.9999
667,-2140,0,0.9999
668,-2140,0,0.9999
669,-2140,0,1.0
670,-2140,0,1.0
671,-2140,0,0.9999
672,-2140,0,0.9999
673,-2140,0,0.9999
674,-2140,0,1.0
675,-2140,0,1.0
676,-2140,0,1.0
677,-2140,0,0.9999
678,-2140,0,0.9999
679,-2140,0,0.9999
680,-2140,0,0.9999
681,-2140,0,0.9999
682,-2140,0,0.9999
683,-2140,0,1.0
684,-2140,0,1.0
685,-2140,0,0.9999
686,-2140,0,0.9999
687,-2140,0,0.9999
688,-2140,0,1.0
689,-2140,0,1.0
690,-2140,0,1.0
691,-2140,0,0.9999
692,-2140,0,0.9999
693,-2140,0,0.9999
694,-2140,0,0.9999
695,-2140,0,0.9999
696,-2140,0,0.9999
697,-2140,0,1.0
698,-2140,0,1.0
699,-2140,0,0.9999
700,-2140,0,0.9999
701,-2140,0,0.9999
702,-2140,0,1.0
703,-2140,0,1.0
704,-2140,0,1.0
705,-2140,0,0.9999
706,-2140,0,0.9999
707,-2140,0,0.9999
708,-2140,0,0.9999
709,-2140,0,0.9999
710,-2140,0,0.9999
711,-2140,0,1.0
712,-2140,0,1.0
713,-2140,0,0.9999
714,-2140,0,0.9999
715,-2140,0,0.9999
716,-2140,0,1.0
717,-2140,0,1.0
718,-2140,0,1.0
719,-2140,0,0.9999
720,-2140,0,0.9999
721,-2140,0,0.9999
722,-2140,0,0.9999
723,-2140,0,0.9999
724,-2140,0,0.9999
725,-2140,0,1.0
726,-2140,0,1.0
727,-2140,0,0.9999
728,-2140,0,0.9999
729,-2140,0,0.9999
730,-2140,0,1.0
731,-2140,0,1.0
732,-2140,0,1.0
733,-2140,0,0.9999
734,-2140,0,0.9999
735,-2140,0,0.9999
736,-2140,0,0.9999
737,-2140,0,0.9999
738,-2140,0,0.9999
739,-2140,0,1.0
740,-2140,0,1.0
741,-2140,0,0.9999
742,-2140,0,0.9999
743,-2140,0,0.9999
744,-3008,0,0.525
745,-3008,0,1.0
746,-3008,0,1.0
747,-3008,0,0.9999
748,-3008,0,0.9999
749,-3008,0,0.9999
750,-3008,0,0.9999
751,-3008,0,1.0
752,-3008,0,0.9999
753,-3008,0,1.0
754,-3008,0,1.0
755,-3008,0,0.9999
756,-3008,0,0.9999
757,-3008,0,0.9999
758,-3008,0,1.0
759,-3008,0,1.0
760,-3008,0,1.0
761,-3008,0,0.9999
762,-3008,0,0.9999
763,-3008,0,0.9999
764,-3008,0,0.9999
765,-3008,0,1.0
766,-3008,0,0.5793
767,-4553,0,1.0
768,-4553,0,1.0
769,-4553,0,0.9999
770,-4553,0,0.9999
771,-4553,0,0.9999
772,-4553,0,1.0
773,-4553,0,1.0
774,-4553,0,1.0
775,-4553,0,0.9999
776,-4553,0,0.9999
777,-4553,0,0.9999
778,-4553,0,0.9999
779,-4553,0,0.9999
780,-4553,0,0.9999
781,-4553,0,1.0
782,-4553,0,1.0
783,-4553,0,0.9999
784,-4553,0,0.9999
785,-4553,0,0.9999
786,-4553,0,1.0
787,-4553,0,1.0
788,-4553,0,1.0
789,-4553,0,0.9999
790,-4553,0,0.9999
791,-4553,0,0.9999
792,-4553,0,0.9999
793,-4553,0,0.9999
794,-4553,0,0.9999
795,-4553,0,1.0
796,-4553,0,1.0
797,-4553,0,0.9999
798,-4553,0,0.9999
799,-4553,0,0.9999
800,-4553,0,1.0
801,-4553,0,1.0
802,-4553,0,1.0
803,-4553,0,0.9999
804,-4553,0,0.9999
805,-4553,0,0.9999
806,-4553,0,0.9999
807,-4553,0,0.9999
808,-4553,0,0.9999
809,-4553,0,1.0
810,-4553,0,1.0
811,-4553,0,0.9999
812,-4553,0,0.9999
813,-4553,0,0.9999
814,-4553,0,1.0
815,-4553,0,1.0
816,-4553,0,1.0
817,-4553,0,0.9999
818,-4553,0,0.9999
819,-4553,0,0.9999
820,-4553,0,0.9999
821,-4553,0,0.9999
822,-4553,0,0.9999
823,-4553,0,1.0
824,-4553,0,1.0
825,-4553,0,0.9999
826,-4553,0,0.9999
827,-4553,0,0.9999
828,-5616,0,0.8192
829,-5616,0,1.0
830,-5616,0,1.0
831,-5616,0,0.9999
832,-5616,0,0.9999
833,-5616,0,0.9999
834,-5616,0,0.9999
835,-5616,0,0.9999
836,-5616,0,0.9999
837,-5616,0,1.0
838,-5616,0,1.0
839,-5616,0,0.9999
840,-5616,0,0.9999
841,-5616,0,1.0
842,-5616,0,1.0
843,-5616,0,1.0
844,-5616,0,1.0
845,-5616,0,0.9999
846,-5616,0,0.9999
847,-5616,0,0.9999
848,-5616,0,0.9999
849,-5616,0,0.9999
850,-5616,0,0.9999
851,-5616,0,1.0
852,-5616,0,1.0
853,3194,0,0.7459
854,3194,0,0.9999
855,3194,0,1.0
856,3194,0,1.0
857,3194,0,1.0
858,3194,0,1.0
859,3194,0,0.9999
860,3194,0,0.9999
861,3194,0,0.9999
862,3194,0,0.9999
863,3194,0,0.9999
864,3194,0,0.9999
865,3194,0,1.0
866,3194,0,1.0
867,3194,0,0.9999
868,3194,0,0.9999
869,3194,0,1.0
870,3194,0,1.0
871,3194,0,1.0
872,3194,0,1.0
873,3194,0,0.9999
874,3194,0,0.9999
875,3194,0,0.9999
876,3194,0,0.9999
877,3194,0,0.9999
878,3194,0,0.9999
879,3194,0,1.0
880,3194,0,1.0
881,3194,0,0.9999
882,3194,0,0.9999
883,3194,0,1.0
884,3194,0,1.0
885,3194,0,1.0
886,3194,0,1.0
887,3194,0,0.9999
888,3194,0,0.9999
889,3194,0,0.9999
890,3194,0,0.9999
891,3194,0,0.9999
892,3194,0,0.9999
893,3194,0,1.0
894,3194,0,1.0
895,3194,0,0.9999
896,3194,0,0.9999
897,3194,0,1.0
898,3194,0,1.0
899,3194,0,1.0
900,3194,0,1.0
901,3194,0,0.9999
902,3194,0,0.9999
903,3194,0,0.9999
904,3194,0,0.9999
905,3194,0,0.9999
906,3194,0,0.9999
907,3194,0,1.0
908,3194,0,1.0
909,3194,0,0.9999
910,3194,0,0.9999
911,3194,0,0.876
912,2267,0,1.0
913,2267,0,1.0
914,2267,0,0.9999
915,2267,0,0.9999
916,2267,0,0.9999
917,2267,0,0.9999
918,2267,0,0.9999
919,2267,0,1.0
920,2267,0,0.9999
921,2267,0,1.0
922,2267,0,1.0
923,2267,0,0.9999
924,2267,0,0.9999
925,2267,0,1.0
926,2267,0,1.0
927,2267,0,1.0
928,2267,0,0.9999
929,2267,0,0.9999
930,2267,0,0.9999
931,2267,0,0.9999
932,2267,0,0.9999
933,2267,0,1.0
934,2267,0,0.9999
935,2267,0,1.0
936,2267,0,1.0
937,2267,0,0.9999
938,2267,0,0.9999
939,2267,0,1.0
940,2267,0,1.0
941,2267,0,1.0
942,2267,0,0.9999
943,2267,0,0.9999
944,2267,0,0.9999
945,2267,0,0.9999
946,2267,0,0.9999
947,2267,0,1.0
948,2267,0,0.9999
949,2267,0,1.0
950,2267,0,1.0
951,2267,0,0.9999
952,2267,0,0.9999
953,2267,0,1.0
954,2267,0,1.0
955,2267,0,1.0
956,2267,0,0.9999
957,2267,0,0.9999
958,2267,0,0.9999
959,2267,0,0.9999
960,2267,0,0.9999
961,2267,0,1.0
962,2267,0,0.9999
963,2267,0,1.0
964,2267,0,1.0
965,2267,0,0.9999
966,2267,0,0.9999
967,2267,0,1.0
968,2267,0,1.0
969,2267,0,1.0
970,2267,0,0.9999
971,2267,0,0.9999
972,2267,0,0.9999
973,2267,0,0.9999
974,2267,0,0.9999
975,2267,0,1.0
976,2267,0,0.9999
977,2267,0,1.0
978,2267,0,1.0
979,2267,0,0.9999
980,2267,0,0.9999
981,2267,0,1.0
982,2267,0,1.0
983,2267,0,1.0
984,2267,0,0.9999
985,2267,0,0.9999
986,2267,0,0.9999
987,2267,0,0.9999
988,2267,0,0.9999
989,2267,0,1.0
990,2267,0,0.9999
991,2267,0,1.0
992,2267,0,1.0
993,2267,0,0.9999
994,2267,0,0.9999
995,2267,0,0.5696
996,1329,0,1.0
997,1329,0,1.0
998,1329,0,0.9999
999,1329,0,0.9999
1000,1329,0,0.9999
1001,1329,0,0.9999
1002,1329,0,0.9999
1003,1329,0,1.0
1004,1329,0,0.9999
1005,1329,0,1.0
1006,1329,0,1.0
1007,1329,0,0.9999
1008,1329,0,0.9999
1009,1329,0,1.0
1010,1329,0,1.0
1011,1329,0,1.0
1012,1329,0,0.9999
1013,1329,0,0.9999
1014,1329,0,0.9999
1015,1329,0,0.9999
1016,1329,0,0.9999
1017,1329,0,1.0
1018,1329,0,0.9999
1019,1329,0,1.0
1020,1329,0,1.0
1021,1329,0,0.9999
1022,1329,0,0.9999
1023,1329,0,1.0
1024,1329,0,1.0
1025,1329,0,1.0
1026,1329,0,0.9999
1027,1329,0,0.9999
1028,1329,0,0.9999
1029,1329,0,0.9999
1030,1329,0,0.9999
1031,1329,0,1.0
1032,1329,0,0.9999
1033,1329,0,1.0
1034,1329,0,1.0
1035,1329,0,0.9999
1036,1329,0,0.9999
1037,1329,0,1.0
1038,1329,0,1.0
1039,1329,0,1.0
1040,1329,0,0.9999
1041,1329,0,0.9999
1042,1329,0,0.9999
1043,1329,0,0.9999
1044,1329,0,0.9999
1045,1329,0,1.0
1046,1329,0,0.9999
1047,1329,0,1.0
1048,1329,0,1.0
1049,1329,0,0.9999
1050,1329,0,0.9999
1051,1329,0,1.0
1052,1329,0,1.0
1053,1329,0,1.0
1054,1329,0,0.9999
1055,1329,0,0.9999
1056,1329,0,0.9999
1057,1329,0,0.9999
1058,1329,0,0.9999
1059,1329,0,1.0
1060,1329,0,0.9999
1061,1329,0,1.0
1062,1329,0,1.0
1063,1329,0,0.9999
1064,1329,0,0.9999
1065,1329,0,1.0
1066,1329,0,1.0
1067,1329,0,1.0
1068,1329,0,0.9999
1069,1329,0,0.9999
1070,1329,0,0.9999
1071,1329,0,0.9999
1072,1329,0,0.9999
1073,1329,0,1.0
1074,1329,0,0.9999
1075,1329,0,1.0
1076,1329,0,1.0
1077,1329,0,0.9999
1078,1329,0,0.9999
1079,0,0,0.739
1080,0,0,1.0
1081,0,0,1.0
1082,5032,0,0.5925
1083,5032,0,0.9999
1084,5032,0,0.9999
1085,5032,0,0.9999
1086,5032,0,0.9999
1087,5032,0,0.9999
1088,5032,0,1.0
1089,5032,0,1.0
1090,5032,0,0.9999
1091,5032,0,0.9999
1092,5032,0,1.0
1093,5032,0,1.0
1094,5032,0,1.0
1095,5032,0,1.0
1096,5032,0,0.9999
1097,5032,0,0.9999
1098,5032,0,0.9999
1099,5032,0,0.9999
1100,5032,0,0.9999
1101,3744,0,0.6587
1102,3744,0,1.0
1103,3744,0,1.0
1104,3744,0,0.9999
1105,3744,0,0.9999
1106,3744,0,1.0
1107,3744,0,1.0
1108,3744,0,1.0
1109,3744,0,1.0
1110,3744,0,0.9999
1111,3744,0,0.9999
1112,3744,0,0.9999
1113,3744,0,0.9999
1114,3744,0,0.9999
1115,3744,0,1.0
1116,3744,0,1.0
1117,3744,0,1.0
1118,3744,0,0.9999
1119,3744,0,0.9999
1120,3744,0,1.0
1121,3744,0,1.0
1122,3744,0,1.0
1123,3744,0,1.0
1124,3744,0,0.9999
1125,3744,0,0.9999
1126,3744,0,0.9999
1127,3744,0,0.9999
1128,3744,0,0.9999
1129,3744,0,1.0
1130,3744,0,1.0
1131,3744,0,1.0
1132,3744,0,0.9999
1133,3744,0,0.9999
1134,3744,0,1.0
1135,3744,0,1.0
1136,3744,0,1.0
1137,3744,0,1.0
1138,3744,0,0.9999
1139,3744,0,0.9999
1140,3744,0,0.9999
1141,3744,0,0.9999
1142,3744,0,0.9999
1143,3744,0,1.0
1144,3744,0,1.0
1145,3744,0,1.0
1146,3744,0,0.9999
1147,3744,0,0.9999
1148,3744,0,1.0
1149,3744,0,1.0
1150,3744,0,1.0
1151,3744,0,1.0
1152,3744,0,0.9999
1153,3744,0,0.9999
1154,3744,0,0.9999
1155,3744,0,0.9999
1156,3744,0,0.9999
1157,3744,0,1.0
1158,3744,0,1.0
1159,3744,0,1.0
1160,3744,0,0.9999
1161,3744,0,0.9999
1162,3744,0,0.9572
1163,2787,0,1.0
1164,2787,0,1.0
1165,2787,0,1.0
1166,2787,0,0.9999
1167,2787,0,0.9999
1168,2787,0,0.9999
1169,2787,0,0.9999
1170,2787,0,0.9999
1171,2787,0,0.9999
1172,2787,0,1.0
1173,2787,0,1.0
1174,2787,0,0.9999
1175,2787,0,0.9999
1176,2787,0,1.0
1177,2787,0,1.0
1178,2787,0,1.0
1179,2787,0,1.0
1180,2787,0,0.9999
1181,2787,0,0.9999
1182,2787,0,0.9999
1183,2787,0,0.9999
1184,2787,0,0.9999
1185,2787,0,0.9999
1186,2787,0,1.0
1187,2787,0,1.0
1188,2787,0,0.9999
1189,2787,0,0.9999
1190,2787,0,1.0
1191,2787,0,1.0
1192,2787,0,1.0
1193,2787,0,1.0
1194,2787,0,0.9999
1195,2787,0,0.9999
1196,2787,0,0.9999
1197,2787,0,0.9999
1198,2787,0,0.9999
1199,2787,0,0.9999
1200,2787,0,1.0
1201,2787,0,1.0
1202,2787,0,0.9999
1203,2787,0,0.9999
1204,2787,0,1.0
1205,2787,0,1.0
1206,2787,0,1.0
1207,2787,0,1.0
1208,2787,0,0.9999
1209,2787,0,0.9999
1210,2787,0,0.9999
1211,2787,0,0.9999
1212,2787,0,0.9999
1213,2787,0,0.9999
1214,2787,0,1.0
1215,2787,0,1.0
1216,2787,0,0.9999
1217,2787,0,0.9999
1218,2787,0,1.0
1219,2787,0,1.0
1220,2787,0,1.0
1221,2787,0,1.0
1222,2787,0,0.9999
1223,2787,0,0.9999
1224,2787,0,0.9999
1225,2787,0,0.9999
1226,2787,0,0.9999
1227,2787,0,0.9999
1228,2787,0,1.0
1229,2787,0,1.0
1230,2787,0,0.9999
1231,2787,0,0.9999
